311972225265836033	positive	:-))) Der neue Papst: Es ist ein Argentinier http://t.co/51IzDHwkaV via @SPIEGELONLINE	:-))) die neu Papst: es sein eine Argentinier http://t.co/51IzDHwkaV via @SPIEGELONLINE	NN ART ADJA NN PPER VAFIN ART NN NN APPR NN	6/PD 4/NK 4/NK 1/NK 6/SB 0/-- 8/NK 6/PD 8/NK 8/MNR 10/NK	case=nom|Sentiment::markable_1::Sarcasm=false|EmoExpression::markable_2::SubjectiveFact=false|EmoExpression::markable_2::Polarity=positive|gender=masc|Sentiment::markable_1::Sentiment=True|EmoExpression::markable_2::Uncertain=false|EmoExpression::markable_2::Intensity=medium|num=sg|EmoExpression::markable_2::Sarcasm=false|Sentiment::markable_1::Polarity=positive|Sentiment::markable_1::Intensity=medium|EmoExpression::markable_2::EmoExpression=True case=nom|num=sg|Target::markable_3::Target=True|Target::markable_3::Anaphref=empty|gender=masc|Target::markable_3::Preferred=true|Sentiment::markable_1::Sentiment=True case=nom|num=sg|Target::markable_3::Target=True|gender=masc|pos=True|Sentiment::markable_1::Sentiment=True case=nom|gender=masc|num=sg|Target::markable_3::Target=True|Sentiment::markable_1::Sentiment=True case=nom|pers=3|num=sg|Target::markable_3::Target=True|gender=neut|Sentiment::markable_1::Sentiment=True pers=3|num=sg|tense=pres|mood=ind|Target::markable_3::Target=True|Sentiment::markable_1::Sentiment=True case=nom|gender=masc|num=sg|Target::markable_3::Target=True|Sentiment::markable_1::Sentiment=True case=nom|gender=masc|num=sg|Target::markable_3::Target=True|Sentiment::markable_1::Sentiment=True case=nom|gender=masc|num=sg _ case=acc|gender=masc|*=True
311931936841007104	positive	Aber interessant, dass die @spoe_salzburg die Papst-Wahl für fade hält - und Pleite-Gaby nicht	aber interessant, dass die @spoe_salzburg die Papst-Wahl für fade halten - und Pleite-Gaby nicht	KON VVFIN KOUS ART NN ART NN APPR ADJD VVFIN $( KON NE PTKNEG	2/JU 0/-- 2/MO 5/NK 2/OA 7/NK 10/OA 10/MO 8/NK 0/-- 10/-- 9/CD 12/CJ 10/NG	Sentiment::markable_147::Sentiment=True|Sentiment::markable_147::Polarity=positive|Sentiment::markable_147::Intensity=medium|Sentiment::markable_147::Sarcasm=false pers=3|Sentiment::markable_147::Sentiment=True|num=sg|tense=past|mood=subj Sentiment::markable_147::Sentiment=True case=nom|Target::markable_147::Preferred=true|Sentiment::markable_150::Sentiment=True|Sentiment::markable_147::Sentiment=True|Source::markable_150::Source=True|gender=fem|Sentiment::markable_150::Sarcasm=false|Target::markable_147::Anaphref=empty|Target::markable_147::Target=True|Sentiment::markable_150::Intensity=medium|num=sg|Sentiment::markable_150::Polarity=positive|Source::markable_150::Anaphref=empty case=nom|Target::markable_147::Target=True|Sentiment::markable_150::Sentiment=True|num=sg|Sentiment::markable_147::Sentiment=True|Source::markable_150::Source=True|gender=fem case=nom|Target::markable_150::Anaphref=empty|Sentiment::markable_150::Sentiment=True|Sentiment::markable_147::Sentiment=True|gender=fem|Target::markable_150::Target=True|Target::markable_147::Target=True|num=sg|Target::markable_150::Preferred=true case=nom|Target::markable_147::Target=True|Sentiment::markable_150::Sentiment=True|num=sg|Sentiment::markable_147::Sentiment=True|gender=fem|Target::markable_150::Target=True Target::markable_147::Target=True|Sentiment::markable_150::Sentiment=True|Sentiment::markable_147::Sentiment=True Sentiment::markable_150::Sentiment=True|Sentiment::markable_147::Sentiment=True|pos=True|Target::markable_147::Target=True|EmoExpression::markable_10404362::SubjectiveFact=false|EmoExpression::markable_10404362::Polarity=negative|EmoExpression::markable_10404362::Intensity=medium|EmoExpression::markable_10404362::Sarcasm=false|EmoExpression::markable_10404362::Uncertain=false|EmoExpression::markable_10404362::EmoExpression=True pers=3|Target::markable_147::Target=True|Sentiment::markable_150::Sentiment=True|num=sg|tense=pres|mood=ind|Sentiment::markable_147::Sentiment=True Target::markable_147::Target=True|Sentiment::markable_147::Sentiment=True Target::markable_147::Target=True|Sentiment::markable_147::Sentiment=True case=dat|gender=neut|num=sg|Sentiment::markable_147::Sentiment=True|Target::markable_147::Target=True Target::markable_147::Target=True|Sentiment::markable_147::Sentiment=True
311914526629036033	neutral	RT @koerber: Live-Übertragung im Privatfernsehen: "Der Papst am Fenster zur Welt - präsentiert vom neuen Windows 8."	RT @koerber: Live-Übertragung in Privatfernsehen: "Der Papst an Fenster zu Welt - präsentieren von neu Windows 8."	NE ADJA NN APPRART NN NN NN APPRART NN APPRART NN $( VVFIN APPRART ADJA NN ADJA	0/-- 1/PNC 13/SB 3/MNR 4/NK 5/NK 6/PNC 6/MNR 8/NK 9/MNR 10/NK 11/-- 0/-- 17/SBP 16/NK 14/NK 13/MO	case=nom|*=True|num=sg *=True|pos=True case=nom|gender=fem|num=sg case=dat|gender=neut|num=sg case=dat|gender=neut|num=sg *=True case=nom|*=True|num=sg case=dat|gender=neut|num=sg case=dat|gender=neut|num=sg case=dat|gender=fem|num=sg case=dat|gender=fem|num=sg _ _ case=dat|gender=masc|num=sg case=dat|gender=masc|num=sg|pos=True case=dat|gender=masc|num=sg case=dat|gender=masc|num=sg|pos=True
311917178859425792	positive	Konklave: Weist er Rauch! Neuer Papst ist gewählt http://t.co/xQ0laKevuy via @SPIEGELONLINE	Konklave: weisen er Rauch! neu Papst sein wählen http://t.co/xQ0laKevuy via @SPIEGELONLINE	NN VVFIN PPER NN ADJA NN VAFIN VVPP NN APPR NN	2/SB 0/-- 2/SB 2/OA 6/NK 7/SB 0/-- 7/PD 8/OA 8/MO 10/NK	case=nom|gender=masc|num=sg EmoExpression::markable_10404364::Sarcasm=false|EmoExpression::markable_10404364::Polarity=positive|mood=ind|EmoExpression::markable_10404364::Intensity=medium|EmoExpression::markable_10404364::EmoExpression=True|pers=3|EmoExpression::markable_10404364::SubjectiveFact=true|num=sg|tense=pres|EmoExpression::markable_10404364::Uncertain=false case=nom|gender=masc|EmoExpression::markable_10404364::EmoExpression=True|num=sg|pers=3 case=acc|gender=masc|num=sg case=nom|gender=masc|num=sg|pos=True case=nom|gender=masc|num=sg pers=3|num=sg|tense=pres|mood=ind _ case=nom|gender=fem|num=sg _ case=dat|gender=masc|num=sg
311919786202365953	neutral	Wir haben einen neuen #papst !! Temos um novo #papa !!	wir haben eine neu #papst !! Temos um novo #papa !!	PPER VAFIN ART ADJA NN NN NE APPR NE NN ADJA	2/SB 0/-- 5/NK 5/NK 2/OA 2/OA 11/AG 11/MO 10/AG 8/NK 0/--	case=nom|*=True|num=pl|pers=1 pers=1|num=pl|tense=pres|mood=ind case=acc|gender=masc|num=sg case=acc|gender=masc|num=sg|pos=True case=acc|gender=masc|num=sg case=acc|gender=masc|num=sg case=gen|gender=neut|num=sg _ case=acc|gender=neut|num=sg case=acc|gender=neut|num=sg case=acc|gender=neut|num=sg|pos=True
311925161614008320	neutral	RT @astefanowitsch: Ihr werdet euch noch wünschen, ich wäre #Papst geworden.	RT @astefanowitsch: ihr werden ihr noch wünschen, ich sein #Papst geworden.	NE NN PPOSAT VAFIN PPER ADV NE PPER VAFIN NN ADJA	2/AG 0/-- 10/NK 0/-- 11/DA 7/MO 4/SB 9/SB 4/CJ 9/PD 9/MO	case=nom|gender=neut|num=sg case=nom|gender=neut|num=sg case=nom|gender=neut|num=sg pers=3|num=sg|tense=pres|mood=ind case=dat|*=True|num=pl|pers=2 _ pers=1|num=sg|tense=pres|mood=ind case=nom|*=True|num=sg|pers=1 pers=3|num=sg|tense=past|mood=subj case=nom|gender=masc|num=sg case=nom|gender=masc|num=sg|pos=True
311950503888175105	neutral	Wer braucht schon einen #Papst wenn er #Jesus im #Herzen hat	wer brauchen schon eine #Papst wenn er #Jesus in #Herzen haben	PWS VVFIN ADV ART NN KOUS PPER NN APPRART NN VAFIN	2/SB 0/-- 2/MO 5/NK 2/OA 11/CP 11/SB 11/OA 8/MNR 9/NK 2/MO	case=nom|gender=masc|num=sg pers=3|num=sg|tense=pres|mood=ind _ case=acc|gender=masc|num=sg case=acc|gender=masc|num=sg _ case=nom|gender=masc|num=sg|pers=3 case=acc|gender=masc|num=sg case=dat|gender=neut|num=sg case=dat|gender=neut|num=sg pers=3|num=sg|tense=pres|mood=ind
311923915108782080	positive	RT @Spielvrlagerung: Hervorragende Raumaufteilung der Kardinäle um den Papst herum. Bergoglio wird auch als Messis Stellvertreter im Vat ...	RT @Spielvrlagerung: hervorragend Raumaufteilung die Kardinal um die Papst herum. Bergoglio werden auch als Messis Stellvertreter in Vat ...	NE ADJA ADJA NN ART NN APPR ART NN NE NE VAFIN ADV KOKOM NN NN APPRART NN $.	0/-- 1/UC 4/NK 0/-- 6/NK 4/AG 4/MNR 9/NK 7/NK 9/NK 12/SB 0/-- 15/MO 15/CM 12/SB 15/NK 12/MO 17/NK 18/--	case=nom|*=True|num=sg case=nom|*=True|num=sg|Sentiment::markable_153::Sentiment=True case=nom|EmoExpression::markable_155::Sarcasm=false|EmoExpression::markable_155::Polarity=positive|gender=fem|Target::markable_156::Anaphref=empty|EmoExpression::markable_155::Intensity=medium|pos=True|Target::markable_156::Preferred=true|Sentiment::markable_153::Sentiment=True|num=sg|EmoExpression::markable_155::Uncertain=false|Target::markable_156::Target=True|EmoExpression::markable_155::SubjectiveFact=false|EmoExpression::markable_155::EmoExpression=True case=nom|gender=fem|num=sg|Target::markable_156::Target=True|Sentiment::markable_153::Sentiment=True case=gen|gender=masc|num=pl|Target::markable_156::Target=True|Sentiment::markable_153::Sentiment=True case=gen|gender=masc|num=pl|Target::markable_156::Target=True|Sentiment::markable_153::Sentiment=True Sentiment::markable_153::Sentiment=True|Target::markable_156::Target=True case=acc|gender=masc|num=sg|Target::markable_156::Target=True|Sentiment::markable_153::Sentiment=True case=acc|gender=masc|num=sg|Target::markable_156::Target=True|Sentiment::markable_153::Sentiment=True _ case=nom|gender=neut|num=sg pers=3|num=sg|tense=pres|mood=ind _ _ case=nom|gender=fem|num=sg case=nom|gender=fem|num=sg case=dat|gender=masc|num=sg case=dat|gender=masc|num=sg _
311920314965692416	positive	Was ist eigentlich wenn der Gewählte keine Lust auf das Amt hat? #papst	was sein eigentlich wenn die Gewählte keine Lust auf die Amt hat? #papst	PIS VAFIN ADV KOUS ART NN PIAT NN APPR ART NN ADJA NN	2/SB 0/-- 12/MO 12/CP 6/NK 12/SB 8/NK 6/AG 12/MO 11/NK 9/NK 2/SB 0/--	case=nom|gender=neut|num=sg pers=3|num=sg|tense=pres|mood=ind _ _ case=nom|gender=masc|num=sg case=nom|gender=masc|num=sg case=nom|gender=fem|num=sg|Negation::markable_158::EmoExpressionRef=emo-expression:markable_157|Negation::markable_158::Negation=True case=nom|EmoExpression::markable_157::Sarcasm=false|EmoExpression::markable_157::Uncertain=false|EmoExpression::markable_157::Polarity=positive|gender=fem|EmoExpression::markable_157::SubjectiveFact=false|num=sg|EmoExpression::markable_157::Intensity=medium|EmoExpression::markable_157::EmoExpression=True _ case=acc|gender=neut|num=sg case=acc|gender=neut|num=sg case=acc|gender=neut|num=sg|pos=True case=nom|gender=masc|num=sg
311920140847566848	neutral	Erst Polenpaule, dann der Imperator und nun? #papst	erst Polenpaule, dann die Imperator und nun? #papst	ADV NE ADV ART NN KON ADV NN	2/MO 0/-- 5/MO 5/NK 2/PAR 5/CD 6/CJ 0/--	_ case=nom|gender=masc|num=sg _ case=nom|gender=masc|num=sg case=nom|gender=masc|num=sg _ _ case=nom|gender=masc|num=sg
311967768314535936	negative	Oh mein GOTT, die erste Sache, die ich vom neuen Papst höre und ich bin entsetzt und hulke gleich wieder	oh mein GOTT, die erst Sache, die ich von neu Papst hören und ich sein entsetzt und hulke gleich wieder	ITJ PPOSAT NE ART ADJA NE ART PPER APPRART ADJA NN VVFIN KON PPER VAFIN ADJD KON ADJD ADJD ADV	3/NK 3/PNC 0/-- 6/NK 6/NK 3/AG 12/OA 12/SB 8/MNR 11/NK 9/NK 3/RC 12/CD 15/SB 13/CJ 15/PD 16/CD 17/CJ 15/PD 15/MO	_ case=acc|gender=neut|num=sg case=nom|*=True|num=sg case=acc|gender=fem|num=sg case=acc|gender=fem|num=sg|pos=True case=acc|gender=fem|num=sg case=acc|gender=fem|num=sg case=nom|*=True|num=sg|pers=1 case=dat|gender=masc|num=sg case=dat|gender=masc|num=sg|pos=True case=dat|gender=masc|num=sg pers=3|num=sg|tense=pres|mood=subj _ case=nom|*=True|num=sg|pers=1 pers=1|num=sg|tense=pres|mood=ind EmoExpression::markable_159::Uncertain=false|EmoExpression::markable_159::EmoExpression=True|EmoExpression::markable_159::SubjectiveFact=false|EmoExpression::markable_159::Intensity=medium|EmoExpression::markable_159::Polarity=negative|EmoExpression::markable_159::Sarcasm=false|pos=True _ pos=True _ _
311924458124353536	neutral	RT @ZDF: Wir haben ihm gesagt, er soll sich jetzt verabschieden. #papst	RT @ZDF: wir haben er gesagt, er sollen sich jetzt verabschieden. #papst	NE NN PPER VAFIN PPER NE PPER VMFIN PRF ADV NE NN	2/PNC 0/-- 4/SB 0/-- 6/DA 4/OC 8/SB 6/RC 8/NK 4/MO 4/SVP 0/--	case=nom|*=True|num=sg case=nom|*=True|num=sg case=nom|*=True|num=pl|pers=1 pers=1|num=pl|tense=pres|mood=ind case=dat|gender=masc|num=sg|pers=3 case=acc|*=True|num=sg case=nom|gender=masc|num=sg|pers=3 pers=3|num=sg|tense=pres|mood=ind case=acc|pers=3|num=sg _ _ case=nom|gender=masc|num=sg
312166120947859456	neutral	#EilMeldung #NEWS Name des Papstes: Franziskus, nicht Franziskus I.: Franziskus I. heisse der neue Papst, melde... http://t.co/xkSSnb5BIm	#EilMeldung #NEWS Name die Papstes: Franziskus, nicht Franziskus I.: Franziskus I. heißen die neu Papst, melde... http://t.co/xkSSnb5BIm	NN NN NN ART NN NE PTKNEG NE NE NE NE VVFIN ART ADJA NE ADJA NN	12/SB 1/NK 1/PD 5/NK 3/AG 5/NK 1/NG 11/AG 11/PNC 11/PNC 1/NK 0/-- 15/NK 15/NK 12/SB 15/UC 0/--	case=nom|gender=fem|num=sg case=nom|gender=fem|num=sg case=nom|gender=masc|num=sg case=gen|gender=masc|num=sg case=gen|gender=masc|num=sg case=nom|gender=masc|num=sg _ case=gen|*=True|num=sg case=nom|gender=masc|num=sg case=nom|gender=masc|num=sg case=nom|gender=masc|num=sg pers=3|num=sg|tense=pres|mood=subj case=nom|gender=masc|num=sg case=nom|gender=masc|num=sg|pos=True case=nom|gender=masc|num=sg pers=3|num=sg|tense=pres|mood=ind case=nom|gender=neut|num=pl
311911330246426624	neutral	RT @GarFunkel4: So wählen die also den neuen Papst. via #fb #habemuspapam #papst http://t.co/dCOTiaOc5V	RT @GarFunkel4: so wählen die also die neu Papst. via #fb #habemuspapam #papst http://t.co/dCOTiaOc5V	NE NN ADV VVFIN PDS ADV ART ADJA NN APPR ADJA NN NN NE	2/PNC 0/-- 4/MO 0/-- 4/SB 4/MO 9/NK 9/NK 4/OA 9/MNR 12/NK 10/NK 12/NK 13/NK	case=nom|*=True|num=sg case=nom|*=True|num=sg _ pers=3|num=pl|tense=pres|mood=ind case=nom|gender=masc|num=pl _ case=acc|gender=masc|num=sg case=acc|gender=masc|num=sg|pos=True case=acc|gender=masc|num=sg _ _ case=dat|gender=masc|num=sg case=dat|gender=masc|num=sg case=nom|*=True|num=sg
312165788050132993	neutral	RT @klz_georg_lux: gestern ein bisserl vom neuen papst überlagert: h. c. #strache will laut #zib2 #scheuch nicht als bundesrat #fpk #fpö ...	RT @klz_georg_lux: gestern eine bisserl von neu Papst überlagert: heißen c. #strache wollen laut #zib2 #scheuch nicht als bundesrat #fpk #fpö ...	NE NN ADV ART NE APPRART ADJA NN ADJD VVFIN ADJA NN VMFIN APPR CARD NN PTKNEG KOKOM ADJA NN NE $.	2/AG 0/-- 12/MO 5/NK 10/SB 5/MNR 8/NK 6/NK 10/MO 12/NK 12/NK 13/SB 0/-- 13/MO 16/NK 14/NK 13/NG 20/CM 20/NK 3/CC 20/NK 21/--	case=nom|gender=neut|num=sg case=nom|gender=neut|num=sg _ *=True *=True case=dat|gender=masc|num=sg case=dat|gender=masc|num=sg|pos=True case=dat|gender=masc|num=sg pos=True _ case=dat|gender=masc|num=sg|pos=True case=dat|gender=masc|num=sg pers=3|num=sg|tense=pres|mood=ind _ _ case=acc|*=True|num=pl|pers=2 _ _ case=nom|gender=masc|num=sg case=nom|gender=masc|num=sg case=nom|gender=masc|num=sg _
311905151634001922	neutral	Der #Papst ist gewählt. Was auf den neuen Oberhirten zukommt, weiss Vatikan-Insider Bernd Hagenkord von Radio #Vatikan http://t.co/f4CnN9gPQB	die #Papst sein gewählt. was auf die neu Oberhirte zukommt, wissen Vatikan-Insider Bernd Hagenkord von Radio #Vatikan http://t.co/f4CnN9gPQB	ART NN VAFIN NE PIS APPR ART ADJA NN NE VVFIN NN NE NN APPR NN NN NN	2/NK 3/SB 0/-- 3/SB 11/OA 11/MO 9/NK 9/NK 6/NK 9/NK 0/-- 11/SB 14/PNC 12/NK 14/PG 15/NK 16/NK 14/PD	case=nom|gender=masc|num=sg case=nom|gender=masc|num=sg pers=3|num=sg|tense=pres|mood=ind _ case=nom|gender=neut|num=sg _ case=acc|gender=masc|num=sg case=acc|gender=masc|num=sg|pos=True case=acc|gender=masc|num=sg _ _ case=nom|gender=masc|num=sg case=nom|gender=masc|num=sg case=nom|gender=masc|num=sg _ case=dat|gender=neut|num=sg case=dat|gender=neut|num=sg case=nom|gender=fem|num=sg
312132901338750976	negative	RT @Dandeloo: Warum muss der Papst immer ein alter Opa sein? Warum nicht mal ein Neger?	RT @Dandeloo: warum müssen die Papst immer eine alt Opa sein? warum nicht mal eine Neger?	NE ADJA PWAV VMFIN ART NN ADV ART ADJA NN ADJA PWAV PTKNEG ADV ART ADJA	0/-- 1/UC 4/MO 0/-- 6/NK 4/SB 4/MO 10/NK 10/NK 11/SB 4/OC 16/MO 16/NG 13/MO 16/NK 0/--	case=nom|*=True|num=sg case=nom|*=True|num=sg _ pers=3|num=sg|tense=pres|mood=ind case=nom|gender=masc|num=sg case=nom|gender=masc|num=sg _ case=nom|gender=masc|num=sg case=nom|EmoExpression::markable_10404366::Polarity=negative|gender=masc|pos=True|num=sg|EmoExpression::markable_10404366::EmoExpression=True|EmoExpression::markable_10404366::SubjectiveFact=false|EmoExpression::markable_10404366::Intensity=medium|EmoExpression::markable_10404366::Sarcasm=false|EmoExpression::markable_10404366::Uncertain=false case=nom|gender=masc|num=sg|EmoExpression::markable_10404366::EmoExpression=True pers=3|num=sg|tense=pres|mood=ind _ _ _ case=nom|gender=neut|num=sg case=nom|gender=neut|num=sg|pos=True
311929865941172224	negative	Papst-Firlefanz... Wen juckte es? Oberhaupt der weltgrössten Sekte, welcher für die Armen und Hungernden betet aber ihnen überhaupt nicht hilft.	Papst-Firlefanz... Wen jucken es? Oberhaupt die weltgroß Sekte, welche für die Arm|Arme und Hungernde beten aber sie überhaupt nicht hilft.	NE NE VVFIN ADJA NN ART ADJA NN PIS APPR ART NN KON NN VVFIN KON PPER ADV PTKNEG NE	0/-- 3/SB 0/-- 3/MO 15/MO 8/NK 8/NK 5/AG 15/SB 15/MO 12/NK 10/NK 12/CD 13/CJ 0/-- 15/MO 15/DA 19/MO 15/NG 15/OA	case=nom|gender=neut|num=sg case=nom|EmoExpression::markable_10404367::Polarity=negative|EmoExpression::markable_10404367::EmoExpression=True|EmoExpression::markable_10404367::Sarcasm=false|EmoExpression::markable_10404367::SubjectiveFact=false|*=True|EmoExpression::markable_10404367::Uncertain=false|num=sg|EmoExpression::markable_10404367::Intensity=medium pers=3|EmoExpression::markable_10404367::EmoExpression=True|num=sg|tense=past|mood=ind _ case=nom|gender=neut|num=sg case=gen|gender=fem|num=sg case=gen|EmoExpression::markable_10404368::EmoExpression=True|EmoExpression::markable_10404368::Sarcasm=false|gender=fem|pos=True|EmoExpression::markable_10404368::SubjectiveFact=false|EmoExpression::markable_10404368::Uncertain=false|num=sg|EmoExpression::markable_10404368::Intensity=medium|EmoExpression::markable_10404368::Polarity=negative case=gen|gender=fem|num=sg case=gen|gender=fem|num=sg _ case=acc|*=True|num=pl case=acc|*=True|num=pl _ case=acc|gender=masc|num=pl pers=3|num=sg|tense=pres|mood=ind _ case=dat|*=True|num=pl|pers=3 _ _ _
312158230811910144	neutral	RT @paciscor: @MartaSalazar @Ark251 Wobei der neue Papst eben die "bewaffnete Hand" Woytilas gegen die BT war.	RT @paciscor: @MartaSalazar @Ark251 wobei die neu Papst eben die "bewaffnete Hand" Woytilas gegen die BT war.	NE ADJA NN NN PWAV ART ADJA NN ADV ART NN ADJA NN APPR ART NE ADJA	0/-- 1/UC 0/-- 0/-- 8/MO 8/NK 8/NK 12/MO 12/MO 11/NK 12/OA 0/-- 12/OA 13/MNR 16/NK 14/NK 16/NK	case=nom|*=True|num=sg case=nom|*=True|num=sg case=nom|gender=masc|num=sg case=nom|gender=masc|num=sg _ case=nom|gender=masc|num=sg case=nom|gender=masc|num=sg|pos=True case=nom|gender=masc|num=sg _ case=acc|gender=fem|num=sg case=acc|gender=fem|num=sg case=acc|gender=fem|num=sg|pos=True case=acc|gender=fem|num=sg _ case=acc|gender=fem|num=sg case=acc|gender=fem|num=sg case=acc|gender=fem|num=sg|sup=True
311964777175973888	positive	Weist er Rauch in Rom: Konklave wählt argentinischen Kardinal zum neuen Papst http://t.co/P9GzQwAc1B	weisen er Rauch in Rom: Konklave wählen argentinisch Kardinal zu neu Papst http://t.co/P9GzQwAc1B	VVFIN PPER NE APPR NE NN VVFIN ADJA NN APPRART ADJA NN NN	0/-- 1/SB 1/OA 3/MNR 4/NK 7/SB 1/OC 9/NK 7/OA 9/MNR 12/NK 10/NK 12/NK	pers=3|num=sg|tense=pres|mood=ind case=nom|EmoExpression::markable_10404369::SubjectiveFact=true|gender=masc|EmoExpression::markable_10404369::Uncertain=false|pers=3|num=sg|EmoExpression::markable_10404369::Intensity=medium|EmoExpression::markable_10404369::Sarcasm=false|EmoExpression::markable_10404369::EmoExpression=True|EmoExpression::markable_10404369::Polarity=positive case=nom|gender=masc|num=sg|EmoExpression::markable_10404369::EmoExpression=True _ case=dat|gender=neut|num=sg case=nom|gender=neut|num=pl pers=3|num=sg|tense=pres|mood=ind case=acc|gender=masc|num=sg|pos=True case=acc|gender=masc|num=sg case=dat|gender=masc|num=sg case=dat|gender=masc|num=sg|pos=True case=dat|gender=masc|num=sg case=dat|gender=masc|num=sg
311919867605417985	positive	ich habe mir auch franziskus ausgesucht. bin ich deshalb der neue papst?	ich haben ich auch franziskus ausgesucht. sein ich deshalb die neu papst?	PPER VAFIN PPER ADV ADJA NN VAFIN PPER PAV ART ADJA ADJA	2/SB 0/-- 7/DA 6/MO 6/NK 7/PD 2/OC 7/SB 12/NK 12/NK 12/NK 7/MO	case=nom|*=True|num=sg|pers=1 pers=1|num=sg|tense=pres|mood=ind case=dat|*=True|num=sg|pers=1 _ _ EmoExpression::markable_10404370::Uncertain=false|EmoExpression::markable_10404370::SubjectiveFact=false|EmoExpression::markable_10404370::Intensity=medium|EmoExpression::markable_10404370::Polarity=positive|EmoExpression::markable_10404370::EmoExpression=True|pos=True|EmoExpression::markable_10404370::Sarcasm=false pers=1|num=sg|tense=pres|mood=ind case=nom|gender=masc|num=sg|pers=1 _ case=nom|gender=masc|num=sg case=nom|gender=masc|num=sg|pos=True case=nom|gender=masc|num=sg|pos=True
311914598414565376	neutral	Wie wäre es eigentlich mit einer Frau als Papst ? Oder so Transgender ?? Papst_/in #Unterstrich	wie sein es eigentlich mit eine Frau als Papst ? oder so Transgender ?? Papst_/in #Unterstrich	KOKOM VAFIN PPER ADV APPR ART NN KOKOM NN $. KON ADV NN ADJA NN NN	2/CM 0/-- 2/SB 2/MO 2/MO 7/NK 5/NK 9/CM 2/MO 9/-- 13/JU 13/MO 0/-- 13/NK 0/-- 15/NK	_ pers=3|num=sg|tense=past|mood=subj case=nom|gender=neut|num=sg|pers=3 _ _ case=dat|gender=fem|num=sg case=dat|gender=fem|num=sg _ case=nom|gender=masc|num=sg _ _ _ case=nom|*=True|num=sg case=nom|*=True|num=sg case=nom|gender=fem|num=sg case=nom|gender=fem|num=sg
312175236248371200	positive	RT @queer_de: Neuer Papst bezeichnete die Homo-Ehe als Intrige des Teufels und ein Adoptionsrecht für die Paare Kindesmissbrauch. http:/ ...	RT @queer_de: neu Papst bezeichnen die Homo-Ehe als Intrige die Teufel und eine Adoptionsrecht für die Paar Kindesmissbrauch. http:/ ...	NE ADJA ADJA NN VVFIN ART NN KOKOM NN ART NN KON ART NN APPR ART NN NN NN $.	0/-- 1/PNC 4/NK 5/SB 0/-- 7/NK 5/OA 5/MO 8/NK 11/NK 9/AG 9/CD 14/NK 12/CJ 14/MNR 17/NK 15/NK 17/NK 18/NK 19/--	case=nom|*=True|num=sg *=True|pos=True case=nom|Source::markable_161::Anaphref=empty|Sentiment::markable_160::Polarity=positive|Sentiment::markable_160::Sarcasm=false|gender=masc|pos=True|Sentiment::markable_160::Intensity=medium|num=sg|Sentiment::markable_160::Sentiment=True|Source::markable_161::Source=True case=nom|gender=masc|num=sg|Source::markable_161::Source=True|Sentiment::markable_160::Sentiment=True pers=3|num=sg|tense=past|mood=ind|Sentiment::markable_160::Sentiment=True case=acc|num=sg|Target::markable_162::Preferred=true|Sentiment::markable_160::Sentiment=True|Target::markable_162::Anaphref=empty|gender=fem|Target::markable_162::Target=True case=acc|gender=fem|num=sg|Target::markable_162::Target=True|Sentiment::markable_160::Sentiment=True Sentiment::markable_160::Sentiment=True case=nom|EmoExpression::markable_163::Intensity=medium|EmoExpression::markable_163::Polarity=negative|EmoExpression::markable_163::Uncertain=false|*=True|EmoExpression::markable_163::SubjectiveFact=false|num=pl|EmoExpression::markable_163::Sarcasm=false|Sentiment::markable_160::Sentiment=True|EmoExpression::markable_163::EmoExpression=True case=gen|gender=neut|num=sg|Sentiment::markable_160::Sentiment=True case=gen|EmoExpression::markable_164::Polarity=negative|EmoExpression::markable_164::Sarcasm=false|gender=neut|EmoExpression::markable_164::SubjectiveFact=false|num=sg|Sentiment::markable_160::Sentiment=True|EmoExpression::markable_164::Uncertain=false|EmoExpression::markable_164::EmoExpression=True|EmoExpression::markable_164::Intensity=medium Sentiment::markable_160::Sentiment=True case=nom|num=sg|Target::markable_165::Target=True|Target::markable_165::Preferred=true|Sentiment::markable_160::Sentiment=True|Target::markable_165::Anaphref=empty|gender=neut case=nom|gender=neut|num=sg|Target::markable_165::Target=True|Sentiment::markable_160::Sentiment=True Sentiment::markable_160::Sentiment=True|Target::markable_165::Target=True case=acc|gender=fem|num=sg|Target::markable_165::Target=True|Sentiment::markable_160::Sentiment=True case=acc|gender=fem|num=sg|Target::markable_165::Target=True|Sentiment::markable_160::Sentiment=True case=nom|EmoExpression::markable_166::Uncertain=false|gender=neut|Sentiment::markable_160::Sentiment=True|EmoExpression::markable_166::Polarity=negative|num=sg|EmoExpression::markable_166::Sarcasm=false|EmoExpression::markable_166::EmoExpression=True|EmoExpression::markable_166::Intensity=medium|EmoExpression::markable_166::SubjectiveFact=false case=nom|gender=neut|num=sg _
