327476868259409922	positive	Cheets! http://t.co/nh6ZZPhVuo schauen wir mal, ob der @RRRattle gerade raus geht :) #fb	Cheets! http://t.co/nh6ZZPhVuo schauen wir mal, ob die @RRRattle gerade raus gehen :) #fb	NN NN VVFIN PPER NE APPR ART NN ADV ADV VVFIN ADJA NN	0/-- 3/MO 0/-- 3/SB 3/DA 3/MO 8/NK 6/NK 10/MO 11/MO 0/-- 13/NK 11/SB	case=nom|gender=masc|num=sg _ pers=1|num=pl|tense=pres|mood=ind case=nom|*=True|num=pl|pers=1 _ _ case=dat|gender=fem|num=sg case=dat|gender=fem|num=sg _ _ pers=3|num=sg|tense=pres|mood=ind case=acc|EmoExpression::markable_1::SubjectiveFact=false|EmoExpression::markable_1::EmoExpression=True|gender=masc|EmoExpression::markable_1::Polarity=positive|EmoExpression::markable_1::Sarcasm=false|pos=True|num=sg|EmoExpression::markable_1::Uncertain=false|EmoExpression::markable_1::Intensity=medium case=acc|gender=masc|num=sg
328116872870514688	positive	Gut: Meltzer als Interviewpartner zu bekommen. Schlecht: Ihn die Baseballkappe aufbehalten zu lassen. #ecw	Gut: Meltzer als Interviewpartner zu bekommen. Schlecht: er die Baseballkappe aufbehalten zu lassen. #ecw	ADJA NN KOKOM NN APPR NE VVFIN PPER ART NN VVPP APPR NE ADJA	2/NK 0/-- 4/CM 2/CC 4/MNR 5/NK 0/-- 7/SB 10/NK 7/OA 7/MO 7/MO 12/NK 0/--	case=acc|gender=masc|num=pl|pos=True|Sentiment::markable_100500322::Sentiment=True case=acc|num=pl|Sentiment::markable_100500322::Sentiment=True|Target::markable_100500324::Target=True|Target::markable_100500324::Preferred=true|gender=masc|Target::markable_100500324::Anaphref=empty Sentiment::markable_100500322::Sentiment=True|Target::markable_100500324::Target=True case=nom|gender=masc|num=sg|Sentiment::markable_100500322::Sentiment=True|Target::markable_100500324::Target=True Sentiment::markable_100500322::Sentiment=True|Target::markable_100500324::Target=True case=dat|EmoExpression::markable_100500326::Sarcasm=false|EmoExpression::markable_100500326::EmoExpression=True|Sentiment::markable_100500325::Sarcasm=false|EmoExpression::markable_100500326::SubjectiveFact=false|Sentiment::markable_100500325::Polarity=positive|gender=neut|Sentiment::markable_100500325::Intensity=medium|EmoExpression::markable_100500326::Polarity=negative|Sentiment::markable_100500325::Sentiment=True|num=sg|EmoExpression::markable_100500326::Uncertain=false|EmoExpression::markable_100500326::Intensity=medium pers=3|Sentiment::markable_100500325::Sentiment=True|num=pl|tense=pres|mood=ind case=acc|Target::markable_100500327::Anaphref=empty|gender=masc|pers=3|Target::markable_100500327::Preferred=true|Sentiment::markable_100500325::Sentiment=True|num=sg|Target::markable_100500327::Target=True case=acc|gender=fem|Sentiment::markable_100500325::Sentiment=True|num=sg|Target::markable_100500327::Target=True case=acc|gender=fem|Sentiment::markable_100500325::Sentiment=True|num=sg|Target::markable_100500327::Target=True Sentiment::markable_100500325::Sentiment=True|Target::markable_100500327::Target=True Sentiment::markable_100500325::Sentiment=True|Target::markable_100500327::Target=True case=dat|*=True|Sentiment::markable_100500325::Sentiment=True|num=sg _
322459879224795136	positive	Livecam Girls : Ein ganz verdorbenes Teenygirl mit verdammt geilen High Heels! http://t.co/FPL9pn0hlN	Livecam Girls : eine ganz verdorben Teenygirl mit verdammt geil High Heels! http://t.co/FPL9pn0hlN	NN NN $. ART ADV ADJA NN APPR ADJD ADJA NN ADJA NN	12/MO 1/NK 2/-- 7/NK 6/MO 7/NK 1/PAR 7/MNR 10/MO 11/NK 8/NK 0/-- 0/--	case=nom|gender=masc|num=sg case=nom|gender=masc|num=sg _ case=nom|Sentiment::markable_100500308::Polarity=positive|Sentiment::markable_100500308::Sarcasm=false|Sentiment::markable_100500308::Intensity=medium|gender=masc|Sentiment::markable_100500308::Sentiment=True|Target::markable_100500309::Preferred=true|num=sg|Target::markable_100500309::Anaphref=empty|Target::markable_100500309::Target=True Intensifier::markable_100500311::Intensifier=True|Target::markable_100500309::Target=True|Intensifier::markable_100500311::Degree=medium|Intensifier::markable_100500311::EmoExpressionRef=emo-expression:markable_100500310|Sentiment::markable_100500308::Sentiment=True case=nom|EmoExpression::markable_100500310::SubjectiveFact=false|EmoExpression::markable_100500310::Polarity=negative|gender=neut|Sentiment::markable_100500308::Sentiment=True|EmoExpression::markable_100500310::Uncertain=false|pos=True|EmoExpression::markable_100500310::Intensity=medium|EmoExpression::markable_100500310::EmoExpression=True|num=sg|EmoExpression::markable_100500310::Sarcasm=false|Target::markable_100500309::Target=True case=nom|gender=neut|num=sg|Target::markable_100500309::Target=True|Sentiment::markable_100500308::Sentiment=True _ Sentiment::markable_100500312::Intensity=medium|Sentiment::markable_100500312::Sarcasm=false|Target::markable_100500313::Target=True|Intensifier::markable_100500315::EmoExpressionRef=emo-expression:markable_100500314|Target::markable_100500313::Anaphref=empty|Target::markable_100500313::Preferred=true|Intensifier::markable_100500315::Intensifier=True|Sentiment::markable_100500312::Sentiment=True|Sentiment::markable_100500312::Polarity=positive|Intensifier::markable_100500315::Degree=medium case=dat|EmoExpression::markable_100500314::Uncertain=false|gender=fem|EmoExpression::markable_100500314::Intensity=medium|pos=True|EmoExpression::markable_100500314::SubjectiveFact=false|EmoExpression::markable_100500314::Sarcasm=false|EmoExpression::markable_100500314::Polarity=positive|num=pl|EmoExpression::markable_100500314::EmoExpression=True|Target::markable_100500313::Target=True|Sentiment::markable_100500312::Sentiment=True Sentiment::markable_100500312::Sentiment=True|Target::markable_100500313::Target=True case=dat|gender=fem|num=pl|pos=True case=nom|gender=fem|num=pl
322209020041641985	positive	@Isad0nna Same here! Ich hoffe du hast trotzdem einen schönen Tag!	@Isad0nna Same here! ich hoffen du haben trotzdem eine schön Tag!	NN NN VVFIN PPER VVFIN PPER VAFIN PAV ART ADJA NN	0/-- 3/SB 0/-- 5/SB 0/-- 7/SB 5/OC 4/NK 11/NK 11/NK 7/OA	case=nom|gender=fem|num=sg case=nom|gender=masc|num=sg pers=3|num=sg|tense=past|mood=ind case=nom|Sentiment::markable_100500303::Sarcasm=false|Sentiment::markable_100500303::Polarity=positive|Sentiment::markable_100500303::Intensity=medium|*=True|Source::markable_100500304::Source=True|pers=1|Sentiment::markable_100500303::Sentiment=True|num=sg|Source::markable_100500304::Anaphref=empty EmoExpression::markable_100500305::SubjectiveFact=false|EmoExpression::markable_100500305::Intensity=medium|EmoExpression::markable_100500305::Sarcasm=false|mood=ind|EmoExpression::markable_100500305::EmoExpression=True|EmoExpression::markable_100500305::Uncertain=false|EmoExpression::markable_100500305::Polarity=positive|pers=1|Sentiment::markable_100500303::Sentiment=True|num=sg|tense=pres case=nom|Target::markable_100500306::Target=True|*=True|pers=2|Sentiment::markable_100500303::Sentiment=True|num=sg|Target::markable_100500306::Preferred=true|Target::markable_100500306::Anaphref=empty pers=2|Sentiment::markable_100500303::Sentiment=True|num=sg|tense=pres|mood=ind|Target::markable_100500306::Target=True Sentiment::markable_100500303::Sentiment=True|Target::markable_100500306::Target=True case=acc|gender=masc|Sentiment::markable_100500303::Sentiment=True|num=sg|Target::markable_100500306::Target=True case=acc|EmoExpression::markable_100500307::Uncertain=false|gender=masc|EmoExpression::markable_100500307::Intensity=medium|Target::markable_100500306::Target=True|pos=True|EmoExpression::markable_100500307::SubjectiveFact=false|EmoExpression::markable_100500307::Sarcasm=false|EmoExpression::markable_100500307::Polarity=positive|Sentiment::markable_100500303::Sentiment=True|num=sg|EmoExpression::markable_100500307::EmoExpression=True case=acc|gender=masc|Sentiment::markable_100500303::Sentiment=True|num=sg
322247887339790336	positive	@binichjeck jetzt bin ich ja schon weg xD	@binichjeck jetzt sein ich ja schon weg xD	NN ADV VAFIN PPER ADV ADV ADV ADJA	0/-- 3/MO 0/-- 3/SB 3/MO 7/MO 3/MO 3/MO	case=nom|gender=masc|num=sg _ pers=1|num=sg|tense=pres|mood=ind case=nom|*=True|num=sg|pers=1 _ _ _ EmoExpression::markable_112::Uncertain=false|EmoExpression::markable_112::EmoExpression=True|EmoExpression::markable_112::Intensity=medium|EmoExpression::markable_112::Polarity=positive|EmoExpression::markable_112::SubjectiveFact=false|EmoExpression::markable_112::Sarcasm=false
327350972814860288	neutral	Ew muss in weniger als einer Stunde los :S	Ew müssen in wenige als eine Stunde los :S	VVINF VMFIN APPR PIS KOKOM ART NN ADJD ADJA	2/OC 0/-- 2/MO 3/NK 7/CM 7/NK 4/CC 9/MO 2/OC	_ pers=3|num=sg|tense=pres|mood=ind _ *=True _ case=dat|gender=fem|num=sg case=dat|gender=fem|num=sg _ case=dat|gender=fem|num=sg|pos=True|EmoExpression::markable_104011001::EmoExpression=True
327326540608176128	neutral	RT @Der_Kalle: Haben wir am #LPTBY132 eigentlich einen Drogenbeauftragten oder muss ich meinen Vodka selbst mitbringen?	RT @Der_Kalle: Haben wir an #LPTBY132 eigentlich eine Drogenbeauftragte oder müssen ich mein Vodka selbst mitbringen?	NE ADJA NN PPER APPRART NN ADV ART NN KON VMFIN PPER PPOSAT NN ADV VVFIN	0/-- 1/PNC 0/-- 3/SB 3/MO 5/NK 3/MO 9/NK 3/OA 3/CD 10/CJ 11/SB 14/NK 16/OA 14/MNR 11/OC	case=nom|*=True|num=sg *=True|pos=True pers=1|num=pl|tense=pres|mood=ind case=nom|*=True|num=pl|pers=1 case=dat|gender=masc|num=sg case=dat|gender=masc|num=sg _ case=acc|gender=masc|num=sg case=acc|gender=masc|num=sg _ pers=1|num=sg|tense=pres|mood=ind case=nom|*=True|num=sg|pers=1 case=acc|gender=masc|num=sg case=acc|gender=masc|num=sg _ pers=3|num=sg|tense=past|mood=ind
323560599151857665	neutral	Habe schon Klopapierrollen unterm Kopfkissen	haben schon Klopapierrolle unterm Kopfkissen	VAFIN ADV NN APPRART NN	0/-- 3/MO 1/SB 3/MNR 4/NK	_ _ case=nom|gender=neut|num=sg case=dat|gender=masc|num=sg case=dat|gender=masc|num=sg
322329586652299264	neutral	Im Rahmen des Integrationsprogramms der Stadt Bergkamen, hatte ich unseren Bürgermeister Roland Schäfer, sowie... http://t.co/2emy5mdAey	in Rahmen die Integrationsprogramm die Stadt Bergkamen, haben ich unser Bürgermeister Roland Schäfer, sowie... http://t.co/2emy5mdAey	APPRART NN ART NN ART NN NE VAFIN PPER PPOSAT NN NE NE ADJA NN	8/MO 1/NK 4/NK 2/AG 6/NK 4/AG 6/NK 0/-- 8/SB 11/NK 14/SB 13/PNC 11/NK 8/MO 0/--	case=dat|gender=masc|num=sg case=dat|gender=masc|num=sg case=gen|gender=neut|num=sg case=gen|gender=neut|num=sg case=gen|gender=fem|num=sg case=gen|gender=fem|num=sg case=nom|gender=neut|num=sg pers=1|num=sg|tense=past|mood=ind case=nom|*=True|num=sg|pers=1 case=gen|gender=neut|num=sg case=nom|gender=masc|num=sg case=nom|gender=masc|num=sg case=nom|gender=masc|num=sg pers=3|num=sg|tense=pres|mood=ind case=nom|gender=fem|num=sg
328045699277148160	neutral	Ich habe 1,058 Nahrungseinheiten geerntet! http://t.co/OgmHiKDmWs #android, #androidgames, #gameinsight	ich haben @card@ Nahrungseinheiten geerntet! http://t.co/OgmHiKDmWs #android, #androidgames, #gameinsight	PPER VAFIN CARD NN ADJA NN NE NE NN	2/SB 0/-- 4/NK 5/AMS 2/OC 0/-- 8/PNC 6/NK 6/OA	case=nom|*=True|num=sg|pers=1 pers=1|num=sg|tense=pres|mood=ind _ case=acc|gender=fem|num=pl _ _ case=nom|gender=neut|num=sg case=nom|gender=neut|num=sg pers=3|num=sg|tense=pres|mood=ind
323785547137048576	positive	FRANKENLAND - Eine Romantikreise durch das Frankenland - Texte in D/E/F http://t.co/oUOb4pDNaN	Frankenland - eine Romantikreise durch die Frankenland - Text in D/E/F http://t.co/oUOb4pDNaN	NN $( ART NN APPR ART NN $( NN APPR NE NE	0/-- 1/-- 4/NK 1/APP 4/MNR 7/NK 5/NK 7/-- 4/APP 9/MNR 12/PNC 10/NK	case=nom|gender=neut|num=sg _ case=acc|Target::markable_100500329::Preferred=true|Target::markable_100500329::Target=True|gender=fem|Target::markable_100500329::Anaphref=empty|Sentiment::markable_100500328::Sarcasm=false|num=sg|Sentiment::markable_100500328::Polarity=positive|Sentiment::markable_100500328::Sentiment=True|Sentiment::markable_100500328::Intensity=medium case=acc|Target::markable_100500329::Target=True|EmoExpression::markable_100500330::Sarcasm=false|gender=fem|EmoExpression::markable_100500330::SubjectiveFact=false|EmoExpression::markable_100500330::Polarity=positive|num=sg|EmoExpression::markable_100500330::Uncertain=false|Sentiment::markable_100500328::Sentiment=True|EmoExpression::markable_100500330::EmoExpression=True|EmoExpression::markable_100500330::Intensity=medium Sentiment::markable_100500328::Sentiment=True|Target::markable_100500329::Target=True case=acc|gender=neut|num=sg|Target::markable_100500329::Target=True|Sentiment::markable_100500328::Sentiment=True case=acc|gender=neut|num=sg|Target::markable_100500329::Target=True|Sentiment::markable_100500328::Sentiment=True _ case=acc|gender=masc|num=pl _ case=dat|gender=neut|num=sg case=dat|gender=neut|num=sg
327304416606699521	neutral	Nachfolger von Herrn Dr. Martin Göhler in der Ödter "Praxis Niedertor" ist Herr Kai Bösenthal. Er war zuvor u.a.... http://t.co/HBdLUCS3Md	Nachfolger von Herr Dr. Martin Göhler in die Ödter "Praxis Niedertor" sein Herr Kai Bösenthal. er sein zuvor u.a.... http://t.co/HBdLUCS3Md	NN APPR NN NN NE NE APPR ART NN NN NN VAFIN NN NN NE PPER VAFIN ADV ADJA NN	12/PD 1/PG 2/NK 3/NK 6/PNC 3/NK 1/MNR 9/NK 7/NK 9/NK 10/NK 0/-- 12/SB 13/NK 13/NK 17/SB 0/-- 17/MO 20/NK 17/PD	case=nom|gender=masc|num=sg _ case=dat|gender=masc|num=sg case=nom|gender=masc|num=sg case=nom|gender=masc|num=sg case=nom|gender=masc|num=sg _ case=dat|gender=fem|num=sg case=dat|gender=fem|num=sg case=nom|gender=neut|num=sg case=nom|gender=neut|num=sg pers=3|num=sg|tense=pres|mood=ind case=nom|gender=masc|num=sg case=nom|gender=masc|num=sg case=nom|gender=masc|num=sg case=nom|gender=masc|num=sg|pers=3 pers=3|num=sg|tense=past|mood=ind _ case=nom|gender=neut|num=sg|pos=True case=nom|gender=neut|num=sg
327538928875868163	negative	Bordelltester auf #rtlll was für ein Trashabend. Aber ähnliche Bewertungskriterien wie bei #frauentausch #rotlichtexperten	Bordelltester auf #rtlll was für eine Trashabend. aber ähnlich Bewertungskriterium wie bei #frauentausch #rotlichtexperten	NN APPR NN PIS APPR ART NE KON ADJA NN KOKOM APPR NN ADJD	0/-- 1/MNR 2/NK 5/MO 3/MNR 7/NK 5/NK 10/JU 10/NK 0/-- 12/CM 9/CC 12/NK 10/PD	case=nom|Target::markable_100500335::Anaphref=empty|Sentiment::markable_100500334::Sentiment=True|Sentiment::markable_100500334::Polarity=negative|gender=neut|Sentiment::markable_100500334::Intensity=medium|Target::markable_100500335::Target=True|num=sg|Target::markable_100500335::Preferred=true|Sentiment::markable_100500334::Sarcasm=false Sentiment::markable_100500334::Sentiment=True|Target::markable_100500335::Target=True case=acc|gender=masc|num=sg|Sentiment::markable_100500334::Sentiment=True|Target::markable_100500335::Target=True gender=neut|*=True|Sentiment::markable_100500334::Sentiment=True Sentiment::markable_100500334::Sentiment=True case=acc|gender=neut|num=sg|Sentiment::markable_100500334::Sentiment=True case=acc|gender=neut|num=sg|Sentiment::markable_100500334::Sentiment=True _ case=acc|gender=fem|num=pl|pos=True case=acc|gender=fem|num=pl _ _ case=dat|gender=masc|num=sg case=dat|gender=masc|num=sg|pos=True
323696478268846080	positive	Pure pözie... Koning der dieren... http://t.co/h0qz2hub0a	Pure pözie... Koning die dieren... http://t.co/h0qz2hub0a	NN ADJA NN ART ADJA NN	0/-- 1/NK 0/-- 5/NK 3/SB 0/--	Target::markable_100500332::Preferred=true|Sentiment::markable_100500331::Intensity=medium|Target::markable_100500332::Target=True|num=sg|EmoExpression::markable_100500333::Intensity=medium|EmoExpression::markable_100500333::SubjectiveFact=false|Sentiment::markable_100500331::Sentiment=True|EmoExpression::markable_100500333::Uncertain=false|case=nom|EmoExpression::markable_100500333::EmoExpression=True|gender=fem|Target::markable_100500332::Anaphref=empty|EmoExpression::markable_100500333::Polarity=positive|Sentiment::markable_100500331::Polarity=positive|Sentiment::markable_100500331::Sarcasm=false|EmoExpression::markable_100500333::Sarcasm=false case=nom|gender=fem|num=sg|pos=True case=nom|gender=masc|num=sg case=nom|gender=masc|num=sg case=nom|gender=masc|num=sg|pos=True case=nom|gender=fem|num=sg
327936726045696000	neutral	SCHAUKELSTUHL AUS TEAK HOLZ: Bremen | Verkaufe hier meinen Outdoor Schaukelstuhl aus Teakholz der Marke Greenv... http://t.co/fSgSvBZu7t	Schaukelstuhl aus Teak HOLZ: Bremen | Verkauf hier mein Outdoor Schaukelstuhl aus Teakholz die Marke Greenv... http://t.co/fSgSvBZu7t	NN APPR NN NE NE XY NN ADV PPOSAT NN NN APPR NN ART NN NE NN	0/-- 1/MNR 2/NK 5/PNC 3/NK 7/NK 1/PAR 7/MO 10/NK 7/PAR 10/NK 10/MNR 12/NK 15/NK 13/AG 15/NK 0/--	case=nom|gender=neut|num=sg _ case=dat|gender=masc|num=sg case=nom|gender=neut|num=sg case=nom|gender=neut|num=sg *=True case=acc|gender=masc|num=pl _ case=acc|gender=masc|num=sg case=acc|gender=masc|num=sg case=acc|gender=masc|num=sg _ case=dat|gender=neut|num=sg case=gen|gender=neut|num=pl case=gen|gender=neut|num=pl case=nom|*=True|num=sg case=nom|gender=fem|num=sg
323895799954145280	neutral	#Kuchen #quoka_de Liebherr Kühl- Gefrierkombi Eigentlich ein Einbaugerät, wurde bei uns das let... http://t.co/DIfgzVMr57 #Kleinanzeigen	#Kuchen #quoka_de Liebherr Kühl- Gefrierkombi eigentlich eine Einbaugerät, werden bei wir die let... http://t.co/DIfgzVMr57 #Kleinanzeigen	NN ADJA NN TRUNC NN ADV ART NN VAFIN APPR PPER ART ADJA NN ADJA	2/MO 3/NK 9/CJ 5/NK 3/NK 8/MO 8/NK 9/SB 0/-- 12/MO 10/NK 13/NK 9/SB 15/SB 0/--	_ case=nom|gender=masc|num=sg|pos=True case=nom|gender=masc|num=sg _ case=nom|gender=masc|num=sg case=nom|gender=masc|num=sg|pos=True case=nom|gender=masc|num=sg case=nom|gender=masc|num=sg pers=3|num=sg|tense=past|mood=ind _ case=dat|*=True|num=pl|pers=1 case=acc|gender=neut|num=sg case=acc|gender=neut|num=sg|pos=True case=nom|gender=fem|num=pl case=nom|gender=fem|num=pl|pos=True
328155362840674304	negative	So feist habt ihr Anthony Hopkins noch nie gesehen - http://t.co/254CO7lWHb	so feist haben ihr Anthony Hopkins noch nie sehen - http://t.co/254CO7lWHb	ADV ADJD VAFIN PPER NE NE ADV ADV VVPP $( NN	2/MO 9/MO 0/-- 9/OA 6/PNC 3/SB 8/MO 9/MO 3/OC 9/-- 9/OA	Intensifier::markable_119::EmoExpressionRef=emo-expression:markable_118|Sentiment::markable_116::Sentiment=True|Sentiment::markable_116::Sarcasm=false|Sentiment::markable_116::Polarity=negative|Sentiment::markable_116::Intensity=strong|Intensifier::markable_119::Degree=strong|Intensifier::markable_119::Intensifier=True Sentiment::markable_116::Sentiment=True|EmoExpression::markable_118::Polarity=negative|EmoExpression::markable_118::Intensity=medium|EmoExpression::markable_118::Uncertain=false|EmoExpression::markable_118::Sarcasm=false|EmoExpression::markable_118::SubjectiveFact=false|pos=True|EmoExpression::markable_118::EmoExpression=True pers=2|Sentiment::markable_116::Sentiment=True|num=pl|tense=pres|mood=ind case=dat|gender=fem|Sentiment::markable_116::Sentiment=True|num=sg|pers=3 case=nom|Target::markable_117::Preferred=true|Sentiment::markable_116::Sentiment=True|num=sg|Target::markable_117::Anaphref=empty|gender=masc|Target::markable_117::Target=True case=nom|gender=masc|Sentiment::markable_116::Sentiment=True|num=sg|Target::markable_117::Target=True Sentiment::markable_116::Sentiment=True Sentiment::markable_116::Sentiment=True Sentiment::markable_116::Sentiment=True _ case=nom|gender=masc|num=sg
327504713664831488	neutral	Ich habe im Spiel The Tribez für #Android die Mission 'Holz zu B...' abgeschlossen. http://t.co/T3fsOufdG7 #androidgames, #gameinsight	ich haben in Spiel The Tribez für #Android die Mission 'Holz zu B...' abgeschlossen. http://t.co/T3fsOufdG7 #androidgames, #gameinsight	PPER VAFIN APPRART NN FM NN APPR NN ART NN NN APPR NE NE CARD ADJA NN	2/SB 0/-- 2/MO 3/NK 4/NK 5/UC 6/MNR 7/NK 10/NK 5/OA 10/NK 11/MNR 12/NK 5/UC 17/NK 17/NK 5/UC	case=nom|*=True|num=sg|pers=1 pers=1|num=sg|tense=pres|mood=ind case=dat|gender=neut|num=sg case=dat|gender=neut|num=sg *=True case=nom|*=True|num=sg _ case=acc|gender=masc|num=sg case=acc|gender=fem|num=sg case=acc|gender=fem|num=sg case=acc|gender=fem|num=sg _ case=dat|gender=neut|num=sg _ _ case=dat|gender=fem|num=sg|pos=True case=dat|gender=fem|num=sg
323880093413957632	neutral	Wir waren so alles,jetzt sind wir nichts.	wir sein so alles,jetzt sein wir nichts.	PPER VAFIN ADV ADJD VAFIN PPER ADJA	2/SB 0/-- 4/MO 2/PD 2/CJ 5/SB 5/MO	case=nom|*=True|num=pl|pers=1 pers=1|num=pl|tense=past|mood=ind _ pos=True pers=1|num=pl|tense=pres|mood=ind case=nom|*=True|num=pl|pers=1 case=nom|*=True|num=pl|pos=True
327266867171446785	neutral	T Mac ein reach yet aye?	T Mac eine reach yet aye?	NN NE ART ADJA NN ADJA	6/SB 1/NK 5/NK 5/NK 1/SB 0/--	case=nom|gender=masc|num=sg case=nom|gender=masc|num=sg case=nom|gender=masc|num=sg pos=True _ _
327352603933544450	neutral	Wie erwartet: Microsoft enthüllt Xbox 720 am 21. Mai: http://t.co/5rZ82wtzwU #Microsoft #Konsole #PrÃ¤sentation	wie erwartet: Microsoft enthüllen Xbox 720 an 21. Mai: http://t.co/5rZ82wtzwU #Microsoft #Konsole #PrÃ¤sentation	KOKOM ADJA NE VVFIN NN CARD APPRART ADJA NN NN NE NN NN	2/MO 3/NK 4/SB 0/-- 4/MO 5/NK 4/MO 9/NK 7/NK 4/SB 10/NK 4/OA 4/OA	_ case=nom|*=True|num=sg case=nom|*=True|num=sg pers=3|num=sg|tense=pres|mood=ind pos=True _ case=dat|gender=masc|num=sg case=dat|gender=masc|num=sg|pos=True case=dat|gender=masc|num=sg case=nom|gender=fem|num=sg case=nom|gender=fem|num=sg case=nom|gender=fem|num=sg case=nom|gender=fem|num=sg
322273506899415041	neutral	Hat denn der Staatsschutz Herrn W. noch nie geraten, den Bezirk zu verlassen?	haben denn die Staatsschutz Herr W. noch nie geraten, die Bezirk zu verlassen?	VAFIN KON ART NN NN NE ADV ADV VVFIN ART NN APPR ADJA	0/-- 1/CD 4/NK 9/SB 4/NK 5/NK 8/MO 9/MO 2/CJ 11/NK 9/OA 13/PM 9/MO	pers=3|num=sg|tense=pres|mood=ind _ case=nom|gender=masc|num=sg case=nom|gender=masc|num=sg case=acc|gender=masc|num=sg case=acc|gender=masc|num=sg _ _ case=acc|gender=masc|num=sg|pos=True case=acc|gender=masc|num=sg case=acc|gender=masc|num=sg _ _
328260743680098305	neutral	wenn ich nicht bald schlafen gehe, wach ich morgen wahrscheinlich erst auf, wenn das Wahllokal schon geschlossen hat. #kuhdorf	wenn ich nicht bald schlafen gehe, wach ich morgen wahrscheinlich erst auf, wenn die Wahllokal schon geschlossen hat. #kuhdorf	KOUS PPER PTKNEG ADV VVFIN NE ADJD PPER ADV ADJD ADV VVFIN KOUS ART NN ADV ADJD ADJA NN	5/CP 5/SB 4/NG 5/MO 0/-- 5/SB 5/MO 5/SB 5/MO 5/MO 12/MO 5/OC 18/CP 15/NK 18/SB 17/MO 18/MO 12/MO 0/--	_ case=nom|*=True|num=sg|pers=1 _ _ _ _ pos=True case=nom|*=True|num=sg|pers=1 _ pos=True _ _ _ case=nom|gender=neut|num=sg case=nom|gender=neut|num=sg _ _ case=dat|gender=fem|num=sg|comp=True case=nom|gender=neut|num=sg
328070673866043392	neutral	seit 4h wach und noch keinen kaffee intus. dafür aber noch bier von gestern abend...	seit 4h wach und noch keine Kaffee intus. dafür aber noch bier von gestern abend...	APPR ADJD ADJD KON ADV PIAT NN VVFIN PAV ADV ADV ADJD APPR ADV ADJA	8/MO 3/MO 7/NK 3/CD 6/MO 4/CJ 1/NK 0/-- 0/NK 8/MO 12/MO 8/MO 8/MO 13/NK 8/MO	_ _ pos=True _ _ case=acc|gender=masc|num=sg case=acc|gender=masc|num=sg pers=1|num=sg|tense=pres|mood=ind _ _ _ _ _ _ _
322439451412426753	neutral	Elisabetta ist DIE italienische Newcomerin in Sachen Rock: http://t.co/9qgLuKSNoS	Elisabetta sein die italienisch Newcomerin in Sache Rock: http://t.co/9qgLuKSNoS	NE VAFIN ART ADJA NN APPR NN NN NN	2/SB 0/-- 5/NK 5/NK 2/PD 5/MNR 6/NK 7/NK 2/PD	case=nom|*=True|num=sg pers=3|num=sg|tense=pres|mood=ind case=nom|gender=fem|num=sg case=nom|gender=fem|num=sg|pos=True case=nom|gender=fem|num=sg _ case=dat|gender=fem|num=pl case=nom|gender=fem|num=sg case=nom|gender=fem|num=sg
327350899141906432	positive	Wandern auf stille unbekannte Berge, das bringt Dir den ersehnten Seelenfrieden. Komm mit. http://t.co/JBD7zcT495	Wandern auf still unbekannt Berge, die bringen du die ersehnt Seelenfrieden. kommen mit. http://t.co/JBD7zcT495	NN APPR ADJA ADJA NN PDS VVFIN PPER ART ADJA NN VVIMP NE CARD	7/MO 1/MNR 5/NK 5/NK 2/NK 7/OA 0/-- 7/DA 11/NK 11/NK 7/OA 0/-- 12/OA 13/PNC	case=nom|Sentiment::markable_100500337::Sarcasm=false|Sentiment::markable_100500337::Polarity=positive|gender=neut|num=sg|Target::markable_100500338::Target=True|Sentiment::markable_100500337::Sentiment=True|Target::markable_100500338::Preferred=true|Target::markable_100500338::Anaphref=empty|Sentiment::markable_100500337::Intensity=medium Sentiment::markable_100500337::Sentiment=True|Target::markable_100500338::Target=True case=acc|num=pl|Target::markable_100500338::Target=True|Sentiment::markable_100500337::Sentiment=True|*=True|pos=True case=nom|num=sg|Target::markable_100500338::Target=True|Sentiment::markable_100500337::Sentiment=True|gender=neut|pos=True case=nom|gender=neut|num=sg|Sentiment::markable_100500337::Sentiment=True case=nom|gender=neut|num=sg|Sentiment::markable_100500337::Sentiment=True pers=3|Sentiment::markable_100500337::Sentiment=True|num=sg|tense=pres|mood=ind case=dat|*=True|num=sg|Sentiment::markable_100500337::Sentiment=True|pers=2 case=acc|gender=masc|num=sg|Sentiment::markable_100500337::Sentiment=True case=acc|EmoExpression::markable_100500340::EmoExpression=True|gender=masc|EmoExpression::markable_100500340::Polarity=positive|EmoExpression::markable_100500340::Sarcasm=false|pos=True|num=sg|EmoExpression::markable_100500340::SubjectiveFact=false|EmoExpression::markable_100500340::Uncertain=false|Sentiment::markable_100500337::Sentiment=True|EmoExpression::markable_100500340::Intensity=medium case=acc|gender=masc|num=sg|Sentiment::markable_100500337::Sentiment=True pers=2|num=sg|mood=imp case=nom|*=True|num=sg _
