311903717236555777	positive	RT @GERLittleMix: Wir haben einen neuen Papst :)	RT @GERLittleMix: wir haben eine neu Papst :)	NE NN PPER VAFIN ART ADJA NN ADJA	2/AG 0/-- 4/SB 0/-- 7/NK 7/NK 4/OA 4/MO	case=nom|gender=neut|num=sg case=nom|gender=neut|num=sg|Sentiment::markable_1::Sentiment=True case=nom|Target::markable_3::Anaphref=empty|*=True|Target::markable_3::Preferred=true|Sentiment::markable_1::Sentiment=True|pers=1|num=pl|Target::markable_3::Target=True pers=1|num=pl|tense=pres|mood=ind|Target::markable_3::Target=True|Sentiment::markable_1::Sentiment=True case=acc|gender=masc|num=sg|Target::markable_3::Target=True|Sentiment::markable_1::Sentiment=True case=acc|num=sg|Target::markable_3::Target=True|gender=masc|pos=True|Sentiment::markable_1::Sentiment=True case=acc|gender=masc|num=sg|Target::markable_3::Target=True|Sentiment::markable_1::Sentiment=True EmoExpression::markable_4::SubjectiveFact=false|EmoExpression::markable_4::Uncertain=false|EmoExpression::markable_4::Sarcasm=false|EmoExpression::markable_4::Intensity=medium|EmoExpression::markable_4::EmoExpression=True|EmoExpression::markable_4::Polarity=positive|Sentiment::markable_1::Sentiment=True
312188065068244992	negative	Der neue Papst ist einer der Menschen, bei denen ich hoffe, dass er sehr bald und sehr qualvoll verreckt.	die neu Papst sein eine die Menschen, bei die ich hoffe, dass er sehr bald und sehr qualvoll verreckt.	ART ADJA NN VAFIN PIS ART NN APPR PRELS PPER VVFIN KOUS PPER ADV ADV KON ADV ADJD ADJA	3/NK 3/NK 4/SB 0/-- 4/SB 7/NK 4/PD 7/MNR 8/NK 11/SB 4/CJ 19/CP 19/SB 15/MO 19/MO 15/CD 18/MO 16/CJ 11/MO	case=nom|Target::markable_194::Anaphref=empty|Sentiment::markable_193::Sarcasm=false|Sentiment::markable_193::Polarity=negative|gender=masc|Target::markable_194::Preferred=true|Sentiment::markable_193::Intensity=strong|num=sg|Sentiment::markable_193::Sentiment=True|Target::markable_194::Target=True case=nom|num=sg|Sentiment::markable_193::Sentiment=True|gender=masc|Target::markable_194::Target=True|pos=True case=nom|gender=masc|num=sg|Target::markable_194::Target=True|Sentiment::markable_193::Sentiment=True pers=3|num=sg|tense=pres|mood=ind|Sentiment::markable_193::Sentiment=True case=nom|gender=masc|num=sg|Sentiment::markable_193::Sentiment=True case=nom|gender=masc|num=sg|Sentiment::markable_193::Sentiment=True case=nom|gender=masc|num=sg|Sentiment::markable_193::Sentiment=True Sentiment::markable_193::Sentiment=True case=dat|gender=fem|num=pl|Sentiment::markable_193::Sentiment=True case=nom|pers=1|num=sg|Sentiment::markable_193::Sentiment=True|Source::markable_195::Source=True|*=True|Source::markable_195::Anaphref=empty pers=1|num=sg|tense=pres|mood=ind|Sentiment::markable_193::Sentiment=True Sentiment::markable_193::Sentiment=True case=nom|gender=masc|pers=3|num=sg|Sentiment::markable_193::Sentiment=True|Target::markable_197::Preferred=true|Target::markable_197::Target=True|Target::markable_197::Anaphref=markable_194 Sentiment::markable_193::Sentiment=True Sentiment::markable_193::Sentiment=True Sentiment::markable_193::Sentiment=True Sentiment::markable_193::Sentiment=True EmoExpression::markable_198::SubjectiveFact=false|pos=True|EmoExpression::markable_198::Polarity=negative|EmoExpression::markable_198::Intensity=medium|EmoExpression::markable_198::Uncertain=false|EmoExpression::markable_198::Sarcasm=false|Sentiment::markable_193::Sentiment=True|EmoExpression::markable_198::EmoExpression=True case=nom|gender=masc|num=sg|pos=True|Sentiment::markable_193::Sentiment=True
311923642927812609	neutral	@ZDF Es gibt kein Spass mit #Papst. Seien Sie bitte ein bisschen ernst.	@ZDF es geben keine Spaß mit #Papst. sein Sie bitte eine bisschen ernst.	NE PPER VVFIN PIAT NN APPR NN VAFIN PPER ADV ART ADV ADJA	0/-- 3/EP 0/-- 5/NK 3/OA 5/MNR 6/NK 0/-- 8/SB 8/MO 13/NK 13/MO 8/MO	case=nom|*=True|num=sg case=nom|gender=neut|num=sg|pers=3 pers=3|num=sg|tense=pres|mood=ind case=acc|gender=neut|num=sg case=acc|gender=neut|num=sg _ case=dat|gender=fem|num=sg pers=3|num=pl|tense=pres|mood=ind case=nom|*=True|num=pl|pers=3 _ gender=neut|*=True _ case=nom|gender=neut|num=sg|pos=True
311918956963311617	neutral	es ist also jorgeeee von #gntm geworden. nun denn... #papst	es sein also jorgeeee von #gntm geworden. nun denn... #papst	PPER VAFIN ADV ADJD APPR NE NE ADV ADJA NN	2/SB 0/-- 2/MO 2/PD 4/PG 7/PNC 5/NK 2/MO 2/MO 0/--	case=nom|gender=neut|num=sg|pers=3 pers=3|num=sg|tense=pres|mood=ind _ pos=True _ case=dat|*=True|num=sg case=dat|*=True|num=sg _ case=dat|*=True|num=sg case=nom|gender=masc|num=sg
311934179300483072	neutral	RT @Schmmmiddelinho: Hoffe, der neue Papst beeilt sich. Champions League startet in einer halben Stunde... #cl @ZDFsport	RT @Schmmmiddelinho: Hoffe, die neu Papst beeilen sich. Champions League starten in eine halb Stunde... #cl @ZDFsport	NE NN NE ART ADJA NN VVFIN NE NN NE VVFIN APPR ART ADJA NN NN NN	2/AG 0/-- 7/SB 6/NK 6/NK 7/SB 0/-- 7/OA 11/SB 9/NK 0/-- 11/MO 15/NK 15/NK 12/NK 0/-- 16/NK	case=nom|gender=neut|num=sg case=nom|gender=neut|num=sg case=nom|gender=masc|num=sg case=nom|gender=masc|num=sg case=nom|gender=masc|num=sg|pos=True case=nom|gender=masc|num=sg pers=3|num=sg|tense=pres|mood=ind case=acc|*=True|num=sg case=gen|*=True|num=sg case=nom|gender=fem|num=sg pers=3|num=sg|tense=pres|mood=ind _ case=dat|gender=fem|num=sg case=dat|gender=fem|num=sg|pos=True case=dat|gender=fem|num=sg case=nom|gender=masc|num=sg case=nom|gender=masc|num=sg
311922132198244353	positive	Er hat eine nette Stimme, der gute Franziskus #Papst	er haben eine nett Stimme, die gut Franziskus #Papst	PPER VAFIN ART ADJA NN ART ADJA NE NN	2/SB 0/-- 5/NK 5/NK 2/OA 9/NK 9/NK 9/AG 5/AG	case=nom|Sentiment::markable_200::Polarity=positive|Sentiment::markable_200::Sentiment=True|gender=masc|Sentiment::markable_200::Intensity=medium|Sentiment::markable_200::Sarcasm=false|pers=3|num=sg pers=3|Sentiment::markable_200::Sentiment=True|num=sg|tense=pres|mood=ind case=acc|num=sg|Sentiment::markable_200::Sentiment=True|Target::markable_201::Preferred=true|gender=fem|Target::markable_201::Anaphref=empty|Target::markable_201::Target=True case=acc|EmoExpression::markable_202::Intensity=medium|Sentiment::markable_200::Sentiment=True|EmoExpression::markable_202::Uncertain=false|gender=fem|pos=True|EmoExpression::markable_202::SubjectiveFact=false|num=sg|EmoExpression::markable_202::Sarcasm=false|EmoExpression::markable_202::Polarity=positive|EmoExpression::markable_202::EmoExpression=True|Target::markable_201::Target=True case=acc|gender=fem|num=sg case=gen|Target::markable_205::Anaphref=empty|Target::markable_205::Preferred=true|Sentiment::markable_203::Sarcasm=false|Sentiment::markable_203::Polarity=positive|gender=fem|Sentiment::markable_203::Intensity=medium|num=sg|Sentiment::markable_203::Sentiment=True|Target::markable_205::Target=True case=gen|EmoExpression::markable_204::SubjectiveFact=false|gender=fem|EmoExpression::markable_204::Intensity=medium|EmoExpression::markable_204::Uncertain=false|EmoExpression::markable_204::Sarcasm=false|EmoExpression::markable_204::EmoExpression=True|EmoExpression::markable_204::Polarity=positive|num=sg|Sentiment::markable_203::Sentiment=True|Target::markable_205::Target=True case=gen|gender=neut|num=sg|Sentiment::markable_203::Sentiment=True|Target::markable_205::Target=True case=nom|gender=fem|num=sg
311902494190088192	positive	Weist er Rauch aus der Sixtinischen Kapelle! Der neue Papst ist gewählt! Alle Infos hier: http://t.co/QmeXyBihz9 #konklave #papst #wahl	weisen er Rauch aus die Sixtinische Kapelle! die neu Papst sein gewählt! alle Info hier: http://t.co/QmeXyBihz9 #konklave #papst #wahl	VVFIN PPER NE APPR ART NN NN ART ADJA NN VAFIN ADJD PIAT NN VVFIN CARD NN NN NN	0/-- 1/SB 1/OA 1/MO 6/NK 4/NK 1/OA 10/NK 10/NK 11/SB 0/-- 11/PD 14/NK 15/SB 0/-- 17/NK 15/SB 17/NK 15/OA	pers=3|num=sg|tense=pres|mood=ind case=nom|EmoExpression::markable_104011550::Uncertain=false|EmoExpression::markable_104011550::Polarity=positive|EmoExpression::markable_104011550::Sarcasm=false|gender=masc|pers=3|num=sg|EmoExpression::markable_104011550::Intensity=medium|EmoExpression::markable_104011550::SubjectiveFact=true|EmoExpression::markable_104011550::EmoExpression=True case=acc|gender=masc|num=sg|EmoExpression::markable_104011550::EmoExpression=True _ case=dat|gender=fem|num=sg case=dat|gender=fem|num=sg case=acc|gender=fem|num=sg case=nom|gender=masc|num=sg case=nom|gender=masc|num=sg|pos=True case=nom|gender=masc|num=sg pers=3|num=sg|tense=pres|mood=ind pos=True case=nom|gender=masc|num=pl case=nom|gender=masc|num=pl pers=3|num=pl|tense=past|mood=subj _ case=nom|gender=masc|num=sg|pos=True case=nom|gender=masc|num=sg case=nom|gender=fem|num=sg
311917909863718912	negative	Hat der einen Schlaganfall oder ist er nur besoffen? #Papst	haben die einen Schlaganfall oder sein er nur besoffen? #Papst	VAFIN ART ADJA NN KON VAFIN PPER ADV ADJA NN	0/-- 4/NK 4/NK 1/SB 1/CD 5/CJ 6/SB 9/MO 6/PD 0/--	pers=3|num=sg|tense=pres|mood=ind case=nom|gender=masc|num=sg case=acc|gender=masc|num=sg case=acc|EmoExpression::markable_104011551::Intensity=medium|EmoExpression::markable_104011551::Polarity=negative|EmoExpression::markable_104011551::Sarcasm=false|gender=masc|EmoExpression::markable_104011551::SubjectiveFact=true|num=sg|EmoExpression::markable_104011551::EmoExpression=True|EmoExpression::markable_104011551::Uncertain=false _ pers=3|num=sg|tense=pres|mood=ind case=nom|gender=masc|num=sg|pers=3 _ pos=True _
311954546320625664	neutral	RT @optikschrei: ++++ Habemus Batman: Neuer Papst entscheidet sich für ungewöhnlichen Namen ++++ #newstweet	RT @optikschrei: ++++ Habemus Batman: neu Papst entscheiden sich für ungewöhnlich Name ++++ #newstweet	NE ADJA ADJA NN NE ADJA NN VVFIN PRF APPR ADJA NN ADJD ADJA	2/SB 0/-- 4/NK 7/AG 4/NK 7/NK 8/SB 0/-- 8/OA 8/MO 12/NK 10/NK 14/MO 8/SB	case=nom|gender=neut|num=sg case=nom|gender=neut|num=sg|pos=True case=nom|gender=masc|num=sg|pos=True case=nom|gender=masc|num=sg case=nom|gender=masc|num=sg case=nom|gender=masc|num=sg|pos=True case=nom|gender=masc|num=sg pers=3|num=sg|tense=pres|mood=ind case=acc|pers=3|num=sg _ case=acc|gender=masc|num=sg|pos=True case=acc|gender=masc|num=sg pos=True case=acc|gender=masc|num=sg|pos=True
311920837181722624	neutral	RT @joachimriedl: ZDF weist gerade darauf hin: Gleich spielt in CL Bayern München vs Arsenal. Papst soll sich deshalb beeilen	RT @joachimriedl: ZDF weisen gerade darauf hin: gleich spielen in CL Bayern München V Arsenal. Papst sollen sich deshalb beeilen	NE NN NE VVFIN ADV PAV VVFIN ADJD VVFIN APPR NE NE NE NN NE NN VMFIN PRF PAV VVFIN	2/AG 0/-- 4/SB 0/-- 4/MO 7/NK 9/SB 7/MO 4/OA 9/MO 10/NK 11/CD 12/NK 9/SB 9/OA 17/SB 0/-- 20/OA 20/NK 17/OC	case=nom|gender=neut|num=sg case=nom|gender=neut|num=sg case=nom|*=True|num=sg pers=3|num=sg|tense=pres|mood=ind _ _ _ _ pers=3|num=sg|tense=pres|mood=ind _ case=dat|gender=neut|num=sg case=dat|gender=neut|num=sg case=dat|gender=neut|num=sg _ case=gen|*=True|num=sg case=nom|gender=masc|num=sg pers=3|num=sg|tense=pres|mood=ind case=acc|pers=3|num=sg _ _
311907491007057920	neutral	Stimmt, am 13.3.13 auch nicht "@SatireLupe: Am 13. 3. 13 sollte man keinen Papst wählen. Aus Prinzip"	Stimmt, an @card@ auch nicht "@SatireLupe: an 13. 3. 13 sollen man keine Papst wählen. aus Prinzip"	NE APPRART CARD ADV PTKNEG NN APPRART ADJA ADJA CARD VMFIN PIS PIAT NN NE APPR ADJA	0/-- 1/MNR 2/NK 6/MO 6/NG 2/CJ 11/MO 9/NK 7/NK 9/NK 0/-- 11/SB 14/NK 11/OA 14/NK 0/-- 16/NK	case=nom|*=True|num=sg case=dat|gender=masc|num=sg _ _ _ case=nom|gender=neut|num=sg case=dat|gender=masc|num=sg case=dat|gender=masc|num=sg|pos=True case=dat|gender=masc|num=sg|pos=True _ pers=3|num=sg|tense=past|mood=ind case=nom|*=True|num=sg case=acc|gender=masc|num=sg case=acc|gender=masc|num=sg _ _ *=True|pos=True
311918869272997889	neutral	Er heisst zwar Jorge. Aber bitte lass ihn keine Highheel anhaben!! #Papst	er heißen zwar Jorge. aber bitte laß er keine Highheel anhaben!! #Papst	PPER VVFIN ADV NE KON ADV ADJD PPER PIAT NN ADJA NN	2/SB 0/-- 2/MO 2/OA 7/JU 7/MO 11/MO 11/OA 10/NK 11/OA 0/-- 0/--	case=nom|gender=masc|num=sg|pers=3 pers=3|num=sg|tense=pres|mood=ind _ case=nom|*=True|num=sg _ _ pos=True case=acc|gender=masc|num=sg|pers=3 case=nom|gender=fem|num=sg case=nom|gender=fem|num=sg case=nom|gender=fem|num=sg|pos=True _
311913615689142273	neutral	RT @DjJEM: RT @nietvannoeten: habemus papam! in katholischen junge es-internaten wird ab heute wieder mit dem rücken zur wand geschlafen #p ...	RT @DjJEM: RT @nietvannoeten: habemus papam! in katholisch jung es-internaten werden ab heute wieder mit die rücken zu winden schlafen #p ...	NE NN NE ADJA NN ADJD APPR ADJA ADJA NN VAFIN ADV ADV ADV APPR ART VVFIN APPRART VVFIN VVPP NN $.	2/PNC 0/-- 0/-- 3/UC 0/-- 5/PD 20/MO 10/NK 10/NK 7/NK 0/-- 13/MO 20/MO 20/MO 20/MO 17/NK 15/NK 17/MO 17/MO 11/OC 18/NK 21/--	case=nom|*=True|num=sg case=nom|*=True|num=sg case=nom|*=True|num=sg case=nom|*=True|num=sg _ pos=True _ case=gen|gender=masc|num=pl|pos=True case=acc|gender=neut|num=sg|pos=True _ pers=3|num=sg|tense=pres|mood=ind _ _ _ _ case=dat|gender=neut|num=sg _ case=dat|gender=fem|num=sg case=dat|gender=fem|num=sg _ case=nom|*=True|num=sg _
311873666902269952	positive	Vettels neues Auto heisst "Hungry Heidi". Wäre auch ein hübscher Name für den neuen Papst. #f1	Vettels neu Auto heißen "Hungry Heidi". sein auch eine hübsch Name für die neu Papst. #f1	NN ADJA NN VVFIN NN NE VAFIN ADV ART ADJA NN APPR ART ADJA NN CARD	3/OC 3/NK 4/SB 0/-- 4/SB 5/NK 0/-- 11/MO 11/NK 11/NK 7/PD 11/MNR 15/NK 15/NK 12/NK 0/--	case=nom|gender=neut|num=pl case=acc|gender=neut|num=sg|pos=True case=acc|gender=neut|num=sg pers=3|Target::markable_206::Target=True|num=sg|tense=pres|mood=ind case=nom|gender=fem|num=sg case=nom|gender=fem|num=sg Sentiment::markable_206::Polarity=positive|mood=subj|Sentiment::markable_206::Sentiment=True|Sentiment::markable_206::Sarcasm=false|pers=3|Sentiment::markable_206::Intensity=medium|num=sg|tense=past Sentiment::markable_206::Sentiment=True case=nom|num=sg|Target::markable_208::Anaphref=markable_207|Target::markable_208::Preferred=true|Target::markable_208::Target=True|gender=masc|Sentiment::markable_206::Sentiment=True case=nom|EmoExpression::markable_209::EmoExpression=True|Target::markable_208::Target=True|gender=masc|Sentiment::markable_206::Sentiment=True|pos=True|EmoExpression::markable_209::Polarity=positive|EmoExpression::markable_209::SubjectiveFact=false|num=sg|EmoExpression::markable_209::Intensity=medium|EmoExpression::markable_209::Uncertain=false|EmoExpression::markable_209::Sarcasm=false case=nom|gender=masc|Target::markable_208::Target=True|num=sg|Sentiment::markable_206::Sentiment=True Sentiment::markable_206::Sentiment=True case=acc|gender=masc|Sentiment::markable_206::Sentiment=True|num=sg case=acc|gender=masc|Sentiment::markable_206::Sentiment=True|num=sg|pos=True case=acc|gender=masc|num=sg _
311929589318438914	neutral	RT @Ein_Waldlaeufer: Der neue #Papst ist ein Lateinamerikaner und hat den Namen des heiligen #Franziskus gewählt. Das klingt vielverspre ...	RT @Ein_Waldlaeufer: die neu #Papst sein eine Lateinamerikaner und haben die Name die heilig #Franziskus gewählt. die klingen vielverspre ...	NE NN ART ADJA NN VAFIN ART NN KON VAFIN ART NN ART ADJA NN NN PDS VVFIN ADJD $.	2/AG 0/-- 5/NK 5/NK 6/SB 0/-- 8/NK 6/SB 6/CD 9/CJ 12/NK 10/OA 15/NK 15/NK 12/AG 15/NK 18/SB 0/-- 18/MO 19/--	case=nom|gender=neut|num=sg case=nom|gender=neut|num=sg case=nom|gender=masc|num=sg case=nom|gender=masc|num=sg|pos=True case=nom|gender=masc|num=sg pers=3|num=sg|tense=pres|mood=ind case=nom|gender=masc|num=sg case=nom|gender=masc|num=sg _ pers=3|num=sg|tense=pres|mood=ind case=acc|gender=masc|num=sg case=acc|gender=masc|num=sg case=gen|gender=masc|num=sg case=gen|gender=masc|num=sg|pos=True case=gen|gender=masc|num=sg case=nom|gender=masc|num=sg case=nom|gender=neut|num=sg pers=3|num=sg|tense=pres|mood=ind _ _
311901608415997952	positive	RT @SPIEGELONLINE: Weist er Rauch! Ein neuer #Papst ist gewählt. Mehr gleich bei uns! (aar)	RT @SPIEGELONLINE: weisen er Rauch! eine neu #Papst sein gewählt. mehr gleich bei uns! (aar)	NE NN VVFIN PPER NN ART ADJA NN VAFIN NE ADV ADJD APPR ADJA NN	2/AG 0/-- 0/-- 3/SB 3/OA 8/NK 8/NK 9/SB 0/-- 9/SB 13/MO 13/MO 0/-- 13/NK 0/--	case=nom|gender=neut|num=sg case=nom|gender=neut|num=sg EmoExpression::markable_104011553::Polarity=positive|mood=ind|EmoExpression::markable_104011553::EmoExpression=True|pers=3|num=sg|tense=pres|EmoExpression::markable_104011553::Uncertain=false|EmoExpression::markable_104011553::Intensity=medium|EmoExpression::markable_104011553::Sarcasm=false|EmoExpression::markable_104011553::SubjectiveFact=true case=nom|gender=masc|num=sg|EmoExpression::markable_104011553::EmoExpression=True|pers=3 case=acc|gender=masc|num=sg case=nom|gender=masc|num=sg case=nom|gender=masc|num=sg|pos=True case=nom|gender=masc|num=sg pers=3|num=sg|tense=pres|mood=ind case=nom|gender=masc|num=sg _ pos=True _ pos=True _
311907358697725952	negative	"Der Papst hat der Jugend etwas zu sagen" sagt die ARD. Was denn ausser irgendwelche konservative Scheisse?	"Der Papst haben die Jugend etwas zu sagen" sagen die ARD. was denn außer irgendwelche konservativ Scheisse?	NN NN VAFIN ART NN ADV PTKA ADJD VVFIN ART NE PIS KON APPR PIAT ADJA NN	3/SB 1/NK 9/OC 5/NK 8/DA 8/MO 8/MO 3/OC 0/-- 11/NK 9/SB 0/-- 14/CD 12/CC 17/NK 17/NK 14/NK	case=nom|gender=masc|num=sg case=nom|gender=masc|num=sg pers=3|num=sg|tense=pres|mood=ind case=dat|gender=fem|num=sg case=dat|gender=fem|num=sg _ _ pos=True pers=3|num=sg|tense=pres|mood=ind case=nom|gender=fem|num=sg case=nom|gender=fem|num=sg case=nom|gender=neut|num=sg _ _ case=acc|gender=masc|num=pl case=acc|EmoExpression::markable_104011554::Uncertain=false|gender=masc|EmoExpression::markable_104011554::Intensity=medium|pos=True|EmoExpression::markable_104011554::Sarcasm=false|EmoExpression::markable_104011554::SubjectiveFact=true|num=pl|EmoExpression::markable_104011554::Polarity=negative|EmoExpression::markable_104011554::EmoExpression=True case=acc|gender=masc|num=pl
311952865499422720	neutral	RT @ChillingCharly: Dieser Tag zusammengefasst: Papst, Mittwoch wie ein Montag, Papst.	RT @ChillingCharly: dies Tag zusammengefasst: Papst, Mittwoch wie eine Montag, Papst.	NE NN PDAT NN VVFIN NE NN KOKOM ART NE NE	2/AG 0/-- 4/NK 5/MO 0/-- 7/PNC 5/SB 11/CM 11/NK 11/PNC 7/CC	case=nom|gender=neut|num=sg case=nom|gender=neut|num=sg case=nom|gender=masc|num=sg case=nom|gender=masc|num=sg case=nom|gender=masc|num=sg case=nom|gender=masc|num=sg case=dat|gender=masc|num=sg _ case=nom|gender=masc|num=sg case=nom|gender=masc|num=sg case=nom|gender=masc|num=sg
311809524023578624	neutral	Reinhard Kardinal Marx: Ex-Dortmunder bei Papst-Wahl dabei: DORTMUND/ROM Bei der Wahl des neuen Papstes ist au... http://t.co/XI8Ick7m07	Reinhard Kardinal Marx: Ex-Dortmunder bei Papst-Wahl dabei: DORTMUND/ROM bei die Wahl die neu Papst sein au... http://t.co/XI8Ick7m07	NE NN ADJA NN APPR NN ADJA NN APPR ART NN ART ADJA NN VAFIN NE CARD	2/PNC 15/SB 4/NK 15/PD 4/MNR 5/NK 8/NK 6/AG 8/MNR 11/NK 9/NK 14/NK 14/NK 11/AG 0/-- 15/SB 0/--	case=nom|gender=masc|num=sg case=nom|gender=masc|num=sg case=nom|gender=masc|num=sg case=nom|gender=masc|num=sg _ case=dat|gender=fem|num=sg case=dat|gender=fem|num=sg|pos=True case=dat|gender=fem|num=sg _ case=dat|gender=fem|num=sg case=dat|gender=fem|num=sg case=gen|gender=masc|num=sg case=gen|gender=masc|num=sg|pos=True case=gen|gender=masc|num=sg pers=3|num=sg|tense=pres|mood=ind case=nom|*=True|num=sg _
311919749263147008	neutral	Ja,ja. Papst, bla bla usw. Ich habe gerade DAS HIER entdeckt!!! https://t.co/pp2XfvJMQS	Ja,ja. Papst, bla bla usw. ich haben gerade die HIER entdeckt!!! https://t.co/pp2XfvJMQS	NE NE NE NE ADV PPER VAFIN ADV ART NE ADJA NN	0/-- 4/PNC 4/PNC 0/-- 4/CJ 7/SB 0/-- 11/MO 10/NK 11/OA 7/OC 0/--	case=nom|gender=neut|num=sg case=nom|gender=fem|num=sg case=nom|gender=fem|num=sg case=nom|gender=fem|num=sg _ case=nom|*=True|num=sg|pers=1 pers=1|num=sg|tense=pres|mood=ind _ case=acc|gender=neut|num=sg case=acc|gender=neut|num=sg case=acc|gender=neut|num=sg|pos=True case=nom|gender=fem|num=sg
311903071187906560	positive	RT @tagesschau: Weist er Rauch - ein neuer Papst ist gewählt http://t.co/IZQPQ1Okxk	RT @tagesschau: weisen er Rauch - eine neu Papst sein wählen http://t.co/IZQPQ1Okxk	NE NN VVFIN PPER NE $( ART ADJA NN VAFIN VVPP NN	2/AG 0/-- 0/-- 3/SB 3/OA 5/-- 9/NK 9/NK 10/SB 5/PAR 10/PD 11/OA	case=nom|gender=neut|num=sg case=nom|gender=neut|num=sg pers=3|num=sg|tense=pres|mood=ind case=nom|EmoExpression::markable_104011556::Sarcasm=false|EmoExpression::markable_104011556::Polarity=positive|gender=masc|EmoExpression::markable_104011556::Uncertain=false|EmoExpression::markable_104011556::Intensity=medium|pers=3|num=sg|EmoExpression::markable_104011556::EmoExpression=True|EmoExpression::markable_104011556::SubjectiveFact=true case=nom|gender=masc|num=sg|EmoExpression::markable_104011556::EmoExpression=True _ case=nom|gender=masc|num=sg case=nom|gender=masc|num=sg|pos=True case=nom|gender=masc|num=sg pers=3|num=sg|tense=pres|mood=ind _ case=nom|gender=fem|num=sg
311924153781473280	neutral	Hoffentlich reisst sich der #Papst gleich die Maske runter - es ist doch nur Martin Sonneborn	hoffentlich reißen sich die #Papst gleich die Maske runter - es sein doch nur Martin Sonneborn	ADV VVFIN PRF ART NN APPR ART NN PTKVZ $( PPER VAFIN ADV ADV NE NE	2/MO 0/-- 2/OA 5/NK 2/SB 2/MO 8/NK 6/NK 2/SVP 9/-- 12/SB 2/SB 12/MO 16/MO 16/PNC 12/SB	_ pers=3|num=sg|tense=pres|mood=ind case=acc|pers=3|num=sg case=nom|gender=masc|num=sg case=nom|gender=masc|num=sg _ case=acc|gender=neut|num=pl case=acc|gender=neut|num=pl _ _ case=nom|gender=neut|num=sg|pers=3 pers=3|num=sg|tense=pres|mood=ind _ _ case=nom|gender=masc|num=sg case=nom|gender=masc|num=sg
311926759710937088	neutral	Der Argentinier Jorge Mario Bergoglio ist Papst Franziskus I. Wie findet Ihr die Entscheidung? (ham)	die Argentinier Jorge Mario Bergoglio sein Papst Franziskus I. wie finden sie die Entscheidung? (ham)	ART NN NE NE NE VAFIN NN NE NE KOKOM VVFIN PPER ART ADJA NN	2/NK 6/SB 5/PNC 5/PNC 2/NK 0/-- 6/SB 9/PNC 7/NK 11/CM 6/MO 11/SB 14/NK 11/OA 0/--	case=nom|gender=masc|num=sg case=nom|gender=masc|num=sg case=nom|gender=masc|num=sg case=nom|gender=masc|num=sg case=nom|gender=masc|num=sg pers=3|num=sg|tense=pres|mood=ind case=nom|gender=masc|num=sg case=nom|gender=masc|num=sg case=nom|gender=masc|num=sg _ pers=3|num=sg|tense=pres|mood=ind case=nom|*=True|num=pl|pers=2 case=acc|gender=fem|num=sg case=acc|gender=fem|num=sg|pos=True case=nom|gender=masc|num=sg
311916169382723584	neutral	Der Papst hat den Lichtschalter gefunden.	die Papst haben die Lichtschalter gefunden.	ART NN VAFIN ART NN ADJA	2/NK 3/SB 0/-- 5/NK 3/OA 3/MO	case=nom|gender=masc|num=sg case=nom|gender=masc|num=sg pers=3|num=sg|tense=pres|mood=ind case=acc|gender=masc|num=sg case=acc|gender=masc|num=sg _
311915533534646272	neutral	Dieser Papst hat eine lange Leitung	dies Papst haben eine lang Leitung	PDAT NN VAFIN ART ADJA NN	2/NK 3/SB 0/-- 6/NK 6/NK 3/OA	case=nom|gender=masc|num=sg case=nom|gender=masc|num=sg pers=3|num=sg|tense=pres|mood=ind case=acc|gender=fem|num=sg case=acc|gender=fem|num=sg|pos=True case=acc|gender=fem|num=sg
311941843476684801	neutral	RT @gnu1742: Presse so: Erster nicht-europäischer Papst. Petrus so: Wenn ihr meint...	RT @gnu1742: Presse so: Erste nicht-europäisch Papst. Petrus so: wenn ihr meint...	NE ADJA NN ADJA NN ADJA NN NE VVFIN KOUS PPOSAT ADJA	0/-- 1/UC 0/-- 5/NK 3/MNR 7/NK 5/AG 9/SB 0/-- 12/CP 12/NK 9/MO	case=nom|*=True|num=sg case=nom|*=True|num=sg case=nom|gender=masc|num=pl case=nom|gender=masc|num=pl|pos=True case=nom|gender=masc|num=pl case=gen|gender=fem|num=pl|pos=True case=gen|gender=fem|num=pl case=nom|*=True|num=sg pers=3|num=sg|tense=pres|mood=ind _ case=acc|gender=neut|num=sg case=acc|gender=neut|num=sg|pos=True
311915177824104449	neutral	Nun könnte er sich wirklich etwas beeilen. Ist schliesslich gleich Fussball #papst	nun können er sich wirklich etwas beeilen. sein schließlich gleich Fußball #papst	ADV VMFIN PPER PRF ADJD ADV NE VAFIN ADV ADJD NN NN	2/MO 0/-- 2/SB 5/DA 2/MO 7/MO 2/MO 0/-- 11/MO 11/NK 8/SB 8/PD	_ pers=3|num=sg|tense=past|mood=subj case=nom|gender=masc|num=sg|pers=3 case=acc|pers=3|num=sg pos=True _ _ pers=3|num=sg|tense=pres|mood=ind pos=True _ case=nom|gender=neut|num=sg case=nom|gender=neut|num=sg
