328854379425853441	positive	Gleich in Braunschweig mit Kamaraden Treffen :)	gleich in Braunschweig mit Kamaraden Treffen :)	ADJD APPR NE APPR ADJA NN ADJD	0/-- 1/MO 2/NK 7/MO 6/NK 4/NK 1/PD	Sentiment::markable_208::Intensity=medium|Target::markable_209::Anaphref=empty|Sentiment::markable_208::Sarcasm=false|Sentiment::markable_208::Polarity=positive|Sentiment::markable_208::Sentiment=True|Target::markable_209::Preferred=true|Target::markable_209::Target=True Sentiment::markable_208::Sentiment=True|Target::markable_209::Target=True case=dat|gender=neut|num=sg|Sentiment::markable_208::Sentiment=True|Target::markable_209::Target=True Sentiment::markable_208::Sentiment=True|Target::markable_209::Target=True case=dat|num=pl|Target::markable_209::Target=True|gender=fem|Sentiment::markable_208::Sentiment=True|pos=True case=dat|gender=fem|num=pl|Sentiment::markable_208::Sentiment=True|Target::markable_209::Target=True EmoExpression::markable_1::Sarcasm=false|EmoExpression::markable_1::SubjectiveFact=false|EmoExpression::markable_1::EmoExpression=True|EmoExpression::markable_1::Uncertain=false|EmoExpression::markable_1::Polarity=positive|Sentiment::markable_208::Sentiment=True|EmoExpression::markable_1::Intensity=medium
319061230658662400	positive	yööööy, ein riesen Stapel Pfannkuchen! O: danke, Ecke	yööööy, eine riesen Stapel Pfannkuchen! O: danke, Ecke	NN ART ADJA NN NE NE NE NN	0/-- 4/NK 4/NK 1/SB 4/NK 7/PNC 8/NK 0/--	case=nom|gender=neut|num=sg|Sentiment::markable_117::Sentiment=True case=nom|num=sg|Target::markable_119::Preferred=true|Sentiment::markable_117::Sentiment=True|gender=neut|Target::markable_119::Anaphref=empty|Target::markable_119::Target=True case=acc|EmoExpression::markable_104012299::Sarcasm=false|EmoExpression::markable_104012299::Uncertain=false|gender=masc|EmoExpression::markable_104012299::Intensity=medium|pos=True|EmoExpression::markable_104012299::SubjectiveFact=false|Target::markable_119::Target=True|EmoExpression::markable_104012299::Polarity=positive|num=sg|EmoExpression::markable_104012299::EmoExpression=True|Sentiment::markable_117::Sentiment=True case=acc|gender=masc|num=sg|Target::markable_119::Target=True|Sentiment::markable_117::Sentiment=True case=nom|gender=neut|EmoExpression::markable_255::EmoExpression=True|num=sg case=nom|EmoExpression::markable_104012300::Intensity=medium|EmoExpression::markable_104012300::Uncertain=false|*=True|EmoExpression::markable_104012300::Sarcasm=false|EmoExpression::markable_104012300::SubjectiveFact=false|num=sg|EmoExpression::markable_104012300::Polarity=positive|EmoExpression::markable_104012300::EmoExpression=True case=nom|*=True|num=sg case=nom|*=True|num=sg
327415703995023361	neutral	RT @flederzombie: Schon seltsam, wie man bei Twitter als blosse Vorstellung in den Köpfen fremder Menschen herumspukt.	RT @flederzombie: schon seltsam, wie man bei Twitter als bloß Vorstellung in die Kopf|Köpfen fremd Mensch herumspukt.	NE NN ADV ADJD KOKOM PIS APPR NN KOKOM ADJA NN APPR ART NN ADJA NN VVFIN	2/AG 0/-- 4/MO 17/MO 7/CM 7/SB 17/MO 7/NK 11/CM 11/NK 3/CC 11/MNR 14/NK 12/NK 16/NK 17/OA 0/--	case=nom|gender=neut|num=sg case=nom|gender=neut|num=sg _ pos=True _ case=nom|*=True|num=sg _ case=dat|gender=masc|num=sg _ case=nom|gender=fem|num=sg|pos=True case=nom|gender=fem|num=sg _ case=dat|gender=masc|num=pl case=dat|gender=masc|num=pl case=gen|gender=fem|num=pl|pos=True case=nom|gender=masc|num=pl pers=3|num=sg|tense=past|mood=ind
328501685741813760	negative	#telmi Giovanni Guareschi: Die Welt ist voller Leute, die Wasser predigen und Wein trinken. #ItMakesMeHappyWhen	#telmi Giovanni Guareschi: die Welt sein voll Leute, die Wasser predigen und Wein trinken. #ItMakesMeHappyWhen	NN NE VVFIN ART NN VAFIN ADJA NN ART NN VVINF KON NN NE ADJA	3/SB 1/NK 0/-- 5/NK 6/SB 3/OC 8/NK 6/PD 10/NK 11/OA 12/CJ 8/CD 12/CJ 13/NK 0/--	case=nom|gender=masc|num=sg case=nom|Sentiment::markable_256::Polarity=negative|Sentiment::markable_256::Intensity=medium|Source::markable_257::Anaphref=empty|gender=masc|num=sg|Source::markable_257::Source=True|Sentiment::markable_256::Sentiment=True|Sentiment::markable_256::Sarcasm=false pers=3|num=sg|tense=past|mood=ind|Source::markable_257::Source=True|Sentiment::markable_256::Sentiment=True case=nom|gender=fem|num=sg|Sentiment::markable_256::Sentiment=True case=nom|gender=fem|num=sg|Sentiment::markable_256::Sentiment=True pers=3|num=sg|tense=pres|mood=ind|Sentiment::markable_256::Sentiment=True case=nom|gender=masc|num=sg|pos=True|Sentiment::markable_256::Sentiment=True case=nom|gender=masc|num=sg|Sentiment::markable_256::Sentiment=True case=acc|gender=neut|num=pl|Sentiment::markable_256::Sentiment=True case=acc|EmoExpression::markable_104012302::Sarcasm=false|EmoExpression::markable_104012302::Polarity=negative|gender=neut|EmoExpression::markable_104012302::Uncertain=false|EmoExpression::markable_104012302::Intensity=medium|num=pl|EmoExpression::markable_104012302::EmoExpression=True|Sentiment::markable_256::Sentiment=True|EmoExpression::markable_104012302::SubjectiveFact=false EmoExpression::markable_104012302::EmoExpression=True|Sentiment::markable_256::Sentiment=True EmoExpression::markable_104012302::EmoExpression=True|Sentiment::markable_256::Sentiment=True case=acc|gender=masc|num=sg|Sentiment::markable_256::Sentiment=True|EmoExpression::markable_104012302::EmoExpression=True case=nom|gender=neut|num=sg|Sentiment::markable_256::Sentiment=True _
325114343563878400	positive	Mir ist schlecht, ich sollte keine Fefe-Links klicken am Morgen.	ich sein schlecht, ich sollen keine Fefe-Links klicken an Morgen.	PPER VAFIN NE PPER VMFIN PIAT NE VVFIN APPRART NE	2/DA 0/-- 2/SB 5/SB 2/CJ 7/NK 8/SB 5/OC 8/MO 9/NK	case=dat|Sentiment::markable_259::Intensity=medium|Source::markable_260::Source=True|*=True|Sentiment::markable_259::Sentiment=True|pers=1|num=sg|Sentiment::markable_259::Polarity=positive|Source::markable_260::Anaphref=empty|Sentiment::markable_259::Sarcasm=false pers=3|Sentiment::markable_259::Sentiment=True|num=sg|tense=pres|mood=ind pers=1|Sentiment::markable_259::Sentiment=True|num=sg|tense=past|mood=ind case=nom|*=True|Sentiment::markable_259::Sentiment=True|num=sg|pers=1 pers=1|Sentiment::markable_259::Sentiment=True|num=sg|tense=past|mood=ind case=nom|gender=fem|Sentiment::markable_259::Sentiment=True|num=sg case=gen|*=True|Sentiment::markable_259::Sentiment=True|num=sg|Target::markable_261::Target=True pers=3|Sentiment::markable_259::Sentiment=True|num=pl|tense=pres|mood=ind case=dat|gender=masc|Sentiment::markable_259::Sentiment=True|num=sg case=dat|gender=masc|Sentiment::markable_259::Sentiment=True|num=sg
318932486803554306	negative	@turtlesonbikes ganz sicherlich nicht! :D was soll denn der Scheiss!! :D	@turtlesonbikes ganz sicherlich nicht! :D was sollen denn die Scheiss!! :D	NN ADV ADV ADJA NN PWS VMFIN ADV ART NN ADJA	0/-- 3/MO 4/MO 0/-- 7/SB 5/NK 0/-- 7/MO 10/NK 7/SB 0/--	case=nom|Sentiment::markable_123::Intensity=strong|Target::markable_124::Anaphref=empty|gender=neut|pos=True|Target::markable_124::Preferred=true|num=sg|Sentiment::markable_123::Polarity=negative|Target::markable_124::Target=True|Sentiment::markable_123::Sentiment=True|Sentiment::markable_123::Sarcasm=false Sentiment::markable_123::Sentiment=True|Intensifier::markable_100500294::Intensifier=True|Intensifier::markable_100500294::Degree=medium|Intensifier::markable_100500294::EmoExpressionRef=emo-expression:markable_100500293 EmoExpression::markable_100500293::EmoExpression=True|EmoExpression::markable_100500293::Intensity=medium|EmoExpression::markable_100500293::Uncertain=false|EmoExpression::markable_100500293::SubjectiveFact=false|EmoExpression::markable_100500293::Polarity=positive|EmoExpression::markable_100500293::Sarcasm=false|Sentiment::markable_123::Sentiment=True case=dat|gender=neut|Sentiment::markable_123::Sentiment=True|num=pl|pos=True case=nom|EmoExpression::markable_121::SubjectiveFact=false|EmoExpression::markable_121::Polarity=positive|gender=fem|EmoExpression::markable_121::EmoExpression=True|num=sg|Sentiment::markable_123::Sentiment=True|EmoExpression::markable_121::Intensity=strong|EmoExpression::markable_121::Uncertain=false|EmoExpression::markable_121::Sarcasm=false case=nom|gender=neut|Sentiment::markable_123::Sentiment=True|num=sg pers=3|Sentiment::markable_123::Sentiment=True|num=sg|tense=pres|mood=ind Sentiment::markable_123::Sentiment=True case=nom|EmoExpression::markable_125::EmoExpression=True|gender=masc|num=sg|EmoExpression::markable_125::Polarity=negative|EmoExpression::markable_125::Intensity=strong|EmoExpression::markable_125::Uncertain=false|EmoExpression::markable_125::Sarcasm=false|EmoExpression::markable_125::SubjectiveFact=false|Sentiment::markable_123::Sentiment=True case=nom|gender=masc|Sentiment::markable_123::Sentiment=True|num=sg EmoExpression::markable_122::Polarity=positive|EmoExpression::markable_122::SubjectiveFact=false|EmoExpression::markable_122::Sarcasm=false|EmoExpression::markable_122::Uncertain=false|EmoExpression::markable_122::Intensity=strong|Sentiment::markable_123::Sentiment=True|EmoExpression::markable_122::EmoExpression=True
321689883909427200	neutral	Atementspannung: Schaffen Sie es schon, bei 10 anzukommen? http://t.co/BXwx9SDbx6	Atementspannung: Schaffen Sie es schon, bei 10 anzukommen? http://t.co/BXwx9SDbx6	ADJA NN PPER PPER VVFIN APPR CARD ADJA CARD	2/NK 5/SB 5/SB 5/OA 0/-- 5/MO 6/NK 5/MO 0/--	case=nom|gender=fem|num=pl|pos=True case=nom|gender=fem|num=pl case=nom|*=True|num=pl|pers=3 case=acc|gender=neut|num=sg|pers=3 pers=3|num=pl|tense=pres|mood=ind _ _ _ _
328487389842505728	positive	RT @miss_lautstark: Nein, ich hasse Menschen nicht. Ich empfinde bloss meistens mehr Empathie für fiktionale Charaktere, als für die meisten...	RT @miss_lautstark: Nein, ich hassen Mensch nicht. ich empfinden bloß meistens mehr Empathie für fiktionale Charaktere, als für die meisten...	NE ADJA NN PPER VVFIN NN NE PPER VVFIN ADJD ADV PIAT NN APPR ADJA NE KOKOM APPR ART ADJA	0/-- 1/PNC 5/MO 5/SB 0/-- 5/OA 6/NK 9/SB 0/-- 9/MO 9/MO 13/NK 9/OA 13/MNR 16/NK 14/NK 18/CM 12/CC 20/NK 18/NK	case=nom|*=True|num=sg *=True|Negation::markable_129::Negation=True|pos=True|Negation::markable_129::EmoExpressionRef=empty|Sentiment::markable_126::Sentiment=True pers=1|num=sg|tense=past|mood=subj|Sentiment::markable_126::Sentiment=True case=nom|pers=1|num=sg|Sentiment::markable_126::Sentiment=True|Source::markable_130::Source=True|*=True|Source::markable_130::Anaphref=markable_266 EmoExpression::markable_127::SubjectiveFact=false|mood=ind|EmoExpression::markable_127::EmoExpression=True|pers=1|EmoExpression::markable_127::Intensity=strong|num=sg|tense=pres|EmoExpression::markable_127::Uncertain=false|EmoExpression::markable_127::Polarity=negative|Sentiment::markable_126::Sentiment=True|EmoExpression::markable_127::Sarcasm=false case=acc|Target::markable_131::Target=True|num=sg|Sentiment::markable_126::Sentiment=True|gender=masc|Target::markable_131::Anaphref=empty|Target::markable_131::Preferred=true case=acc|gender=masc|num=sg|Sentiment::markable_126::Sentiment=True case=nom|Source::markable_171::Anaphref=markable_266|*=True|Source::markable_171::Source=True|pers=1|Sentiment::markable_132::Polarity=positive|num=sg|Sentiment::markable_132::Sentiment=True|Sentiment::markable_132::Intensity=medium|Sentiment::markable_132::Sarcasm=false pers=1|Sentiment::markable_132::Sentiment=True|num=sg|tense=pres|mood=ind Sentiment::markable_132::Sentiment=True Sentiment::markable_132::Sentiment=True Intensifier::markable_135::Intensifier=True|*=True|Sentiment::markable_132::Sentiment=True|Intensifier::markable_135::Degree=medium|Intensifier::markable_135::EmoExpressionRef=emo-expression:markable_133 case=acc|EmoExpression::markable_133::Uncertain=false|gender=fem|EmoExpression::markable_133::SubjectiveFact=false|EmoExpression::markable_133::EmoExpression=True|EmoExpression::markable_133::Sarcasm=false|num=sg|Sentiment::markable_132::Sentiment=True|EmoExpression::markable_133::Polarity=positive|EmoExpression::markable_133::Intensity=medium Sentiment::markable_132::Sentiment=True case=acc|gender=fem|Target::markable_136::Target=True|pos=True|Target::markable_136::Anaphref=empty|num=sg|Sentiment::markable_132::Sentiment=True|Target::markable_136::Preferred=true case=acc|gender=fem|num=sg|Sentiment::markable_132::Sentiment=True Sentiment::markable_132::Sentiment=True Sentiment::markable_132::Sentiment=True case=acc|Target::markable_137::Anaphref=empty|Target::markable_137::Preferred=true|num=sg|Sentiment::markable_132::Sentiment=True|Target::markable_137::Target=True|gender=fem case=acc|num=sg|Sentiment::markable_132::Sentiment=True|Target::markable_137::Target=True|gender=fem|pos=True
329288254186721280	neutral	@goalgetter32 . Unsere gemeinsame Bekannte, die Zahnarztgattin aus Bad Säckingen ist heute in der Bild mit einer neuen Variante der Story.	@goalgetter32 . unser gemeinsam Bekannte, die Zahnarztgattin aus Bad Säckingen sein heute in die Bild mit eine neu Variante die Story.	CARD $. PPOSAT ADJA NN ART NN APPR NE NE VAFIN ADV APPR ART NN APPR ART ADJA NN ART NN	0/-- 0/-- 5/NK 5/NK 11/SB 7/NK 11/SB 7/MNR 10/PNC 8/NK 0/-- 11/MO 11/MO 15/NK 13/NK 15/MNR 19/NK 19/NK 16/NK 21/NK 19/AG	_ _ case=nom|gender=fem|num=sg case=nom|gender=fem|num=sg|pos=True case=nom|gender=fem|num=sg case=acc|gender=fem|num=sg case=acc|gender=fem|num=sg _ gender=neut|*=True case=dat|gender=neut|num=sg pers=3|num=sg|tense=pres|mood=ind _ _ case=dat|gender=fem|num=sg case=dat|gender=fem|num=sg _ case=dat|gender=fem|num=sg case=dat|gender=fem|num=sg|pos=True case=dat|gender=fem|num=sg case=gen|gender=fem|num=sg case=gen|gender=fem|num=sg
320546630174638080	negative	Boa ist seid heute langweilig!	Boa sein sein heute langweilig!	NN VAFIN VAFIN ADV ADJA	2/SB 0/-- 2/SB 3/MO 3/MO	case=nom|Target::markable_139::Anaphref=empty|Target::markable_139::Preferred=true|gender=fem|num=sg|Sentiment::markable_138::Sentiment=True|Sentiment::markable_138::Sarcasm=false|Sentiment::markable_138::Polarity=negative|Target::markable_139::Target=True|Sentiment::markable_138::Intensity=medium pers=3|num=sg|tense=pres|mood=ind|Sentiment::markable_138::Sentiment=True pers=2|num=pl|tense=pres|mood=ind|Sentiment::markable_138::Sentiment=True Sentiment::markable_138::Sentiment=True case=acc|gender=neut|num=pl|pos=True|Sentiment::markable_138::Sentiment=True
320783857253228545	neutral	Mo. , 8.4.: Um 9 Uhr trifft sich "Z'sämme walken" wieder an den Tennisplätzen, um 19.30 Uhr heisst es wieder "Z'sämme tanzen" im Bürgersaal.	Montag , @card@ um 9 Uhr treffen sich "Z'sämme walken" wieder an die Tennisplätzen, um 19.30 Uhr heißen es wieder "Z'sämme tanzen" in Bürgersaal.	NN $, CARD APPR CARD NN VVFIN PRF NN VVFIN ADV APPR ART NE APPR CARD NN VVFIN PPER ADV NN VVFIN APPRART NN	0/-- 4/-- 2/NK 7/MO 6/NK 4/NK 0/-- 7/OA 10/SB 7/MO 10/MO 10/MO 14/NK 12/NK 18/MO 17/NK 15/NK 10/CJ 18/EP 18/MO 22/OA 18/CJ 22/MO 23/NK	case=nom|gender=fem|num=sg _ _ _ _ case=acc|gender=fem|num=sg pers=3|num=sg|tense=pres|mood=ind case=acc|pers=3|num=sg case=nom|gender=fem|num=sg case=nom|gender=fem|num=sg _ _ case=acc|gender=masc|num=sg case=acc|gender=masc|num=sg _ _ case=acc|gender=fem|num=sg pers=3|num=sg|tense=pres|mood=ind case=nom|gender=neut|num=sg|pers=3 _ case=acc|gender=masc|num=pl pers=3|num=sg|tense=past|mood=ind case=dat|gender=masc|num=sg case=dat|gender=masc|num=sg
321973180292022272	neutral	Bandcontest im Bastard Club: Fünf Bands ein Platz: Osnabrück / Sulingen - Stoner Rock oder Punk'n Roll? A... http://t.co/QtqzWnkvyN (yh)	Bandcontest in Bastard Club: Fünf Band eine Platz: Osnabrück / Sulingen - Stoner Rock oder Punk'n Roll? A... http://t.co/QtqzWnkvyN (yh)	NN APPRART NN NN NN NN ART NN NE $( NE $( ADJA NN KON NE NN NE NE NN	0/-- 1/MNR 2/NK 3/NK 8/MNR 5/NK 8/NK 3/PAR 8/NK 9/-- 9/CJ 11/-- 14/NK 11/CJ 14/CD 17/PNC 15/CJ 19/PNC 20/NK 0/--	pos=True case=dat|gender=masc|num=sg case=dat|gender=masc|num=sg case=nom|gender=masc|num=sg case=nom|gender=masc|num=sg case=acc|gender=masc|num=pl case=acc|gender=neut|num=sg case=acc|gender=neut|num=sg case=nom|gender=neut|num=sg _ case=nom|gender=neut|num=sg _ *=True|pos=True case=nom|gender=neut|num=sg _ case=nom|gender=masc|num=sg case=nom|gender=masc|num=sg case=nom|*=True|num=sg case=nom|*=True|num=sg case=acc|gender=fem|num=sg
327985340847624193	neutral	Bei einem halbstündigen Feuergefecht zwischen Sicherheitspersonal und Aufständischen wurden in der südlichen... http://t.co/KRdcmKvdON	bei eine halbstündig Feuergefecht zwischen Sicherheitspersonal und Aufständische werden in die südlichen... http://t.co/KRdcmKvdON	APPR ART ADJA NN APPR NN KON NN VAFIN APPR ART ADJA NN	9/MO 4/NK 4/NK 1/NK 4/MNR 5/NK 6/CD 7/CJ 0/-- 9/MO 12/NK 10/NK 0/--	_ case=dat|gender=masc|num=sg case=dat|gender=masc|num=sg|pos=True case=dat|gender=masc|num=sg _ case=dat|gender=neut|num=sg _ case=dat|gender=neut|num=sg pers=3|num=pl|tense=past|mood=ind _ case=dat|gender=fem|num=sg *=True|pos=True _
320338804336627712	neutral	@Pilgazman Dan wey dem fine all dem pics hahha	@Pilgazman Dan wey die fine alle die pics hahha	NN NE NE ART NN PIAT ART NN NE	0/-- 3/PNC 0/-- 5/NK 3/APP 5/NK 8/NK 5/APP 8/NK	_ case=nom|gender=masc|num=sg case=nom|gender=masc|num=sg case=dat|gender=masc|num=sg case=dat|gender=masc|num=sg *=True case=dat|gender=masc|num=sg case=dat|gender=masc|num=sg case=nom|gender=neut|num=sg
318746991612026881	negative	http://t.co/68rARiSFSM fällt mir nichts ein - sorry... - Oke http://t.co/82Kew7ZzI2	http://t.co/68rARiSFSM fallen|fällen ich nichts eine - sorry... - Oke http://t.co/82Kew7ZzI2	NN VVFIN PPER PIS ART $( NE $( NE CARD	2/SB 0/-- 2/DA 2/OA 7/NK 5/-- 2/SB 9/-- 0/-- 9/NK	case=nom|gender=fem|num=sg Sentiment::markable_141::Polarity=negative|mood=ind|Target::markable_142::Target=True|Sentiment::markable_141::Sentiment=True|Sentiment::markable_141::Intensity=medium|Sentiment::markable_141::Sarcasm=false|pers=3|Target::markable_142::Anaphref=empty|Target::markable_142::Preferred=true|num=sg|tense=pres case=dat|pers=1|num=sg|Target::markable_142::Target=True|Sentiment::markable_141::Sentiment=True|*=True gender=neut|Sentiment::markable_141::Sentiment=True|*=True|Target::markable_142::Target=True case=nom|gender=neut|Sentiment::markable_141::Sentiment=True|num=sg|Target::markable_142::Target=True Sentiment::markable_141::Sentiment=True case=nom|gender=neut|num=sg|pos=True _ case=nom|gender=masc|num=sg _
321536860025389056	neutral	"Game Of Thrones" mal anders. Chvrches aus Glasgow coverten spontan den Titelsong der Serie und filmten mit.... http://t.co/gFO3eYWlqx	"Game Of Thrones" mal anders. Chvrches aus Glasgow coverten spontan die Titelsong die Serie und filmen mit.... http://t.co/gFO3eYWlqx	NN FM NE ADV ADJA NN APPR NE VVFIN ADJD ART NN ART NN KON VVFIN ADJA NN	5/SBP 3/PNC 1/NK 5/MO 0/-- 9/SB 6/MNR 7/NK 0/-- 9/MO 12/NK 9/OA 14/NK 12/AG 9/CD 15/CJ 16/MO 0/--	case=nom|gender=fem|num=sg *=True case=nom|*=True|num=sg _ case=dat|gender=masc|num=sg|pos=True case=nom|gender=neut|num=sg|pos=True _ case=dat|gender=neut|num=sg pers=3|num=pl|tense=past|mood=ind pos=True case=acc|gender=masc|num=sg case=acc|gender=masc|num=sg case=gen|gender=fem|num=sg case=gen|gender=fem|num=sg _ pers=3|num=pl|tense=past|mood=ind _ case=nom|gender=masc|num=pl
327151789092786176	negative	Mir doch Latte ob #BVB gewinnt ... welche Auswirkungen wird das Ergebnis nächste Woche für mich haben ? #Fussball ist wie DSDS von RTL ...	Mir doch Latte ob #BVB gewinnen ... welche Auswirkung werden die Ergebnis nah Woche für ich haben ? #Fussball sein wie DSDS von RTL ...	NN KON NN APPR NN VVFIN $. PWAT NN VAFIN ART NN ADJA NN APPR PRF VAFIN $. NN VAFIN KOKOM NN APPR NE $.	6/OA 1/CD 2/CJ 6/MO 4/NK 0/-- 6/-- 9/NK 17/OA 0/-- 12/NK 10/SB 14/NK 17/MO 17/MO 15/NK 10/OC 17/-- 20/SB 0/-- 22/CM 20/PD 22/PG 23/NK 24/--	case=nom|Source::markable_173::Anaphref=empty|Sentiment::markable_172::Sentiment=True|gender=masc|Sentiment::markable_172::Intensity=medium|Source::markable_173::Source=True|num=sg|Sentiment::markable_172::Polarity=negative|Sentiment::markable_172::Sarcasm=false Sentiment::markable_172::Sentiment=True case=nom|EmoExpression::markable_174::EmoExpression=True|Sentiment::markable_172::Sentiment=True|gender=masc|EmoExpression::markable_174::Intensity=medium|EmoExpression::markable_174::Polarity=negative|EmoExpression::markable_174::Sarcasm=false|EmoExpression::markable_174::Uncertain=false|num=sg|EmoExpression::markable_174::SubjectiveFact=false Sentiment::markable_172::Sentiment=True case=dat|Target::markable_175::Anaphref=empty|num=sg|Target::markable_175::Preferred=true|Sentiment::markable_172::Sentiment=True|gender=masc|Target::markable_175::Target=True pers=3|num=sg|tense=pres|mood=ind|Sentiment::markable_172::Sentiment=True|Target::markable_175::Target=True _ case=acc|gender=fem|num=pl case=acc|gender=fem|num=pl pers=3|num=sg|tense=pres|mood=ind case=nom|gender=neut|num=sg case=nom|gender=neut|num=sg case=nom|gender=neut|num=sg|pos=True case=nom|gender=neut|num=sg _ case=acc|*=True|num=sg|pers=1 pers=3|num=pl|tense=pres|mood=ind _ Sentiment::markable_144::Polarity=negative|Sentiment::markable_144::Sarcasm=false|Target::markable_145::Anaphref=empty|pos=True|Target::markable_145::Preferred=true|Sentiment::markable_144::Intensity=medium|Sentiment::markable_144::Sentiment=True|Target::markable_145::Target=True pers=3|num=sg|tense=pres|mood=ind|Sentiment::markable_144::Sentiment=True Sentiment::markable_144::Sentiment=True case=nom|EmoExpression::markable_146::Sarcasm=false|EmoExpression::markable_146::Polarity=negative|gender=fem|EmoExpression::markable_146::Intensity=medium|num=sg|EmoExpression::markable_146::Uncertain=false|EmoExpression::markable_146::SubjectiveFact=true|EmoExpression::markable_146::EmoExpression=True|Sentiment::markable_144::Sentiment=True Sentiment::markable_144::Sentiment=True|EmoExpression::markable_146::EmoExpression=True case=dat|*=True|num=sg|Sentiment::markable_144::Sentiment=True|EmoExpression::markable_146::EmoExpression=True _
323849711524126720	neutral	Stell keine Fragen, dann wirst du auch nicht belogen #SpruchDesTages	stellen keine Fragen, dann werden du auch nicht belügen #SpruchDesTages	VVIMP PIAT NN ADV VAFIN PPER ADV PTKNEG VVPP NN	10/PNC 3/NK 1/OA 1/MO 0/-- 5/SB 9/MO 9/NG 5/OC 9/OA	case=dat|*=True|num=sg case=nom|gender=fem|num=sg case=nom|gender=fem|num=sg _ pers=2|num=sg|tense=pres|mood=ind case=nom|*=True|num=sg|pers=2 _ _ _ case=gen|gender=neut|num=sg
329240044328062976	neutral	Suche je einen Ruby / iOS Entwickler für ein 3..4-Freelancer-Projektteam. XING-API-App für XING ["für" nicht "bei"] / plz RT	Suche je eine Ruby / iOS Entwickler für eine 3..4-Freelancer-Projektteam. XING-API-App für XING ["für" nicht "bei"] / plz RT	NN APPR ART NE $( ADJA NN APPR ART NE NE APPR NN ADJD PTKNEG NN $( VVFIN NE	0/-- 1/OP 7/NK 0/-- 4/-- 7/NK 2/NK 7/MNR 10/NK 8/NK 18/SB 11/MO 12/NK 16/MO 16/NG 12/CJ 16/-- 0/-- 18/OA	case=nom|gender=fem|num=sg _ case=acc|gender=masc|num=sg case=acc|gender=masc|num=sg _ case=acc|gender=masc|num=sg|pos=True case=acc|gender=masc|num=sg _ case=acc|gender=neut|num=sg case=acc|gender=neut|num=sg case=nom|*=True|num=sg _ case=acc|gender=fem|num=sg pos=True _ case=nom|gender=neut|num=sg _ pers=3|num=sg|tense=past|mood=ind case=nom|*=True|num=sg
325361458231771137	neutral	RT @zweikraftwerk: Morgen Extraschicht auf dem #Contao #Stammtisch #NRW im UPH.	RT @zweikraftwerk: Morgen Extraschicht auf die #Contao #Stammtisch #NRW in UPH.	NE ADJA NN NN APPR ART NN ADJD ADJD APPRART NN	0/-- 1/UC 0/-- 3/NK 3/MNR 7/NK 5/NK 9/MO 3/PAR 9/MO 10/NK	case=nom|*=True|num=sg case=nom|*=True|num=sg case=nom|gender=fem|num=pl case=nom|gender=fem|num=pl _ case=dat|gender=masc|num=sg case=dat|gender=masc|num=sg pos=True pos=True case=dat|gender=masc|num=sg case=dat|gender=masc|num=sg
328887479010734082	neutral	RT @IKEA_CH: Ab heute bis am 04.05: 10% auf das gesamte IKEA Sortiment für IKEA FAMILY Mitglieder. Auch beim Online-Shopping. http://t.co/T...	RT @IKEA_CH: ab heute bis an @card@ @card@ auf die gesamt IKEA Sortiment für IKEA Family Mitglieder. auch bei Online-Shopping. http://t.co/T...	NE NN APPR ADV APPR APPRART CARD CARD APPR ART ADJA NN NN APPR NE FM NE ADV APPRART NN NN	2/AG 0/-- 6/MO 3/NK 6/AC 0/-- 8/NMC 6/NK 6/OP 12/NK 12/NK 9/NK 12/NK 13/MNR 17/PNC 17/PNC 14/NK 19/MO 0/-- 19/NK 20/NK	case=nom|gender=neut|num=sg case=nom|gender=neut|num=sg _ _ _ case=dat|gender=masc|num=sg _ _ _ case=acc|gender=neut|num=sg case=acc|gender=neut|num=sg|pos=True case=acc|gender=neut|num=sg case=acc|gender=neut|num=sg _ case=acc|*=True|num=sg *=True *=True _ case=dat|gender=masc|num=sg case=dat|gender=masc|num=sg gender=masc|*=True|num=sg
321883946969341952	neutral	Ich habe im Spiel The Tribez für #Android die Mission '4 Dauerau... ' abgeschlossen. http://t.co/y1eCo5bVOk #androidgames, #gameinsight	ich haben in Spiel The Tribez für #Android die Mission '4 Dauerau... ' abgeschlossen. http://t.co/y1eCo5bVOk #androidgames, #gameinsight	PPER VAFIN APPRART NN FM NN APPR NN ART NN CARD NN $( NE NE NE NN	2/SB 0/-- 2/MO 3/NK 6/NK 2/OA 6/MNR 7/NK 10/NK 2/OA 12/NK 10/OA 14/-- 16/PNC 16/PNC 17/NK 0/--	case=nom|*=True|num=sg|pers=1 pers=1|num=sg|tense=pres|mood=ind case=dat|gender=neut|num=sg case=dat|gender=neut|num=sg *=True case=nom|*=True|num=sg _ case=acc|gender=masc|num=sg case=acc|gender=fem|num=sg case=acc|gender=fem|num=sg _ case=acc|gender=fem|num=sg _ _ _ _ _
324803750671839232	neutral	Ich habe 112,212 Goldmünzen gesammelt! http://t.co/WajZovHOvT #android, #androidgames, #gameinsight	ich haben @card@ Goldmünze gesammelt! http://t.co/WajZovHOvT #android, #androidgames, #gameinsight	PPER VAFIN CARD NN ADJA NN NE NE NN	2/SB 0/-- 4/NK 5/AMS 2/OC 0/-- 8/PNC 6/NK 6/PD	case=nom|*=True|num=sg|pers=1 pers=1|num=sg|tense=pres|mood=ind _ case=nom|gender=fem|num=pl _ case=nom|gender=neut|num=sg case=nom|gender=neut|num=sg case=nom|gender=neut|num=sg pers=3|num=sg|tense=pres|mood=ind
