383645778335789056	positive	@wom_75 @ProSieben Geil!!! Ist so die Geile Serie!! :)	@wom_75 @ProSieben Geil!!! sein so die geil Serie!! :)	CARD ADJA NN VAFIN ADV ART ADJA NN ADJA	0/-- 0/-- 0/-- 0/-- 4/MO 8/NK 8/NK 4/PD 0/--	_ _ case=nom|gender=masc|num=sg|Sentiment::markable_1::Sentiment=True pers=3|num=sg|tense=pres|mood=ind|Sentiment::markable_1::Sentiment=True Sentiment::markable_1::Sentiment=True case=nom|Target::markable_4::Preferred=true|num=sg|Target::markable_4::Anaphref=empty|gender=fem|Target::markable_4::Target=True|Sentiment::markable_1::Sentiment=True case=nom|EmoExpression::markable_3::EmoExpression=True|gender=fem|Target::markable_4::Target=True|EmoExpression::markable_3::SubjectiveFact=false|pos=True|EmoExpression::markable_3::Sarcasm=false|Sentiment::markable_1::Sentiment=True|EmoExpression::markable_3::Intensity=strong|num=sg|EmoExpression::markable_3::Polarity=positive|EmoExpression::markable_3::Uncertain=false case=nom|gender=fem|num=sg|Sentiment::markable_1::Sentiment=True EmoExpression::markable_5::Intensity=medium|EmoExpression::markable_5::Sarcasm=false|EmoExpression::markable_5::SubjectiveFact=false|EmoExpression::markable_5::EmoExpression=True|EmoExpression::markable_5::Polarity=positive|EmoExpression::markable_5::Uncertain=false|Sentiment::markable_1::Sentiment=True
352383610004840449	positive	Gutschein "vitis-vital.de": Vitis sucht die kreativsten grünen Gerichte. Daher vergibt Viti... http://t.co/FPEDTyv3NI | Rabattgutscheine	Gutschein "vitis-vital.de": Vitis suchen die kreativ grün Gerichte. daher vergeben Viti... http://t.co/FPEDTyv3NI | Rabattgutscheine	NN NN NE VVFIN ART ADJA ADJA NN PAV VVFIN NE NN XY NN	4/SB 3/PNC 1/NK 0/-- 8/NK 8/NK 8/NK 4/OA 10/NK 0/-- 10/OA 0/-- 12/NK 12/PD	case=nom|gender=masc|num=sg case=nom|gender=masc|num=sg case=nom|gender=masc|num=sg pers=3|num=sg|tense=pres|mood=ind case=acc|Sentiment::markable_228::Polarity=positive|Target::markable_230::Preferred=true|Sentiment::markable_228::Intensity=strong|Target::markable_230::Anaphref=empty|gender=fem|Sentiment::markable_228::Sentiment=True|Sentiment::markable_228::Sarcasm=false|num=pl|Target::markable_230::Target=True case=acc|EmoExpression::markable_229::Sarcasm=false|EmoExpression::markable_229::Uncertain=false|EmoExpression::markable_229::Polarity=positive|gender=fem|pos=True|Sentiment::markable_228::Sentiment=True|EmoExpression::markable_229::SubjectiveFact=false|num=pl|EmoExpression::markable_229::Intensity=strong|Target::markable_230::Target=True|EmoExpression::markable_229::EmoExpression=True case=acc|num=pl|Target::markable_230::Target=True|gender=fem|pos=True|Sentiment::markable_228::Sentiment=True case=acc|gender=fem|num=pl _ pers=3|num=sg|tense=pres|mood=ind case=nom|*=True|num=sg case=nom|gender=fem|num=sg case=nom|gender=fem|num=sg case=nom|gender=fem|num=sg
373900006110941185	positive	RT @hoechts: Die #Piraten sind angetreten, um einen anderen Politikstil zu pflegen. Jetzt hetzen sie mit undemokratischen Keulen gegen die ...	RT @hoechts: die #Piraten sein angetreten, um eine andere Politikstil zu pflegen. jetzt hetzen sie mit undemokratisch Keule gegen die ...	NE NN ART NN VAFIN NE APPR ART PIAT NN APPR NE ADV VVFIN PPER APPR ADJA NN APPR ART $.	2/AG 0/-- 4/NK 5/SB 0/-- 5/SB 5/PD 10/NK 10/NK 7/NK 10/MNR 11/NK 14/MO 0/-- 14/SB 14/MO 18/NK 16/NK 18/MNR 19/NK 20/--	case=nom|gender=neut|num=sg case=nom|gender=neut|num=sg case=nom|Target::markable_235::Target=True|num=pl|Target::markable_235::Preferred=true|gender=fem|Target::markable_235::Anaphref=empty case=nom|gender=fem|num=pl|Target::markable_235::Target=True pers=3|num=pl|tense=pres|mood=ind case=nom|*=True|num=pl _ case=acc|gender=masc|num=sg case=acc|gender=masc|num=sg|pos=True case=acc|gender=masc|num=sg _ _ Sentiment::markable_231::Intensity=medium|Sentiment::markable_231::Sentiment=True|Sentiment::markable_231::Sarcasm=false|Sentiment::markable_231::Polarity=positive EmoExpression::markable_104013226::Uncertain=false|mood=ind|EmoExpression::markable_104013226::SubjectiveFact=false|Sentiment::markable_231::Sentiment=True|pers=3|EmoExpression::markable_104013226::EmoExpression=True|num=pl|tense=pres|EmoExpression::markable_104013226::Sarcasm=false|EmoExpression::markable_104013226::Polarity=negative|EmoExpression::markable_104013226::Intensity=strong case=nom|Target::markable_234::Preferred=true|Sentiment::markable_231::Sentiment=True|*=True|Target::markable_234::Anaphref=markable_235|pers=3|num=pl|Target::markable_234::Target=True Sentiment::markable_231::Sentiment=True case=dat|EmoExpression::markable_233::EmoExpression=True|EmoExpression::markable_233::Uncertain=false|Sentiment::markable_231::Sentiment=True|gender=fem|pos=True|EmoExpression::markable_233::SubjectiveFact=true|EmoExpression::markable_233::Sarcasm=false|num=pl|EmoExpression::markable_233::Polarity=negative|EmoExpression::markable_233::Intensity=medium case=dat|gender=fem|num=pl|Sentiment::markable_231::Sentiment=True Sentiment::markable_231::Sentiment=True case=acc|gender=fem|num=sg|Sentiment::markable_231::Sentiment=True _
379637259664097280	positive	Pädophilie-Debatte: CSU fordert Trittin zum Rückzug auf http://t.co/k4X5B2ewcO	Pädophilie-Debatte: CSU fordern Trittin zu Rückzug auf http://t.co/k4X5B2ewcO	NN NE VVFIN NN APPRART NN APPR NE	3/SB 1/NK 0/-- 3/OA 4/MNR 5/NK 6/MNR 7/NK	case=nom|gender=fem|num=sg case=nom|Source::markable_237::Source=True|Source::markable_237::Anaphref=empty|gender=fem|Sentiment::markable_236::Sentiment=True|Sentiment::markable_236::Sarcasm=false|num=sg|Sentiment::markable_236::Polarity=positive|Sentiment::markable_236::Intensity=medium pers=3|num=sg|tense=pres|mood=ind|Sentiment::markable_236::Sentiment=True case=acc|Target::markable_238::Target=True|num=sg|Target::markable_238::Anaphref=empty|gender=fem|Target::markable_238::Preferred=true|Sentiment::markable_236::Sentiment=True case=dat|gender=masc|num=sg|Sentiment::markable_236::Sentiment=True case=dat|EmoExpression::markable_239::EmoExpression=True|gender=masc|EmoExpression::markable_239::Intensity=medium|Sentiment::markable_236::Sentiment=True|EmoExpression::markable_239::Uncertain=false|EmoExpression::markable_239::Sarcasm=false|EmoExpression::markable_239::SubjectiveFact=false|EmoExpression::markable_239::Polarity=negative|num=sg Sentiment::markable_236::Sentiment=True case=dat|gender=neut|num=sg
351705664424390656	mixed	79% der Friseure sind glücklich. Ganz ohne #Mindestlohn #SPD #Grüne #Linke #FDP @wiwo: Diese #Berufe machen glücklich http://t.co/2QTIoHUmJE	@card@ die Friseur sein glücklich. ganz ohne #Mindestlohn #SPD #Grüne #Linke #FDP @wiwo: dies #Berufe machen glücklich http://t.co/2QTIoHUmJE	CARD ART NN VAFIN NE ADV APPR NN ADJA NN ADJA NN ADJD PDAT NN VVFIN ADJD NE	4/SB 3/NK 1/AG 0/-- 4/SB 7/MO 11/MO 7/NK 10/NK 11/MO 12/NK 0/-- 12/PD 15/NK 16/SB 0/-- 16/MO 16/OA	Sentiment::markable_240::Intensity=medium|Target::markable_241::Target=True|Sentiment::markable_240::Sarcasm=false|Sentiment::markable_240::Sentiment=True|Target::markable_241::Anaphref=empty|Target::markable_241::Preferred=true|Sentiment::markable_240::Polarity=positive case=gen|gender=neut|num=pl|Sentiment::markable_240::Sentiment=True|Target::markable_241::Target=True case=gen|gender=neut|num=pl|Sentiment::markable_240::Sentiment=True|Target::markable_241::Target=True pers=3|Sentiment::markable_240::Sentiment=True|num=pl|tense=pres|mood=ind case=dat|pers=3|num=pl _ _ case=acc|gender=fem|num=sg case=acc|gender=fem|num=sg|pos=True case=acc|gender=fem|num=sg case=acc|gender=fem|num=sg|pos=True case=acc|gender=fem|num=sg _ case=nom|gender=fem|Sentiment::markable_243::Sarcasm=true|Sentiment::markable_243::Polarity=negative|num=sg|Target::markable_244::Anaphref=empty|Sentiment::markable_243::Intensity=weak|Sentiment::markable_243::Sentiment=True|Target::markable_244::Target=True|Target::markable_244::Preferred=true case=nom|gender=fem|num=sg|Target::markable_244::Target=True|Sentiment::markable_243::Sentiment=True pers=3|Sentiment::markable_243::Sentiment=True|num=pl|tense=pres|mood=ind EmoExpression::markable_245::SubjectiveFact=false|EmoExpression::markable_245::Intensity=medium|pos=True|EmoExpression::markable_245::Uncertain=false|EmoExpression::markable_245::EmoExpression=True|EmoExpression::markable_245::Sarcasm=false|Sentiment::markable_243::Sentiment=True|EmoExpression::markable_245::Polarity=positive _
354660943516549123	neutral	Bitte voten! Die Top-Ten. Wer folgt auf #Platzeck? http://t.co/nUDQ8TICwa #brandenburg #spd	Bitte voten! die Top-Ten. wer folgen auf #Platzeck? http://t.co/nUDQ8TICwa #brandenburg #spd	NN VVFIN ART NN PWS VVFIN APPR ADJA NN NN ADJA	2/MO 0/-- 4/NK 0/-- 6/SB 0/-- 6/MO 7/NK 11/MO 9/NK 0/--	_ _ case=nom|gender=fem|num=sg case=nom|gender=fem|num=sg case=nom|gender=masc|num=sg pers=3|num=sg|tense=pres|mood=ind _ case=acc|*=True|num=sg case=nom|gender=fem|num=sg case=nom|gender=fem|num=sg case=nom|gender=fem|num=sg|pos=True
374904928730611712	positive	Wie Sigmar Gabriel die Bildung diffamiert - Sigmar Gabriel kann sich vorstellen, die Hausaufgaben abzuschaffen. D... http://t.co/ugQaI9705z	wie Sigmar Gabriel die Bildung diffamieren - Sigmar Gabriel können sich vorstellen, die Hausaufgabe abzuschaffen. D... http://t.co/ugQaI9705z	KOKOM NE NE ART NN VVPP $( NE NE VMFIN PRF NE ART NN NE NE NN	6/MO 3/PNC 6/DA 5/NK 6/OA 10/MO 6/-- 9/PNC 10/SB 0/-- 6/OA 10/SB 14/NK 6/OA 14/AG 17/AG 0/--	_ case=nom|Sentiment::markable_247::Intensity=medium|*=True|Target::markable_248::Target=True|Target::markable_248::Preferred=true|Target::markable_248::Anaphref=empty|num=sg|Sentiment::markable_247::Polarity=positive|Sentiment::markable_247::Sentiment=True|Sentiment::markable_247::Sarcasm=false case=dat|*=True|num=sg|Target::markable_248::Target=True|Sentiment::markable_247::Sentiment=True case=acc|gender=fem|num=sg|Sentiment::markable_247::Sentiment=True case=acc|gender=fem|EmoExpression::markable_104013227::Polarity=positive|Sentiment::markable_247::Sentiment=True|EmoExpression::markable_104013227::Sarcasm=false|num=sg|EmoExpression::markable_104013227::Uncertain=false|EmoExpression::markable_104013227::Intensity=medium|EmoExpression::markable_104013227::SubjectiveFact=true|EmoExpression::markable_104013227::EmoExpression=True EmoExpression::markable_249::Polarity=negative|EmoExpression::markable_249::Sarcasm=false|EmoExpression::markable_249::Intensity=medium|EmoExpression::markable_249::Uncertain=false|EmoExpression::markable_249::EmoExpression=True|Sentiment::markable_247::Sentiment=True|EmoExpression::markable_249::SubjectiveFact=false _ *=True case=nom|gender=neut|num=sg pers=3|num=sg|tense=pres|mood=ind case=acc|pers=3|num=sg case=nom|*=True|num=sg case=acc|gender=neut|num=pl case=acc|gender=neut|num=pl _ case=nom|gender=neut|num=sg case=nom|gender=neut|num=sg
378229384936579072	neutral	Schafft die AfD den Sprung in den Bundestag? #Handelsblatt http://t.co/rvsjDSxBab	schaffen die AfD die Sprung in die Bundestag? #Handelsblatt http://t.co/rvsjDSxBab	VVFIN ART NN ART NN APPR ART NN NN ADV	0/-- 3/NK 1/SB 5/NK 1/OA 5/MNR 8/NK 6/NK 0/-- 9/MO	pers=3|num=sg|tense=pres|mood=ind case=nom|gender=fem|num=sg case=nom|gender=fem|num=sg case=acc|gender=masc|num=sg case=acc|gender=masc|num=sg _ case=acc|gender=masc|num=sg case=acc|gender=masc|num=sg case=nom|gender=neut|num=sg _
381742934627872768	negative	RT @magnusbecker: Projekte gegen #Pädophilie & #Vergewaltigung in Vergangenheit sogar durch #Grüne verleumdet. Pech für Frankfurter Rundsch...	RT @magnusbecker: Projekt gegen #Pädophilie & #Vergewaltigung in Vergangenheit sogar durch #Grüne verleumdet. Pech für Frankfurter Rundsch...	NE ADJA NN APPR NN KON NN APPR NN ADV APPR NN NE NN APPR ADJA NN	2/SB 0/-- 0/-- 3/MNR 4/NK 5/CD 6/CJ 5/MNR 8/NK 11/MO 5/MNR 11/NK 12/NK 0/-- 14/MNR 17/NK 15/NK	case=nom|gender=neut|num=sg case=nom|gender=neut|num=sg|pos=True case=acc|num=pl|Sentiment::markable_250::Intensity=medium|Sentiment::markable_250::Sentiment=True|gender=neut|Sentiment::markable_250::Sarcasm=false|Sentiment::markable_250::Polarity=negative Sentiment::markable_250::Sentiment=True case=acc|gender=fem|num=sg|Sentiment::markable_250::Sentiment=True Sentiment::markable_250::Sentiment=True case=acc|EmoExpression::markable_104013228::Intensity=strong|gender=fem|EmoExpression::markable_104013228::SubjectiveFact=false|EmoExpression::markable_104013228::EmoExpression=True|EmoExpression::markable_104013228::Uncertain=false|num=sg|EmoExpression::markable_104013228::Sarcasm=false|EmoExpression::markable_104013228::Polarity=negative|Sentiment::markable_250::Sentiment=True Sentiment::markable_250::Sentiment=True case=dat|gender=fem|num=sg|Sentiment::markable_250::Sentiment=True Sentiment::markable_250::Sentiment=True Sentiment::markable_250::Sentiment=True case=acc|num=sg|Target::markable_254::Preferred=true|Target::markable_254::Anaphref=empty|Sentiment::markable_250::Sentiment=True|gender=fem|Target::markable_254::Target=True Sentiment::markable_250::Sentiment=True case=nom|EmoExpression::markable_255::Uncertain=false|gender=masc|EmoExpression::markable_255::Sarcasm=false|EmoExpression::markable_255::EmoExpression=True|num=sg|EmoExpression::markable_255::SubjectiveFact=false|EmoExpression::markable_255::Polarity=negative|EmoExpression::markable_255::Intensity=medium _ *=True|pos=True case=acc|gender=masc|num=sg
379661971102384128	positive	"2+Leif": Grünen-Spitzenkandidat Trittin grundsätzlich offen für Koalitionsgespräche mit allen Parteien/Kaum... http://t.co/7docvh5RJe	"2+Leif": Grünen-Spitzenkandidat Trittin grundsätzlich offen für Koalitionsgespräch mit alle Parteien/Kaum... http://t.co/7docvh5RJe	NN NN NN ADJD ADJD APPR NN APPR PIAT NN NE	0/-- 3/NK 1/NK 5/MO 1/PD 5/MO 6/NK 7/MNR 10/NK 8/NK 0/--	case=nom|gender=masc|num=sg case=nom|gender=masc|num=sg case=nom|gender=masc|num=sg pos=True EmoExpression::markable_104013229::SubjectiveFact=false|EmoExpression::markable_104013229::Intensity=medium|EmoExpression::markable_104013229::Polarity=positive|EmoExpression::markable_104013229::Sarcasm=false|EmoExpression::markable_104013229::EmoExpression=True|EmoExpression::markable_104013229::Uncertain=false|pos=True EmoExpression::markable_104013229::EmoExpression=True case=acc|gender=neut|num=pl _ case=dat|*=True|num=pl case=dat|*=True|num=pl case=nom|*=True|num=pl
348396544703213570	positive	Ob es in Deutschland legal ist, Jacken zu tragen, auf denen ein NPD aufnäher drauf. Ist?	ob es in Deutschland legal ist, Jacke zu tragen, auf die eine NPD aufnäher drauf. Ist?	KOUS PPER APPR NE ADJD ADJA NN APPR NE APPR PDS ART NE VVFIN NE NE	6/CP 6/SB 6/MO 3/NK 6/MO 7/NK 14/OA 7/MNR 8/NK 14/MO 10/NK 13/NK 11/AG 0/-- 14/OA 0/--	_ case=nom|gender=neut|num=sg|pers=3 _ case=dat|gender=neut|num=sg EmoExpression::markable_256::SubjectiveFact=false|EmoExpression::markable_256::Intensity=medium|EmoExpression::markable_256::EmoExpression=True|EmoExpression::markable_256::Sarcasm=false|EmoExpression::markable_256::Polarity=positive|pos=True|EmoExpression::markable_256::Uncertain=false _ case=dat|gender=neut|num=pl _ case=dat|gender=neut|num=sg _ case=dat|*=True|num=pl case=nom|gender=neut|num=sg case=nom|gender=neut|num=sg comp=True case=acc|*=True|num=sg case=nom|*=True|num=sg
368423166777245696	negative	RT @StZ_NEWS: Spitzenkandidat der #Grünen Jürgen #Trittin unterstellt Angela #Merkel eine ganz besondere Wahlstrategie http://t.co/BnVOvgnI...	RT @StZ_NEWS: Spitzenkandidat die #Grünen Jürgen #Trittin unterstellen Angela #Merkel eine ganz besonder Wahlstrategie http://t.co/BnVOvgnI...	NE ADJA NN ART NN NE NN VVFIN NE NN ART ADV ADJA NN NN	0/-- 1/UC 8/SB 5/NK 3/AG 7/PNC 5/NK 0/-- 10/PNC 8/SB 14/NK 13/MO 14/NK 8/OA 14/NK	case=nom|*=True|num=sg case=nom|*=True|num=sg case=nom|Source::markable_258::Anaphref=empty|Sentiment::markable_257::Intensity=medium|Source::markable_258::Source=True|gender=masc|Sentiment::markable_257::Sarcasm=false|Sentiment::markable_257::Sentiment=True|num=sg|Sentiment::markable_257::Polarity=negative case=gen|gender=fem|num=sg|Sentiment::markable_257::Sentiment=True|Source::markable_258::Source=True case=gen|gender=fem|num=sg|Sentiment::markable_257::Sentiment=True|Source::markable_258::Source=True case=nom|gender=masc|num=sg|Sentiment::markable_257::Sentiment=True|Source::markable_258::Source=True case=nom|gender=masc|num=sg|Sentiment::markable_257::Sentiment=True|Source::markable_258::Source=True EmoExpression::markable_259::Polarity=negative|mood=ind|EmoExpression::markable_259::Intensity=medium|Sentiment::markable_257::Sentiment=True|EmoExpression::markable_259::SubjectiveFact=false|EmoExpression::markable_259::Uncertain=false|pers=3|num=sg|tense=pres|EmoExpression::markable_259::EmoExpression=True|EmoExpression::markable_259::Sarcasm=false case=nom|Target::markable_260::Target=True|num=sg|gender=fem|Target::markable_260::Preferred=true|Sentiment::markable_257::Sentiment=True|Target::markable_260::Anaphref=empty case=nom|gender=fem|Target::markable_260::Target=True|num=sg|Sentiment::markable_257::Sentiment=True case=nom|gender=fem|num=sg|Sentiment::markable_257::Sentiment=True EmoExpression::markable_104013230::Uncertain=false|EmoExpression::markable_104013230::Intensity=medium|EmoExpression::markable_104013230::Sarcasm=true|EmoExpression::markable_104013230::SubjectiveFact=false|EmoExpression::markable_104013230::Polarity=negative|Sentiment::markable_257::Sentiment=True|EmoExpression::markable_104013230::EmoExpression=True case=nom|num=sg|gender=fem|Sentiment::markable_257::Sentiment=True|pos=True|EmoExpression::markable_104013230::EmoExpression=True case=nom|gender=fem|num=sg|Sentiment::markable_257::Sentiment=True case=nom|gender=fem|num=sg
380786092104237056	positive	RT @JuLisGV: Wieso es für Grevenbroich wichtig ist, die FDP zu wählen? Schaut selbst! http://t.co/hd75OWrLUS	RT @JuLisGV: wieso es für Grevenbroich wichtig ist, die FDP zu wählen? schauen selbst! http://t.co/hd75OWrLUS	NE ADJA PWAV PPER APPR NN ADJD NE ART NE PTKZU VVINF VVFIN ADJA NN	0/-- 1/UC 12/MO 12/OA 12/MO 5/NK 12/MO 12/OA 10/NK 12/OA 12/PM 0/-- 14/MO 0/-- 0/--	case=nom|*=True|num=sg case=nom|*=True|num=sg Sentiment::markable_261::Sentiment=True|Sentiment::markable_261::Sarcasm=false|Sentiment::markable_261::Polarity=positive|Sentiment::markable_261::Intensity=medium case=nom|gender=neut|num=sg|Sentiment::markable_261::Sentiment=True|pers=3 Sentiment::markable_261::Sentiment=True case=acc|Sentiment::markable_261::Sentiment=True|num=sg|Source::markable_262::Source=True|gender=masc|Source::markable_262::Anaphref=empty EmoExpression::markable_263::Polarity=positive|EmoExpression::markable_263::Sarcasm=false|pos=True|EmoExpression::markable_263::SubjectiveFact=false|Sentiment::markable_261::Sentiment=True|EmoExpression::markable_263::Uncertain=false|EmoExpression::markable_263::EmoExpression=True|EmoExpression::markable_263::Intensity=medium case=nom|*=True|num=sg|Sentiment::markable_261::Sentiment=True case=acc|Sentiment::markable_261::Sentiment=True|num=sg|Target::markable_264::Target=True|gender=fem|Target::markable_264::Anaphref=empty|Target::markable_264::Preferred=true case=acc|gender=fem|num=sg|Target::markable_264::Target=True|Sentiment::markable_261::Sentiment=True Sentiment::markable_261::Sentiment=True|Target::markable_264::Target=True _ pers=3|num=sg|tense=pres|mood=ind case=dat|gender=neut|num=pl|pos=True case=nom|gender=fem|num=sg
374240526511656961	positive	Volle Bude und gute Stimmung beim #tvduell in #neukölln mit @peersteinbrueck und @saeltz @MariansKrisen . Super Start von Peer! #spd+	voll Bude und gut Stimmung bei #tvduell in #neukölln mit @peersteinbrueck und @saeltz @MariansKrisen . Super Start von Peer! #spd+	ADJA NN KON ADJA NN APPRART NN APPR NE APPR NN KON NN NN $. NN NN APPR NE ADJA	2/NK 0/-- 2/CD 5/NK 3/CJ 5/MNR 6/NK 7/MNR 8/NK 5/MNR 10/NK 13/JU 0/-- 0/-- 0/-- 0/-- 19/PNC 19/PNC 16/NK 0/--	case=acc|gender=masc|num=pl|pos=True case=acc|gender=masc|num=pl _ EmoExpression::markable_267::Sarcasm=false|Sentiment::markable_265::Polarity=positive|Sentiment::markable_265::Sarcasm=false|EmoExpression::markable_267::Polarity=positive|EmoExpression::markable_267::Intensity=medium|pos=True|Target::markable_266::Target=True|num=sg|EmoExpression::markable_267::Uncertain=false|EmoExpression::markable_267::SubjectiveFact=false|Target::markable_266::Preferred=true|case=nom|gender=fem|Target::markable_266::Anaphref=empty|Sentiment::markable_265::Intensity=medium|Sentiment::markable_265::Sentiment=True|EmoExpression::markable_267::EmoExpression=True case=nom|gender=fem|num=sg|Sentiment::markable_265::Sentiment=True|Target::markable_266::Target=True case=dat|gender=masc|num=sg case=dat|gender=masc|num=sg _ case=dat|gender=neut|num=sg _ case=dat|gender=masc|num=sg _ case=dat|gender=masc|num=sg _ _ case=nom|EmoExpression::markable_270::SubjectiveFact=false|Sentiment::markable_268::Sentiment=True|EmoExpression::markable_270::Intensity=strong|gender=masc|Sentiment::markable_268::Polarity=positive|EmoExpression::markable_270::Uncertain=false|num=sg|Sentiment::markable_268::Sarcasm=false|EmoExpression::markable_270::EmoExpression=True|EmoExpression::markable_270::Sarcasm=false|Sentiment::markable_268::Intensity=strong|EmoExpression::markable_270::Polarity=positive case=nom|gender=masc|Sentiment::markable_268::Sentiment=True|num=sg Sentiment::markable_268::Sentiment=True case=nom|gender=masc|num=sg _
356713808917569537	positive	@mathiasrichel Applaus dem Weltpokalsieger in Sachen #SEO ... ;-) Grosses Kino! #cdu #btw2013 cc. @SchwarzGelbLog	@mathiasrichel Applaus die Weltpokalsieger in Sache #SEO ... ;-) groß Kino! #cdu #btw2013 cc. @SchwarzGelbLog	ADJA NN ART NN APPR NN NN $. $( ADJA NN NN CARD ADJA NN	0/-- 0/-- 4/NK 2/DA 4/MNR 5/NK 6/NK 7/-- 10/-- 11/NK 0/-- 14/MO 12/NK 15/NK 0/--	_ case=nom|Sentiment::markable_271::Intensity=medium|Sentiment::markable_271::Sarcasm=false|gender=masc|Sentiment::markable_271::Sentiment=True|EmoExpression::markable_272::Intensity=medium|EmoExpression::markable_272::Polarity=positive|num=sg|EmoExpression::markable_272::EmoExpression=True|EmoExpression::markable_272::SubjectiveFact=false|Sentiment::markable_271::Polarity=positive|EmoExpression::markable_272::Uncertain=false|EmoExpression::markable_272::Sarcasm=false case=dat|num=sg|Target::markable_273::Target=True|gender=masc|Target::markable_273::Anaphref=empty|Sentiment::markable_271::Sentiment=True|Target::markable_273::Preferred=true case=dat|gender=masc|num=sg|Sentiment::markable_271::Sentiment=True|Target::markable_273::Target=True Sentiment::markable_271::Sentiment=True|Target::markable_273::Target=True case=dat|gender=fem|num=pl|Sentiment::markable_271::Sentiment=True|Target::markable_273::Target=True case=nom|gender=fem|num=sg|Sentiment::markable_271::Sentiment=True|Target::markable_273::Target=True Sentiment::markable_271::Sentiment=True Sentiment::markable_271::Sentiment=True case=nom|num=sg|Sentiment::markable_274::Sentiment=True|gender=neut|Target::markable_275::Target=True|pos=True case=nom|gender=neut|num=sg|Sentiment::markable_274::Sentiment=True _ _ case=dat|gender=masc|num=sg|pos=True case=dat|gender=masc|num=sg
380985586968182784	positive	RT @Die_Gruenen: Wir sind nicht nur in Berlin 3 TAGE WACH, sondern auch in Hessen. Stell Deine Frage zur #LTWHE: https://t.co/ofLaDIO2iF #3...	RT @Die_Gruenen: wir sein nicht nur in Berlin 3 tagen WACH, sondern auch in Hessen. stellen dein Frage zu #LTWHE: https://t.co/ofLaDIO2iF #3...	NE NN PPER VAFIN PTKNEG ADV APPR NE CARD VVFIN NE KON ADV APPR NE VVIMP PPOSAT NN APPRART ADJA NN ADJA	2/AG 0/-- 4/SB 0/-- 6/NG 7/MO 10/MO 7/NK 10/MO 4/PD 10/SB 10/CD 14/MO 12/CJ 14/NK 22/NK 18/NK 16/OA 22/MO 21/NK 19/NK 0/--	case=nom|gender=neut|num=sg case=nom|gender=neut|num=sg case=nom|*=True|num=pl|pers=1 pers=1|num=pl|tense=pres|mood=ind _ _ _ case=dat|gender=neut|num=sg EmoExpression::markable_104013231::Intensity=medium|EmoExpression::markable_104013231::SubjectiveFact=false|EmoExpression::markable_104013231::EmoExpression=True|EmoExpression::markable_104013231::Polarity=positive|EmoExpression::markable_104013231::Sarcasm=false|EmoExpression::markable_104013231::Uncertain=false pers=3|num=sg|tense=past|mood=ind|EmoExpression::markable_104013231::EmoExpression=True case=nom|*=True|num=sg _ _ _ case=dat|gender=neut|num=sg case=nom|gender=fem|num=sg case=nom|gender=fem|num=sg case=nom|gender=fem|num=sg case=dat|gender=fem|num=sg case=dat|gender=fem|num=sg|pos=True case=dat|gender=fem|num=sg case=nom|gender=masc|num=sg|pos=True
375244911768899586	neutral	RT @dansker78: Wir leben in einem Land, in dem Menschen, die noch Jahre lang arbeiten müssen trotz zweier Jobs Hartz iv beziehen. Das waren...	RT @dansker78: wir leben in eine Land, in die Menschen, die noch Jahr lang arbeiten müssen trotz zweier Job Hartz iv beziehen. die waren...	NE NN PPER VVFIN APPR ART NE APPR ART NN ART ADV NN ADJD VVINF VMINF APPR ADJA NN NE ADJA NE ART ADJA	2/PNC 0/-- 4/SB 0/-- 4/MO 7/NK 5/NK 16/MO 10/NK 8/NK 13/NK 13/MO 14/AMS 15/MO 16/OC 4/OC 21/MO 19/NK 17/NK 19/NK 22/NK 16/NK 24/OA 0/--	case=nom|*=True|num=sg case=nom|*=True|num=sg case=nom|*=True|num=pl|pers=1 pers=1|num=pl|tense=pres|mood=ind _ case=dat|gender=neut|num=sg case=dat|gender=neut|num=sg _ case=dat|gender=neut|num=sg case=dat|gender=neut|num=sg case=acc|gender=fem|num=sg _ case=acc|gender=neut|num=pl pos=True _ pers=3|num=pl|tense=pres|mood=ind _ case=gen|*=True|num=pl|pos=True case=nom|gender=masc|num=pl case=nom|gender=masc|num=sg pos=True _ case=nom|gender=neut|num=sg case=nom|gender=neut|num=sg|pos=True
