322366239513141248	positive	@knorx100 ja das stimmt, aber bislang habe ich dich auch noch nicht auf ein foto gesehen :)	@knorx100 ja die stimmt, aber bislang haben ich du auch noch nicht auf eine Foto sehen :)	NN ADV ART NE ADV ADV VAFIN PPER PPER ADV ADV PTKNEG APPR ART NN VVPP ADJD	0/-- 4/MO 4/NK 7/SB 7/MO 16/MO 0/-- 7/SB 16/OA 12/MO 12/MO 16/NG 16/MO 15/NK 13/NK 7/OC 16/PD	_ _ case=nom|gender=neut|num=sg case=nom|gender=neut|num=sg _ _ pers=1|num=sg|tense=pres|mood=ind case=nom|*=True|num=sg|pers=1 case=acc|gender=neut|num=sg|pers=3 _ _ _ _ case=acc|gender=neut|num=sg case=acc|gender=neut|num=sg _ EmoExpression::markable_1::SubjectiveFact=false|EmoExpression::markable_1::EmoExpression=True|EmoExpression::markable_1::Uncertain=false|EmoExpression::markable_1::Polarity=positive|EmoExpression::markable_1::Sarcasm=false|pos=True|EmoExpression::markable_1::Intensity=medium
323850501357719553	positive	@BeckiSchnubiiii man kann schön die Disulfidbrücke sehen :) ich finde es gut	@BeckiSchnubiiii man können schön die Disulfidbrücke sehen :) ich finden es gut	NN PIS VMFIN ADJD ART NN VVFIN ADJD PPER VVFIN PPER ADJD	0/-- 3/SB 0/-- 3/MO 6/NK 7/OA 3/OC 7/MO 10/SB 3/CJ 10/OA 10/MO	case=nom|gender=masc|num=sg case=nom|Sentiment::markable_154::Polarity=positive|Sentiment::markable_154::Sentiment=True|*=True|Sentiment::markable_154::Intensity=medium|Target::markable_155::Target=True|Sentiment::markable_154::Sarcasm=false|num=sg|Target::markable_155::Preferred=true|Target::markable_155::Anaphref=empty pers=3|num=sg|tense=pres|mood=ind|Sentiment::markable_154::Sentiment=True|Target::markable_155::Target=True EmoExpression::markable_100500278::Uncertain=false|EmoExpression::markable_100500278::Polarity=positive|Sentiment::markable_154::Sentiment=True|pos=True|Target::markable_155::Target=True|EmoExpression::markable_100500278::Intensity=medium|EmoExpression::markable_100500278::Sarcasm=false|EmoExpression::markable_100500278::SubjectiveFact=false|EmoExpression::markable_100500278::EmoExpression=True case=acc|gender=fem|num=sg|Sentiment::markable_154::Sentiment=True|Target::markable_155::Target=True case=acc|gender=fem|num=sg|Sentiment::markable_154::Sentiment=True|Target::markable_155::Target=True Sentiment::markable_154::Sentiment=True|Target::markable_155::Target=True EmoExpression::markable_156::Intensity=medium|Sentiment::markable_154::Sentiment=True|mood=ind|EmoExpression::markable_156::Uncertain=false|pers=1|EmoExpression::markable_156::SubjectiveFact=false|num=sg|tense=pres|EmoExpression::markable_156::Sarcasm=false|EmoExpression::markable_156::Polarity=positive|EmoExpression::markable_156::EmoExpression=True case=nom|pers=1|num=sg|Sentiment::markable_154::Sentiment=True|Source::markable_157::Source=True|*=True|Source::markable_157::Anaphref=empty pers=1|Sentiment::markable_154::Sentiment=True|num=sg|tense=pres|mood=ind case=acc|Sentiment::markable_154::Sentiment=True|gender=neut|Target::markable_159::Preferred=true|pers=3|Target::markable_159::Target=True|num=sg|Target::markable_159::Anaphref=markable_155 EmoExpression::markable_100500305::SubjectiveFact=false|EmoExpression::markable_100500305::Sarcasm=false|Sentiment::markable_154::Sentiment=True|EmoExpression::markable_100500305::EmoExpression=True|EmoExpression::markable_100500305::Uncertain=false|pos=True|EmoExpression::markable_100500305::Intensity=medium|EmoExpression::markable_100500305::Polarity=positive|EmoExpression::markable_158::EmoExpression=True
322414788225409024	mixed	RT @rcvonb: &gt;&gt; ... Das darf doch wohl nicht wahr sein...	RT @rcvonb: &gt;&gt; ... die dürfen doch wohl nicht wahr sein...	NE ADJA NN $. PDS VMFIN ADV ADV PTKNEG ADJD ADJA	0/-- 1/UC 0/-- 3/-- 6/SB 0/-- 6/MO 6/MO 6/NG 11/MO 6/OC	case=nom|*=True|num=sg case=nom|*=True|num=sg _ _ case=nom|EmoExpression::markable_100500301::SubjectiveFact=false|gender=neut|EmoExpression::markable_100500301::Sarcasm=false|num=sg|EmoExpression::markable_100500301::Polarity=negative|EmoExpression::markable_100500301::Intensity=medium|EmoExpression::markable_100500301::EmoExpression=True|EmoExpression::markable_100500301::Uncertain=true pers=3|EmoExpression::markable_100500301::EmoExpression=True|num=sg|tense=pres|mood=ind EmoExpression::markable_100500301::EmoExpression=True EmoExpression::markable_100500301::EmoExpression=True EmoExpression::markable_100500301::EmoExpression=True EmoExpression::markable_100500276::EmoExpression=True|EmoExpression::markable_100500301::EmoExpression=True|EmoExpression::markable_100500276::Sarcasm=false|pos=True|EmoExpression::markable_100500276::Polarity=positive|EmoExpression::markable_100500276::Uncertain=false|EmoExpression::markable_100500276::Intensity=medium|EmoExpression::markable_100500276::SubjectiveFact=false pos=True
322228317157744640	negative	US-Verteidigungsminister: Nordkorea bewegt sich "sehr nahe an gefährlicher Linie" http://t.co/KoSqu26YYk	US-Verteidigungsminister: Nordkorea bewegen sich "sehr nahe an gefährlich Linie" http://t.co/KoSqu26YYk	NN NE VVFIN PRF NN PTKVZ APPR ADJA NN NE	3/SB 1/NK 0/-- 3/OA 3/OA 3/SVP 3/MO 9/NK 7/NK 9/NK	case=nom|gender=fem|num=sg case=nom|Sentiment::markable_160::Polarity=negative|Sentiment::markable_160::Sarcasm=false|Target::markable_161::Target=True|gender=fem|Sentiment::markable_160::Intensity=medium|num=sg|Sentiment::markable_160::Sentiment=True|Target::markable_161::Preferred=true|Target::markable_161::Anaphref=empty pers=3|num=sg|tense=pres|mood=ind|Sentiment::markable_160::Sentiment=True case=acc|pers=3|num=sg|Sentiment::markable_160::Sentiment=True case=nom|gender=fem|num=sg|Sentiment::markable_160::Sentiment=True Sentiment::markable_160::Sentiment=True|pos=True Sentiment::markable_160::Sentiment=True case=dat|EmoExpression::markable_100500277::Sarcasm=false|EmoExpression::markable_100500277::Uncertain=false|EmoExpression::markable_100500277::Intensity=medium|gender=fem|EmoExpression::markable_100500277::SubjectiveFact=false|pos=True|num=sg|Sentiment::markable_160::Sentiment=True|EmoExpression::markable_100500277::Polarity=positive|EmoExpression::markable_100500277::EmoExpression=True case=dat|gender=fem|num=sg case=nom|*=True|num=sg
323803173267591168	neutral	Jetzt bleibt nur zu hoffen, dass @Digital_Courage meine Bestellung auch bald verschickt.	jetzt bleiben nur zu hoffen, dass @Digital_Courage mein Bestellung auch bald verschickt.	ADV VVFIN ADV APPR NE KOUS NN PPOSAT NN ADV ADV ADJA	2/MO 0/-- 4/MO 2/MO 4/NK 2/MO 6/NK 9/NK 12/SB 11/MO 12/MO 0/--	_ pers=3|num=sg|tense=pres|mood=ind _ _ case=dat|gender=neut|num=sg _ case=dat|gender=fem|num=sg case=nom|gender=fem|num=sg case=nom|gender=fem|num=sg _ _ _
322345238112907265	negative	RT @magischerfcblog: Okay. It's a dirty job, aber wir haben mal unsere Follower gezählt und geordnet: http://t.co/MDZpAYKOTv #neuimblog ...	RT @magischerfcblog: Okay. It's a dirty job, aber wir haben mal unser Follower zählen und geordnet: http://t.co/MDZpAYKOTv #neuimblog ...	NE ADJA NN NE FM NE NE ADV PPER VAFIN ADV PPOSAT NN VVPP KON ADJA NN NN $.	0/-- 1/UC 0/-- 7/PNC 7/PNC 7/PNC 10/SB 9/MO 10/SB 0/-- 14/MO 13/NK 14/OA 10/OC 10/CD 17/NK 15/CJ 17/NK 18/--	case=nom|*=True|num=sg case=nom|Sentiment::markable_163::Polarity=negative|num=sg|Sentiment::markable_163::Intensity=medium|Sentiment::markable_163::Sarcasm=false|*=True|Sentiment::markable_163::Sentiment=True case=nom|gender=masc|num=sg|Sentiment::markable_163::Sentiment=True case=nom|*=True|num=sg|Sentiment::markable_163::Sentiment=True Sentiment::markable_163::Sentiment=True case=nom|EmoExpression::markable_165::EmoExpression=True|*=True|EmoExpression::markable_165::Intensity=medium|EmoExpression::markable_165::Uncertain=false|EmoExpression::markable_165::Sarcasm=false|EmoExpression::markable_165::SubjectiveFact=false|EmoExpression::markable_165::Polarity=negative|num=sg|Sentiment::markable_163::Sentiment=True case=nom|*=True|num=sg _ case=nom|*=True|num=pl|pers=1 pers=1|num=pl|tense=pres|mood=ind _ case=acc|gender=masc|num=pl case=acc|gender=masc|num=pl _ _ _ case=nom|gender=masc|num=sg case=nom|gender=masc|num=sg _
323683044630339584	negative	RT @bangpowwww: Die Jugend von heute ist so fett, dass sie bei "1,2 oder 3" auf allen Feldern steht und so dumm, dass sie trotzdem falsc ...	RT @bangpowwww: die Jugend von heute sein so fett, dass sie bei "1,2 oder 3" auf alle Feld stehen und so dumm, dass sie trotzdem falsc ...	NE NN ART NN APPR ADV VAFIN ADV ADJA KOUS PPER APPR NN KON VVFIN APPR PIAT NN VVFIN KON ADV VVFIN KOUS PPER PAV VVPP $.	2/AG 0/-- 4/NK 7/SB 4/MNR 5/NK 0/-- 9/MO 7/SB 19/CP 19/SB 19/MO 12/NK 12/CD 14/CJ 19/MO 18/NK 16/NK 7/MO 19/CD 22/MO 20/CJ 26/CP 26/SB 26/NK 22/MO 26/--	case=nom|gender=neut|num=sg case=nom|gender=neut|num=sg case=nom|gender=fem|Sentiment::markable_166::Sentiment=True|Sentiment::markable_166::Sarcasm=false|num=sg|Sentiment::markable_166::Polarity=negative|Target::markable_167::Anaphref=empty|Target::markable_167::Target=True|Sentiment::markable_166::Intensity=medium|Target::markable_167::Preferred=true case=nom|gender=fem|Target::markable_167::Target=True|num=sg|Sentiment::markable_166::Sentiment=True Sentiment::markable_166::Sentiment=True|Target::markable_167::Target=True Sentiment::markable_166::Sentiment=True|Target::markable_167::Target=True pers=3|Sentiment::markable_166::Sentiment=True|num=sg|tense=pres|mood=ind Sentiment::markable_166::Sentiment=True|Intensifier::markable_169::Intensifier=True|Intensifier::markable_169::EmoExpressionRef=emo-expression:markable_168|Intensifier::markable_169::Degree=medium Sentiment::markable_166::Sentiment=True|pos=True Sentiment::markable_166::Sentiment=True case=nom|gender=fem|num=sg|Sentiment::markable_166::Sentiment=True|pers=3 Sentiment::markable_166::Sentiment=True case=dat|gender=masc|num=sg|Sentiment::markable_166::Sentiment=True Sentiment::markable_166::Sentiment=True case=dat|gender=fem|num=sg|Sentiment::markable_166::Sentiment=True Sentiment::markable_166::Sentiment=True case=dat|gender=masc|num=pl|Sentiment::markable_166::Sentiment=True case=dat|gender=masc|num=pl|Sentiment::markable_166::Sentiment=True pers=3|Sentiment::markable_166::Sentiment=True|num=sg|tense=pres|mood=ind Sentiment::markable_166::Sentiment=True Sentiment::markable_166::Sentiment=True|Intensifier::markable_171::Intensifier=True|Intensifier::markable_171::Degree=medium|Intensifier::markable_171::EmoExpressionRef=emo-expression:markable_170 pos=True _ case=nom|gender=fem|num=sg|pers=3 _ _ _
322357240721977344	positive	Brüssel ist ein unerlässliches Ziel für jeden Touristen. Zeit, Brüssel zu erkunden! http://t.co/L6X5MOP7BX	Brüssel sein eine unerlässlich Ziel für jede Touristen. Zeit, Brüssel zu erkunden! http://t.co/L6X5MOP7BX	NE VAFIN ART ADJA NN APPR PIAT NN NE NE APPR ADJA NN	2/SB 0/-- 5/NK 5/NK 2/PD 5/MNR 8/NK 6/NK 10/PNC 0/-- 12/PM 10/PNC 0/--	case=nom|Target::markable_173::Target=True|Sentiment::markable_172::Sentiment=True|gender=neut|Sentiment::markable_172::Intensity=medium|num=sg|Target::markable_173::Anaphref=empty|Target::markable_173::Preferred=true|Sentiment::markable_172::Polarity=positive|Sentiment::markable_172::Sarcasm=false pers=3|Sentiment::markable_172::Sentiment=True|num=sg|tense=pres|mood=ind case=nom|gender=neut|num=sg|Sentiment::markable_172::Sentiment=True case=nom|EmoExpression::markable_100500279::Intensity=medium|EmoExpression::markable_100500279::Polarity=positive|EmoExpression::markable_100500279::Sarcasm=false|Sentiment::markable_172::Sentiment=True|gender=neut|pos=True|EmoExpression::markable_100500279::SubjectiveFact=false|num=sg|EmoExpression::markable_100500279::EmoExpression=True|EmoExpression::markable_100500279::Uncertain=false case=nom|gender=neut|num=sg|Sentiment::markable_172::Sentiment=True Sentiment::markable_172::Sentiment=True case=acc|gender=masc|num=sg|Sentiment::markable_172::Sentiment=True case=acc|gender=masc|num=sg case=nom|gender=masc|num=sg case=nom|gender=masc|num=sg _ _ case=nom|gender=fem|num=sg
327429289517674497	negative	Meine Kritik zur Dokumentation SIDE BY SIDE über die Wachablösung des klassischen Kinos durch digitalen Film: http://t.co/Ydb5aeawc5 #doku	mein Kritik zu Dokumentation SIDE by SIDE über die Wachablösung die klassisch Kino durch digital Film: http://t.co/Ydb5aeawc5 #doku	PPOSAT NN APPRART NN NE NE NN APPR ART NN ART ADJA NN APPR ADJA NN CARD NN	2/NK 7/OA 2/MNR 3/NK 6/PNC 4/NK 0/-- 7/MNR 10/NK 8/NK 13/NK 13/NK 10/AG 10/MNR 16/NK 14/NK 18/NK 7/PD	case=acc|Source::markable_100500281::Source=True|Sentiment::markable_100500280::Sarcasm=false|Sentiment::markable_100500280::Sentiment=True|gender=fem|Sentiment::markable_100500280::Polarity=negative|Sentiment::markable_100500280::Intensity=weak|num=sg|Source::markable_100500281::Anaphref=empty case=acc|EmoExpression::markable_100500282::EmoExpression=True|Sentiment::markable_100500280::Sentiment=True|gender=fem|EmoExpression::markable_100500282::SubjectiveFact=false|num=sg|EmoExpression::markable_100500282::Polarity=negative|EmoExpression::markable_100500282::Sarcasm=false|EmoExpression::markable_100500282::Uncertain=false|EmoExpression::markable_100500282::Intensity=weak case=dat|Target::markable_100500283::Preferred=true|num=sg|Target::markable_100500283::Anaphref=empty|Sentiment::markable_100500280::Sentiment=True|gender=fem|Target::markable_100500283::Target=True case=dat|gender=fem|num=sg|Sentiment::markable_100500280::Sentiment=True|Target::markable_100500283::Target=True case=nom|gender=fem|num=sg|Sentiment::markable_100500280::Sentiment=True|Target::markable_100500283::Target=True case=nom|gender=fem|num=sg|Sentiment::markable_100500280::Sentiment=True|Target::markable_100500283::Target=True case=nom|gender=fem|num=sg|Sentiment::markable_100500280::Sentiment=True|Target::markable_100500283::Target=True Sentiment::markable_100500280::Sentiment=True|Target::markable_100500283::Target=True case=acc|gender=fem|num=sg|Sentiment::markable_100500280::Sentiment=True|Target::markable_100500283::Target=True case=acc|gender=fem|num=sg|Sentiment::markable_100500280::Sentiment=True|Target::markable_100500283::Target=True case=gen|gender=masc|num=sg|Sentiment::markable_100500280::Sentiment=True|Target::markable_100500283::Target=True case=gen|num=sg|Sentiment::markable_100500280::Sentiment=True|gender=masc|pos=True|Target::markable_100500283::Target=True case=gen|gender=masc|num=sg|Sentiment::markable_100500280::Sentiment=True|Target::markable_100500283::Target=True Sentiment::markable_100500280::Sentiment=True|Target::markable_100500283::Target=True case=acc|num=sg|Sentiment::markable_100500280::Sentiment=True|gender=masc|pos=True|Target::markable_100500283::Target=True case=acc|gender=masc|num=sg _ case=acc|gender=masc|num=sg
322404197393907712	neutral	Landesligamannschaft sichert sich mit 3:0 ersten Sieg in der #Relegation gegen das Bezirkliga-Team vom DTV. Weitere Spiele am Wochenende	Landesligamannschaft sichern sich mit 3:0 erst Sieg in die #Relegation gegen die Bezirkliga-Team von DTV. weit Spiel an Wochenende	NN VVFIN PRF APPR CARD ADJA NN APPR ART NN APPR ART NN APPRART NN ADJA NN APPRART NN	2/SB 0/-- 2/OA 2/MO 7/NK 7/NK 4/NK 7/MNR 10/NK 8/NK 2/MO 13/NK 11/NK 13/MNR 14/NK 17/NK 2/OA 2/MO 18/NK	case=nom|gender=fem|num=sg pers=3|num=sg|tense=pres|mood=ind case=acc|pers=3|num=sg _ _ case=dat|*=True|num=pl|pos=True case=nom|gender=masc|num=sg _ case=dat|gender=fem|num=sg case=dat|gender=fem|num=sg _ case=acc|gender=neut|num=sg case=acc|gender=neut|num=sg case=dat|gender=masc|num=sg case=dat|gender=masc|num=sg case=acc|gender=fem|num=pl|comp=True case=nom|gender=neut|num=pl case=dat|gender=neut|num=sg case=dat|gender=neut|num=sg
328086331127382017	positive	Meine Haare sind gelb wie die Sonne! Und türkis wie das Meer! Und rotbraun, wie jeder zweite Haarschopf im Lande! SUPER :--------)))	mein Haar sein gelb wie die Sonne! und türkis wie die Meer! und rotbraun, wie jede zweit Haarschopf in Lande! super :--------)))	PPOSAT NN VAFIN ADJD KOKOM ART NN KON ADJD KOKOM ART NN KON ADJD KOKOM PIAT ADJA NN APPRART NN ADJD ADJD	2/NK 3/SB 0/-- 3/PD 7/CM 7/NK 4/CC 12/JU 12/MO 12/CM 12/NK 0/-- 18/JU 18/MO 18/CM 18/NK 18/NK 0/-- 18/MNR 19/NK 22/MO 0/--	case=nom|num=sg|Target::markable_176::Anaphref=empty|Target::markable_176::Preferred=true|Target::markable_176::Target=True|gender=fem case=nom|gender=fem|num=sg|Target::markable_176::Target=True pers=3|num=pl|tense=pres|mood=ind _ _ case=nom|gender=fem|num=sg case=nom|gender=fem|num=sg _ pos=True _ case=nom|gender=neut|num=sg case=nom|gender=neut|num=sg _ pos=True _ case=nom|gender=masc|num=sg case=nom|gender=masc|num=sg|pos=True case=nom|gender=masc|num=sg case=dat|gender=neut|num=sg case=dat|gender=neut|num=sg EmoExpression::markable_180::Sarcasm=false|EmoExpression::markable_180::Uncertain=false|EmoExpression::markable_180::Intensity=strong|EmoExpression::markable_180::EmoExpression=True|EmoExpression::markable_180::SubjectiveFact=false|pos=True|EmoExpression::markable_180::Polarity=positive EmoExpression::markable_181::EmoExpression=True|pos=True
322399063788097536	neutral	@SeventhGenies iya ih.. Dar der dor au ;;;;	@SeventhGenies iya ih.. dar die dor au ;;;;	NN NE NE PTKVZ ART ADJA ITJ ADJA	0/-- 3/PNC 0/-- 0/-- 8/NK 8/NK 8/NK 4/NK	case=nom|gender=neut|num=sg case=nom|*=True|num=sg case=nom|*=True|num=sg _ case=nom|gender=masc|num=sg case=nom|gender=masc|num=sg _ *=True|pos=True
328012756794089473	neutral	Ich habe 1,090 Nahrungseinheiten geerntet! http://t.co/JE39I0wQly #android, #androidgames, #gameinsight	ich haben @card@ Nahrungseinheiten geerntet! http://t.co/JE39I0wQly #android, #androidgames, #gameinsight	PPER VAFIN CARD NN ADJA NN NE NE NN	2/SB 0/-- 4/NK 5/AMS 2/OC 0/-- 8/PNC 6/NK 6/PD	case=nom|*=True|num=sg|pers=1 pers=1|num=sg|tense=pres|mood=ind _ case=acc|gender=fem|num=pl _ case=nom|gender=fem|num=sg case=nom|gender=fem|num=sg case=nom|gender=fem|num=sg case=nom|gender=fem|num=sg
322261052895141888	neutral	German Presse Days 11. &amp; 12. April Arne Eberle press+sales presenting Länd Phüngkit @ Club der polnischen... http://t.co/4GYj6InWoy	German Presse Days 11. &amp; 12. April Arne Eberle press+sales presenting Länd Phüngkit @ Club die polnischen... http://t.co/4GYj6InWoy	NE NN NE ADJA $( ADJA NN NE NE ADJA NN NE NN XY NN ART ADJA NN	2/NK 0/-- 4/PNC 2/NK 4/-- 7/NK 4/APP 9/PNC 7/NK 11/NK 4/OA 13/PNC 11/NK 15/NK 11/CJ 17/NK 15/AG 0/--	case=nom|gender=masc|num=sg case=nom|gender=masc|num=sg case=nom|gender=masc|num=sg case=nom|gender=masc|num=sg|pos=True case=nom|gender=masc|num=sg case=nom|gender=masc|num=sg|pos=True case=nom|gender=masc|num=sg case=nom|gender=masc|num=sg case=nom|gender=masc|num=sg case=acc|gender=neut|num=sg|pos=True case=acc|gender=neut|num=sg case=nom|gender=masc|num=sg case=nom|gender=masc|num=sg case=nom|gender=masc|num=sg case=nom|gender=masc|num=sg case=gen|gender=fem|num=sg case=gen|gender=fem|num=sg|pos=True case=nom|gender=fem|num=sg
322385919275565056	neutral	Buchempfehlung Michel Bergmann: Herr Klee und Herr Feld http://t.co/ndkdCRsY5s	Buchempfehlung Michel Bergmann: Herr Klee und Herr Feld http://t.co/ndkdCRsY5s	NN NE ADJA NN NN KON NN NN NN	0/-- 1/NK 4/NK 1/CJ 4/NK 5/CD 6/CJ 7/NK 7/NK	case=nom|gender=fem|num=sg case=nom|gender=fem|num=sg case=nom|gender=fem|num=sg|pos=True case=nom|gender=fem|num=sg case=nom|gender=fem|num=sg _ case=nom|gender=masc|num=sg case=nom|gender=masc|num=sg case=gen|gender=masc|num=sg
322114282189901826	neutral	Wie viele Einwohner hat Clingen? http://t.co/oPusr3vql2	wie viele Einwohner haben Clingen? http://t.co/oPusr3vql2	KOKOM PIAT NN VAFIN NN CARD	2/MO 3/NK 4/SB 0/-- 4/OA 0/--	_ case=nom|gender=masc|num=pl case=nom|gender=masc|num=pl pers=3|num=sg|tense=pres|mood=ind case=acc|gender=neut|num=sg _
327324854003068929	neutral	Früh an einen Stück -&gt; Frühstücken (Eingecheckt bei Mainufer Seligenstadt) http://t.co/OWg68IIfju	früh an eine Stück -&gt; Frühstück (Eingecheckt bei Mainufer Seligenstadt) http://t.co/OWg68IIfju	ADJD APPR ART NN ADJA NN NN APPR NN ADJA NN	2/MO 10/MO 4/NK 2/NK 6/NK 4/NK 4/NK 10/MO 8/NK 11/NK 0/--	pos=True _ case=acc|gender=masc|num=sg case=acc|gender=masc|num=sg case=nom|gender=fem|num=pl|pos=True case=nom|gender=fem|num=pl gender=masc|*=True|num=sg _ *=True|pos=True case=nom|gender=neut|num=sg|pos=True case=nom|gender=neut|num=sg
328106596674719744	neutral	Ich habe 120 Nahrungseinheiten geerntet! http://t.co/PgSxNXBqWl #android, #androidgames, #gameinsight	ich haben 120 Nahrungseinheiten geerntet! http://t.co/PgSxNXBqWl #android, #androidgames, #gameinsight	PPER VAFIN CARD NN ADJA NN NE NE NN	2/SB 0/-- 4/NK 5/AMS 2/OC 0/-- 8/PNC 6/NK 6/PD	case=nom|*=True|num=sg|pers=1 pers=1|num=sg|tense=pres|mood=ind _ case=acc|gender=fem|num=pl _ case=nom|gender=neut|num=sg case=nom|gender=neut|num=sg case=nom|gender=neut|num=sg pers=3|num=sg|tense=pres|mood=ind
327981146690445313	neutral	*sing* Ich bin allein allein in der NTL.... Bei akutem Schlafmangel sollte man nicht twittern, oder? ODER?	*sing* ich sein allein allein in die NTL.... bei akut Schlafmangel sollen man nicht twittern, oder? ODER?	NN PPER VAFIN ADV ADV APPR ART NN APPR ADJA NN VMFIN PIS PTKNEG NE ADJA NN	3/PD 3/SB 0/-- 5/MO 6/MO 12/MO 8/NK 6/NK 8/MNR 11/NK 9/NK 3/OC 12/SB 12/NG 12/SB 12/MO 0/--	case=nom|gender=masc|num=sg case=nom|*=True|num=sg|pers=1 pers=1|num=sg|tense=pres|mood=ind _ _ _ case=dat|gender=fem|num=sg case=dat|gender=fem|num=sg _ case=dat|gender=masc|num=sg|pos=True case=dat|gender=masc|num=sg pers=3|num=sg|tense=past|mood=ind case=nom|*=True|num=sg _ _ _ case=nom|gender=fem|num=sg
328239995192225792	negative	Die Nutten tragen heute wieder Gliedschatten.	die Nutte tragen heute wieder Gliedschatten.	ART NN VVFIN ADV ADV NE	2/NK 3/SB 0/-- 3/MO 3/MO 3/OA	case=nom|*=True|num=pl case=nom|EmoExpression::markable_100500285::Uncertain=false|EmoExpression::markable_100500285::Polarity=negative|EmoExpression::markable_100500285::Sarcasm=false|*=True|num=pl|EmoExpression::markable_100500285::Intensity=medium|EmoExpression::markable_100500285::SubjectiveFact=false|EmoExpression::markable_100500285::EmoExpression=True pers=3|num=pl|tense=pres|mood=ind _ _ case=nom|gender=masc|num=sg
322349720745943040	neutral	Topthema im Social Web: "#Windows8 versagt auf der ganzen Linie" (Quelle: @welt ). #News-Übersicht auf #Virato http://t.co/Y1Vs6zsxfx #PC	Topthema in <UNKNOWN> Web: "#Windows8 versagen auf die ganz Linie" (Quelle: @welt ). #News-Übersicht auf #Virato http://t.co/Y1Vs6zsxfx #PC	NN APPRART ADJD NN CARD VVFIN APPR ART ADJA NN NN NN ADJA NN APPR NN NN NE	6/SB 1/MNR 4/MO 2/NK 4/NK 0/-- 6/MO 10/NK 10/NK 7/NK 6/OA 11/NK 0/-- 0/-- 14/MNR 15/NK 16/NK 17/NK	case=nom|gender=neut|num=sg case=dat|gender=masc|num=sg case=dat|gender=masc|num=sg case=acc|gender=neut|num=sg case=acc|gender=neut|num=sg pers=3|num=sg|tense=pres|mood=ind _ case=dat|gender=fem|num=sg case=dat|gender=fem|num=sg|pos=True case=dat|gender=fem|num=sg case=nom|gender=fem|num=sg case=nom|gender=fem|num=sg _ case=nom|gender=masc|num=sg _ case=acc|gender=neut|num=sg case=acc|gender=neut|num=sg case=nom|*=True|num=sg
323738473221746688	neutral	19-Jährige springt auf A1 aus fahrendem Auto. #nrw http://t.co/bxjzjCIwzn	19-Jährige springen auf A1 aus fahrend Auto. #nrw http://t.co/bxjzjCIwzn	NN VVFIN APPR CARD APPR ADJA NN ADJA NN	2/SB 0/-- 2/MO 3/NK 2/MO 7/NK 5/NK 9/NK 0/--	case=nom|gender=fem|num=sg pers=3|num=sg|tense=pres|mood=ind _ _ _ case=dat|gender=neut|num=sg|pos=True case=dat|gender=neut|num=sg _ _
327408786325270529	neutral	Urlaub! - Mit Rucksack, Fahrrad, Motorrad, Auto, Zug, Flugzeug oder im Luxusabteil von Levitrans durch #Vietnam! - http://t.co/BY5BrhNP5K	Urlaub! - mit Rucksack, Fahrrad, Motorrad, Auto, Zug, Flugzeug oder in Luxusabteil von Levitrans durch #Vietnam! - http://t.co/BY5BrhNP5K	NN $( APPR NE NE NE NE NE NN KON APPRART NN APPR NN APPR ADJA $( NN	0/-- 3/-- 0/-- 3/NK 8/PNC 8/PNC 8/PNC 4/NK 8/PNC 3/CD 10/CJ 11/NK 12/PG 13/NK 3/MO 15/NK 18/-- 0/--	case=nom|gender=neut|num=sg _ _ case=dat|gender=neut|num=sg case=nom|gender=masc|num=sg case=nom|gender=masc|num=sg case=nom|gender=masc|num=sg case=nom|gender=masc|num=sg case=nom|gender=masc|num=sg _ case=dat|gender=neut|num=sg case=dat|gender=neut|num=sg _ case=dat|gender=masc|num=pl _ case=dat|gender=masc|num=pl|pos=True _ case=nom|gender=masc|num=sg
