319780665581264897	negative	JETZT gebe ich Player 6 den Todesstoss. Lange genug hat er sich gewehrt :)	jetzt geben ich Player 6 die Todesstoss. Lange genug haben er sich wehren :)	ADV VVFIN PPER NN CARD ART NN NE ADV VAFIN PPER PRF VVPP ADJA	2/MO 0/-- 2/SB 2/OA 4/NK 7/NK 2/OA 10/SB 8/MO 0/-- 10/SB 13/OA 10/OC 13/MO	Sentiment::markable_1::Sarcasm=false|Sentiment::markable_1::Intensity=medium|Sentiment::markable_1::Sentiment=True|Sentiment::markable_1::Polarity=negative pers=1|num=sg|tense=pres|mood=ind|Sentiment::markable_1::Sentiment=True case=nom|pers=1|num=sg|Source::markable_3::Anaphref=empty|*=True|Source::markable_3::Source=True|Sentiment::markable_1::Sentiment=True case=acc|num=sg|Target::markable_2::Anaphref=empty|gender=masc|Target::markable_2::Preferred=true|Target::markable_2::Target=True|Sentiment::markable_1::Sentiment=True Target::markable_2::Target=True|Sentiment::markable_1::Sentiment=True case=acc|gender=masc|num=sg|Sentiment::markable_1::Sentiment=True case=acc|gender=masc|num=sg case=nom|gender=masc|num=sg _ pers=3|num=sg|tense=pres|mood=ind case=nom|gender=masc|num=sg|pers=3 case=acc|pers=3|num=sg _ case=gen|EmoExpression::markable_5::Intensity=medium|gender=masc|EmoExpression::markable_5::EmoExpression=True|pos=True|EmoExpression::markable_5::Uncertain=false|num=pl|EmoExpression::markable_5::SubjectiveFact=false|EmoExpression::markable_5::Sarcasm=false|EmoExpression::markable_5::Polarity=positive
328630070409306114	positive	@_yurdakul_ ich habe den newsflash von Welt gestern an der UBahn gesehen. Ziemlich inhaltslose Angelegenheit #zeitverschwendung #nachrichten	@_yurdakul_ ich haben die newsflash von Welt gestern an die UBahn gesehen. ziemlich inhaltslos Angelegenheit #zeitverschwendung #nachrichten	NN PPER VAFIN ART NE APPR NN ADV APPR ART NN NE ADV ADJA NN NN ADJD	0/-- 3/SB 0/-- 5/NK 3/OA 5/PG 6/NK 3/MO 3/MO 11/NK 9/NK 11/AG 14/MO 15/NK 0/-- 15/NK 15/PD	_ case=nom|Sentiment::markable_178::Polarity=positive|Sentiment::markable_178::Sentiment=True|*=True|Sentiment::markable_178::Sarcasm=false|Source::markable_100500232::Anaphref=empty|pers=1|Sentiment::markable_178::Intensity=medium|num=sg|Source::markable_100500232::Source=True pers=1|Sentiment::markable_178::Sentiment=True|num=sg|tense=pres|mood=ind case=acc|num=sg|Target::markable_179::Preferred=true|gender=masc|Sentiment::markable_178::Sentiment=True|Target::markable_179::Target=True|Target::markable_179::Anaphref=empty Sentiment::markable_178::Sentiment=True|Target::markable_179::Target=True Sentiment::markable_178::Sentiment=True|Target::markable_179::Target=True case=dat|gender=fem|Sentiment::markable_178::Sentiment=True|num=sg|Target::markable_179::Target=True Sentiment::markable_178::Sentiment=True Sentiment::markable_178::Sentiment=True case=dat|gender=fem|Sentiment::markable_178::Sentiment=True|num=sg case=dat|gender=fem|Sentiment::markable_178::Sentiment=True|num=sg case=gen|*=True|Sentiment::markable_178::Sentiment=True|num=sg Sentiment::markable_178::Sentiment=True|Diminisher::markable_100500233::Diminisher=True|Diminisher::markable_100500233::EmoExpressionRef=emo-expression:markable_180|Diminisher::markable_100500233::Degree=medium case=nom|EmoExpression::markable_180::Sarcasm=false|EmoExpression::markable_180::Uncertain=false|EmoExpression::markable_180::Polarity=negative|gender=fem|Sentiment::markable_178::Sentiment=True|pos=True|EmoExpression::markable_180::SubjectiveFact=false|num=sg|EmoExpression::markable_180::Intensity=medium|EmoExpression::markable_180::EmoExpression=True case=nom|gender=fem|Sentiment::markable_178::Sentiment=True|num=sg|EmoExpression::markable_180::EmoExpression=True case=nom|EmoExpression::markable_100500239::Uncertain=false|EmoExpression::markable_100500239::Intensity=medium|gender=fem|EmoExpression::markable_100500239::EmoExpression=True|num=sg|EmoExpression::markable_100500239::Sarcasm=false|EmoExpression::markable_100500239::SubjectiveFact=false|EmoExpression::markable_100500239::Polarity=negative _
321190601997553664	neutral	BGH: Verschärfung der Rechtsprechung zum Steuerstrafrecht http://t.co/uOR5RG1Uav	BGH: Verschärfung die Rechtsprechung zu Steuerstrafrecht http://t.co/uOR5RG1Uav	NN NN ART NN APPRART NN NN	0/-- 1/NK 4/NK 1/AG 4/MNR 5/NK 6/NK	case=nom|gender=masc|num=sg case=acc|gender=fem|num=sg case=gen|gender=fem|num=sg case=gen|gender=fem|num=sg case=dat|gender=masc|num=sg case=dat|gender=masc|num=sg case=nom|gender=masc|num=sg
326007514334363648	neutral	@sarinagrosche meine bf ist 10 keine ahnung ob du sie kenst sie ist auch auf twitter und heist Gloria .az	@sarinagrosche meinen bf sein 10 keine ahnung ob du sie kenst sie sein auch auf twitter und heist Gloria .az	NN VVFIN NE VAFIN CARD PIAT TRUNC KOUS PPER PPER NN PPER VAFIN ADV APPR ADJA KON ADJA NN NE	0/-- 3/PNC 4/SB 0/-- 2/MO 11/NK 17/CJ 10/CP 10/RE 4/SB 4/PD 13/SB 4/CJ 15/MO 13/MO 19/NK 16/CD 17/CJ 15/NK 19/NK	case=nom|gender=fem|num=sg pers=3|num=sg|tense=pres|mood=subj case=nom|*=True|num=sg pers=3|num=sg|tense=pres|mood=ind _ case=acc|gender=fem|num=sg case=acc|gender=fem|num=sg _ case=nom|*=True|num=sg|pers=2 case=nom|gender=fem|num=sg|pers=3 case=acc|gender=masc|num=sg case=nom|gender=fem|num=sg|pers=3 pers=3|num=sg|tense=pres|mood=ind _ _ case=dat|gender=fem|num=sg|pos=True _ pers=3|num=sg|tense=pres|mood=ind case=nom|gender=fem|num=sg case=nom|gender=fem|num=sg
321639475258212356	positive	Penis ---&gt; Titten.... Ich hab echt kein Leben... xD	Penis ---&gt; Titten.... ich haben echt keine Leben... xD	NN ADJA NN PPER VAIMP ADJD PIAT NN ADJA	0/-- 3/NK 1/NK 8/SB 7/NK 7/MO 8/NK 0/-- 0/--	case=nom|gender=neut|num=sg case=nom|gender=neut|num=sg|pos=True case=nom|gender=neut|num=sg case=nom|*=True|num=sg|pers=1 pers=1|num=sg|tense=pres|mood=ind pos=True case=acc|gender=neut|num=sg case=acc|gender=neut|num=sg EmoExpression::markable_182::Sarcasm=false|EmoExpression::markable_182::Uncertain=false|EmoExpression::markable_182::Polarity=positive|EmoExpression::markable_182::SubjectiveFact=false|EmoExpression::markable_182::Intensity=medium|EmoExpression::markable_182::EmoExpression=True
327768087648669701	negative	"Einmalige Zusendung fällt nicht unter SPAM" - Ich schrieb "im Wiederholungsfall", Du Depp. Und ich muss keinen Anwalt fragen was SPAM ist	"Einmalige Zusendung fallen|fällen nicht unter SPAM" - ich schreiben "im Wiederholungsfall", du Depp. und ich müssen keine Anwalt fragen was SPAM sein	NN NN VVFIN PTKNEG APPR NN $( PPER VVFIN NN NE PPER ADJA KON PPER VMFIN PIAT NN VVFIN PIAT NN VAFIN	3/SB 1/NK 0/-- 3/NG 3/MO 5/NK 8/-- 9/SB 0/-- 9/SB 10/NK 13/OA 9/MO 16/JU 16/SB 0/-- 18/NK 19/OA 16/OC 21/NK 22/SB 19/OC	case=acc|gender=fem|num=sg case=acc|gender=fem|num=sg pers=3|num=sg|tense=pres|mood=ind _ _ case=dat|gender=masc|num=sg _ case=nom|*=True|num=sg|pers=1 pers=3|num=sg|tense=past|mood=ind case=nom|gender=masc|num=sg case=nom|gender=masc|num=sg case=nom|Sentiment::markable_183::Polarity=negative|Sentiment::markable_183::Sentiment=True|*=True|Sentiment::markable_183::Intensity=medium|Sentiment::markable_183::Sarcasm=false|pers=2|num=sg|Target::markable_184::Preferred=true|Target::markable_184::Anaphref=empty|Target::markable_184::Target=True case=dat|gender=masc|num=sg|pos=True _ case=nom|*=True|num=sg|pers=1 pers=1|num=sg|tense=pres|mood=ind case=acc|gender=masc|num=sg case=acc|gender=masc|num=sg _ case=nom|gender=neut|num=sg case=nom|gender=neut|num=sg pers=3|num=sg|tense=pres|mood=ind
322642609321418752	neutral	Was ist das Gegenteil von Frühlingserwachen? http://t.co/7sNL7S8YoG	was sein die Gegenteil von Frühlingserwachen? http://t.co/7sNL7S8YoG	PIS VAFIN ART NN APPR ADJA NN	2/SB 0/-- 4/NK 2/SB 4/PG 5/NK 0/--	case=nom|gender=neut|num=sg pers=3|num=sg|tense=pres|mood=ind case=nom|gender=neut|num=sg case=nom|gender=neut|num=sg _ case=dat|gender=neut|num=pl|pos=True case=nom|gender=fem|num=sg
322848800081317889	negative	@bewitchedmind Neulich habe ich so einen abgefahrenen Text gelesen zu einem Radiodings. Muss mal eben suchen, da kippste um ;)	@bewitchedmind neulich haben ich so eine abgefahren Text lesen zu eine Radiodings. Muss mal eben suchen, da kippste um ;)	NN ADV VAFIN PPER ADV ART ADJA NN VVPP APPR ART ADJA NN ADV ADV NE ADV ADJD APPR ADJA	0/-- 9/MO 0/-- 3/SB 9/MO 8/NK 8/NK 9/OA 3/OC 9/MO 12/NK 10/NK 16/NK 16/MO 16/MO 0/-- 18/MO 16/MO 16/MO 19/NK	case=nom|gender=masc|num=sg _ pers=1|num=sg|tense=pres|mood=ind case=nom|*=True|num=sg|pers=1 _ case=acc|Target::markable_187::Anaphref=empty|Sentiment::markable_186::Polarity=negative|gender=masc|Target::markable_187::Preferred=true|num=sg|Sentiment::markable_186::Sarcasm=false|Sentiment::markable_186::Intensity=medium|Target::markable_187::Target=True|Sentiment::markable_186::Sentiment=True case=acc|EmoExpression::markable_188::EmoExpression=True|EmoExpression::markable_188::SubjectiveFact=false|gender=masc|EmoExpression::markable_188::Sarcasm=false|EmoExpression::markable_188::Uncertain=false|pos=True|EmoExpression::markable_188::Polarity=negative|num=sg|Target::markable_187::Target=True|EmoExpression::markable_188::Intensity=medium|Sentiment::markable_186::Sentiment=True case=acc|gender=masc|num=sg|Target::markable_187::Target=True|Sentiment::markable_186::Sentiment=True _ _ case=dat|gender=masc|num=sg case=dat|gender=masc|num=sg|pos=True case=nom|gender=masc|num=sg _ _ _ _ pers=3|num=sg|tense=past|mood=ind _ case=dat|EmoExpression::markable_189::EmoExpression=True|gender=masc|EmoExpression::markable_189::SubjectiveFact=false|EmoExpression::markable_189::Polarity=positive|pos=True|EmoExpression::markable_189::Sarcasm=false|EmoExpression::markable_189::Uncertain=false|num=pl|EmoExpression::markable_189::Intensity=medium
322006820824698880	neutral	Ich habe 250 Nahrungseinheiten geerntet! http://t.co/aFYg9dLra9 #android, #androidgames, #gameinsight	ich haben @card@ Nahrungseinheiten geerntet! http://t.co/aFYg9dLra9 #android, #androidgames, #gameinsight	PPER VAFIN CARD NN ADJA NN NE NE NN	2/SB 0/-- 4/NK 5/AMS 2/OC 0/-- 8/PNC 6/NK 6/PD	case=nom|*=True|num=sg|pers=1 pers=1|num=sg|tense=pres|mood=ind _ case=acc|gender=fem|num=pl _ case=nom|gender=fem|num=sg case=nom|gender=fem|num=sg case=nom|gender=fem|num=sg case=nom|gender=fem|num=sg
320607543795798016	neutral	jetzt isset passiert.. öach.. ich der oberfaule schnabiffmeister habe mir heutn fahrrad kekauft... das aldirad das die... http://t.co/CtSSWtNwew	jetzt isset passiert.. öach.. ich die oberfaul schnabiffmeister haben ich heutn Fahrrad kekauft... die aldirad die die... http://t.co/CtSSWtNwew	ADV VVFIN NE VVFIN PPER ART ADJA NN VAFIN PPER NE NN NE ART NN ART ADJA NN	2/MO 0/-- 2/SB 0/-- 9/SB 8/NK 8/NK 9/SB 0/-- 11/DA 9/SB 13/PNC 11/AG 15/NK 0/-- 17/NK 15/AG 0/--	_ pers=3|num=sg|tense=pres|mood=ind case=nom|*=True|num=sg _ case=nom|*=True|num=sg|pers=1 case=nom|gender=masc|num=sg case=nom|gender=masc|num=sg|pos=True case=nom|gender=masc|num=sg pers=3|num=sg|tense=pres|mood=subj case=dat|*=True|num=sg|pers=1 _ _ case=gen|*=True|num=sg case=nom|gender=neut|num=sg case=nom|gender=neut|num=sg case=nom|gender=neut|num=sg case=nom|gender=neut|num=sg|pos=True _
323121895811735552	neutral	Internetspiel gratis Kiez King Game im Rotlichtmilieu http://t.co/Ces11cBGSZ zum sofort mitspielen #Mafiaspiele Kiez King	Internetspiel gratis Kiez King Game in Rotlichtmilieu http://t.co/Ces11cBGSZ zu sofort mitspielen #Mafiaspiele Kiez King	NN ADJD NN NE NN APPRART NN NE APPRART ADV VVFIN NN NN NE	11/SB 3/MO 1/NK 5/PNC 3/NK 3/MNR 6/NK 7/NK 3/MNR 9/NK 0/-- 11/SB 11/OA 13/NK	case=nom|gender=neut|num=sg pos=True case=acc|gender=fem|num=sg *=True case=acc|gender=fem|num=sg case=dat|gender=masc|num=sg case=dat|gender=masc|num=sg case=nom|gender=fem|num=sg case=dat|gender=masc|num=sg _ pers=3|num=pl|tense=past|mood=ind case=nom|gender=masc|num=pl case=acc|gender=fem|num=sg case=acc|gender=fem|num=sg
324909339951366144	neutral	@Physiochris Du kannst für Sie die SIM Karte sperren. Sende uns dazu bitte Ihre Handynummer so wie Ihren Namen via DM. ^SD	@Physiochris du können für Sie die Sim Karte sperren. senden wir dazu bitte ihr Handynummer so wie ihr Name via DM. ^SD	NN PPER VMFIN APPR PPER ART NE NN NE VVFIN PPER PAV PTKANT PPOSAT NN ADV KOKOM PPOSAT NN APPR NN NE	0/-- 3/SB 0/-- 3/MO 4/NK 8/NK 8/NK 3/SB 8/NK 0/-- 10/SB 11/NK 10/MO 15/NK 10/OA 10/MO 19/CM 19/NK 16/CC 19/MNR 20/NK 21/NK	_ case=nom|*=True|num=sg|pers=2 pers=2|num=sg|tense=pres|mood=ind _ case=acc|gender=fem|num=sg case=acc|gender=fem|num=sg *=True case=acc|gender=fem|num=sg case=nom|*=True|num=sg case=nom|*=True|num=pl case=dat|*=True|num=pl|pers=1 _ _ case=nom|gender=fem|num=sg case=nom|gender=fem|num=sg _ _ case=dat|gender=masc|num=pl case=dat|gender=masc|num=pl _ case=dat|gender=fem|num=sg case=dat|gender=fem|num=sg
323545950603837441	positive	Beziehungsstatus: mit einem fetten Grinsen einschlafen.	Beziehungsstatus: mit eine fett Grinsen einschlafen.	NN APPR ART ADJA NN ADJA	6/MO 1/MNR 5/NK 5/NK 2/NK 0/--	case=nom|gender=fem|num=sg|Sentiment::markable_190::Sentiment=True Sentiment::markable_190::Sentiment=True case=dat|gender=masc|num=sg|Sentiment::markable_190::Sentiment=True case=dat|EmoExpression::markable_100500240::Intensity=medium|EmoExpression::markable_100500240::Polarity=positive|Sentiment::markable_190::Sentiment=True|gender=masc|pos=True|EmoExpression::markable_100500240::SubjectiveFact=false|num=sg|EmoExpression::markable_100500240::EmoExpression=True|EmoExpression::markable_100500240::Sarcasm=false|EmoExpression::markable_100500240::Uncertain=false case=dat|gender=masc|num=sg|EmoExpression::markable_100500240::EmoExpression=True|Sentiment::markable_190::Sentiment=True case=dat|gender=masc|num=sg|Sentiment::markable_190::Sentiment=True|pos=True
319809846557954050	negative	Ich fühle mich wie eine Banane	ich fühlen ich wie eine Banane	PPER VVFIN PRF KOKOM ART NN	2/SB 0/-- 2/OA 6/CM 6/NK 2/MO	case=nom|Target::markable_194::Anaphref=empty|Sentiment::markable_193::Sarcasm=false|Sentiment::markable_193::Polarity=negative|*=True|Target::markable_194::Preferred=true|pers=1|Sentiment::markable_193::Intensity=medium|num=sg|Sentiment::markable_193::Sentiment=True|Target::markable_194::Target=True pers=1|num=sg|tense=pres|mood=ind|Sentiment::markable_193::Sentiment=True case=acc|pers=1|num=sg|Sentiment::markable_193::Sentiment=True Sentiment::markable_193::Sentiment=True case=nom|gender=fem|num=sg|Sentiment::markable_193::Sentiment=True case=nom|gender=fem|num=sg|Sentiment::markable_193::Sentiment=True
323428812014641152	neutral	Yamaha AX 700 600 Watt: Essen, Ruhr | Verkaufe Yamaha AX 700 Verstärker im beste zustand!! Keine kratzer,Voll f... http://t.co/1ugKtpSrCv	Yamaha AX 700 600 Watt: Essen, Ruhr | Verkauf Yamaha AX 700 Verstärker in gut zustand!! keine kratzer,Voll f... http://t.co/1ugKtpSrCv	NN NE CARD CARD NN NE NN XY NN NN NE CARD NN APPRART ADJA NN PIAT ADJA NN NE	0/-- 1/NK 4/NMC 5/NK 1/PAR 5/NK 5/NK 5/NK 5/NK 11/PNC 5/CJ 13/NK 11/PAR 13/MNR 16/NK 14/NK 19/NK 19/NK 0/-- 19/NK	case=nom|gender=masc|num=sg case=nom|gender=masc|num=sg _ _ case=nom|gender=neut|num=sg case=nom|gender=neut|num=sg case=nom|gender=fem|num=sg *=True *=True *=True case=nom|*=True|num=sg _ case=nom|gender=masc|num=pl case=dat|gender=masc|num=sg case=dat|gender=masc|num=sg|pos=True case=dat|gender=masc|num=sg case=nom|gender=fem|num=sg pos=True case=nom|gender=fem|num=sg case=nom|gender=fem|num=sg
320832419932540928	neutral	RT @BMOnline: NACH dem Lauf, Teil 01: Johannes aus Reinickendorf. #Halbmarathon #berlinhalf #Vine https://t.co/j46BqfpveG	RT @BMOnline: nach die Lauf, Teil @card@ Johannes aus Reinickendorf. #Halbmarathon #berlinhalf #Vine https://t.co/j46BqfpveG	NE NN APPR ART NN NN CARD NE APPR NE NN VVFIN NE NN	2/PNC 0/-- 0/-- 5/NK 3/NK 8/PNC 8/NK 5/NK 5/MNR 9/NK 12/SB 0/-- 12/SB 12/OA	case=nom|*=True|num=sg case=nom|*=True|num=sg _ case=dat|gender=masc|num=sg case=dat|gender=masc|num=sg case=nom|gender=masc|num=sg case=nom|gender=masc|num=sg case=nom|gender=masc|num=sg _ case=dat|gender=neut|num=sg case=nom|gender=masc|num=sg pers=3|num=sg|tense=past|mood=ind case=nom|gender=fem|num=sg case=nom|gender=fem|num=sg
321642305247391744	neutral	Bürgergemeinde macht Rückzieher! Ein Theaterstück über den Massenmörder Breivik hätte eigentlich im Stadthaus gezeigt werden sollen. #7vor7	Bürgergemeinde machen Rückzieher! eine Theaterstück über die Massenmörder Breivik haben eigentlich in Stadthaus zeigen werden sollen. #7vor7	NN VVFIN NN ART NN APPR ART NN NN VAFIN ADV APPRART NN VVPP VAFIN NE CARD	2/SB 0/-- 2/OA 5/NK 10/SB 5/MNR 8/NK 6/NK 8/NK 0/-- 12/MO 14/MO 12/NK 15/OC 10/OC 10/OA 0/--	case=nom|gender=fem|num=sg pers=3|num=sg|tense=pres|mood=ind case=acc|gender=fem|num=sg case=nom|gender=neut|num=sg case=nom|gender=neut|num=sg _ case=acc|gender=masc|num=sg case=acc|gender=masc|num=sg case=nom|gender=fem|num=sg pers=3|num=sg|tense=past|mood=subj _ case=dat|gender=masc|num=sg case=dat|gender=masc|num=sg _ _ case=dat|gender=masc|num=sg _
320537205930065921	neutral	Check out "Straight - Rap so wie Ein Waffenschrank" by STRAIGHT (Warghosts Germany) - http://t.co/6x9RQKGgkm	Check out "Straight - Rap so wie eine Waffenschrank" by STRAIGHT (Warghosts Germany) - http://t.co/6x9RQKGgkm	NN NE NN $( NN ADV KOKOM ART NN NE NN NN NE $( VVIMP	0/-- 3/PNC 1/NK 5/-- 0/-- 15/MO 9/CM 9/NK 6/CC 9/NK 13/PNC 13/PNC 10/NK 13/-- 0/--	case=nom|gender=masc|num=sg case=nom|gender=masc|num=sg case=nom|gender=masc|num=sg _ case=nom|gender=masc|num=sg _ _ case=nom|gender=masc|num=sg case=nom|gender=masc|num=sg *=True *=True *=True case=nom|*=True|num=sg _ pers=2|num=sg|mood=imp
323741871023206400	neutral	Wolkig mit Aussicht auf Musik #106: Heute mit Tripwires, Bombay Show Pig, The Twilight Sad, Twin Tigers und Ho... http://t.co/L22z4FRenn	wolkig mit Aussicht auf Musik #106: heute mit Tripwires, Bombay Show Pig, The Twilight Sad, Twin Tiger und Ho... http://t.co/L22z4FRenn	ADJD APPR NN APPR NN ADJD ADV APPR NE NE NN NE FM NN NE NE NN KON NN NN	13/MO 6/MO 2/NK 3/MNR 4/NK 13/MO 13/MO 13/OP 10/PNC 8/NK 13/PNC 13/PNC 17/NK 16/PNC 16/PNC 13/NK 0/-- 17/CD 18/CJ 0/--	pos=True _ case=dat|gender=fem|num=sg _ case=dat|gender=fem|num=sg case=dat|gender=fem|num=sg|pos=True _ _ case=dat|*=True|num=sg _ *=True *=True *=True *=True *=True *=True case=nom|gender=masc|num=pl _ case=nom|gender=masc|num=pl case=nom|gender=fem|num=pl
325773282404089856	neutral	Heck nawl," cudnt even picture dem doing dhat.. !	Heck nawl," cudnt even picture die doing dhat.. !	NN ADJA NN ADJA NN ART NE NE $.	0/-- 3/NK 1/MNR 5/NK 3/AG 7/NK 8/PNC 1/NK 0/--	case=nom|gender=masc|num=sg case=nom|gender=masc|num=sg|pos=True case=nom|gender=masc|num=sg case=gen|gender=fem|num=sg|pos=True case=gen|gender=fem|num=sg case=dat|gender=masc|num=sg case=dat|gender=masc|num=sg case=dat|gender=masc|num=sg _
320134717980696576	neutral	Landeshauptmann a. D. #Dörfler wurde zum #Bundesrat angelobt und befindet sich jetzt in einer "Phase des Lernens" http://t.co/8yIoXPGeHf	Landeshauptmann a. D. #Dörfler werden zu #Bundesrat angelobt und befinden sich jetzt in eine "Phase die Lernens" http://t.co/8yIoXPGeHf	NN APPR NE NN VAFIN APPRART NN ADJD KON VVFIN PRF ADV APPR ART NN ART NN NE	5/SB 1/MNR 4/PNC 2/NK 0/-- 5/MO 6/NK 5/PD 5/CD 9/CJ 10/OA 10/MO 10/MO 15/NK 13/NK 17/NK 15/AG 17/NK	case=nom|gender=masc|num=sg case=nom|gender=masc|num=sg|pos=True case=nom|gender=masc|num=sg case=nom|gender=masc|num=sg pers=3|num=sg|tense=past|mood=ind case=dat|gender=masc|num=sg case=dat|gender=masc|num=sg _ _ pers=3|num=sg|tense=pres|mood=ind case=acc|pers=3|num=sg _ _ case=dat|gender=fem|num=sg case=dat|gender=fem|num=sg case=gen|gender=neut|num=sg case=gen|gender=neut|num=sg case=nom|*=True|num=sg
325150870884990976	neutral	#Motor Re: 848 spritzt nicht ein / startet nicht http://t.co/5vqRUUdw9f #Ducati #SBK	#Motor Re: @card@ spritzen nicht ein / starten nicht http://t.co/5vqRUUdw9f #Ducati #SBK	NN NN CARD VVFIN PTKNEG PTKVZ $( VVFIN PTKNEG NE NE NN	8/SB 4/SB 2/NK 1/NK 4/NG 4/SVP 6/-- 0/-- 8/NG 11/PNC 8/DA 8/OA	case=nom|gender=masc|num=sg case=nom|gender=masc|num=sg _ pers=3|num=sg|tense=pres|mood=ind _ _ _ pers=3|num=sg|tense=pres|mood=ind _ case=nom|*=True|num=sg case=dat|*=True|num=sg case=acc|gender=fem|num=sg
321082596215889920	positive	Nicht mal mein "Kalinke" Klingelton heitert mich auf. ;_;	nicht mal mein "Kalinke" Klingelton heitern ich auf. ;_;	PTKNEG ADV PPOSAT NN NN VVFIN PRF NE ADJA	4/NG 1/MO 4/NK 6/SB 4/NK 0/-- 6/OA 6/OA 0/--	Sentiment::markable_196::Intensity=medium|Sentiment::markable_196::Polarity=positive|Sentiment::markable_196::Sarcasm=false|Sentiment::markable_196::Sentiment=True Sentiment::markable_196::Sentiment=True case=nom|num=sg|Target::markable_197::Preferred=true|gender=masc|Sentiment::markable_196::Sentiment=True|Target::markable_197::Target=True|Target::markable_197::Anaphref=empty case=nom|gender=masc|Sentiment::markable_196::Sentiment=True|num=sg|Target::markable_197::Target=True case=nom|gender=masc|Sentiment::markable_196::Sentiment=True|num=sg|Target::markable_197::Target=True mood=ind|EmoExpression::markable_199::EmoExpression=True|EmoExpression::markable_199::Sarcasm=false|Sentiment::markable_196::Sentiment=True|EmoExpression::markable_199::Polarity=positive|pers=3|EmoExpression::markable_199::SubjectiveFact=false|num=sg|tense=pres|EmoExpression::markable_199::Intensity=medium|EmoExpression::markable_199::Uncertain=false Source::markable_200::Anaphref=empty|Sentiment::markable_196::Sentiment=True|Source::markable_200::Source=True|pos=True EmoExpression::markable_100500234::EmoExpression=True EmoExpression::markable_100500234::EmoExpression=True
326787415803052032	neutral	Master bringt mir Deutsch bei :3	Master bringen ich deutsch bei @card@	NN VVFIN PPER NN APPR CARD	2/SB 0/-- 2/DA 2/OA 2/MO 5/NK	case=nom|gender=masc|num=sg pers=3|num=sg|tense=pres|mood=ind case=dat|*=True|num=sg|pers=1 case=acc|gender=neut|num=sg _ _
320665307540754432	neutral	Also,wenn der #fcb die Championsleague gewinnt sollten wir alle mit dem @NaptoFCB losziehen.	Also,wenn die #fcb die Championsleague gewinnen sollen wir alle mit die @NaptoFCB losziehen.	NE ART NN ART NN VVFIN VMFIN PPER PIAT APPR ART NN VVFIN	6/SB 3/NK 6/SB 5/NK 6/OA 0/-- 6/MO 7/SB 8/NK 7/MO 12/NK 10/NK 0/--	case=nom|gender=masc|num=sg case=nom|gender=masc|num=sg case=nom|gender=masc|num=sg case=acc|gender=fem|num=sg case=acc|gender=fem|num=sg pers=3|num=sg|tense=pres|mood=ind pers=1|num=pl|tense=past|mood=subj case=nom|*=True|num=pl|pers=1 case=acc|*=True|num=pl _ case=dat|gender=masc|num=sg case=dat|gender=masc|num=sg _
327755796253384704	positive	In Egliswil fühlt man sich wohl und zu Hause! http://t.co/2naCtAcC9X http://t.co/fmzv6VIrte	in Egliswil fühlen man sich wohl und zu Hause! http://t.co/2naCtAcC9X http://t.co/fmzv6VIrte	APPR NE VVFIN PIS PRF ADV KON APPR NN NN NN	3/MO 1/NK 0/-- 3/SB 3/OA 3/MO 1/CD 7/CJ 8/NK 0/-- 10/NK	Sentiment::markable_201::Polarity=positive|Sentiment::markable_201::Sarcasm=false|Sentiment::markable_201::Sentiment=True|Sentiment::markable_201::Intensity=medium case=dat|num=sg|Target::markable_202::Target=True|gender=neut|Target::markable_202::Anaphref=empty|Sentiment::markable_201::Sentiment=True|Target::markable_202::Preferred=true EmoExpression::markable_203::Sarcasm=false|EmoExpression::markable_203::Uncertain=false|mood=ind|Sentiment::markable_201::Sentiment=True|EmoExpression::markable_203::SubjectiveFact=false|pers=3|num=sg|tense=pres|EmoExpression::markable_203::Intensity=medium|EmoExpression::markable_203::EmoExpression=True|EmoExpression::markable_203::Polarity=positive case=nom|num=sg|Source::markable_100500235::Source=True|*=True|Source::markable_100500235::Anaphref=empty|Sentiment::markable_201::Sentiment=True case=acc|pers=3|num=sg|Sentiment::markable_201::Sentiment=True|EmoExpression::markable_203::EmoExpression=True Sentiment::markable_201::Sentiment=True|EmoExpression::markable_203::EmoExpression=True Sentiment::markable_201::Sentiment=True EmoExpression::markable_204::SubjectiveFact=false|EmoExpression::markable_204::EmoExpression=True|EmoExpression::markable_204::Polarity=positive|Sentiment::markable_201::Sentiment=True|EmoExpression::markable_204::Intensity=medium|EmoExpression::markable_204::Uncertain=false|EmoExpression::markable_204::Sarcasm=false case=dat|gender=masc|num=sg|Sentiment::markable_201::Sentiment=True case=nom|gender=masc|num=sg case=nom|gender=masc|num=sg
321982190281949185	neutral	Mal wieder mit Gorrest Fump nach Hause gekommen.	Mal wieder mit Gorrest Fump nach Haus gekommen.	NN ADV APPR NN NN APPR NN NE	0/-- 1/MO 1/MO 3/NK 4/NK 1/MO 6/NK 7/NK	_ _ _ case=dat|gender=masc|num=sg case=dat|gender=masc|num=sg _ case=dat|gender=neut|num=sg _
319943712312532992	neutral	@MARINASLiMANI Nur das alle jetzt was anderes denken o.o	@MARINASLiMANI nur die alle jetzt was andere denken o.o	NN ADV ART PIAT ADV PIAT PIS VVFIN NE	0/-- 5/MO 4/NK 5/CC 8/MO 7/NK 8/OA 0/-- 8/OA	case=nom|gender=neut|num=sg _ case=nom|gender=neut|num=sg case=nom|gender=neut|num=sg _ case=nom|gender=neut|num=sg case=nom|gender=neut|num=sg pers=3|num=pl|tense=pres|mood=ind EmoExpression::markable_205::EmoExpression=True
