324257473294917633	negative	@Schlumpfkanone Auf dem Tisch liegen Mozart Kugeln, ber ich will mich nicht bewegen... :(	@Schlumpfkanone auf die Tisch liegen Mozart Kugeln, ber ich wollen ich nicht bewegen... :(	NN APPR ART NN VVFIN NE NE VVFIN PPER VMFIN PPER PTKNEG ADJA ADJA	0/-- 5/MO 4/NK 2/NK 0/-- 7/PNC 5/DA 5/MO 8/SB 8/MO 10/OA 10/NG 8/MO 0/--	case=nom|gender=fem|num=sg _ case=dat|gender=neut|num=sg case=dat|gender=neut|num=sg pers=3|num=pl|tense=pres|mood=ind case=acc|gender=masc|num=sg case=acc|gender=masc|num=sg Sentiment::markable_1::Sarcasm=false|Sentiment::markable_1::Intensity=medium|Sentiment::markable_1::Sentiment=True|Sentiment::markable_1::Polarity=negative case=nom|Target::markable_3::Anaphref=empty|*=True|Target::markable_3::Preferred=true|Sentiment::markable_1::Sentiment=True|pers=1|num=sg|Target::markable_3::Target=True pers=1|num=sg|tense=pres|mood=ind|Target::markable_3::Target=True|Sentiment::markable_1::Sentiment=True case=acc|pers=1|num=sg|Target::markable_3::Target=True|Sentiment::markable_1::Sentiment=True Target::markable_3::Target=True|Sentiment::markable_1::Sentiment=True Sentiment::markable_1::Sentiment=True EmoExpression::markable_2::Uncertain=false|EmoExpression::markable_2::Intensity=medium|EmoExpression::markable_2::Sarcasm=false|EmoExpression::markable_2::SubjectiveFact=false|EmoExpression::markable_2::Polarity=negative|EmoExpression::markable_2::EmoExpression=True|Sentiment::markable_1::Sentiment=True
326068577159487490	negative	Wenn #Seehofer sagt, er wusste vorher von #Hoeness' Vorhaben, sich selbst anzuzeigen, ist das d. Mitwisserschaft? #Steuerhinterziehung #Jauch	wenn #Seehofer sagt, er wissen vorher von #Hoeness' Vorhaben, sich selbst anzuzeigen, sein die d. Mitwisserschaft? #Steuerhinterziehung #Jauch	KOUS NE VVFIN PPER VVFIN ADV APPR NN NE PRF ADV VVIZU VAFIN PDS ART ADJA NN NN	3/CP 3/SB 5/MO 5/SB 0/-- 5/MO 5/OP 7/NK 8/NK 12/OA 10/MNR 13/OC 5/CJ 13/SB 16/NK 13/PD 0/-- 17/NK	_ case=nom|*=True|num=sg pers=3|num=sg|tense=pres|mood=ind case=nom|gender=masc|num=sg|pers=3 pers=3|num=sg|tense=past|mood=ind _ _ case=dat|gender=fem|num=sg case=dat|gender=fem|num=sg case=acc|pers=3|num=sg _ _ pers=3|num=sg|tense=pres|mood=ind case=nom|gender=neut|num=sg case=nom|gender=neut|num=sg case=nom|gender=neut|num=sg|pos=True case=nom|EmoExpression::markable_100500353::EmoExpression=True|gender=fem|EmoExpression::markable_100500353::Polarity=negative|EmoExpression::markable_100500353::Sarcasm=false|num=sg|EmoExpression::markable_100500353::SubjectiveFact=false|EmoExpression::markable_100500353::Uncertain=false|EmoExpression::markable_100500353::Intensity=medium case=nom|gender=fem|num=sg
335974005439881216	neutral	Mehr Katz3n in der Politik und im Landtag NRW #opennrw #opennrw13 http://t.co/0nBTtG8EWW	mehr Katz3n in die Politik und in Landtag NRW #opennrw #opennrw13 http://t.co/0nBTtG8EWW	ADV NE APPR ART NN KON APPRART NN NE ADJD CARD NN	2/MO 0/-- 2/MNR 5/NK 3/NK 2/CD 12/MO 7/NK 8/NK 11/MO 12/NK 6/CJ	*=True case=nom|*=True|num=sg _ case=dat|gender=fem|num=sg case=dat|gender=fem|num=sg _ case=dat|gender=masc|num=sg case=dat|gender=masc|num=sg case=nom|gender=neut|num=sg case=nom|gender=neut|num=sg _ case=acc|gender=fem|num=pl
334760443904155648	neutral	DIE LINKE-Antrag im #staDDrat: Ergebnisse und Konsequenzen der Eingemeindungen in die Landeshauptstadt Dresden http://t.co/dMjNyHYfCT	die LINKE-Antrag in #staDDrat: Ergebnis und Konsequenz die Eingemeindungen in die Landeshauptstadt Dresden http://t.co/dMjNyHYfCT	ART NN APPRART ADJA NN KON NN ART NN APPR ART NN NE NN	2/NK 0/-- 2/MNR 5/NK 3/NK 5/CD 6/CJ 9/NK 5/AG 9/MNR 12/NK 10/NK 12/NK 13/PNC	case=nom|gender=fem|num=sg case=nom|gender=fem|num=sg case=dat|gender=masc|num=sg case=dat|gender=masc|num=sg|pos=True case=dat|gender=masc|num=sg _ case=acc|gender=fem|num=pl case=gen|gender=fem|num=pl case=gen|gender=fem|num=pl _ case=acc|gender=fem|num=sg case=acc|gender=fem|num=sg case=nom|gender=neut|num=sg case=nom|gender=neut|num=sg
317387224498962432	neutral	@josefhalmer Obama hat es redlich probiert. Aber viele Abgeordnete wollen es sich nicht mit den Waffenbesitzern verscherzen. Und das war's...	@josefhalmer Obama haben es redlich probiert. aber viele Abgeordnete wollen es sich nicht mit die Waffenbesitzer verscherzen. und die war's...	NN NN VAFIN PPER ADJD VVPP KON PIAT NN VMFIN PPER PRF PTKNEG APPR ART NN NE KON ART ADJA	0/-- 3/SB 0/-- 6/OA 6/MO 3/OC 10/JU 9/NK 10/SB 0/-- 10/EP 9/OA 10/NG 10/MO 16/NK 14/NK 16/AG 20/JU 20/NK 0/--	comp=True _ pers=3|num=sg|tense=pres|mood=ind case=nom|gender=neut|num=sg|pers=3 pos=True _ _ case=nom|*=True|num=pl case=nom|*=True|num=pl pers=3|num=pl|tense=pres|mood=ind case=acc|gender=neut|num=sg|pers=3 case=dat|pers=3|num=pl _ _ case=dat|gender=neut|num=pl case=dat|gender=neut|num=pl _ _ case=nom|gender=neut|num=sg case=nom|gender=neut|num=sg|pos=True
317805818466676738	positive	Westerwelle warnt Nordkorea vor Eskalation http://t.co/BHUeuMZWs8 #wirtschaft #news	Westerwelle warnen Nordkorea vor Eskalation http://t.co/BHUeuMZWs8 #wirtschaft #news	NN VVFIN NE APPR NN CARD NN NN	2/SB 0/-- 2/OA 2/OP 4/NK 7/NK 2/OA 7/NK	case=nom|Source::markable_100500298::Source=True|Source::markable_100500298::Anaphref=empty|*=True|num=sg|Sentiment::markable_100500296::Sarcasm=false|Sentiment::markable_100500296::Intensity=medium|Sentiment::markable_100500296::Polarity=positive|Sentiment::markable_100500296::Sentiment=True EmoExpression::markable_100500299::Polarity=negative|mood=ind|EmoExpression::markable_100500299::EmoExpression=True|pers=3|num=sg|tense=pres|EmoExpression::markable_100500299::Uncertain=false|EmoExpression::markable_100500299::Intensity=medium|Sentiment::markable_100500296::Sentiment=True|EmoExpression::markable_100500299::Sarcasm=false|EmoExpression::markable_100500299::SubjectiveFact=false case=acc|EmoExpression::markable_100500354::Sarcasm=false|Target::markable_100500297::Target=True|EmoExpression::markable_100500354::Intensity=medium|gender=neut|EmoExpression::markable_100500354::SubjectiveFact=true|Target::markable_100500297::Anaphref=empty|num=sg|Target::markable_100500297::Preferred=true|EmoExpression::markable_100500354::Uncertain=false|Sentiment::markable_100500296::Sentiment=True|EmoExpression::markable_100500354::Polarity=negative|EmoExpression::markable_100500354::EmoExpression=True Sentiment::markable_100500296::Sentiment=True case=dat|EmoExpression::markable_100500300::Sarcasm=false|Sentiment::markable_100500296::Sentiment=True|EmoExpression::markable_100500300::SubjectiveFact=false|gender=fem|EmoExpression::markable_100500300::EmoExpression=True|EmoExpression::markable_100500300::Polarity=negative|num=sg|EmoExpression::markable_100500300::Uncertain=false|EmoExpression::markable_100500300::Intensity=medium case=dat|gender=fem|num=sg|pos=True case=dat|gender=fem|num=sg *=True
324630978666569729	neutral	Für jede getrunkene Kiste Krombacher pflanzen wir einen Piraten in den Bundestag #Piraten #Slogan	für jede getrunken Kiste Krombacher pflanzen wir eine Pirat in die Bundestag #Piraten #Slogan	APPR PIAT ADJA NN NN VVFIN PPER ART NN APPR ART NN NN NN	6/MO 4/NK 4/NK 1/NK 4/AG 0/-- 6/SB 9/NK 6/OA 6/MO 12/NK 10/NK 6/OA 13/NK	_ case=acc|gender=fem|num=sg case=acc|gender=fem|num=sg|pos=True case=acc|gender=fem|num=sg case=gen|*=True|num=pl pers=1|num=pl|tense=pres|mood=ind case=nom|*=True|num=pl|pers=1 case=acc|gender=masc|num=sg case=acc|gender=masc|num=sg _ case=acc|gender=masc|num=sg case=acc|gender=masc|num=sg case=acc|gender=masc|num=sg case=nom|gender=neut|num=sg
324600417734520834	neutral	Die Tatsache, dass bereits die Ost-CDU 1956 den Slogan "Das Wir entscheidet" verwendete, konnte sich nicht viral verbreiten. Warum?	die Tatsache, dass bereits die Ost-CDU @card@ die Slogan "Das wir entscheidet" verwendete, können sich nicht viral verbreiten. Warum?	ART NN KOUS ADV ART NE CARD ART NN NN PPER VVFIN NE VMFIN PRF PTKNEG ADJA NE NE	2/NK 14/SB 6/CP 6/MO 6/NK 2/MNR 6/NK 9/NK 12/OA 9/NK 12/SB 2/MNR 12/OA 0/-- 17/OA 14/NG 14/OC 17/OA 0/--	case=nom|gender=fem|num=sg case=nom|gender=fem|num=sg _ _ case=acc|gender=fem|num=sg case=acc|gender=fem|num=sg _ case=acc|gender=masc|num=sg case=acc|gender=masc|num=sg case=gen|gender=masc|num=sg case=nom|*=True|num=pl|pers=1 pers=1|num=pl|tense=pres|mood=ind case=acc|*=True|num=sg pers=3|num=sg|tense=past|mood=ind case=acc|pers=3|num=sg _ pos=True _ case=nom|*=True|num=sg
338027189859647488	positive	@Freddy2805 Die Grünen sollten man in sich gehen. Da ist einiges im Argen. Israel u.a.	@Freddy2805 die Grüne sollen man in sich gehen. da sein einige in Argen. Israel u.a.	NN ART NN VMFIN PIS APPR PRF ADJD ADV VAFIN PIAT APPRART NE NE ADV	0/-- 3/NK 4/SB 0/-- 4/SB 8/MO 6/NK 4/MO 10/MO 0/-- 10/SB 10/MO 12/NK 0/-- 14/MO	case=nom|gender=fem|num=sg case=nom|Target::markable_100500322::Anaphref=empty|Sentiment::markable_100500321::Sentiment=True|Sentiment::markable_100500321::Sarcasm=false|*=True|Target::markable_100500322::Target=True|Sentiment::markable_100500321::Intensity=medium|num=pl|Target::markable_100500322::Preferred=true|Sentiment::markable_100500321::Polarity=positive case=nom|*=True|num=pl|Target::markable_100500322::Target=True|Sentiment::markable_100500321::Sentiment=True pers=3|num=pl|tense=past|mood=ind|Sentiment::markable_100500321::Sentiment=True case=nom|*=True|num=sg|Sentiment::markable_100500321::Sentiment=True Sentiment::markable_100500321::Sentiment=True case=acc|pers=3|num=sg|Sentiment::markable_100500321::Sentiment=True Sentiment::markable_100500321::Sentiment=True Sentiment::markable_100500321::Sentiment=True pers=3|num=sg|tense=pres|mood=ind|Sentiment::markable_100500321::Sentiment=True case=nom|gender=neut|num=sg|Sentiment::markable_100500321::Sentiment=True case=dat|EmoExpression::markable_100500323::SubjectiveFact=false|EmoExpression::markable_100500323::Sarcasm=false|Sentiment::markable_100500321::Sentiment=True|EmoExpression::markable_100500323::EmoExpression=True|gender=masc|EmoExpression::markable_100500323::Uncertain=false|EmoExpression::markable_100500323::Intensity=medium|EmoExpression::markable_100500323::Polarity=negative|num=sg case=dat|gender=masc|num=sg|Sentiment::markable_100500321::Sentiment=True case=nom|gender=neut|num=sg _
318602432772988929	negative	Ex-Bundespräsident - Staatsanwälte in der Falle, die Zumutungen der Causa Wulff http://t.co/A6sE9yDmJH via @welt #Wulff	Ex-Bundespräsident - Staatsanwalt in die Falle, die Zumutung die Causa Wulff http://t.co/A6sE9yDmJH via @welt #Wulff	NN $( NN APPR ART NE ART NN ART NE NE NN APPR NN NE	0/-- 1/-- 1/CJ 3/MNR 6/NK 4/NK 8/NK 3/CJ 10/NK 8/AG 12/PNC 8/APP 12/MNR 13/NK 0/--	case=nom|gender=masc|num=sg _ case=nom|gender=masc|num=sg _ case=dat|gender=fem|num=sg case=dat|EmoExpression::markable_100500306::Uncertain=false|gender=fem|EmoExpression::markable_100500306::EmoExpression=True|EmoExpression::markable_100500306::Polarity=negative|num=sg|EmoExpression::markable_100500306::Sarcasm=false|EmoExpression::markable_100500306::Intensity=medium|EmoExpression::markable_100500306::SubjectiveFact=false case=nom|gender=fem|num=pl case=nom|gender=fem|num=pl case=gen|gender=fem|num=sg case=gen|gender=fem|num=sg case=nom|gender=masc|num=sg case=nom|gender=masc|num=sg _ pers=3|num=sg|tense=pres|mood=ind case=nom|*=True|num=sg
335975768389738498	neutral	Mehr Katz3n in der Politik und im Landtag NRW #opennrw #opennrw13 http://t.co/XXPO4NeHEB	mehr Katz3n in die Politik und in Landtag NRW #opennrw #opennrw13 http://t.co/XXPO4NeHEB	ADV NE APPR ART NN KON APPRART NN NE ADJA NN NE	2/MO 0/-- 2/MNR 5/NK 3/NK 2/CD 11/MO 7/NK 8/NK 11/NK 6/CJ 11/NK	*=True case=nom|*=True|num=sg _ case=dat|gender=fem|num=sg case=dat|gender=fem|num=sg _ case=dat|gender=masc|num=sg case=dat|gender=masc|num=sg case=nom|gender=neut|num=sg case=nom|gender=neut|num=sg|pos=True case=nom|gender=neut|num=sg case=nom|gender=neut|num=sg
336324158881398785	neutral	Mehr Katz3n in der Politik und im Landtag NRW #opennrw #opennrw13 http://t.co/CXkVuv5hNN	mehr Katz3n in die Politik und in Landtag NRW #opennrw #opennrw13 http://t.co/CXkVuv5hNN	ADV NE APPR ART NN KON APPRART NN NE ADJA NN NE	2/MO 0/-- 2/MNR 5/NK 3/NK 2/CD 11/MO 7/NK 8/NK 11/NK 6/CJ 11/NK	*=True case=nom|*=True|num=sg _ case=dat|gender=fem|num=sg case=dat|gender=fem|num=sg _ case=dat|gender=masc|num=sg case=dat|gender=masc|num=sg case=nom|gender=neut|num=sg case=nom|gender=neut|num=sg|pos=True case=nom|gender=neut|num=sg case=nom|gender=neut|num=sg
336235575004782594	neutral	BILD.de fliegt mit Rösler ins Start-up-Mekka http://t.co/x7lHoo7DBY	BILD.de fliegen mit Rösler in Start-up-Mekka http://t.co/x7lHoo7DBY	NN VVFIN APPR NE APPRART NE NN	2/SB 0/-- 2/MO 3/NK 2/MO 5/NK 2/OA	case=nom|gender=fem|num=sg pers=3|num=sg|tense=pres|mood=ind _ case=dat|gender=masc|num=sg case=acc|gender=neut|num=sg case=acc|gender=neut|num=sg case=nom|gender=fem|num=sg
333309405334495233	neutral	@Pluto_Berlin alternativlos ist ziemlich ... #Merkel ... Ich hätte ja auch die Hardcore-Variante ausprobieren wollen. Hauptsache, sie kommt	@Pluto_Berlin alternativlos sein ziemlich ... #Merkel ... ich haben ja auch die Hardcore-Variante ausprobieren wollen. Hauptsache, sie kommen	NN ADJD VAFIN ADV $. NN $. PPER VAFIN ADV ADV ART NN VVFIN ADJA NN PPER VVFIN	0/-- 3/PD 0/-- 3/MO 4/-- 0/-- 6/-- 9/SB 0/-- 9/MO 13/MO 13/NK 9/SB 9/OC 14/MO 0/-- 18/SB 16/OC	case=nom|gender=neut|num=sg pos=True pers=3|num=sg|tense=pres|mood=ind _ _ case=nom|gender=masc|num=sg _ case=nom|*=True|num=sg|pers=1 pers=1|num=sg|tense=past|mood=subj _ _ case=nom|gender=fem|num=sg case=nom|gender=fem|num=sg _ case=acc|gender=masc|num=sg|pos=True case=nom|gender=masc|num=sg case=nom|*=True|num=pl|pers=3 pers=3|num=sg|tense=pres|mood=ind
333667590582980609	neutral	@harryliebs @derPUPE @Piratenpartei so habe ich das nicht verstanden.	@harryliebs @derPUPE @Piratenpartei so haben ich die nicht verstanden.	NN NN NN ADV VAFIN PPER PDS PTKNEG NE	0/-- 0/-- 0/-- 5/MO 0/-- 5/SB 5/OA 9/NG 7/RE	case=nom|gender=masc|num=pl _ case=nom|gender=fem|num=sg _ pers=1|num=sg|tense=pres|mood=ind case=nom|*=True|num=sg|pers=1 case=acc|gender=neut|num=sg _ _
333688506868187136	negative	Gregor Gysi:"Kanzlerin Merkel kommt nicht daran vorbei, dass der Bundeswehreinsatz in Afghanistan gescheitert ist... " http://t.co/dCgP9P9ZhQ	Gregor Gysi:"Kanzlerin Merkel kommen nicht daran vorbei, dass die Bundeswehreinsatz in Afghanistan scheitern ist... " http://t.co/dCgP9P9ZhQ	NE NN NE VVFIN PTKNEG PAV VVFIN KOUS ART NN APPR NE VVPP ADJA $( NN	7/SB 4/SB 2/NK 1/RS 4/NG 1/NK 0/-- 13/MO 10/NK 7/SB 10/MNR 11/NK 7/MO 13/MO 16/-- 0/--	case=nom|gender=masc|num=sg case=nom|gender=masc|num=sg case=nom|gender=masc|num=sg pers=3|num=sg|tense=pres|mood=ind _ _ pers=3|num=sg|tense=past|mood=ind _ case=nom|Sentiment::markable_100500318::Polarity=negative|Target::markable_100500319::Preferred=true|gender=masc|Sentiment::markable_100500318::Sentiment=True|Target::markable_100500319::Anaphref=empty|Sentiment::markable_100500318::Intensity=medium|num=sg|Target::markable_100500319::Target=True|Sentiment::markable_100500318::Sarcasm=false case=nom|gender=masc|Sentiment::markable_100500318::Sentiment=True|num=sg|Target::markable_100500319::Target=True Sentiment::markable_100500318::Sentiment=True|Target::markable_100500319::Target=True case=dat|gender=neut|Sentiment::markable_100500318::Sentiment=True|num=sg|Target::markable_100500319::Target=True EmoExpression::markable_100500320::Polarity=negative|EmoExpression::markable_100500320::Sarcasm=false|EmoExpression::markable_100500320::Uncertain=false|EmoExpression::markable_100500320::Intensity=medium|Sentiment::markable_100500318::Sentiment=True|EmoExpression::markable_100500320::SubjectiveFact=false|EmoExpression::markable_100500320::EmoExpression=True case=dat|gender=neut|num=sg|pos=True _ case=nom|gender=masc|num=pl
335143584397410305	positive	Obama und Erdogan: "Wir sind uns beide einig, dass Assad weg muss" - Handelsblatt - http://t.co/BJ2sonA0w1	Obama und Erdogan: "Wir sein wir beide einig, dass Assad weg muss" - Handelsblatt - http://t.co/BJ2sonA0w1	NN KON ADJA NN VAFIN PPER PIS VVFIN KOUS NE ADV ADJA $( NN $( CARD	5/SB 1/CD 4/NK 2/CJ 0/-- 14/NK 6/NK 14/NK 10/PNC 8/SB 8/MO 14/NK 12/-- 5/SB 14/-- 14/PD	case=nom|gender=fem|num=sg|Source::markable_100500328::Source=True|Source::markable_100500328::Anaphref=empty Source::markable_100500328::Source=True case=nom|gender=neut|num=pl|pos=True case=nom|gender=neut|Sentiment::markable_100500324::Sentiment=True|num=pl|Source::markable_100500325::Source=True|Sentiment::markable_100500324::Polarity=positive|Sentiment::markable_100500324::Intensity=medium|Sentiment::markable_100500324::Sarcasm=false|Source::markable_100500325::Anaphref=markable_100500328 pers=3|num=pl|tense=pres|mood=ind|Sentiment::markable_100500324::Sentiment=True case=acc|*=True|num=pl|Sentiment::markable_100500324::Sentiment=True|pers=1 case=nom|*=True|num=pl|Sentiment::markable_100500324::Sentiment=True pers=3|num=sg|tense=past|mood=ind|Sentiment::markable_100500324::Sentiment=True Sentiment::markable_100500324::Sentiment=True case=nom|Target::markable_100500326::Target=True|Target::markable_100500326::Preferred=true|num=sg|Target::markable_100500326::Anaphref=empty|*=True|Sentiment::markable_100500324::Sentiment=True EmoExpression::markable_100500327::Intensity=medium|EmoExpression::markable_100500327::Polarity=negative|EmoExpression::markable_100500327::SubjectiveFact=false|EmoExpression::markable_100500327::Sarcasm=false|EmoExpression::markable_100500327::EmoExpression=True|EmoExpression::markable_100500327::Uncertain=false|Sentiment::markable_100500324::Sentiment=True case=nom|*=True|num=sg|Sentiment::markable_100500324::Sentiment=True _ case=nom|gender=neut|num=sg _ _
325689729628643328	negative	Aus für die Strompreisbremse -Kanzleramt gibt auf: Schwarz-Gelb kann keine Energ... : Aus für die Strompreisbre... http://t.co/w5llLzIPzY	aus für die Strompreisbremse -Kanzleramt geben auf: Schwarz-Gelb können keine Energ... : aus für die Strompreisbre... http://t.co/w5llLzIPzY	APPR APPR ART NN NN VVFIN ADJA NN VMFIN PIAT NN $. APPR APPR ART NN NN	2/AC 6/MO 4/NK 2/NK 4/NK 0/-- 8/NK 6/OA 6/CJ 11/NK 9/SB 0/-- 0/-- 13/MO 16/NK 14/NK 0/--	EmoExpression::markable_100500308::Intensity=medium|Sentiment::markable_100500309::Intensity=medium|EmoExpression::markable_100500308::Polarity=negative|Sentiment::markable_100500309::Sentiment=True|EmoExpression::markable_100500308::Sarcasm=false|Sentiment::markable_100500309::Polarity=negative|EmoExpression::markable_100500308::EmoExpression=True|EmoExpression::markable_100500308::SubjectiveFact=false|Sentiment::markable_100500309::Sarcasm=false|EmoExpression::markable_100500308::Uncertain=false Sentiment::markable_100500309::Sentiment=True case=acc|Sentiment::markable_100500309::Sentiment=True|Target::markable_100500310::Anaphref=empty|num=sg|gender=fem|Target::markable_100500310::Target=True|Target::markable_100500310::Preferred=true case=acc|gender=fem|Target::markable_100500310::Target=True|num=sg|Sentiment::markable_100500309::Sentiment=True case=acc|gender=fem|num=sg pers=3|num=sg|tense=pres|mood=ind case=acc|gender=fem|num=sg|pos=True case=acc|gender=fem|num=sg pers=3|num=sg|tense=pres|mood=ind case=nom|gender=fem|num=sg case=nom|gender=fem|num=sg _ Sentiment::markable_100500311::Sarcasm=false|EmoExpression::markable_100500312::EmoExpression=True|Sentiment::markable_100500311::Sentiment=True|EmoExpression::markable_100500312::Sarcasm=false|Sentiment::markable_100500311::Polarity=negative|EmoExpression::markable_100500312::Polarity=negative|Sentiment::markable_100500311::Intensity=medium|EmoExpression::markable_100500312::SubjectiveFact=false|EmoExpression::markable_100500312::Intensity=medium|EmoExpression::markable_100500312::Uncertain=false Sentiment::markable_100500311::Sentiment=True case=acc|gender=fem|num=sg|Sentiment::markable_100500311::Sentiment=True case=acc|gender=fem|num=sg case=nom|gender=fem|num=sg
336252088189333505	mixed	Die Quahl der Wahl bei Nisi! ;) http://t.co/zqBCrMkeV5	die Quahl die Wahl bei Nisi! ;) http://t.co/zqBCrMkeV5	ART NN ART NN APPR ADJA NN CARD	2/NK 0/-- 4/NK 2/AG 2/MNR 5/NK 0/-- 7/NK	case=nom|gender=fem|num=sg case=nom|EmoExpression::markable_100500307::Uncertain=false|gender=fem|EmoExpression::markable_100500307::Intensity=medium|EmoExpression::markable_100500307::Sarcasm=false|EmoExpression::markable_100500307::SubjectiveFact=false|EmoExpression::markable_100500307::Polarity=negative|num=sg|EmoExpression::markable_100500307::EmoExpression=True case=gen|gender=fem|num=sg case=gen|gender=fem|num=sg _ case=gen|gender=fem|num=sg|pos=True EmoExpression::markable_64::Intensity=medium|EmoExpression::markable_64::Sarcasm=false|EmoExpression::markable_64::SubjectiveFact=false|EmoExpression::markable_64::Polarity=positive|EmoExpression::markable_64::EmoExpression=True|EmoExpression::markable_64::Uncertain=false _
319193745713164288	negative	Ein Politiker der Mao zitiert. Das ist die FDP! #Lanz	eine Politiker die Mao zitiert. die sein die FDP! #Lanz	ART NN ART NE NN PDS VAFIN ART ADJA NN	2/NK 0/-- 4/NK 5/NK 2/AG 7/SB 0/-- 9/NK 7/PD 0/--	case=nom|num=sg|Sentiment::markable_100500313::Sentiment=True|gender=masc|Sentiment::markable_100500313::Polarity=negative|Sentiment::markable_100500313::Sarcasm=false|Sentiment::markable_100500313::Intensity=medium case=nom|gender=masc|num=sg|Sentiment::markable_100500313::Sentiment=True case=nom|gender=masc|num=sg|Sentiment::markable_100500313::Sentiment=True case=nom|gender=masc|num=sg|Sentiment::markable_100500313::Sentiment=True case=acc|gender=neut|num=sg|Sentiment::markable_100500313::Sentiment=True case=nom|gender=neut|num=sg|Sentiment::markable_100500313::Sentiment=True pers=3|num=sg|tense=pres|mood=ind|Sentiment::markable_100500313::Sentiment=True case=nom|num=sg|Target::markable_100500314::Target=True|gender=fem|Target::markable_100500314::Preferred=true|Sentiment::markable_100500313::Sentiment=True|Target::markable_100500314::Anaphref=empty case=nom|gender=fem|num=sg|Sentiment::markable_100500313::Sentiment=True|pos=True case=nom|gender=fem|num=sg
318822017405173760	negative	Partybrot ‚Peppe’ mit Teufelssalat:Leibgericht von #Kommissar Merkel. Rezepte im #Roman Anhang. http://t.co/L5Z1thoYKp #ebook @LizAmbros1	Partybrot ‚Peppe’ mit Teufelssalat:Leibgericht von #Kommissar Merkel. Rezept in #Roman Anhang. http://t.co/L5Z1thoYKp #ebook @LizAmbros1	NN ADJD APPR NN APPR NN ADJA NN APPRART NN NN NN NE CARD	2/NK 7/MO 7/MO 3/NK 4/PG 5/NK 0/-- 0/-- 8/MNR 9/NK 10/NK 13/PNC 10/PAR 13/PNC	case=nom|gender=neut|num=sg case=nom|gender=neut|num=sg _ case=dat|gender=fem|num=sg _ case=dat|Sentiment::markable_100500315::Sentiment=True|EmoExpression::markable_100500317::Intensity=medium|gender=fem|Sentiment::markable_100500315::Intensity=medium|EmoExpression::markable_100500317::SubjectiveFact=false|EmoExpression::markable_100500317::Uncertain=false|num=sg|EmoExpression::markable_100500317::Sarcasm=false|EmoExpression::markable_100500317::Polarity=negative|Sentiment::markable_100500315::Sarcasm=false|EmoExpression::markable_100500317::EmoExpression=True|Sentiment::markable_100500315::Polarity=negative case=dat|gender=fem|num=sg case=nom|gender=masc|num=pl case=dat|gender=masc|num=sg case=dat|gender=masc|num=sg case=nom|gender=neut|num=sg case=nom|gender=neut|num=sg case=nom|gender=neut|num=sg _
334127498566717441	positive	Der US-Präsident Obama hat Nordkorea gefordet, Myanmar als Vorbild zu nehmen.	die US-Präsident Obama haben Nordkorea gefordet, Myanmar als Vorbild zu nehmen.	ART NN NN VAFIN NE NE NE KOKOM NN APPR NE	2/NK 4/SB 2/NK 0/-- 7/PNC 7/PNC 4/SB 7/CD 8/NK 9/MNR 10/NK	case=nom|num=sg|Sentiment::markable_100500329::Polarity=positive|Sentiment::markable_100500329::Intensity=medium|Sentiment::markable_100500329::Sarcasm=false|gender=masc|Sentiment::markable_100500329::Sentiment=True case=nom|gender=masc|num=sg|Sentiment::markable_100500329::Sentiment=True case=nom|Source::markable_100500330::Anaphref=empty|num=sg|Source::markable_100500330::Source=True|gender=masc|Sentiment::markable_100500329::Sentiment=True pers=3|num=sg|tense=pres|mood=ind|Sentiment::markable_100500329::Sentiment=True case=nom|gender=neut|num=sg|Sentiment::markable_100500329::Sentiment=True Sentiment::markable_100500329::Sentiment=True case=nom|Target::markable_100500331::Target=True|Target::markable_100500331::Preferred=true|num=sg|Target::markable_100500331::Anaphref=empty|gender=neut|Sentiment::markable_100500329::Sentiment=True Sentiment::markable_100500329::Sentiment=True case=nom|EmoExpression::markable_100500332::Sarcasm=false|EmoExpression::markable_100500332::Uncertain=false|EmoExpression::markable_100500332::Intensity=medium|gender=neut|EmoExpression::markable_100500332::SubjectiveFact=false|num=sg|EmoExpression::markable_100500332::Polarity=positive|EmoExpression::markable_100500332::EmoExpression=True|Sentiment::markable_100500329::Sentiment=True Sentiment::markable_100500329::Sentiment=True case=dat|*=True|num=sg|Sentiment::markable_100500329::Sentiment=True
332580808441339904	neutral	@Deti1905 @SolTight Die Türkei ist kein säkularer, sondern ein laizistischer Staat, der Herr ist Abgeordnete der laizistischen Partei CHP.	@Deti1905 @SolTight die Türkei sein keine säkularer, sondern eine laizistisch Staat, die Herr sein Abgeordnete die laizistisch Partei CHP.	CARD NN ART NE VAFIN PIAT NE KON ART ADJA NN ART NN VAFIN NN ART ADJA NN NE	0/-- 0/-- 4/NK 5/SB 0/-- 7/NK 5/PD 7/CD 11/NK 11/NK 8/CJ 13/NK 14/SB 5/CJ 14/PD 18/NK 18/NK 15/AG 18/NK	_ _ case=nom|gender=fem|num=sg case=nom|gender=fem|num=sg pers=3|num=sg|tense=pres|mood=ind case=nom|gender=masc|num=sg case=nom|gender=masc|num=sg _ case=nom|gender=masc|num=sg case=nom|gender=masc|num=sg|pos=True case=nom|gender=masc|num=sg case=nom|gender=masc|num=sg case=nom|gender=masc|num=sg pers=3|num=sg|tense=pres|mood=ind case=dat|pers=3|num=sg case=gen|gender=fem|num=sg case=gen|gender=fem|num=sg|pos=True case=gen|gender=fem|num=sg case=nom|*=True|num=sg
