322318691100397568	positive	@EinfachJohannes die rote hose ist ja mal mega *-*	@EinfachJohannes die rot Hose sein ja mal mega *-*	NN ART ADJA NN VAFIN ADV ADV NN XY	0/-- 4/NK 4/NK 5/SB 0/-- 5/MO 8/MO 5/PD 8/NK	case=nom|gender=neut|num=sg case=nom|Target::markable_3::Anaphref=empty|gender=fem|Target::markable_3::Preferred=true|num=sg|Target::markable_3::Target=True|Sentiment::markable_2::Intensity=medium|Sentiment::markable_2::Sarcasm=false|Sentiment::markable_2::Polarity=positive|Sentiment::markable_2::Sentiment=True case=nom|num=sg|Target::markable_3::Target=True|gender=fem|pos=True|Sentiment::markable_2::Sentiment=True case=nom|gender=fem|num=sg|Target::markable_3::Target=True|Sentiment::markable_2::Sentiment=True pers=3|num=sg|tense=pres|mood=ind|Sentiment::markable_2::Sentiment=True Sentiment::markable_2::Sentiment=True Sentiment::markable_2::Sentiment=True EmoExpression::markable_4::Uncertain=false|EmoExpression::markable_4::EmoExpression=True|*=True|EmoExpression::markable_4::SubjectiveFact=false|EmoExpression::markable_4::Polarity=positive|EmoExpression::markable_4::Sarcasm=false|EmoExpression::markable_4::Intensity=medium|Sentiment::markable_2::Sentiment=True EmoExpression::markable_1::Polarity=positive|EmoExpression::markable_1::SubjectiveFact=false|EmoExpression::markable_1::EmoExpression=True|EmoExpression::markable_1::Uncertain=false|*=True|EmoExpression::markable_1::Sarcasm=false|Sentiment::markable_2::Sentiment=True|EmoExpression::markable_1::Intensity=medium
327355371427606528	negative	RT @LilithMuc: Oder auch "Selbstbedienungsladen bayerischer #Landtag" #CSU #Bayern RT @Herr_Szymanski: Das Unternehmen Abgeordneter http://...	RT @LilithMuc: oder auch "Selbstbedienungsladen bayerisch #Landtag" #CSU #Bayern RT @Herr_Szymanski: die Unternehmen abgeordnet http://...	NE ADJD KON ADV NN ADJA ADJA NN NN NE NN ART NN ADJA NN	0/-- 1/PD 5/JU 5/MO 0/-- 8/NK 8/NK 5/AG 10/PNC 8/NK 10/PNC 13/NK 0/-- 15/NK 13/AG	case=nom|*=True|num=sg pos=True _ _ case=nom|EmoExpression::markable_100500316::SubjectiveFact=false|EmoExpression::markable_100500316::Sarcasm=true|Sentiment::markable_100500314::Sentiment=True|Sentiment::markable_100500314::Sarcasm=false|EmoExpression::markable_100500316::EmoExpression=True|gender=masc|EmoExpression::markable_100500316::Uncertain=false|Sentiment::markable_100500314::Intensity=medium|EmoExpression::markable_100500316::Intensity=medium|EmoExpression::markable_100500316::Polarity=negative|num=sg|Sentiment::markable_100500314::Polarity=negative case=nom|Sentiment::markable_100500314::Sentiment=True|gender=masc|Target::markable_100500315::Target=True|pos=True|num=sg|Target::markable_100500315::Preferred=true|Target::markable_100500315::Anaphref=empty case=nom|gender=masc|num=sg|pos=True case=nom|gender=masc|num=sg case=nom|gender=masc|num=sg case=nom|gender=masc|num=sg case=nom|gender=masc|num=sg case=nom|gender=neut|num=sg case=nom|gender=neut|num=sg *=True|pos=True _
328219752734547970	neutral	http://t.co/SGDZ1xIJjI Stromverbrauch wie eine Energiesparlampe: Pelletheizkessel mit 97 Prozent Wirkungsgrad	http://t.co/SGDZ1xIJjI Stromverbrauch wie eine Energiesparlampe: Pelletheizkessel mit 97 Prozent Wirkungsgrad	NN NN KOKOM ART ADJA NN APPR CARD NN NN	0/-- 1/NK 6/CM 6/NK 6/NK 1/CC 6/MNR 9/NK 7/NK 9/NK	case=nom|gender=masc|num=sg case=nom|gender=masc|num=sg _ case=nom|gender=fem|num=sg *=True|pos=True case=nom|gender=fem|num=sg _ _ gender=neut|*=True case=nom|gender=masc|num=sg
322323621534117889	neutral	11.04.2013: Deutsch-südafrikanisches Rektorenforum in Leipzig: Zum Abschluss des Deutsch-Südafrikanis... http://t.co/Ae20SGyhP1 #Leipzig	@card@ Deutsch-südafrikanisches Rektorenforum in Leipzig: zu Abschluss die Deutsch-Südafrikanis... http://t.co/Ae20SGyhP1 #Leipzig	CARD ADJA NN APPR NN APPRART NN ART ADJA NN NE	3/NK 3/NK 0/-- 3/MNR 4/NK 5/MNR 6/NK 9/NK 7/AG 0/-- 10/NK	_ case=nom|gender=neut|num=sg|pos=True case=nom|gender=neut|num=sg _ case=dat|gender=neut|num=sg case=dat|gender=neut|num=sg case=dat|gender=neut|num=sg case=gen|gender=masc|num=sg case=gen|gender=masc|num=sg|pos=True case=nom|gender=neut|num=sg case=nom|gender=neut|num=sg
322277981936558080	neutral	Die Linzer StadtRundschau sprach mit mir über Lobbyismus, Geldsystem und mein Leben als Linzer in Brüssel. http://t.co/yXMZ6dl6Lp	die Linzer Stadtrundschau sprechen mit ich über Lobbyismus, Geldsystem und mein Leben als Linzer in Brüssel. http://t.co/yXMZ6dl6Lp	ART NN NN VVFIN APPR PPER APPR NE NN KON PPOSAT NN KOKOM NN APPR NE NN	2/NK 4/SB 2/NK 0/-- 4/MO 5/NK 4/MO 7/NK 4/OA 9/CD 12/NK 10/CJ 4/MO 13/NK 14/MNR 15/NK 4/OA	case=nom|gender=fem|num=sg case=nom|gender=fem|num=sg case=nom|gender=fem|num=sg pers=3|num=sg|tense=past|mood=ind _ case=dat|*=True|num=sg|pers=1 _ case=acc|gender=neut|num=sg case=acc|gender=neut|num=sg _ case=acc|gender=neut|num=sg case=acc|gender=neut|num=sg _ case=nom|gender=masc|num=pl _ case=dat|gender=neut|num=sg case=nom|gender=masc|num=pl
327401986653814784	positive	"@Jocy_Rodriguez: @Amandachar_ gigs all on tl den justin bieber in dm es 😂" 😂😂😂😂😂	"@Jocy_Rodriguez: @Amandachar_ gigs all on tl die justin bieber in dm es 😂" 😂😂😂😂😂	NN NN NE FM FM NE ART ADJA NN APPR NE PPER ADJA NN	0/-- 0/-- 6/PNC 6/PNC 6/PNC 0/-- 9/NK 9/NK 6/OA 9/MNR 10/NK 13/OA 9/PAR 13/OA	case=nom|gender=neut|num=sg case=nom|gender=neut|num=sg *=True *=True *=True case=nom|*=True|num=sg case=acc|gender=masc|num=sg case=acc|gender=masc|num=sg|pos=True case=acc|gender=masc|num=sg _ case=dat|gender=neut|num=sg case=nom|gender=neut|num=sg|pers=3 EmoExpression::markable_117::Intensity=strong|EmoExpression::markable_117::EmoExpression=True|EmoExpression::markable_117::Polarity=positive|EmoExpression::markable_117::SubjectiveFact=false|EmoExpression::markable_117::Sarcasm=false|EmoExpression::markable_117::Uncertain=false case=dat|gender=masc|num=sg|EmoExpression::markable_117::EmoExpression=True
323635196467507200	neutral	Gesundheit es- und Krankenpfleger (m/w): Königstein / Sächsische Schweiz | Job Informationen Einsatzort ... http://t.co/M0JoHVRViv	Gesundheit es- und Krankenpfleger (m/w): Königstein / sächsisch Schweiz | Job Information Einsatzort ... http://t.co/M0JoHVRViv	NN TRUNC KON NN NN NE $( ADJA NE XY NN NN NN $. NN	0/-- 3/CJ 4/CD 11/AG 6/PNC 4/NK 6/-- 11/NK 11/PNC 0/-- 1/NK 0/-- 12/NK 13/-- 0/--	case=nom|gender=fem|num=sg _ _ case=nom|gender=masc|num=sg case=nom|gender=masc|num=sg case=nom|gender=masc|num=sg _ case=nom|gender=masc|num=sg|pos=True case=nom|gender=masc|num=sg case=nom|gender=masc|num=sg case=nom|gender=masc|num=sg case=acc|gender=fem|num=pl case=acc|gender=fem|num=pl _ case=nom|gender=fem|num=sg
328023857392910336	neutral	@moshauer wie sieht's mit meinem aus?	@moshauer wie sehen mit mein aus?	NN KOKOM VVFIN APPR PPOSAT ADJA	0/-- 3/MO 0/-- 3/MO 6/NK 4/NK	case=nom|gender=fem|num=sg _ pers=3|num=sg|tense=past|mood=ind _ case=dat|gender=masc|num=sg case=dat|gender=masc|num=sg|pos=True
322265315998314496	neutral	tyntec und PLAY bringen Cloud-Telefonie nach Polen. http://t.co/kfGNWz2t0Z	tyntec und PLAY bringen Cloud-Telefonie nach Polen. http://t.co/kfGNWz2t0Z	NE KON NN VVFIN NN APPR NE NN	4/SB 1/CD 2/CJ 0/-- 4/OA 4/MO 6/NK 4/OA	case=nom|*=True|num=sg _ case=nom|*=True|num=sg pers=3|num=pl|tense=pres|mood=ind case=acc|gender=fem|num=sg _ case=dat|gender=neut|num=sg case=dat|gender=neut|num=sg
327386832872554498	neutral	Der Strukturwandel im Ruhrgebiet schreitet zügig voran (@ Bongarde Boulevard) [pic]: http://t.co/HGxcwXTBcn	die Strukturwandel in Ruhrgebiet schreiten zügig voran (@ Bongarde Boulevard) [pic]: http://t.co/HGxcwXTBcn	ART NN APPRART NE VVFIN ADJD ADV ADJA NN NN ADJA NN	2/NK 5/SB 2/MNR 3/NK 0/-- 5/MO 8/MO 9/NK 12/PAR 9/NK 12/NK 5/OA	case=nom|gender=masc|num=sg case=nom|gender=masc|num=sg case=dat|gender=neut|num=sg case=dat|gender=neut|num=sg pers=3|num=sg|tense=pres|mood=ind pos=True _ case=gen|gender=fem|num=sg|pos=True case=gen|gender=fem|num=sg case=nom|gender=neut|num=sg case=nom|gender=neut|num=sg|pos=True case=nom|gender=neut|num=sg
327524853861191682	positive	@Ladiesfirstify haha achsoo ok dachte nur .. Wieso folgt sie 1000 Leuten haha :P	@Ladiesfirstify haha achsoo ok denken nur .. wieso folgen sie 1000 Leute haha :P	NN NE NE ADJD VVFIN ADV ADJA PWAV VVFIN PPER CARD NN NE NN	0/-- 3/NK 5/SVP 5/MO 0/-- 7/MO 5/SB 9/MO 0/-- 9/SB 12/NK 9/OA 14/PNC 12/NK	case=nom|gender=fem|num=sg _ _ _ pers=3|num=sg|tense=past|mood=ind _ case=nom|*=True|num=sg _ pers=3|num=sg|tense=pres|mood=ind case=nom|gender=fem|num=sg|pers=3 _ case=dat|*=True|num=pl case=nom|EmoExpression::markable_100500317::Intensity=medium|*=True|EmoExpression::markable_100500317::SubjectiveFact=false|EmoExpression::markable_100500317::EmoExpression=True|EmoExpression::markable_100500317::Uncertain=false|num=sg|EmoExpression::markable_100500317::Sarcasm=false|EmoExpression::markable_100500317::Polarity=positive case=acc|EmoExpression::markable_118::Polarity=positive|EmoExpression::markable_118::Intensity=medium|gender=masc|EmoExpression::markable_118::Uncertain=false|EmoExpression::markable_118::Sarcasm=false|EmoExpression::markable_118::SubjectiveFact=false|num=sg|EmoExpression::markable_118::EmoExpression=True
327502130283958272	neutral	Der @Ben_Schadow spielt JETZT live im @RaumZeitLabor woohooo http://t.co/rQljSQApQb	die @Ben_Schadow spielen jetzt live in @RaumZeitLabor woohooo http://t.co/rQljSQApQb	ART NN VVFIN ADV ADJD APPRART NN NE NN	2/NK 0/-- 0/-- 3/MO 3/MO 3/MO 6/NK 9/NK 0/--	case=nom|gender=masc|num=sg case=nom|gender=masc|num=sg pers=3|num=sg|tense=pres|mood=ind _ pos=True case=dat|gender=masc|num=sg case=dat|gender=masc|num=sg _ _
322423754649120768	neutral	Ich habe 700 Nahrungseinheiten geerntet! http://t.co/9MlO78TGUi #android, #androidgames, #gameinsight	ich haben 700 Nahrungseinheiten geerntet! http://t.co/9MlO78TGUi #android, #androidgames, #gameinsight	PPER VAFIN CARD NN ADJA NN NE NE NN	2/SB 0/-- 4/NK 5/AMS 2/OC 0/-- 8/PNC 6/NK 6/PD	case=nom|*=True|num=sg|pers=1 pers=1|num=sg|tense=pres|mood=ind _ case=acc|gender=fem|num=pl _ case=nom|gender=fem|num=sg case=nom|gender=fem|num=sg case=nom|gender=fem|num=sg case=nom|gender=fem|num=sg
327526880842498048	neutral	Ich habe im Spiel The Tribez für #Android die Mission 'Verbesser... ' abgeschlossen. http://t.co/ru0RdcuqKY #androidgames, #gameinsight	ich haben in Spiel The Tribez für #Android die Mission 'Verbesser... ' abgeschlossen. http://t.co/ru0RdcuqKY #androidgames, #gameinsight	PPER VAFIN APPRART NN FM NN APPR NN ART NN NN $( ADJA NN NE NN	2/SB 0/-- 2/MO 3/NK 6/NK 2/OA 6/MNR 7/NK 10/NK 2/OA 10/NK 13/-- 14/NK 0/-- 14/NK 15/PNC	case=nom|*=True|num=sg|pers=1 pers=1|num=sg|tense=pres|mood=ind case=dat|gender=neut|num=sg case=dat|gender=neut|num=sg *=True case=nom|*=True|num=sg _ case=acc|gender=masc|num=sg case=acc|gender=fem|num=sg case=acc|gender=fem|num=sg case=nom|gender=fem|num=sg _ case=nom|gender=neut|num=pl|pos=True case=nom|gender=neut|num=pl *=True *=True
327419863633129472	negative	Hohe Gehälter für die Ehefrau, Minister, die sich Orden zuschanzen: @Se_Gier über die Selbstgerechtigkeit der #CSU. http://t.co/Up8dhB2nr5	hoch Gehalt für die Ehefrau, Minister, die sich Orden zuschanzen: @Se_Gier über die Selbstgerechtigkeit die #CSU. http://t.co/Up8dhB2nr5	ADJA NN APPR ART NE NE ART PRF NN ADJA NN APPR ART NN ART NE CARD	2/NK 0/-- 2/MNR 6/NK 6/PNC 3/NK 11/NK 10/OA 10/OA 11/NK 2/OA 0/-- 14/NK 12/NK 16/NK 14/AG 16/NK	case=nom|gender=masc|num=pl|pos=True case=nom|gender=masc|num=pl _ case=acc|gender=fem|num=sg case=acc|Sentiment::markable_100500318::Polarity=negative|Target::markable_100500319::Preferred=true|gender=fem|Sentiment::markable_100500318::Sentiment=True|Target::markable_100500319::Anaphref=empty|Sentiment::markable_100500318::Intensity=medium|num=sg|Target::markable_100500319::Target=True|Sentiment::markable_100500318::Sarcasm=false case=nom|gender=masc|Sentiment::markable_100500318::Sentiment=True|num=sg case=acc|num=sg|Target::markable_100500321::Anaphref=markable_100500319|gender=fem|Sentiment::markable_100500318::Sentiment=True|Target::markable_100500321::Preferred=true|Target::markable_100500321::Target=True case=acc|pers=3|Sentiment::markable_100500318::Sentiment=True|num=sg case=acc|gender=fem|Sentiment::markable_100500318::Sentiment=True|num=pl case=acc|gender=masc|num=pl|pos=True case=acc|gender=masc|num=pl _ case=acc|gender=fem|num=sg case=acc|EmoExpression::markable_100500322::Intensity=medium|gender=fem|EmoExpression::markable_100500322::SubjectiveFact=false|EmoExpression::markable_100500322::EmoExpression=True|EmoExpression::markable_100500322::Polarity=positive|EmoExpression::markable_100500322::Uncertain=false|num=sg|EmoExpression::markable_100500322::Sarcasm=false case=gen|gender=fem|num=sg case=gen|gender=fem|num=sg _
322274774413889536	neutral	Dieses Video wollen wir euch nicht vorenthalten: http://t.co/nctP79eoXK #inspiring #awf13	dies Video wollen wir ihr nicht vorenthalten: http://t.co/nctP79eoXK #inspiring #awf13	PDAT NN VMFIN PPER PPER PTKNEG ADJA NN NN CARD	2/NK 3/SB 0/-- 3/SB 7/DA 7/NG 8/NK 3/PAR 8/NK 9/NK	case=nom|gender=neut|num=sg case=nom|gender=neut|num=sg pers=1|num=pl|tense=pres|mood=ind case=nom|*=True|num=pl|pers=1 case=dat|*=True|num=pl|pers=2 _ case=nom|gender=neut|num=sg|pos=True case=nom|gender=neut|num=sg case=nom|gender=neut|num=sg _
327276879394521088	neutral	Evasi0n Jailbrea: mehr Traffic als Facebook bei Mega von Kim Dotcom! http://t.co/OjVcFr2uQM	Evasi0n Jailbrea: mehr Traffic als Facebook bei Mega von Kim Dotcom! http://t.co/OjVcFr2uQM	NE NE PIAT NN KOKOM NE APPR NN APPR NE ADJA NN	2/PNC 0/-- 4/NK 11/OA 6/CM 4/CC 6/MNR 7/NK 8/PG 9/NK 2/OC 0/--	case=nom|*=True|num=sg case=nom|*=True|num=sg *=True case=acc|gender=masc|num=sg _ case=nom|gender=neut|num=sg _ case=dat|gender=fem|num=sg _ case=dat|gender=neut|num=sg case=dat|gender=neut|num=sg case=nom|gender=fem|num=sg
322431944484851712	positive	Frauentausch = Telefonsex = sehr viel Gemeinsamkeit	Frauentausch = Telefonsex = sehr viele Gemeinsamkeit	NN $( NN $( ADV PIAT NN	0/-- 1/-- 1/CJ 3/-- 6/MO 7/NK 3/CJ	case=nom|gender=masc|num=sg case=nom|gender=masc|num=sg|pos=True case=nom|gender=masc|num=sg _ _ *=True case=acc|EmoExpression::markable_100500341::EmoExpression=True|EmoExpression::markable_100500341::Uncertain=false|EmoExpression::markable_100500341::SubjectiveFact=true|gender=fem|EmoExpression::markable_100500341::Polarity=positive|EmoExpression::markable_100500341::Intensity=weak|num=sg|EmoExpression::markable_100500341::Sarcasm=false
322318444559233024	neutral	Eurosport : BVB: Jetzt soll der Titel her! - Eurosport : BVB: Jetzt soll der Titel her! - http://t.co/F1Dn8kedi8	Eurosport : BVB: jetzt sollen die Titel her! - Eurosport : BVB: jetzt sollen die Titel her! - http://t.co/F1Dn8kedi8	NN $. NN ADV VMFIN ART NN ADJA $( NN $. NN ADV VMFIN ART NN ADJA $( NN	0/-- 1/-- 5/SB 3/MO 1/RS 7/NK 5/SB 5/OC 10/-- 14/PD 10/-- 14/SB 12/MO 0/-- 16/NK 14/SB 16/NK 19/-- 0/--	case=nom|gender=masc|num=sg _ case=nom|gender=masc|num=sg _ pers=3|num=sg|tense=pres|mood=ind case=nom|gender=masc|num=sg case=nom|gender=masc|num=sg case=gen|gender=fem|num=sg|pos=True _ case=nom|gender=masc|num=sg _ case=nom|gender=masc|num=sg _ pers=3|num=sg|tense=pres|mood=ind case=nom|gender=masc|num=sg case=nom|gender=masc|num=sg case=gen|gender=fem|num=sg|pos=True _ case=nom|gender=masc|num=sg
328135327539658752	neutral	#musicalradiode sendet den Musikwunsch "Do You Hear The People Sing" von Aaron Tveit, Eddie Redmayne	#musicalradiode senden die Musikwunsch "Do you Hear The People Sing" von Aaron Tveit, Eddie Redmayne	NN VVFIN ART NN NN FM NE FM NE NE APPR NE NE NE ADJA	2/SB 0/-- 4/NK 2/OA 4/NK 15/MO 10/PNC 10/PNC 10/PNC 6/NK 15/SBP 14/PNC 14/PNC 11/NK 4/NMC	case=nom|gender=fem|num=sg pers=3|num=sg|tense=pres|mood=ind case=acc|gender=masc|num=sg case=acc|gender=masc|num=sg case=nom|gender=masc|num=sg case=nom|gender=masc|num=sg *=True *=True *=True case=nom|*=True|num=sg _ *=True case=dat|*=True|num=sg case=nom|gender=fem|num=sg case=nom|gender=fem|num=sg|pos=True
323693730198589440	neutral	Irgendwie ist @TheGameMaster_ wie vom Erdboden verschluckt.	irgendwie sein @TheGameMaster_ wie von Erdboden verschluckt.	ADV VAFIN ADJD KOKOM APPRART NN NE	2/MO 0/-- 2/PD 5/CM 0/-- 5/NK 6/NK	_ pers=3|num=sg|tense=pres|mood=ind _ _ case=dat|gender=masc|num=sg case=dat|gender=masc|num=sg case=nom|gender=neut|num=sg
328029589404266496	neutral	RT @musikzeitung: Musikschule ist Teil der kommunalen Daseinsvorsorge - 22. Musikschulkongress in Bamberg eröffnet http://t.co/MOCzOhUemu	RT @musikzeitung: Musikschule sein Teil die kommunal Daseinsvorsorge - 22. Musikschulkongress in Bamberg eröffnen http://t.co/MOCzOhUemu	NE ADJA NN VAFIN NN ART ADJA NN $( ADJA NN APPR NE VVFIN NN	2/SB 0/-- 4/SB 0/-- 4/PD 8/NK 8/NK 5/AG 8/-- 11/NK 14/SB 11/MNR 12/NK 4/CJ 14/OA	case=nom|gender=neut|num=sg case=nom|gender=neut|num=sg|pos=True case=nom|gender=fem|num=sg pers=3|num=sg|tense=pres|mood=ind case=nom|gender=masc|num=sg case=gen|gender=fem|num=sg case=gen|gender=fem|num=sg|pos=True case=gen|gender=fem|num=sg _ case=gen|gender=fem|num=sg|pos=True case=gen|gender=fem|num=sg _ case=dat|gender=neut|num=sg _ _
323910358999896064	neutral	Ich habe 1,587 Nahrungseinheiten geerntet! http://t.co/BvG9YSAz7w #android, #androidgames, #gameinsight	ich haben @card@ Nahrungseinheiten geerntet! http://t.co/BvG9YSAz7w #android, #androidgames, #gameinsight	PPER VAFIN CARD NN ADJA NN NE NE NN	2/SB 0/-- 4/NK 5/AMS 2/OC 0/-- 8/PNC 6/NK 6/PD	case=nom|*=True|num=sg|pers=1 pers=1|num=sg|tense=pres|mood=ind _ case=acc|gender=fem|num=pl _ case=nom|gender=neut|num=sg case=nom|gender=neut|num=sg case=nom|gender=neut|num=sg pers=3|num=sg|tense=pres|mood=ind
328085857179430912	neutral	Unser 4000. Tweet geht an d. (verkaterten? ) Kämpfer u. Kämpferinnen beim 6. Transbergischen Triathlon. #AZ #Wuppertal http://t.co/ZOQveQojlE	unser @ord@ Tweet gehen an d. (verkaterten? ) Kämpfer um Kämpferin bei 6. Transbergischen Triathlon. #AZ #Wuppertal http://t.co/ZOQveQojlE	PPOSAT ADJA NN VVFIN APPR ART NN $( NN APPR NN APPRART ADJA NN NE NE NN NN	3/NK 3/NK 4/SB 0/-- 4/MO 7/NK 5/NK 9/-- 0/-- 9/MNR 10/NK 9/MNR 14/NK 12/NK 14/NK 17/NK 0/-- 17/NK	case=nom|gender=neut|num=sg case=nom|gender=neut|num=sg|pos=True case=nom|gender=neut|num=sg pers=3|num=sg|tense=pres|mood=ind _ case=dat|gender=fem|num=sg case=dat|gender=fem|num=sg _ case=nom|gender=masc|num=pl _ case=acc|gender=fem|num=pl case=dat|gender=neut|num=sg case=dat|gender=neut|num=sg|pos=True case=dat|gender=neut|num=sg case=nom|gender=neut|num=sg case=nom|gender=neut|num=sg case=nom|gender=neut|num=sg case=nom|gender=neut|num=sg
327409774918524930	neutral	Gleich öffnen die Amis. So sieht es derzeit im DAX30 aus: http://t.co/Ctps8818KW	gleich öffnen die Amis. so sehen es derzeit in DAX30 aus: http://t.co/Ctps8818KW	ADJD VVFIN ART NE ADV VVFIN PPER ADV APPRART NN ADJA NN	2/MO 0/-- 4/NK 2/OA 6/MO 0/-- 6/SB 6/MO 6/MO 9/NK 12/NK 10/AG	pos=True pers=3|num=pl|tense=pres|mood=ind case=nom|gender=masc|num=pl case=nom|gender=masc|num=pl _ pers=3|num=sg|tense=pres|mood=ind case=nom|gender=neut|num=sg|pers=3 _ case=dat|gender=masc|num=sg case=dat|gender=masc|num=sg case=gen|gender=masc|num=pl|pos=True case=gen|gender=masc|num=pl
328220778120228864	neutral	@claudeposternak ich spreche nicht deutsh. Ouf, sauvé !!!	@claudeposternak ich sprechen nicht deutsh. Ouf, sauvé !!!	NN PPER VVFIN PTKNEG NE NE ADJD ADJA	0/-- 3/SB 0/-- 3/NG 3/OA 8/SB 8/MO 0/--	case=nom|gender=masc|num=sg case=nom|*=True|num=sg|pers=1 pers=1|num=sg|tense=pres|mood=ind _ case=nom|*=True|num=sg case=nom|gender=masc|num=sg pos=True case=nom|gender=masc|num=sg|pos=True
322400168681037824	neutral	Du kannst das doch nicht machen!!!!!!	du können die doch nicht machen!!!!!!	PPER VMFIN PDS ADV PTKNEG ADJD	2/SB 0/-- 2/SB 2/MO 2/NG 2/PD	case=nom|*=True|num=sg|pers=2 pers=3|num=sg|tense=pres|mood=ind case=nom|gender=neut|num=sg _ _ pos=True
323732363064516608	neutral	POL-CE: Ford Kuga gestohlen: Celle (ots) - In der Nacht von Freitag zu Samstag wurde in Bergen ein Ford... http://t.co/4k3Hnx8PLN #Celle	POL-CE: Ford Kuga gestohlen: Celle (ots) - in die Nacht von Freitag zu Samstag werden in Berg|Bergen eine Ford... http://t.co/4k3Hnx8PLN #Celle	NN NE NE ADJA NE NN $( APPR ART NN APPR NN APPR NN VAFIN APPR NN ART ADJA NN ADJA	4/SB 3/PNC 1/NK 0/-- 6/AG 4/OA 8/-- 19/MO 10/NK 8/NK 10/PG 11/NK 10/MNR 13/NK 0/-- 15/MO 16/NK 19/NK 15/SB 21/SB 0/--	case=nom|gender=masc|num=sg case=nom|gender=masc|num=sg case=nom|gender=masc|num=sg case=gen|gender=fem|num=sg|pos=True case=gen|gender=fem|num=sg case=nom|gender=masc|num=sg _ _ case=dat|gender=fem|num=sg case=dat|gender=fem|num=sg _ case=dat|gender=masc|num=sg _ case=dat|gender=masc|num=sg pers=3|num=sg|tense=past|mood=ind _ case=dat|gender=masc|num=pl case=nom|gender=masc|num=sg case=nom|gender=masc|num=sg|pos=True case=nom|gender=fem|num=pl case=nom|gender=fem|num=pl|pos=True
322336187119439873	neutral	Ich habe 796 Nahrungseinheiten geerntet! http://t.co/2MgEWiXipX #ipad, #ipadgames, #gameinsight	ich haben @card@ Nahrungseinheiten geerntet! http://t.co/2MgEWiXipX #ipad, #ipadgames, #gameinsight	PPER VAFIN CARD NN ADJA NN NE NE NN	2/SB 0/-- 4/NK 5/AMS 2/OC 0/-- 8/PNC 6/NK 6/PD	case=nom|*=True|num=sg|pers=1 pers=1|num=sg|tense=pres|mood=ind _ case=acc|gender=fem|num=pl _ case=nom|gender=fem|num=sg case=nom|gender=fem|num=sg case=nom|gender=fem|num=sg case=nom|gender=fem|num=sg
322298188012847105	neutral	RT @fjablonski: Gleich geht es los: PROCESS moderiert ab 13:30 Uhr das MES-Forum in CC Saal 3A auf der #hm13 @Process_de	RT @fjablonski: gleich gehen es los: PROCESS moderieren ab @card@ Uhr die MES-Forum in CC Saal 3A auf die #hm13 @Process_de	NE ADJD ADJD VVFIN PPER ADJA NN VVFIN APPR CARD NN ART NN APPR NE NN NE APPR ART ADJA NN	0/-- 1/PD 4/MO 0/-- 4/EP 7/NK 8/OA 4/CJ 8/MO 11/NK 9/NK 13/NK 8/SB 13/MNR 14/NK 13/MNR 16/NK 8/MO 21/NK 21/NK 18/NK	case=nom|*=True|num=sg pos=True pos=True pers=3|num=sg|tense=pres|mood=ind case=nom|gender=neut|num=sg|pers=3 case=acc|gender=fem|num=pl|pos=True case=acc|gender=fem|num=pl pers=3|num=sg|tense=pres|mood=ind _ _ case=acc|gender=fem|num=sg case=nom|gender=neut|num=sg case=nom|gender=neut|num=sg _ case=dat|gender=neut|num=sg case=dat|gender=neut|num=sg case=nom|*=True|num=sg _ case=dat|gender=fem|num=sg case=dat|gender=fem|num=sg case=acc|gender=fem|num=sg
327288245580865536	neutral	Freikarten zu "tv total": Moderation: Stefan Raab Tickets können Sie online buchen. Ihre Buchungsbestäti... http://t.co/VRQoZENOFe	Freikarte zu "tv total": Moderation: Stefan Raab Ticket können Sie online buchen. ihr Buchungsbestäti... http://t.co/VRQoZENOFe	NN APPR NE ADJA NN NE NE NN VMFIN PPER NE NE PPOSAT NN NN	9/SB 1/MNR 2/NK 5/NK 1/PAR 7/PNC 8/NK 5/NK 0/-- 9/SB 12/PNC 9/OA 14/NK 0/-- 0/--	case=nom|gender=fem|num=pl _ case=dat|gender=neut|num=sg case=dat|gender=neut|num=sg|comp=True case=dat|gender=neut|num=sg case=nom|gender=masc|num=sg case=nom|gender=masc|num=sg case=gen|gender=masc|num=sg pers=3|num=pl|tense=pres|mood=ind case=nom|*=True|num=pl|pers=3 case=acc|gender=fem|num=sg case=acc|gender=fem|num=sg case=nom|gender=fem|num=sg case=nom|gender=fem|num=sg _
323850756484653056	neutral	Bei mir bringt es nicht mehr zu fasten.	bei ich bringen es nicht mehr zu fasten.	APPR PPER VVFIN PPER PTKNEG ADV APPR NE	3/MO 1/NK 0/-- 3/OA 3/NG 5/MO 3/CVC 7/NK	_ case=dat|*=True|num=sg|pers=1 pers=3|num=sg|tense=pres|mood=ind case=nom|gender=neut|num=sg|pers=3 _ _ _ case=dat|*=True|num=sg
322159066799550465	neutral	http://t.co/WgOMneqUNu Anti-Algen-Fassadenfarbe entfeuchtet Rauhputzfassaden und beugt Schimmel- und Algenbefall vor	http://t.co/WgOMneqUNu Anti-Algen-Fassadenfarbe entfeuchtet Rauhputzfassaden und beugen Schimmel- und Algenbefall vor	NN NN ADJA NN KON VVFIN TRUNC KON NN APPR	3/SB 1/NK 0/-- 3/OA 3/CD 5/CJ 8/CJ 9/CD 6/OA 6/SVP	case=nom|gender=fem|num=sg case=nom|gender=fem|num=sg pers=3|num=sg|tense=pres|mood=ind case=acc|gender=fem|num=pl _ pers=3|num=sg|tense=pres|mood=ind _ _ case=nom|gender=masc|num=sg _
