334042502166347776	positive	Obama's "red line" und #Syrien - Ein Kommentar von John Stewart - https://t.co/9GpMvlwTsf :-)	Obama's "red line" und #Syrien - eine Kommentar von John Stewart - https://t.co/9GpMvlwTsf :-)	NN NE ADJD KON ADJD $( ART NN APPR NE NE $( NE $(	2/PNC 0/-- 2/PD 3/CD 4/CJ 7/-- 8/NK 0/-- 8/PG 11/PNC 9/NK 11/-- 11/PAR 13/--	*=True case=nom|*=True|num=sg pos=True _ pos=True _ case=nom|gender=masc|num=sg case=nom|gender=masc|num=sg _ case=nom|gender=masc|num=sg case=dat|gender=masc|num=sg _ case=nom|gender=masc|num=sg case=dat|EmoExpression::markable_100500155::EmoExpression=True|gender=masc|EmoExpression::markable_100500155::Polarity=positive|EmoExpression::markable_100500155::Sarcasm=false|num=sg|EmoExpression::markable_100500155::SubjectiveFact=false|EmoExpression::markable_100500155::Uncertain=false|EmoExpression::markable_100500155::Intensity=medium
325707427016224768	neutral	RT @npdde: Es folgt die Wahl des stellvertretenden Parteivorsitzenden. Es kandidieren: Björn-Christopher Balbin, Udo Pastörs,... http://t.c...	RT @npdde: Es folgen die Wahl die stellvertretend Parteivorsitzenden. es kandidieren: Björn-Christopher Balbin, Udo Pastörs,... http://t.c...	NE ADJA NN VVFIN ART NN ART ADJA NN PPER VVFIN NE NE NE ADJA NN	0/-- 1/PNC 4/SB 0/-- 6/NK 4/OA 9/NK 9/NK 6/AG 11/SB 0/-- 14/PNC 14/PNC 11/OA 14/PNC 0/--	case=nom|*=True|num=sg *=True|pos=True case=nom|gender=neut|num=sg|pers=3 pers=3|num=sg|tense=pres|mood=ind case=acc|gender=fem|num=sg case=acc|gender=fem|num=sg case=gen|gender=masc|num=sg case=gen|gender=masc|num=sg|pos=True case=gen|gender=masc|num=sg case=nom|gender=neut|num=sg|pers=3 pers=3|num=sg|tense=past|mood=ind case=nom|gender=masc|num=sg case=nom|gender=masc|num=sg case=nom|gender=masc|num=sg *=True|pos=True _
332718385966231552	neutral	Jetzt kriegt dieser Alfred E. Neumann von der CDU also doch endlich sein Tempolimit für die Datenautobahn #Drosselkom	jetzt kriegen dies Alfred E. Neumann von die CDU also doch endlich sein Tempolimit für die Datenautobahn #Drosselkom	ADV VVFIN PDAT NE NE NE APPR ART NE ADV ADV ADV PPOSAT NN APPR ART NN ADJA	2/MO 0/-- 6/NK 6/PNC 6/PNC 2/SB 6/MNR 9/NK 7/NK 2/MO 2/MO 2/MO 14/NK 2/SB 14/MNR 17/NK 15/NK 17/NK	_ pers=3|num=sg|tense=pres|mood=ind case=nom|gender=masc|num=sg case=nom|gender=masc|num=sg case=nom|gender=masc|num=sg case=nom|gender=masc|num=sg _ case=dat|gender=fem|num=sg case=dat|gender=fem|num=sg _ _ _ case=nom|gender=neut|num=sg case=nom|gender=neut|num=sg _ case=acc|gender=fem|num=sg case=acc|gender=fem|num=sg case=gen|gender=neut|num=pl|pos=True
325720463403778048	positive	RT @thomrosenhagen: Wann tritt #Hoeness zurück? Oder erhält er erst noch das "vollste Vertrauen" von Frau #Merkel?	RT @thomrosenhagen: wann treten #Hoeness zurück? oder erhalten er erst noch die "vollste Vertrauen" von Frau #Merkel?	NE ADJA PWAV VVFIN NN ADJD KON VVFIN PPER ADV ADV ART NN NN APPR NN ADJA	0/-- 1/PNC 4/MO 0/-- 4/SB 4/MO 8/JU 0/-- 8/SB 8/MO 8/MO 13/NK 8/OA 13/NK 14/PG 15/NK 16/NK	case=nom|*=True|num=sg *=True|pos=True Sentiment::markable_129::Intensity=medium|Sentiment::markable_129::Sentiment=True|Sentiment::markable_129::Sarcasm=false|Sentiment::markable_129::Polarity=positive mood=ind|EmoExpression::markable_131::EmoExpression=True|pers=3|EmoExpression::markable_131::Sarcasm=false|num=sg|tense=pres|EmoExpression::markable_131::Polarity=positive|Sentiment::markable_129::Sentiment=True|EmoExpression::markable_131::SubjectiveFact=false|EmoExpression::markable_131::Uncertain=false|EmoExpression::markable_131::Intensity=medium case=nom|*=True|Sentiment::markable_129::Sentiment=True|num=sg|EmoExpression::markable_131::EmoExpression=True _ _ pers=3|num=sg|tense=pres|mood=ind case=nom|gender=masc|num=sg|pers=3 _ _ case=acc|gender=neut|num=sg case=acc|EmoExpression::markable_100500198::SubjectiveFact=false|EmoExpression::markable_100500198::Sarcasm=false|EmoExpression::markable_100500198::EmoExpression=True|gender=neut|EmoExpression::markable_100500198::Uncertain=false|EmoExpression::markable_100500198::Intensity=medium|EmoExpression::markable_100500198::Polarity=positive|num=sg case=acc|gender=neut|num=sg _ case=dat|gender=fem|num=sg case=dat|gender=fem|num=sg
318466505954193408	neutral	Merkel / Dohnanyi: Gegen den Rest der Welt: "Anne Will" brachte es an den Tag. Keineswegs brachte Minister Sch... http://t.co/kyCoLMluhi	Merkel / Dohnanyi: gegen die Rest die Welt: "Anne Will" bringen es an die Tag. keineswegs bringen Minister Sch... http://t.co/kyCoLMluhi	NE $( NN APPR ART NN ART ADJA NN NE VVFIN PPER APPR ART NN ADV VVFIN NN ADJA NN	11/SB 1/-- 1/APP 3/MNR 6/NK 4/NK 9/NK 9/NK 6/AG 9/NK 0/-- 11/OA 11/MO 15/NK 13/NK 17/MO 0/-- 17/SB 20/NK 17/OA	case=nom|*=True|num=sg _ case=nom|*=True|num=sg _ case=acc|gender=masc|num=sg case=acc|gender=masc|num=sg case=gen|gender=fem|num=sg case=gen|gender=fem|num=sg case=acc|gender=fem|num=sg case=acc|gender=fem|num=sg pers=3|num=sg|tense=past|mood=ind case=nom|gender=neut|num=sg|pers=3 _ case=acc|gender=masc|num=sg case=acc|gender=masc|num=sg _ pers=3|num=sg|tense=past|mood=ind case=nom|gender=masc|num=sg case=nom|gender=masc|num=sg|pos=True case=nom|gender=masc|num=sg
324247873799741440	negative	aha, Die Grössten Busen der Welt #woodyallen, #merkel http://t.co/CYzxJKOokP	aha, die groß Busen die Welt #woodyallen, #merkel http://t.co/CYzxJKOokP	NE ART ADJA NN ART NN NE NN NN	0/-- 4/NK 4/NK 1/CC 6/NK 4/AG 9/PNC 9/NK 6/NK	case=nom|*=True|num=pl EmoExpression::markable_134::EmoExpression=True|EmoExpression::markable_134::SubjectiveFact=false|num=pl|EmoExpression::markable_134::Sarcasm=false|Sentiment::markable_132::Intensity=medium|Target::markable_133::Anaphref=empty|Sentiment::markable_132::Sarcasm=true|case=nom|EmoExpression::markable_134::Intensity=strong|*=True|EmoExpression::markable_134::Uncertain=false|Target::markable_133::Target=True|EmoExpression::markable_134::Polarity=positive|Sentiment::markable_132::Polarity=negative|Sentiment::markable_132::Sentiment=True|Target::markable_133::Preferred=true case=nom|num=pl|Sentiment::markable_132::Sentiment=True|EmoExpression::markable_134::EmoExpression=True|*=True|pos=True|Target::markable_133::Target=True case=nom|*=True|num=pl|Sentiment::markable_132::Sentiment=True|Target::markable_133::Target=True case=gen|gender=fem|num=sg|Sentiment::markable_132::Sentiment=True|Target::markable_133::Target=True case=gen|gender=fem|num=sg|Sentiment::markable_132::Sentiment=True|Target::markable_133::Target=True case=nom|gender=masc|num=sg case=nom|gender=masc|num=sg case=nom|gender=masc|num=sg
325351604834410496	neutral	RT @KollegeJansen: Vater gerade: Den Steinbrück wollen doch nicht mal die eigenen Leute wählen #heuteshow	RT @KollegeJansen: Vater gerade: die Steinbrück wollen doch nicht mal die eigen Leute wählen #heuteshow	NE ADJA NN VVFIN ART NN VMFIN ADV PTKNEG ADV ART ADJA NN VVFIN NN	0/-- 1/UC 4/SB 0/-- 6/NK 4/OA 4/MO 7/MO 7/NG 9/MO 13/NK 13/NK 14/SB 7/OC 14/OA	case=nom|*=True|num=sg case=nom|*=True|num=sg case=nom|gender=masc|num=sg pers=3|num=sg|tense=past|mood=ind case=acc|gender=masc|num=sg case=acc|gender=masc|num=sg pers=3|num=pl|tense=pres|mood=ind _ _ _ case=nom|*=True|num=pl case=nom|*=True|num=pl|pos=True case=nom|*=True|num=pl _ case=nom|*=True|num=pl
336324310652301312	neutral	Mehr Katz3n in der Politik und im Landtag NRW #opennrw #opennrw13 http://t.co/79rYgdyQsr	mehr Katz3n in die Politik und in Landtag NRW #opennrw #opennrw13 http://t.co/79rYgdyQsr	ADV NE APPR ART NN KON APPRART NN NE ADJD CARD NN	2/MO 0/-- 2/MNR 5/NK 3/NK 2/CD 12/MO 7/NK 8/NK 11/MO 12/NK 6/CJ	*=True case=nom|*=True|num=sg _ case=dat|gender=fem|num=sg case=dat|gender=fem|num=sg _ case=dat|gender=masc|num=sg case=dat|gender=masc|num=sg case=nom|gender=neut|num=sg case=nom|gender=neut|num=sg _ case=nom|gender=neut|num=pl
318923846201778176	negative	#Geld #Politik Ausstiegs-Forderung: Verbraucherschützer halten Offshore-Windkraft für Irrtum: Weit draussen und... http://t.co/p4mW9vFszQ	#Geld #Politik Ausstiegs-Forderung: Verbraucherschützer halten Offshore-Windkraft für Irrtum: weit draußen und... http://t.co/p4mW9vFszQ	NN NN ADJA NN VVFIN NE APPR NN ADJD ADV ADJA NN	3/MO 1/NK 4/NK 5/OA 0/-- 5/OA 5/MO 7/NK 5/MO 11/MO 5/MO 0/--	case=nom|gender=neut|num=sg case=nom|gender=neut|num=sg case=nom|gender=neut|num=sg|pos=True case=nom|Sentiment::markable_135::Sentiment=True|Sentiment::markable_135::Sarcasm=false|Sentiment::markable_135::Polarity=negative|gender=masc|Source::markable_136::Anaphref=empty|Sentiment::markable_135::Intensity=medium|num=pl|Source::markable_136::Source=True pers=3|Sentiment::markable_135::Sentiment=True|num=pl|tense=pres|mood=ind case=acc|gender=fem|num=sg|Sentiment::markable_135::Sentiment=True|Target::markable_137::Target=True Sentiment::markable_135::Sentiment=True case=acc|gender=masc|num=sg pos=True _ pos=True case=nom|gender=fem|num=sg
335135474790318082	positive	Wenn man alle Agenda Verbrechen der SPD vergessen hätte, dann könnte man die SPD fast als glaubhaft empfinden... #illner	wenn man alle Agenda Verbrechen die SPD vergessen hätte, dann können man die SPD fast als glaubhaft empfinden... #illner	KOUS PIS PIAT NN NN ART NE VVINF VVFIN ADV VMFIN PIS ART NE ADV KOKOM ADJD ADJA NN	9/CP 9/SB 4/NK 8/OA 4/CJ 7/NK 5/AG 9/OC 11/MO 9/MO 0/-- 11/SB 14/NK 18/OA 18/MO 17/CM 15/CC 11/OC 0/--	Sentiment::markable_139::Polarity=positive|Sentiment::markable_139::Sentiment=True|Sentiment::markable_139::Sarcasm=false|Sentiment::markable_139::Intensity=medium case=nom|*=True|num=sg|Sentiment::markable_139::Sentiment=True case=acc|gender=neut|num=pl|Sentiment::markable_139::Sentiment=True case=acc|gender=neut|num=pl|Sentiment::markable_139::Sentiment=True case=acc|EmoExpression::markable_141::Polarity=negative|EmoExpression::markable_141::SubjectiveFact=false|EmoExpression::markable_141::EmoExpression=True|gender=neut|num=pl|EmoExpression::markable_141::Intensity=medium|EmoExpression::markable_141::Sarcasm=false|EmoExpression::markable_141::Uncertain=false|Sentiment::markable_139::Sentiment=True case=gen|gender=fem|num=sg|Sentiment::markable_139::Sentiment=True case=gen|gender=fem|num=sg|Sentiment::markable_139::Sentiment=True Sentiment::markable_139::Sentiment=True pers=3|num=sg|tense=pres|mood=ind|Sentiment::markable_139::Sentiment=True Sentiment::markable_139::Sentiment=True pers=3|num=sg|tense=past|mood=subj|Sentiment::markable_139::Sentiment=True case=nom|*=True|num=sg|Sentiment::markable_139::Sentiment=True case=acc|gender=fem|num=sg|Sentiment::markable_139::Sentiment=True case=acc|num=sg|Target::markable_140::Preferred=true|gender=fem|Target::markable_140::Target=True|Sentiment::markable_139::Sentiment=True|Target::markable_140::Anaphref=empty Diminisher::markable_100500201::Degree=medium|Sentiment::markable_139::Sentiment=True|Diminisher::markable_100500201::Diminisher=True|Diminisher::markable_100500201::EmoExpressionRef=emo-expression:markable_100500200 Sentiment::markable_139::Sentiment=True EmoExpression::markable_100500200::Sarcasm=false|EmoExpression::markable_100500200::EmoExpression=True|EmoExpression::markable_100500200::SubjectiveFact=false|pos=True|EmoExpression::markable_100500200::Polarity=positive|EmoExpression::markable_100500200::Uncertain=false|EmoExpression::markable_100500200::Intensity=medium|Sentiment::markable_139::Sentiment=True case=acc|gender=masc|num=sg|pos=True case=nom|gender=masc|num=sg
325338199004160000	neutral	Präsidentenwahl in Italien: Prodi zieht Kandidatur zurück: Romano Prodi ist bei bei der Wahl zum Staatspräside... http://t.co/e24caPYTp6	Präsidentenwahl in Italien: Prodi zeihen|ziehen Kandidatur zurück: Romano Prodi sein bei bei die Wahl zu Staatspräside... http://t.co/e24caPYTp6	NN APPR ADJA NN VVFIN NN VVFIN NE NN VAFIN APPR APPR ART NN APPRART NN CARD	5/SB 1/MNR 4/NK 2/NK 0/-- 5/OA 6/NK 9/AG 10/SB 7/OC 5/SVP 5/MO 14/NK 12/NK 14/MNR 15/NK 0/--	case=nom|gender=fem|num=sg _ case=dat|gender=neut|num=sg|pos=True case=dat|gender=neut|num=sg pers=3|num=sg|tense=pres|mood=ind case=acc|gender=fem|num=sg _ case=gen|*=True|num=sg gender=neut|*=True pers=3|num=sg|tense=pres|mood=ind _ _ case=dat|gender=fem|num=sg case=dat|gender=fem|num=sg case=dat|gender=masc|num=sg case=dat|gender=masc|num=sg _
324607374155476992	neutral	Wegen der ÖH-Wahl in Salzburg warad's... http://t.co/gPvVkLLEgo	wegen die ÖH-Wahl in Salzburg warad's... http://t.co/gPvVkLLEgo	APPR ART NN APPR NE NE NE	7/MO 3/NK 1/NK 3/MNR 4/NK 7/PNC 0/--	_ gender=fem|*=True|num=sg gender=fem|*=True|num=sg _ case=dat|gender=neut|num=sg case=dat|gender=neut|num=sg _
337299268958318592	neutral	Jeder Simmzettel OHNE Kreuz bei Schwarz/Gelb ist eine #StimmegegenFracking @JottEs	jede Simmzettel ohne Kreuz bei Schwarz/Gelb sein eine #StimmegegenFracking @JottEs	PIAT NN APPR NN APPR NN VAFIN ART NN ADJA	2/NK 7/SB 2/MNR 3/NK 4/MNR 5/NK 0/-- 9/NK 7/SB 7/RS	case=nom|gender=masc|num=sg case=nom|gender=masc|num=sg case=nom|gender=masc|num=sg case=acc|gender=masc|num=sg _ case=dat|gender=masc|num=sg pers=3|num=sg|tense=pres|mood=ind case=nom|gender=fem|num=sg case=nom|gender=fem|num=sg case=nom|gender=fem|num=sg|pos=True
332226134139867136	neutral	RT @MesutOzil1088: Dass ich auf der Liste für die nominierten Spieler bei der Wahl zu "Europas Fussballer des Jahres" stehe, macht... http:/...	RT @MesutOzil1088: dass ich auf die Liste für die nominiert Spieler bei die Wahl zu "Europas Fußballer die Jahres" stehe, macht... http:/...	NE NN KOUS PPER APPR ART NN APPR ART ADJA NN APPR ART NN APPR NE NN ART NN NE ADJA NN	2/NK 0/-- 21/CP 21/SB 4/MNR 7/NK 5/NK 7/MNR 11/NK 11/NK 8/NK 11/MNR 14/NK 12/NK 14/MNR 17/AG 15/NK 19/NK 17/AG 19/NK 0/-- 0/--	case=nom|*=True|num=sg case=nom|gender=neut|num=pl _ case=nom|*=True|num=sg|pers=1 _ case=dat|gender=fem|num=sg case=dat|gender=fem|num=sg _ case=acc|gender=neut|num=pl case=acc|gender=neut|num=pl|pos=True case=acc|gender=neut|num=pl _ case=dat|gender=fem|num=sg case=dat|gender=fem|num=sg _ case=gen|gender=neut|num=sg case=dat|gender=masc|num=sg case=gen|gender=neut|num=sg case=gen|gender=neut|num=sg case=nom|*=True|num=sg case=gen|gender=neut|num=sg|pos=True _
332227155192852480	neutral	DTN Germany: Grünes Licht: Ermittlungen gegen CSU-Schmid können beginnen: Hat Ex-CSU-Fraktionschef Schmid sein... http://t.co/2kN9RoVuom	DTN Germany: grün Licht: Ermittlung gegen CSU-Schmid können beginnen: haben Ex-CSU-Fraktionschef Schmid sein... http://t.co/2kN9RoVuom	NN NE ADJA NN NN APPR NE VMFIN ADJD VAFIN NN NE ADJA NN	2/PNC 4/NK 4/NK 8/SB 4/NK 4/MNR 6/NK 0/-- 8/MO 8/CJ 10/SB 11/NK 10/MO 0/--	*=True case=nom|*=True|num=sg case=acc|gender=neut|num=sg|pos=True case=acc|gender=neut|num=sg case=acc|gender=fem|num=pl _ case=acc|gender=neut|num=sg pers=3|num=pl|tense=pres|mood=ind pos=True pers=3|num=sg|tense=pres|mood=ind case=nom|gender=masc|num=sg case=nom|gender=masc|num=sg case=nom|gender=masc|num=sg|comp=True case=nom|gender=fem|num=sg
332967563271208960	positive	#Merkel Werbung MT @CocaCola_De: #Mutti ist die Beste! Deshalb haben wir einen besonderen Automaten für den #Muttertag in #Berlin installiert:	#Merkel Werbung MT @CocaCola_De: #Mutti sein die Beste! deshalb haben wir eine besonder Automat für die #Muttertag in #Berlin installiert:	NN NN ADJA ADJA NN VAFIN ART NN PAV VAFIN PPER ART ADJA NN APPR ART NN APPR NE ADJA	3/MO 1/NK 0/-- 3/MO 6/SB 0/-- 8/NK 6/SB 11/NK 0/-- 10/SB 14/NK 14/NK 10/OA 14/MNR 17/NK 15/NK 17/MNR 18/NK 10/MO	case=nom|gender=masc|num=sg case=acc|gender=fem|num=sg case=acc|gender=fem|num=sg|pos=True case=acc|gender=fem|num=sg|pos=True Sentiment::markable_142::Sarcasm=false|Sentiment::markable_142::Polarity=positive|Target::markable_143::Target=True|pos=True|Target::markable_143::Anaphref=empty|Sentiment::markable_142::Intensity=strong|Target::markable_143::Preferred=true|Sentiment::markable_142::Sentiment=True pers=3|num=sg|tense=pres|mood=ind|Sentiment::markable_142::Sentiment=True case=nom|EmoExpression::markable_144::Sarcasm=false|EmoExpression::markable_144::Uncertain=false|EmoExpression::markable_144::Polarity=positive|gender=fem|EmoExpression::markable_144::SubjectiveFact=false|num=sg|EmoExpression::markable_144::Intensity=strong|EmoExpression::markable_144::EmoExpression=True|Sentiment::markable_142::Sentiment=True case=nom|gender=fem|num=sg|Sentiment::markable_142::Sentiment=True _ pers=1|num=pl|tense=pres|mood=ind case=nom|*=True|num=pl|pers=1 case=acc|gender=masc|num=sg case=acc|gender=masc|num=sg|pos=True case=acc|gender=masc|num=sg _ case=acc|gender=masc|num=sg case=acc|gender=masc|num=sg _ case=dat|gender=neut|num=sg case=acc|gender=neut|num=sg|pos=True
334174681970114560	neutral	blackela: Bei dem heutigen Buchstaben R hatten die Beiden die Wahl zwischen Rasieren oder Reiten. Das Reiten mag... http://t.co/BxQpGRN1yr	blackela: bei die heutig Buchstabe R haben die beide die Wahl zwischen Rasieren oder Reiten. die Reiten mag... http://t.co/BxQpGRN1yr	VVFIN APPR ART ADJA NN NN VAFIN ART PIS ART NN APPR NN KON NE ART NN ADJA NN	0/-- 1/MO 5/NK 5/NK 2/NK 5/NK 5/PAR 9/NK 7/SB 11/NK 1/OA 11/MNR 12/NK 13/CD 14/CJ 17/NK 18/SB 0/-- 0/--	pers=3|num=pl|tense=past|mood=ind _ case=dat|gender=masc|num=sg case=dat|gender=masc|num=sg|pos=True case=dat|gender=masc|num=sg _ pers=3|num=pl|tense=past|mood=ind case=nom|gender=fem|num=pl case=nom|gender=fem|num=pl case=acc|gender=fem|num=sg case=acc|gender=fem|num=sg _ case=dat|gender=masc|num=pl _ case=acc|*=True|num=sg case=nom|gender=neut|num=sg case=nom|gender=neut|num=sg pers=3|num=sg|tense=pres|mood=ind case=nom|gender=masc|num=pl
326048761182822401	negative	Münchhausen-Check: Die Frauenlüge der SPD http://t.co/PTzFtjSKeX via @SPIEGELONLINE	Münchhausen-Check: die Frauenlüge die SPD http://t.co/PTzFtjSKeX via @SPIEGELONLINE	NN ART NN ART NE NN APPR NN	0/-- 3/NK 1/NK 5/NK 3/AG 5/NK 1/MO 7/NK	case=nom|gender=fem|num=sg case=nom|Sentiment::markable_145::Polarity=negative|Sentiment::markable_145::Intensity=medium|gender=fem|Target::markable_146::Target=True|Sentiment::markable_145::Sentiment=True|Sentiment::markable_145::Sarcasm=false|num=sg|Target::markable_146::Preferred=true|Target::markable_146::Anaphref=empty case=nom|EmoExpression::markable_147::Polarity=negative|EmoExpression::markable_147::Intensity=medium|gender=fem|EmoExpression::markable_147::Uncertain=false|EmoExpression::markable_147::Sarcasm=false|EmoExpression::markable_147::SubjectiveFact=false|Target::markable_146::Target=True|Sentiment::markable_145::Sentiment=True|num=sg|EmoExpression::markable_147::EmoExpression=True case=gen|gender=fem|num=sg|Target::markable_146::Target=True|Sentiment::markable_145::Sentiment=True case=gen|gender=fem|num=sg|Target::markable_146::Target=True|Sentiment::markable_145::Sentiment=True _ _ case=dat|gender=masc|num=sg
335124445947633664	positive	Für #Albania rockt der Abgeordnete der Piratenpartei. #esc2013	für #Albania rocken die Abgeordnete die Piratenpartei. #esc2013	APPR NN VVFIN ART NN ART NN CARD	3/MO 1/NK 0/-- 5/NK 3/SB 7/NK 5/AG 0/--	Sentiment::markable_100500202::Polarity=positive|Sentiment::markable_100500202::Intensity=medium|Sentiment::markable_100500202::Sentiment=True|Sentiment::markable_100500202::Sarcasm=false case=acc|Target::markable_100500205::Anaphref=empty|num=sg|Target::markable_100500205::Preferred=true|Sentiment::markable_100500202::Sentiment=True|*=True|Target::markable_100500205::Target=True EmoExpression::markable_100500204::EmoExpression=True|EmoExpression::markable_100500204::Uncertain=false|mood=ind|EmoExpression::markable_100500204::SubjectiveFact=false|EmoExpression::markable_100500204::Polarity=positive|pers=3|EmoExpression::markable_100500204::Intensity=medium|num=sg|tense=pres|Sentiment::markable_100500202::Sentiment=True|EmoExpression::markable_100500204::Sarcasm=false case=nom|num=sg|Source::markable_100500203::Anaphref=empty|gender=masc|Sentiment::markable_100500202::Sentiment=True|Source::markable_100500203::Source=True case=nom|gender=masc|Sentiment::markable_100500202::Sentiment=True|num=sg|Source::markable_100500203::Source=True case=gen|gender=fem|Sentiment::markable_100500202::Sentiment=True|num=sg|Source::markable_100500203::Source=True case=gen|gender=fem|Sentiment::markable_100500202::Sentiment=True|num=sg _
324971582109937664	mixed	Die Merkel. Zum k***** ist so ein Politikstil doch. Das einzig sympathische an ihr, ist dass sie die Beschlüsse... http://t.co/reKrKf62Y5	die Merkel. zu k***** sein so eine Politikstil doch. die einzig sympathisch an ihr, sein dass sie die Beschlüsse... http://t.co/reKrKf62Y5	ART NN APPRART NN VAFIN ADV ART NN VVFIN ART ADJD ADJA APPR NE VAFIN KOUS PPER ART ADJA NN	2/NK 0/-- 5/MO 3/NK 0/-- 9/MO 8/NK 5/SB 5/PD 12/NK 12/MO 15/PD 12/MNR 13/NK 0/-- 19/CP 19/SB 19/NK 15/SB 0/--	case=nom|num=sg|Target::markable_100500206::Anaphref=empty|gender=fem|Target::markable_100500206::Preferred=true|Target::markable_100500206::Target=True case=nom|gender=fem|num=sg case=dat|EmoExpression::markable_150::EmoExpression=True|Sentiment::markable_148::Intensity=strong|gender=neut|EmoExpression::markable_150::Intensity=strong|EmoExpression::markable_150::Uncertain=false|EmoExpression::markable_150::Sarcasm=false|EmoExpression::markable_150::SubjectiveFact=false|EmoExpression::markable_150::Polarity=negative|num=sg|Sentiment::markable_148::Sentiment=True|Sentiment::markable_148::Sarcasm=false|Sentiment::markable_148::Polarity=negative case=dat|gender=neut|num=sg|EmoExpression::markable_150::EmoExpression=True|Sentiment::markable_148::Sentiment=True pers=3|Sentiment::markable_148::Sentiment=True|num=sg|tense=pres|mood=ind Sentiment::markable_148::Sentiment=True|Target::markable_149::Target=True|Target::markable_149::Preferred=true|Target::markable_149::Anaphref=empty case=nom|gender=masc|Target::markable_149::Target=True|num=sg|Sentiment::markable_148::Sentiment=True case=nom|gender=masc|Target::markable_149::Target=True|num=sg|Sentiment::markable_148::Sentiment=True pers=3|Sentiment::markable_148::Sentiment=True|num=sg|tense=past|mood=ind case=nom|Sentiment::markable_100500208::Intensity=medium|num=sg|Sentiment::markable_100500208::Sarcasm=false|Sentiment::markable_100500208::Sentiment=True|gender=neut|Sentiment::markable_100500208::Polarity=positive Sentiment::markable_100500208::Sentiment=True|pos=True case=nom|EmoExpression::markable_152::Polarity=positive|EmoExpression::markable_152::SubjectiveFact=false|EmoExpression::markable_152::EmoExpression=True|Sentiment::markable_100500208::Sentiment=True|gender=neut|pos=True|num=sg|EmoExpression::markable_152::Intensity=medium|EmoExpression::markable_152::Sarcasm=false|EmoExpression::markable_152::Uncertain=false Sentiment::markable_100500208::Sentiment=True case=dat|gender=neut|num=sg|Sentiment::markable_100500208::Sentiment=True pers=3|Sentiment::markable_100500208::Sentiment=True|num=sg|tense=pres|mood=ind Sentiment::markable_100500208::Sentiment=True case=nom|gender=fem|num=sg|Sentiment::markable_100500208::Sentiment=True|pers=3 case=acc|gender=fem|num=sg|Sentiment::markable_100500208::Sentiment=True case=acc|gender=fem|num=sg|pos=True _
322842373275148288	neutral	Ich vermute, das kommende wird das letzte Bundestagswahl für die #fdp http://t.co/YFwuJaK625	ich vermute, die kommend werden die letzt Bundestagswahl für die #fdp http://t.co/YFwuJaK625	PPER NE ART ADJA VAFIN ART ADJA NN APPR ART NN CARD	5/SB 4/DA 4/NK 1/NK 0/-- 8/NK 8/NK 5/SB 8/MNR 11/NK 9/NK 11/NK	case=nom|*=True|num=sg|pers=1 pers=1|num=sg|tense=pres|mood=ind case=acc|gender=neut|num=sg case=acc|gender=neut|num=sg|pos=True pers=3|num=sg|tense=pres|mood=ind case=nom|gender=neut|num=sg case=nom|gender=neut|num=sg|pos=True case=nom|gender=neut|num=sg _ case=acc|gender=fem|num=sg case=acc|gender=fem|num=sg _
337292411543896064	neutral	@SteinbachErika @Die_Gruenen @insm deshalb: alle Bundestagsdebatten absetzen, bevor die Grünen nicht ihre Vergangenheit aufgearbeitet haben!	@SteinbachErika @Die_Gruenen @insm deshalb: alle Bundestagsdebatte absetzen, bevor die Grüne nicht ihr Vergangenheit aufgearbeitet haben!	NN ADJA NN VVFIN PIAT NN VVFIN KOUS ART NN PTKNEG PPOSAT NN ADJD ADJA	0/-- 0/-- 0/-- 7/MO 6/NK 7/SB 0/-- 15/CP 10/NK 15/SB 15/NG 13/NK 15/OA 15/MO 7/MO	case=nom|gender=neut|num=sg case=nom|gender=masc|num=pl|pos=True _ _ case=nom|gender=fem|num=pl case=nom|gender=fem|num=pl pers=3|num=pl|tense=pres|mood=ind _ case=acc|gender=fem|num=pl case=acc|gender=fem|num=pl _ case=acc|gender=fem|num=sg case=acc|gender=fem|num=sg _ case=dat|gender=neut|num=pl|pos=True
318241268637523968	neutral	Lammert bei grösserem Bundestag für Neuregelung von Wahlrecht - http://t.co/8LXaGZEfr8	Lammert bei groß Bundestag für Neuregelung von Wahlrecht - http://t.co/8LXaGZEfr8	NE APPR ADJA NN APPR NN APPR NN $( CARD	0/-- 1/MO 4/NK 2/NK 4/MNR 5/NK 6/PG 7/NK 8/-- 4/PAR	case=nom|gender=masc|num=sg _ case=dat|gender=masc|num=sg|pos=True case=dat|gender=masc|num=sg _ case=acc|gender=fem|num=sg _ case=dat|gender=neut|num=sg _ _
