369517901734096896	positive	Piraten bei puls4! gleich geht los :-) http://t.co/EGeZ2oiZrQ	Pirat bei puls4! gleich gehen los :-) http://t.co/EGeZ2oiZrQ	NN APPR ADJD ADJD VVFIN ADJD $( NN	0/-- 1/MNR 2/NK 5/MO 0/-- 5/MO 6/-- 6/PAR	case=nom|Target::markable_4::Preferred=true|Target::markable_4::Anaphref=empty|gender=masc|Target::markable_4::Target=True|Sentiment::markable_1::Sentiment=True|Sentiment::markable_1::Sarcasm=false|num=pl|Sentiment::markable_1::Polarity=positive|Sentiment::markable_1::Intensity=medium Target::markable_4::Target=True|Sentiment::markable_1::Sentiment=True pers=3|num=pl|tense=pres|mood=ind|Sentiment::markable_1::Sentiment=True pos=True|Sentiment::markable_1::Sentiment=True pers=3|num=sg|tense=pres|mood=ind|Sentiment::markable_1::Sentiment=True Sentiment::markable_1::Sentiment=True EmoExpression::markable_3::Intensity=medium|EmoExpression::markable_3::SubjectiveFact=false|EmoExpression::markable_3::EmoExpression=True|EmoExpression::markable_3::Polarity=positive|Sentiment::markable_1::Sentiment=True|EmoExpression::markable_3::Sarcasm=false|EmoExpression::markable_3::Uncertain=false _
378555462603776000	positive	Denken wie ein Proton... Positiv :-) #LINKE wählen! Soziale Gerechtigkeit stark machen! #BTW13 http://t.co/4W4h1Sv2y5	Denken wie eine Proton... Positiv :-) #LINKE wählen! sozial Gerechtigkeit stark machen! #BTW13 http://t.co/4W4h1Sv2y5	NN KOKOM ART ADJA NN $( NN ADJA ADJA NN ADJD ADJA NN CARD	0/-- 4/CM 4/NK 1/CC 8/SB 5/-- 5/CJ 0/-- 10/NK 12/SB 12/MO 0/-- 0/-- 13/NK	Sentiment::markable_208::Sentiment=True|Sentiment::markable_208::Polarity=positive|Sentiment::markable_208::Intensity=medium|Sentiment::markable_208::Sarcasm=false Sentiment::markable_208::Sentiment=True case=nom|gender=neut|num=sg|Sentiment::markable_208::Sentiment=True case=nom|gender=neut|num=sg|Sentiment::markable_208::Sentiment=True case=nom|EmoExpression::markable_206::Polarity=positive|EmoExpression::markable_206::SubjectiveFact=false|EmoExpression::markable_206::EmoExpression=True|gender=masc|Sentiment::markable_208::Sentiment=True|num=sg|EmoExpression::markable_206::Intensity=medium|EmoExpression::markable_206::Sarcasm=false|EmoExpression::markable_206::Uncertain=false case=nom|EmoExpression::markable_207::Uncertain=false|gender=masc|pos=True|EmoExpression::markable_207::Polarity=positive|num=sg|EmoExpression::markable_207::Sarcasm=false|EmoExpression::markable_207::Intensity=medium|EmoExpression::markable_207::SubjectiveFact=false|Sentiment::markable_208::Sentiment=True|EmoExpression::markable_207::EmoExpression=True case=nom|num=sg|Target::markable_209::Anaphref=empty|gender=masc|Sentiment::markable_208::Sentiment=True|Target::markable_209::Preferred=true|Target::markable_209::Target=True pers=3|Sentiment::markable_208::Sentiment=True|num=sg|tense=pres|mood=ind case=acc|gender=fem|num=sg|pos=True case=acc|EmoExpression::markable_212::Sarcasm=false|EmoExpression::markable_212::Polarity=positive|gender=fem|EmoExpression::markable_212::Intensity=medium|num=sg|EmoExpression::markable_212::Uncertain=false|EmoExpression::markable_212::SubjectiveFact=false|EmoExpression::markable_212::EmoExpression=True EmoExpression::markable_211::SubjectiveFact=false|EmoExpression::markable_211::Intensity=medium|EmoExpression::markable_211::Polarity=positive|EmoExpression::markable_211::Sarcasm=false|EmoExpression::markable_211::Uncertain=false|EmoExpression::markable_211::EmoExpression=True|pos=True case=acc|gender=fem|num=sg|pos=True case=nom|gender=fem|num=sg _
347267057982775296	negative	@astefanowitsch Ich glaube dem Kleine, dass er ein rassistische Arschloch ohne Wissen und Gewissen ist. #spd	@astefanowitsch ich glauben die Kleine, dass er eine rassistisch Arschloch ohne Wissen und Gewissen ist. #spd	NN PPER VVFIN ART NN KOUS PPER ART ADJA NN APPR NN KON NN NE ADJA	0/-- 3/SB 0/-- 5/NK 3/DA 3/OP 3/SB 10/NK 10/NK 3/OA 10/MNR 11/NK 12/CD 13/CJ 14/NK 0/--	case=nom|gender=masc|num=sg case=nom|Sentiment::markable_213::Polarity=negative|Source::markable_214::Anaphref=empty|Sentiment::markable_213::Sentiment=True|Source::markable_214::Source=True|*=True|Sentiment::markable_213::Intensity=strong|Sentiment::markable_213::Sarcasm=false|pers=1|num=sg pers=1|Sentiment::markable_213::Sentiment=True|num=sg|tense=pres|mood=ind case=dat|Target::markable_215::Target=True|num=sg|Sentiment::markable_213::Sentiment=True|gender=masc|Target::markable_215::Preferred=true|Target::markable_215::Anaphref=empty case=dat|gender=masc|num=sg|Sentiment::markable_213::Sentiment=True Sentiment::markable_213::Sentiment=True case=nom|Target::markable_216::Anaphref=markable_215|Target::markable_216::Preferred=true|Sentiment::markable_213::Sentiment=True|gender=masc|pers=3|num=sg|Target::markable_216::Target=True case=acc|gender=neut|num=sg|Sentiment::markable_213::Sentiment=True case=acc|EmoExpression::markable_222::Sarcasm=false|gender=neut|EmoExpression::markable_222::SubjectiveFact=false|pos=True|EmoExpression::markable_222::Polarity=positive|EmoExpression::markable_222::Intensity=medium|EmoExpression::markable_222::Uncertain=false|num=sg|Sentiment::markable_213::Sentiment=True|EmoExpression::markable_222::EmoExpression=True case=acc|EmoExpression::markable_217::EmoExpression=True|Sentiment::markable_213::Sentiment=True|gender=neut|EmoExpression::markable_217::Intensity=strong|EmoExpression::markable_217::Uncertain=false|EmoExpression::markable_217::Sarcasm=false|EmoExpression::markable_217::SubjectiveFact=false|EmoExpression::markable_217::Polarity=negative|num=sg Negation::markable_219::EmoExpressionRef=emo-expression:markable_218|Negation::markable_221::Negation=True|Negation::markable_221::EmoExpressionRef=emo-expression:markable_220|Negation::markable_219::Negation=True|Sentiment::markable_213::Sentiment=True case=acc|Sentiment::markable_213::Sentiment=True|EmoExpression::markable_218::EmoExpression=True|EmoExpression::markable_218::SubjectiveFact=false|gender=neut|EmoExpression::markable_218::Sarcasm=false|EmoExpression::markable_218::Uncertain=false|EmoExpression::markable_218::Polarity=positive|num=sg|EmoExpression::markable_218::Intensity=medium Sentiment::markable_213::Sentiment=True case=acc|EmoExpression::markable_220::EmoExpression=True|Sentiment::markable_213::Sentiment=True|gender=neut|EmoExpression::markable_220::Intensity=medium|EmoExpression::markable_220::Polarity=positive|EmoExpression::markable_220::Sarcasm=false|EmoExpression::markable_220::Uncertain=false|num=sg|EmoExpression::markable_220::SubjectiveFact=false case=acc|gender=neut|num=sg _
373588908430598144	neutral	Bgm.-Raab-Strasse 31, 86470 Thannhausen (#Bayern) Unfall mit parkendem Kfz am 07.05.2013 ID760 http://t.co/0XQppr0lvp	Bgm.-Raab-Strasse @card@ @card@ Thannhausen (#Bayern) Unfall mit parkendem Kraftfahrzeug an @card@ ID760 http://t.co/0XQppr0lvp	NN CARD CARD NN NN NN APPR ADJA NN APPRART CARD CARD NN	0/-- 3/NMC 4/NK 1/OA 4/NK 4/NK 4/MNR 9/NK 7/NK 9/MNR 12/NMC 13/NK 10/NK	case=nom|gender=fem|num=sg _ _ case=nom|gender=neut|num=sg case=nom|gender=neut|num=sg case=nom|gender=masc|num=sg _ case=dat|gender=masc|num=sg|pos=True case=dat|gender=masc|num=sg case=dat|gender=masc|num=sg _ _ gender=neut|*=True
379231600472358912	positive	@kreon_nrw @alios Egal, wenn man und frau #piraten wählt, hat mensch alles richtig gemacht!	@kreon_nrw @alios Egal, wenn man und frau #piraten wählt, haben mensch alle richtig gemacht!	NN NE NN KOUS PIS KON ADJA NN NE VAFIN ADJD PIS ADJD ADJA	0/-- 0/-- 10/SB 9/CP 9/SB 5/CD 6/CJ 9/PNC 3/NK 0/-- 14/MO 14/NK 14/MO 10/OC	_ pos=True case=nom|gender=masc|num=sg|Sentiment::markable_223::Sentiment=True Sentiment::markable_223::Sentiment=True case=nom|Sentiment::markable_223::Sentiment=True|num=sg|Target::markable_224::Preferred=true|Target::markable_224::Anaphref=empty|Target::markable_224::Target=True|*=True Target::markable_224::Target=True|Sentiment::markable_223::Sentiment=True case=nom|*=True|Target::markable_224::Target=True|num=sg|Sentiment::markable_223::Sentiment=True pers=1|num=pl|tense=past|mood=ind|Target::markable_224::Target=True|Sentiment::markable_223::Sentiment=True case=nom|*=True|num=sg|Sentiment::markable_223::Sentiment=True pers=3|Sentiment::markable_223::Sentiment=True|num=sg|tense=pres|mood=ind Sentiment::markable_223::Sentiment=True|pos=True case=acc|Target::markable_225::Preferred=true|num=sg|Target::markable_225::Anaphref=markable_224|gender=neut|Target::markable_225::Target=True|Sentiment::markable_223::Sentiment=True EmoExpression::markable_226::SubjectiveFact=false|Sentiment::markable_223::Sentiment=True|pos=True|EmoExpression::markable_226::Intensity=medium|EmoExpression::markable_226::Uncertain=false|EmoExpression::markable_226::Sarcasm=false|EmoExpression::markable_226::EmoExpression=True|EmoExpression::markable_226::Polarity=positive case=acc|gender=neut|num=sg|pos=True|Sentiment::markable_223::Sentiment=True
351771590066831360	negative	RT @saschalobo: Für die Piraten ist #Prism ein Elfmeter. Vor leerem Tor. Rückenwind. Abschüssiger Platz. Warum befürchtet man trotzdem, das...	RT @saschalobo: für die Pirat sein #Prism eine Elfmeter. vor leer Tor. Rückenwind. abschüssig Platz. warum befürchten man trotzdem, das...	NE NN APPR ART NN VAFIN NE ART NN APPR ADJA NN NE ADJA NN PWAV VVFIN PIS ADJD ADJA	2/PNC 0/-- 6/MO 5/NK 3/NK 0/-- 6/SB 9/NK 6/PD 0/-- 12/NK 10/NK 0/-- 15/NK 0/-- 17/MO 0/-- 17/SB 20/MO 17/MO	case=nom|gender=masc|num=sg case=nom|gender=masc|num=sg|Sentiment::markable_227::Sentiment=True Sentiment::markable_227::Sentiment=True case=acc|*=True|num=pl|Sentiment::markable_227::Sentiment=True case=acc|*=True|num=pl|Sentiment::markable_227::Sentiment=True pers=3|num=sg|tense=pres|mood=ind|Sentiment::markable_227::Sentiment=True case=nom|num=sg|Target::markable_228::Target=True|Sentiment::markable_227::Sentiment=True|gender=neut|Target::markable_228::Anaphref=empty|Target::markable_228::Preferred=true case=nom|EmoExpression::markable_229::Sarcasm=false|EmoExpression::markable_229::Uncertain=false|EmoExpression::markable_229::Polarity=negative|gender=neut|EmoExpression::markable_229::SubjectiveFact=false|num=sg|EmoExpression::markable_229::Intensity=medium|Sentiment::markable_227::Sentiment=True|EmoExpression::markable_229::EmoExpression=True case=nom|gender=neut|num=sg|Sentiment::markable_227::Sentiment=True Sentiment::markable_227::Sentiment=True case=dat|gender=neut|num=sg|Sentiment::markable_227::Sentiment=True|comp=True case=nom|gender=fem|num=sg|Sentiment::markable_227::Sentiment=True case=nom|*=True|num=sg|Sentiment::markable_227::Sentiment=True case=nom|gender=masc|num=sg|pos=True|Sentiment::markable_227::Sentiment=True case=nom|gender=masc|num=sg|Sentiment::markable_227::Sentiment=True _ EmoExpression::markable_230::Uncertain=false|EmoExpression::markable_230::EmoExpression=True|mood=ind|EmoExpression::markable_230::Intensity=medium|EmoExpression::markable_230::Polarity=negative|EmoExpression::markable_230::Sarcasm=false|pers=3|num=sg|tense=pres|EmoExpression::markable_230::SubjectiveFact=false case=nom|*=True|num=sg pos=True case=acc|*=True|num=sg
373453783541760000	neutral	*** BILDplus Inhalt *** BILD.de-Check - DAS steckt hinter den Werbespots der Parteien Die http://t.co/8Pn4UQTsws http://t.co/uvlHdIkJqy	*** BILDplus Inhalt *** BILD.de-Check - die stecken hinter die Werbespot die Partei die http://t.co/8Pn4UQTsws http://t.co/uvlHdIkJqy	ADJA NN NN ADJA NN $( PDS VVFIN APPR ART NN ART NN ART NN NN	2/NK 0/-- 2/NK 5/NK 2/MNR 7/-- 8/SB 0/-- 8/MO 11/NK 9/NK 13/NK 11/AG 15/NK 8/OA 15/NK	_ case=nom|gender=masc|num=sg case=nom|gender=masc|num=sg case=nom|gender=masc|num=sg|pos=True case=nom|gender=masc|num=sg _ case=nom|gender=neut|num=sg pers=3|num=sg|tense=pres|mood=ind _ case=acc|gender=masc|num=sg case=acc|gender=masc|num=sg case=gen|gender=fem|num=pl case=gen|gender=fem|num=pl case=acc|gender=fem|num=sg case=acc|gender=fem|num=sg _
384037441688317953	positive	RT @Darth_Lehrer: Papst setzt sich für Homosexuelle ein, US-Präsident spricht mit iranischem Präsidenten, CDU und SPD wollen koalieren - wa...	RT @Darth_Lehrer: Papst setzen sich für Homosexuelle ein, US-Präsident sprechen mit iranisch Präsidenten, CDU und SPD wollen koalieren - wa...	NE ADJA NN VVFIN PRF APPR NN NE NN VVFIN APPR ADJA NN NE KON NE VMFIN VVINF $( ADJA	0/-- 1/UC 4/SB 0/-- 4/OA 4/MO 6/NK 7/NK 10/SB 4/CJ 10/MO 13/NK 11/NK 13/NK 10/CD 17/SB 15/CJ 17/OC 18/-- 17/MO	case=nom|*=True|num=sg case=nom|*=True|num=sg case=nom|gender=masc|num=sg mood=ind|EmoExpression::markable_231::SubjectiveFact=false|pers=3|num=sg|tense=pres|EmoExpression::markable_231::Uncertain=false|EmoExpression::markable_231::Sarcasm=false|EmoExpression::markable_231::EmoExpression=True|EmoExpression::markable_231::Intensity=medium|EmoExpression::markable_231::Polarity=positive case=acc|pers=3|num=sg|EmoExpression::markable_231::EmoExpression=True _ case=acc|gender=fem|num=sg case=acc|gender=fem|num=sg case=nom|gender=masc|num=sg pers=3|num=sg|tense=pres|mood=ind _ case=dat|gender=masc|num=sg|pos=True case=dat|gender=masc|num=sg case=nom|gender=fem|num=sg _ case=nom|gender=fem|num=sg EmoExpression::markable_232::Intensity=medium|mood=ind|EmoExpression::markable_232::EmoExpression=True|EmoExpression::markable_232::SubjectiveFact=false|EmoExpression::markable_232::Uncertain=false|pers=3|num=pl|tense=pres|EmoExpression::markable_232::Polarity=positive|EmoExpression::markable_232::Sarcasm=false _ _ pers=2|num=sg|mood=imp
366978571119497216	neutral	RT @Christian_Sylt: Teilen ist das neue Haben. #Piraten+ http://t.co/954wnpXPHB	RT @Christian_Sylt: Teil|Teilen sein die neu Haben. #Piraten+ http://t.co/954wnpXPHB	NE ADJA NN VAFIN ART ADJA NE ADJA NN	0/-- 1/PNC 4/SB 0/-- 7/NK 7/NK 4/SB 9/NK 0/--	case=nom|*=True|num=sg *=True|pos=True case=dat|gender=masc|num=pl pers=3|num=sg|tense=pres|mood=ind case=nom|gender=neut|num=sg case=nom|gender=neut|num=sg|pos=True case=nom|gender=neut|num=sg case=nom|gender=masc|num=pl|pos=True case=nom|gender=masc|num=pl
365559079155941376	neutral	@smllStps auf das linke oder das rechte im Bild? :p	@smllStps auf die links oder die recht|rechts in Bild? :p	NN APPR ART ADJA KON ART ADJA APPRART ADJA NN	0/-- 0/-- 4/NK 2/NK 4/CD 7/NK 5/CJ 4/MO 8/NK 0/--	_ _ case=acc|gender=neut|num=sg case=acc|gender=neut|num=sg|pos=True _ case=acc|gender=neut|num=sg case=acc|gender=neut|num=sg|pos=True case=dat|gender=masc|num=sg case=dat|gender=masc|num=sg _
359705839424126976	negative	RT @alios: die @kattascha in der ZEIT: "Wir werden belogen und hingehalten"http://t.co/hWNwgQMHmz #piraten+ #nsa #prism	RT @alios: die @kattascha in die ZEIT: "Wir werden belügen und hingehalten"http://t.co/hWNwgQMHmz #piraten+ #nsa #prism	NE NN ART NN APPR ART NN NN VAFIN VVPP KON NE ADJA NN ADJA	2/AG 0/-- 4/NK 0/-- 10/MO 7/NK 5/NK 9/SB 0/-- 9/OC 9/CD 14/AG 14/NK 15/OA 11/CJ	case=nom|gender=neut|num=sg case=nom|gender=neut|num=sg case=nom|gender=fem|num=sg case=nom|gender=fem|num=sg _ case=dat|gender=fem|num=sg case=dat|gender=fem|num=sg case=nom|*=True|num=pl|pers=1 pers=3|num=pl|tense=pres|mood=ind EmoExpression::markable_233::Sarcasm=false|EmoExpression::markable_233::EmoExpression=True|EmoExpression::markable_233::Uncertain=false|EmoExpression::markable_233::Intensity=medium|EmoExpression::markable_233::Polarity=negative|EmoExpression::markable_233::SubjectiveFact=false _ _ case=nom|gender=fem|num=sg|pos=True case=nom|gender=fem|num=sg case=nom|gender=fem|num=sg|pos=True
367747752899641344	positive	RT @Altstadtpirat: 70% der #Piraten+ Kandidaten sind für #Transparenz und gegen #Bestechung bei @a_watch - was ist mit den anderen 30%? htt...	RT @Altstadtpirat: @card@ die #Piraten+ Kandidat sein für #Transparenz und gegen #Bestechung bei @a_watch - was sein mit die andere 30%? htt...	NE NN CARD ART ADJA NN VAFIN APPR NN KON APPR NN APPR NN $( PWS VAFIN APPR ART PIS ADJA NN	2/AG 0/-- 7/SB 6/NK 6/NK 3/AG 0/-- 7/MO 8/NK 8/CD 10/CJ 11/NK 12/MNR 13/NK 16/-- 17/SB 0/-- 17/MO 21/NK 21/NK 18/NK 0/--	case=nom|gender=neut|num=sg case=nom|gender=neut|num=sg|Sentiment::markable_238::Sentiment=True Source::markable_238::Source=True|Sentiment::markable_234::Polarity=positive|Sentiment::markable_234::Sentiment=True|Sentiment::markable_234::Sarcasm=false|Source::markable_234::Source=True|Sentiment::markable_234::Intensity=medium|Source::markable_234::Anaphref=empty|Source::markable_238::Anaphref=empty|Sentiment::markable_238::Sentiment=True case=nom|num=sg|Source::markable_234::Source=True|Source::markable_238::Source=True|gender=masc|Sentiment::markable_234::Sentiment=True|Sentiment::markable_238::Sentiment=True Sentiment::markable_234::Sentiment=True|Source::markable_234::Source=True|Source::markable_238::Source=True|*=True|pos=True|Sentiment::markable_238::Sentiment=True case=nom|num=pl|Source::markable_234::Source=True|Source::markable_238::Source=True|gender=masc|Sentiment::markable_234::Sentiment=True|Sentiment::markable_238::Sentiment=True pers=3|num=pl|tense=pres|mood=ind|Sentiment::markable_234::Sentiment=True|Sentiment::markable_238::Sentiment=True EmoExpression::markable_234::EmoExpression=True|EmoExpression::markable_234::Sarcasm=false|Sentiment::markable_234::Sentiment=True|EmoExpression::markable_234::Polarity=positive|EmoExpression::markable_234::SubjectiveFact=false|EmoExpression::markable_234::Intensity=medium|EmoExpression::markable_234::Uncertain=false|Sentiment::markable_238::Sentiment=True case=acc|EmoExpression::markable_10409144::Intensity=medium|EmoExpression::markable_10409144::Uncertain=false|EmoExpression::markable_10409144::SubjectiveFact=false|Target::markable_234::Preferred=true|gender=fem|Sentiment::markable_234::Sentiment=True|Target::markable_234::Anaphref=empty|EmoExpression::markable_10409144::EmoExpression=True|num=sg|EmoExpression::markable_10409144::Sarcasm=false|EmoExpression::markable_10409144::Polarity=positive|Target::markable_234::Target=True|Sentiment::markable_238::Sentiment=True Sentiment::markable_234::Sentiment=True|Sentiment::markable_238::Sentiment=True EmoExpression::markable_238::Polarity=positive|EmoExpression::markable_238::Sarcasm=false|Sentiment::markable_238::Sentiment=True|Sentiment::markable_234::Sentiment=True|EmoExpression::markable_238::SubjectiveFact=false|EmoExpression::markable_238::Uncertain=false|EmoExpression::markable_238::EmoExpression=True|EmoExpression::markable_238::Intensity=medium case=acc|Target::markable_238::Target=True|EmoExpression::markable_10409145::EmoExpression=True|gender=fem|Sentiment::markable_234::Sentiment=True|EmoExpression::markable_10409145::Polarity=negative|EmoExpression::markable_10409145::Intensity=medium|EmoExpression::markable_10409145::Sarcasm=false|num=sg|Target::markable_238::Anaphref=empty|Target::markable_238::Preferred=true|EmoExpression::markable_10409145::SubjectiveFact=false|EmoExpression::markable_10409145::Uncertain=false|Sentiment::markable_238::Sentiment=True _ case=dat|gender=fem|num=sg _ case=nom|gender=neut|num=sg pers=3|num=sg|tense=pres|mood=ind _ case=dat|*=True|num=pl case=dat|*=True|num=pl case=dat|*=True|num=pl _
370964148089524224	neutral	@Flobbl ACU istn Kindergarten und KBU setzt sich halt zum Grossteil aus bekennenden NPD-Mitgliedern zusammen.	@Flobbl ACU istn Kindergarten und KBU setzen sich halt zu Großteil aus bekennend NPD-Mitglied zusammen.	NN NE NE NN KON NN VVFIN PRF ADV APPRART NN APPR ADJA NN NE	0/-- 3/PNC 7/SB 3/CJ 4/CD 5/CJ 0/-- 7/OA 7/MO 7/MO 10/NK 11/MNR 14/NK 12/NK 14/AG	case=nom|gender=neut|num=sg case=nom|*=True|num=sg case=nom|*=True|num=sg case=acc|gender=fem|num=pl _ case=acc|gender=neut|num=pl pers=3|num=sg|tense=pres|mood=ind case=acc|pers=3|num=sg _ case=dat|gender=masc|num=sg case=dat|gender=masc|num=sg _ case=dat|gender=masc|num=pl|pos=True case=dat|gender=masc|num=pl case=nom|gender=neut|num=sg
350263334039339008	positive	Grüne BW: "Wir werden ein Zeichen setzen für ein gewaltfreies und freundschaftliches Zusammenleben aller Mensc... http://t.co/9vkIasPnPZ	Grüne BW: "Wir werden eine Zeichen setzen für eine gewaltfrei und freundschaftlich Zusammenleben alle Mensc... http://t.co/9vkIasPnPZ	NN NN NN VAFIN ART NN VVFIN APPR ART ADJA KON ADJA NN PIAT ADJA NN	2/NK 4/SB 2/NK 0/-- 6/NK 7/OA 4/OC 7/MO 13/NK 13/NK 10/CD 11/CJ 8/NK 15/MO 13/AG 0/--	case=nom|Sentiment::markable_242::Sarcasm=false|Source::markable_243::Anaphref=empty|Sentiment::markable_242::Intensity=medium|*=True|Sentiment::markable_242::Sentiment=True|num=pl|Sentiment::markable_242::Polarity=positive|Source::markable_243::Source=True case=nom|*=True|Sentiment::markable_242::Sentiment=True|num=pl case=nom|Sentiment::markable_242::Sentiment=True|num=pl|Source::markable_244::Source=True|Source::markable_244::Anaphref=markable_243|*=True pers=3|Sentiment::markable_242::Sentiment=True|num=pl|tense=pres|mood=ind case=acc|gender=neut|Sentiment::markable_242::Sentiment=True|num=sg case=acc|gender=neut|Sentiment::markable_242::Sentiment=True|num=sg Sentiment::markable_242::Sentiment=True Sentiment::markable_242::Sentiment=True case=acc|gender=neut|Sentiment::markable_242::Sentiment=True|num=sg case=acc|Target::markable_246::Preferred=true|gender=neut|Target::markable_246::Anaphref=empty|pos=True|EmoExpression::markable_247::Intensity=medium|Sentiment::markable_242::Sentiment=True|num=sg|EmoExpression::markable_247::EmoExpression=True|EmoExpression::markable_247::SubjectiveFact=false|EmoExpression::markable_247::Sarcasm=false|EmoExpression::markable_247::Uncertain=false|EmoExpression::markable_247::Polarity=positive|Target::markable_246::Target=True Sentiment::markable_242::Sentiment=True|Target::markable_246::Target=True case=acc|EmoExpression::markable_248::SubjectiveFact=false|EmoExpression::markable_248::Polarity=positive|gender=neut|pos=True|EmoExpression::markable_248::EmoExpression=True|Sentiment::markable_242::Sentiment=True|num=sg|EmoExpression::markable_248::Uncertain=false|EmoExpression::markable_248::Intensity=medium|Target::markable_246::Target=True|EmoExpression::markable_248::Sarcasm=false case=acc|gender=neut|Sentiment::markable_242::Sentiment=True|num=sg|Target::markable_246::Target=True case=gen|gender=neut|Sentiment::markable_242::Sentiment=True|num=pl|Target::markable_246::Target=True case=gen|gender=neut|num=pl|pos=True case=nom|gender=fem|num=sg
355444340757237761	neutral	@saschalobo Die frage nach der #vds könnte man der #spd natürlich auch mal stellen... #illner	@saschalobo die fragen nach die #vds können man die #spd natürlich auch mal stellen... #illner	NN PDS VVFIN APPR ART NN VMFIN PIS ART NN ADV ADV ADV ADJA NN	0/-- 3/SB 0/-- 3/OP 6/NK 4/NK 3/CJ 7/SB 10/NK 6/AG 7/MO 7/MO 14/MO 7/OC 0/--	_ case=nom|gender=fem|num=sg case=nom|gender=fem|num=sg _ case=dat|gender=fem|num=sg case=dat|gender=fem|num=sg pers=3|num=sg|tense=past|mood=subj case=nom|*=True|num=sg case=gen|gender=masc|num=pl case=gen|gender=masc|num=pl _ _ _ pos=True case=nom|gender=masc|num=sg
347026557891645440	mixed	RT @b_riexinger: @sigmargabriel verordnet SPD noch 10 Jahre Abgrenzung nach links. Wie sagte ein berühmter Mann: wer zu spät kommt, den bes...	RT @b_riexinger: @sigmargabriel verordnen SPD noch 10 Jahr Abgrenzung nach links. wie sagen eine berühmt Mann: wer zu spät kommt, die bes...	NE ADJA NN VVFIN NE ADV CARD NN NN APPR ADJD KOKOM VVFIN ART ADJA NN PWS APPR ADJD NE ART ADJA	2/SB 0/-- 0/-- 0/-- 4/SB 7/MO 8/NK 11/AMS 8/NK 8/MNR 4/MO 13/MO 0/-- 16/NK 16/NK 13/SB 19/SB 19/MO 13/MO 13/SB 22/NK 13/MO	case=nom|gender=neut|num=sg case=nom|gender=neut|num=sg|pos=True case=nom|gender=neut|num=sg _ case=nom|gender=fem|num=sg _ _ case=acc|gender=neut|num=pl case=nom|gender=fem|num=sg _ pos=True _ pers=3|num=sg|tense=past|mood=ind case=nom|gender=masc|num=sg case=nom|EmoExpression::markable_10409147::Uncertain=true|gender=masc|EmoExpression::markable_10409147::Intensity=medium|pos=True|EmoExpression::markable_10409147::EmoExpression=True|num=sg|EmoExpression::markable_10409147::Sarcasm=false|EmoExpression::markable_10409147::SubjectiveFact=false|EmoExpression::markable_10409147::Polarity=positive case=nom|gender=masc|num=sg case=nom|gender=masc|num=sg EmoExpression::markable_10409146::Intensity=medium|EmoExpression::markable_10409146::SubjectiveFact=false|EmoExpression::markable_10409146::Uncertain=false|EmoExpression::markable_10409146::Sarcasm=false|EmoExpression::markable_10409146::EmoExpression=True|EmoExpression::markable_10409146::Polarity=negative EmoExpression::markable_10409146::EmoExpression=True|pos=True case=nom|*=True|num=sg case=acc|gender=masc|num=sg case=acc|gender=masc|num=sg
363010640215941122	neutral	@asp_net Ja. Genauso wie CDU und SPD in Deutschland. Völlig egal.	@asp_net Ja. genauso wie CDU und SPD in Deutschland. völlig egal.	NN NE ADV KOUS NE KON NE APPR NE ADJD ADJA	0/-- 0/-- 5/MO 5/MO 0/-- 5/CD 6/CJ 5/MNR 8/NK 11/MO 0/--	_ _ _ _ case=nom|gender=fem|num=sg _ case=nom|gender=fem|num=sg _ case=dat|gender=neut|num=sg Intensifier::markable_250::EmoExpressionRef=emo-expression:markable_249|Intensifier::markable_250::Intensifier=True|pos=True|Intensifier::markable_250::Degree=strong pos=True
364008548713648128	neutral	Hoppala... Freie-W�hler-Chef Aiwanger: Die Sphinx aus Rahstorf- http://t.co/OWpEZO7s1P	Hoppala... Freie-W�hler-Chef Aiwanger: die Sphinx aus Rahstorf- http://t.co/OWpEZO7s1P	NE NN NE ART NN APPR TRUNC NN	0/-- 0/-- 2/NK 5/NK 2/RS 5/MNR 8/NK 6/NK	case=nom|*=True|num=sg case=nom|gender=masc|num=sg case=nom|gender=masc|num=sg case=acc|gender=fem|num=sg case=acc|gender=fem|num=sg _ _ case=acc|gender=fem|num=sg
352201757625036800	neutral	Steinbrück will von Offshore-Aktivitäten der WestLB nichts gewusst haben: SPD-Kanzlerkandidat Peer Steinbrück ... http://t.co/61tPGNH5sm	Steinbrück wollen von Offshore-Aktivitäten die WestLB nichts wissen haben: SPD-Kanzlerkandidat Peer Steinbrück ... http://t.co/61tPGNH5sm	NN VMFIN APPR NN ART NE PIS VVPP ADJA NN NE NN $. NE	2/SB 0/-- 8/OP 3/NK 6/NK 4/AG 8/OA 10/OC 10/NK 2/SB 10/NK 2/OA 12/-- 0/--	case=nom|gender=neut|num=sg pers=3|num=sg|tense=pres|mood=ind _ case=dat|gender=fem|num=sg case=dat|gender=fem|num=sg case=dat|gender=fem|num=sg gender=neut|*=True _ case=nom|gender=masc|num=sg|pos=True case=nom|gender=masc|num=sg case=nom|gender=masc|num=sg case=nom|gender=masc|num=sg _ _
