311919759388192769	positive	@christopherkohn Zum Glüch wurde der neue Papst heute gekürt ;-)	@christopherkohn zu Glüch werden die neu Papst heute küren ;-)	NN APPRART NN VAFIN ART ADJA NN ADV VVPP $(	0/-- 9/MO 2/NK 0/-- 7/NK 7/NK 4/SB 9/MO 4/OC 9/--	case=nom|gender=masc|num=sg case=dat|Sentiment::markable_1::Sarcasm=false|EmoExpression::markable_2::SubjectiveFact=false|EmoExpression::markable_2::Polarity=positive|gender=neut|Sentiment::markable_1::Sentiment=True|EmoExpression::markable_2::Uncertain=false|EmoExpression::markable_2::Intensity=medium|num=sg|EmoExpression::markable_2::Sarcasm=false|Sentiment::markable_1::Polarity=positive|Sentiment::markable_1::Intensity=medium|EmoExpression::markable_2::EmoExpression=True case=dat|gender=neut|num=sg|EmoExpression::markable_2::EmoExpression=True|Sentiment::markable_1::Sentiment=True mood=ind|Target::markable_3::Anaphref=empty|Target::markable_3::Preferred=true|Target::markable_3::Target=True|Sentiment::markable_1::Sentiment=True|pers=3|num=sg|tense=past case=nom|gender=masc|num=sg|Target::markable_3::Target=True|Sentiment::markable_1::Sentiment=True case=nom|num=sg|Target::markable_3::Target=True|gender=masc|pos=True|Sentiment::markable_1::Sentiment=True case=nom|gender=masc|num=sg|Target::markable_3::Target=True|Sentiment::markable_1::Sentiment=True Target::markable_3::Target=True|Sentiment::markable_1::Sentiment=True Target::markable_3::Target=True|Sentiment::markable_1::Sentiment=True EmoExpression::markable_4::SubjectiveFact=false|EmoExpression::markable_4::Uncertain=false|EmoExpression::markable_4::Sarcasm=false|EmoExpression::markable_4::Intensity=medium|EmoExpression::markable_4::EmoExpression=True|EmoExpression::markable_4::Polarity=positive|Sentiment::markable_1::Sentiment=True
311949413125849089	neutral	RT @teresaeder: Kommentar aus dem Jahr 2011 über den neuen Papst: http://t.co/UuOdY2ayoa #klingtnichtgut	RT @teresaeder: Kommentar aus die Jahr @card@ über die neu Papst: http://t.co/UuOdY2ayoa #klingtnichtgut	NE ADJA NN APPR ART NN CARD APPR ART ADJA NN NN NN	0/-- 1/PNC 0/-- 3/MNR 6/NK 4/NK 6/NK 12/MNR 11/NK 11/NK 8/NK 3/PAR 12/NK	case=nom|*=True|num=sg *=True|pos=True case=nom|gender=masc|num=sg _ case=dat|gender=neut|num=sg case=dat|gender=neut|num=sg _ _ case=acc|gender=masc|num=sg case=acc|gender=masc|num=sg|pos=True case=acc|gender=masc|num=sg case=acc|gender=masc|num=sg case=nom|gender=neut|num=sg
312111164643479552	neutral	RT @monettenom: Auf einen Blick: Warum der Papst auch keine Reformen durchführen wird. http://t.co/u5Vw7SqqFt	RT @monettenom: auf eine Blick: warum die Papst auch keine Reform durchfahren|durchführen wird. http://t.co/u5Vw7SqqFt	NE NN APPR ART NN PWAV ART NN ADV PIAT NN VVFIN ADJA NN	2/AG 0/-- 12/MO 5/NK 3/NK 8/MO 8/NK 5/MNR 11/MO 11/NK 8/AG 0/-- 14/NK 12/OA	case=nom|gender=neut|num=sg case=nom|gender=neut|num=sg _ case=acc|gender=masc|num=sg case=acc|gender=masc|num=sg _ case=dat|gender=fem|num=sg case=dat|gender=fem|num=sg _ case=acc|gender=fem|num=pl case=acc|gender=fem|num=pl _ case=nom|gender=fem|num=pl|pos=True case=nom|gender=fem|num=pl
311881379522674688	negative	RT @WolfgangMichal: Noch ein halbes Jahr schwarzer Rauch - das wäre es! Könnte man täglich nach dem Dax und vor dem Wetter kommentieren #P ...	RT @WolfgangMichal: noch eine halb Jahr schwarz Rauch - die sein es! können man täglich nach die Dax und vor die Wetter kommentieren #P ...	NE NN ADV ART ADJA NN ADJA NN $( PDS VAFIN ADJD VVFIN PIS ADJD APPR ART NE KON APPR ART NN VVFIN NN $.	2/AG 0/-- 6/MO 6/NK 6/NK 7/MO 8/NK 10/RE 8/-- 11/SB 0/-- 11/PD 23/MO 13/SB 13/MO 13/MO 18/NK 16/NK 16/CD 19/CJ 22/NK 20/NK 0/-- 23/OA 24/--	case=nom|gender=neut|num=sg case=nom|gender=neut|num=sg _ case=acc|gender=neut|num=sg case=acc|gender=neut|num=sg|pos=True case=acc|gender=neut|num=sg case=nom|EmoExpression::markable_104012645::Uncertain=false|EmoExpression::markable_104012645::Polarity=negative|EmoExpression::markable_104012645::Sarcasm=false|gender=masc|pos=True|num=sg|EmoExpression::markable_104012645::Intensity=medium|EmoExpression::markable_104012645::SubjectiveFact=true|EmoExpression::markable_104012645::EmoExpression=True case=nom|gender=masc|num=sg|EmoExpression::markable_104012645::EmoExpression=True _ case=nom|gender=neut|num=sg pers=3|num=sg|tense=past|mood=subj _ pers=3|num=sg|tense=past|mood=subj case=nom|*=True|num=sg pos=True _ case=dat|gender=neut|num=sg case=dat|gender=neut|num=sg _ _ case=dat|gender=neut|num=sg case=dat|gender=neut|num=sg _ gender=neut|*=True|num=sg _
311913563398737920	neutral	Neuer Papst in Rom gewählt: Nachdem am Mittwochabend im fünften Wahlgang ein neuer Papst gewählt worden ist, s... http://t.co/SQmIIR02ZY	neu Papst in Rom gewählt: nachdem an Mittwochabend in fünft Wahlgang eine neu Papst wählen werden ist, s... http://t.co/SQmIIR02ZY	ADJA NN APPR NE VVFIN KOUS APPRART NN APPRART ADJA NN ART ADJA NN VVPP VAPP NE ADJA NN	2/NK 5/SB 2/MNR 3/NK 0/-- 17/CP 15/MO 7/NK 15/MO 11/NK 9/NK 14/NK 14/NK 17/SB 16/OC 17/OC 5/SB 5/MO 5/OA	case=nom|gender=masc|num=sg|pos=True case=nom|gender=masc|num=sg _ case=dat|gender=neut|num=sg _ case=dat|gender=neut|num=sg case=dat|gender=neut|num=sg case=dat|gender=neut|num=sg case=dat|gender=neut|num=sg case=dat|gender=masc|num=sg|pos=True case=dat|gender=masc|num=sg case=nom|gender=masc|num=sg case=nom|gender=masc|num=sg|pos=True case=nom|gender=masc|num=sg _ _ _ _ _
311918877049253888	neutral	Franziskus ist der Patron des #Umweltschutzes !! #papst	Franziskus sein die Patron die #Umweltschutzes !! #papst	NE VAFIN ART NN ART NN ADJA NN	2/SB 0/-- 4/NK 2/PD 6/NK 4/AG 2/RS 0/--	case=nom|gender=masc|num=sg pers=3|num=sg|tense=pres|mood=ind case=nom|gender=masc|num=sg case=nom|gender=masc|num=sg case=gen|gender=masc|num=sg case=gen|gender=masc|num=sg case=gen|gender=masc|num=sg|pos=True case=nom|gender=masc|num=sg
312010460285243392	neutral	RT @RZTicker: Sieben Millionen Tweets zur Papst-Wahl http://t.co/zXBuW4UJpZ	RT @RZTicker: sieben Million Tweets zu Papst-Wahl http://t.co/zXBuW4UJpZ	NE ADJD CARD NN NN APPRART NN NN	0/-- 1/PD 4/NMC 0/-- 4/NK 4/MNR 6/NK 4/NK	case=nom|*=True|num=sg pos=True _ case=nom|gender=fem|num=pl case=nom|gender=masc|num=pl case=dat|gender=fem|num=sg case=dat|gender=fem|num=sg case=acc|gender=masc|num=pl
311910829584953347	neutral	RT @zonkinoff: Aber wie werden die Märkte reagieren?!? #papst	RT @zonkinoff: aber wie werden die Markt reagieren?!? #papst	NE NN KON KOKOM VAFIN ART NN ADJA NN	2/AG 0/-- 5/JU 5/CM 0/-- 7/NK 5/SB 5/OC 0/--	case=nom|gender=neut|num=sg case=nom|gender=neut|num=sg _ _ pers=3|num=pl|tense=pres|mood=ind case=nom|gender=masc|num=pl case=nom|gender=masc|num=pl case=nom|gender=neut|num=sg|pos=True case=nom|gender=masc|num=sg
311928054874243072	neutral	Oh wie ale gleich wieder n fass aufmachen weil man übern papst twittert. Meiiine fresse. Kriegt euch wieder ein.	oh wie ale gleich wieder n fassen aufmachen weil man übern papst twittert. Meiiine fresse. kriegen ihr wieder ein.	ITJ KOKOM ADJD ADJD ADV ADJA VVIMP VVFIN KOUS PIS APPRART ADJA NN NE NE VVFIN PPER ADV NE	3/DM 3/CM 4/MO 8/MO 6/MO 4/CC 6/NK 0/-- 11/CP 11/SB 8/MO 13/NK 11/NK 15/PNC 0/-- 0/-- 16/DA 16/MO 16/OA	_ _ _ _ _ _ _ _ _ case=nom|*=True|num=sg pers=3|num=pl|tense=pres|mood=ind pers=3|num=sg|tense=pres|mood=ind case=acc|gender=masc|num=sg case=nom|gender=fem|num=sg case=nom|gender=fem|num=sg pers=3|num=sg|tense=pres|mood=ind case=dat|*=True|num=pl|pers=2 _ case=nom|*=True|num=sg
311926066518319105	positive	RT @papstfranziskus: @medienkuh Gesegnet sei die Medien-KuH! Euer Papst	RT @papstfranziskus: @medienkuh segnen sein die Medien-KuH! euer Papst	NE ADJA NN VVPP VAFIN ART NN PPOSAT NN	2/SB 0/-- 0/-- 5/PD 0/-- 7/NK 5/SB 9/NK 0/--	case=nom|*=True|num=sg case=dat|*=True|num=sg|pos=True case=nom|gender=neut|num=sg Sentiment::markable_129::Intensity=medium|EmoExpression::markable_130::SubjectiveFact=false|Sentiment::markable_129::Sarcasm=false|EmoExpression::markable_130::Sarcasm=false|EmoExpression::markable_130::EmoExpression=True|Sentiment::markable_129::Polarity=positive|Sentiment::markable_129::Sentiment=True|EmoExpression::markable_130::Intensity=medium|EmoExpression::markable_130::Polarity=positive|EmoExpression::markable_130::Uncertain=false pers=3|Sentiment::markable_129::Sentiment=True|num=sg|tense=pres|mood=subj case=nom|gender=fem|Sentiment::markable_129::Sentiment=True|num=sg case=nom|gender=fem|Sentiment::markable_129::Sentiment=True|num=sg case=nom|Target::markable_131::Target=True|num=sg|Sentiment::markable_129::Sentiment=True|*=True|Target::markable_131::Preferred=true|Target::markable_131::Anaphref=empty case=nom|*=True|Sentiment::markable_129::Sentiment=True|num=sg|Target::markable_131::Target=True
311923018349821952	neutral	Wenn ich ihn wäre müessti jetzt zersch mal eis go suufe. #papst	wenn ich er sein müessti jetzt zersch mal eis go suufe. #papst	KOUS PPER PPER VAFIN NE ADV VVFIN ADV PTKVZ XY ADJA NN	4/CP 4/SB 4/PD 7/MO 4/SB 4/MO 0/-- 7/MO 7/SVP 9/NK 9/NK 0/--	_ case=nom|*=True|num=sg|pers=1 case=acc|gender=masc|num=sg|pers=3 pers=3|num=sg|tense=past|mood=subj case=nom|*=True|num=sg _ pers=3|num=sg|tense=past|mood=ind _ _ _ case=dat|gender=neut|num=pl|pos=True case=nom|gender=masc|num=sg
311962386632421376	neutral	RT @vonhorst: Der neue Papst schrieb seine Doktorarbeit in Frankfurt. Ich stand mal im Pissoir des Jesuiten-Seminars dort. Tjaja.	RT @vonhorst: die neu Papst schreiben sein Doktorarbeit in Frankfurt. ich stehen mal in Pissoir die Jesuiten-Seminars dort. Tjaja.	NE NN ART ADJA NN VVFIN PPOSAT NN APPR NE PPER VVFIN ADV APPRART NN ART NN NE NE	2/AG 0/-- 5/NK 5/NK 6/SB 0/-- 8/NK 6/OA 8/MNR 9/NK 12/SB 0/-- 12/MO 12/MO 14/NK 17/NK 15/AG 17/NK 0/--	case=nom|gender=neut|num=sg case=nom|gender=neut|num=sg case=nom|gender=masc|num=sg case=nom|gender=masc|num=sg|pos=True case=nom|gender=masc|num=sg pers=3|num=sg|tense=past|mood=ind case=acc|gender=fem|num=sg case=acc|gender=fem|num=sg _ case=dat|gender=neut|num=sg case=nom|*=True|num=sg|pers=1 pers=1|num=sg|tense=past|mood=ind _ case=dat|gender=masc|num=sg case=dat|gender=masc|num=sg case=gen|gender=masc|num=sg case=gen|gender=masc|num=sg case=nom|gender=masc|num=sg case=nom|*=True|num=sg
311921786386268160	negative	RT @HeikeHaensel: Der neue #Papst spielte eine dubiose Rolle während der Militärdiktatur in #Argentinien	RT @HeikeHaensel: die neu #Papst spielen eine dubios Rolle während die Militärdiktatur in #Argentinien	NE NN ART ADJA NN VVFIN ART ADJA NN APPR ART NN APPR NN	2/AG 0/-- 5/NK 5/NK 6/SB 0/-- 9/NK 9/NK 6/OA 9/MNR 12/NK 10/NK 12/MNR 13/NK	case=nom|gender=neut|num=sg case=nom|gender=neut|num=sg|Sentiment::markable_132::Sentiment=True case=nom|Target::markable_134::Target=True|num=sg|Sentiment::markable_132::Sentiment=True|gender=masc|Target::markable_134::Preferred=true|Target::markable_134::Anaphref=empty case=nom|Target::markable_134::Target=True|num=sg|Sentiment::markable_132::Sentiment=True|gender=masc|pos=True case=nom|gender=masc|Target::markable_134::Target=True|num=sg|Sentiment::markable_132::Sentiment=True pers=3|Sentiment::markable_132::Sentiment=True|num=sg|tense=past|mood=ind case=acc|gender=fem|num=sg|Sentiment::markable_132::Sentiment=True case=acc|EmoExpression::markable_135::Polarity=negative|EmoExpression::markable_135::SubjectiveFact=false|EmoExpression::markable_135::Sarcasm=false|gender=fem|EmoExpression::markable_135::Intensity=medium|pos=True|EmoExpression::markable_135::EmoExpression=True|num=sg|Sentiment::markable_132::Sentiment=True|EmoExpression::markable_135::Uncertain=false case=acc|gender=fem|num=sg|Sentiment::markable_132::Sentiment=True Sentiment::markable_132::Sentiment=True case=dat|gender=fem|num=sg|Sentiment::markable_132::Sentiment=True case=dat|gender=fem|num=sg|Sentiment::markable_132::Sentiment=True Sentiment::markable_132::Sentiment=True case=dat|gender=neut|num=sg|Sentiment::markable_132::Sentiment=True
312185481637003264	neutral	Berlin und Brandenburg begrüssen neuen Papst: Ihren Angaben zufolge leben in Berlin, Brandenburg und Mecklenbur... http://t.co/FKVGfI9vVZ	Berlin und Brandenburg begrüßen neu Papst: ihr Angabe zufolge leben in Berlin, Brandenburg und Mecklenbur... http://t.co/FKVGfI9vVZ	NE KON NE VVFIN ADJA NN PPOSAT NN APPO VVFIN APPR NE NE KON NE NN	4/SB 1/CD 2/CJ 0/-- 6/NK 4/OA 8/NK 9/NK 10/MO 4/CJ 10/MO 13/PNC 11/NK 13/CD 14/CJ 0/--	case=nom|gender=neut|num=sg _ case=nom|gender=neut|num=sg pers=3|num=pl|tense=pres|mood=ind case=acc|gender=masc|num=sg|pos=True case=acc|gender=masc|num=sg case=dat|gender=fem|num=pl case=dat|gender=fem|num=pl _ pers=3|num=pl|tense=pres|mood=ind _ case=dat|gender=neut|num=sg case=dat|gender=neut|num=sg _ case=dat|gender=neut|num=sg case=nom|gender=fem|num=sg
311906010015088640	positive	RT @SPIEGEL_EIL: Konklave: Weist er Rauch! Neuer Papst ist gewählt... http://t.co/20pnZF1DwV	RT @SPIEGEL_EIL: Konklave: weisen er Rauch! neu Papst sein gewählt... http://t.co/20pnZF1DwV	NE ADJA NN VVFIN PPER NN ADJA NN VAFIN NE NE	2/SB 0/-- 4/SB 0/-- 4/SB 4/OA 8/NK 9/PD 0/-- 9/SB 0/--	case=nom|gender=neut|num=sg case=nom|gender=neut|num=sg|pos=True case=nom|gender=masc|num=sg EmoExpression::markable_104012646::Polarity=positive|mood=ind|EmoExpression::markable_104012646::EmoExpression=True|pers=3|num=sg|tense=pres|EmoExpression::markable_104012646::Uncertain=false|EmoExpression::markable_104012646::Intensity=medium|EmoExpression::markable_104012646::Sarcasm=false|EmoExpression::markable_104012646::SubjectiveFact=true case=nom|gender=masc|num=sg|EmoExpression::markable_104012646::EmoExpression=True|pers=3 case=acc|gender=masc|num=sg case=nom|gender=masc|num=sg|pos=True case=nom|gender=masc|num=sg pers=3|num=sg|tense=pres|mood=ind _ _
311926070783901696	neutral	RT @ernke: #Papst Franziskus I. promovierte in Deutschland. Können wir mal bitte die Doktorarbeit nach Plagiaten durchsuchen lassen?	RT @ernke: #Papst Franziskus I. promovieren in Deutschland. Können wir mal bitte die Doktorarbeit nach Plagiat durchsuchen lassen?	NE ADJA NN NE NE VVFIN APPR ADJA NN PPER ADV ADV ART NN APPR NN VVFIN ADJA	0/-- 1/UC 6/SB 5/PNC 3/NK 0/-- 6/MO 7/NK 0/-- 9/SB 9/MO 9/MO 14/NK 17/OA 14/MNR 15/NK 9/CJ 17/MO	case=nom|*=True|num=sg case=nom|*=True|num=sg case=nom|gender=masc|num=sg case=nom|gender=masc|num=sg case=nom|gender=masc|num=sg pers=3|num=sg|tense=past|mood=ind _ case=dat|gender=fem|num=sg|pos=True pers=1|num=pl|tense=pres|mood=ind case=nom|*=True|num=pl|pers=1 _ _ case=acc|gender=fem|num=sg case=acc|gender=fem|num=sg _ case=dat|gender=fem|num=pl _ _
312108112268111873	neutral	Dinge, die die Welt nicht braucht. #papst	Dinge, die die Welt nicht braucht. #papst	NE ART ART NN PTKNEG NE NN	4/SB 4/NK 4/NK 0/-- 6/NG 4/AG 0/--	case=nom|*=True|num=sg|Sentiment::markable_136::Sentiment=True case=acc|gender=fem|num=sg|Sentiment::markable_136::Sentiment=True case=acc|gender=fem|num=sg|Sentiment::markable_136::Sentiment=True case=acc|gender=fem|num=sg|Sentiment::markable_136::Sentiment=True Sentiment::markable_136::Sentiment=True|Negation::markable_138::EmoExpressionRef=emo-expression:markable_137|Negation::markable_138::Negation=True case=gen|*=True|num=sg case=nom|num=sg|Target::markable_139::Preferred=true|gender=masc|Target::markable_139::Target=True|Target::markable_139::Anaphref=empty
311936074001817601	negative	RT @michelreimon: Na also, ein Papst der nicht in der Hitlerjugend war. Und jetzt kommen alle mit Junta. Was wollt ihr, einen Humanisten?	RT @michelreimon: na also, eine Papst die nicht in die Hitlerjugend war. und jetzt kommen alle mit Junta. was wollen ihr, eine Humanisten?	NE ADJA ITJ NE ART NN ART PTKNEG APPR ART NN NE KON ADV VVFIN PIS APPR NE PIS VMFIN ADV ART ADJA	0/-- 1/UC 4/NK 6/SB 6/NK 0/-- 12/NK 12/NG 12/MO 11/NK 9/NK 6/AG 15/JU 15/MO 0/-- 15/SB 15/MO 17/NK 20/SB 0/-- 20/MO 23/NK 20/OC	case=nom|*=True|num=sg case=nom|*=True|num=sg _ case=nom|gender=masc|num=sg case=nom|gender=masc|num=sg case=nom|gender=masc|num=sg case=gen|gender=fem|num=sg _ _ case=dat|gender=fem|num=sg case=dat|EmoExpression::markable_104012647::Polarity=negative|EmoExpression::markable_104012647::Sarcasm=false|gender=fem|EmoExpression::markable_104012647::SubjectiveFact=true|num=sg|EmoExpression::markable_104012647::Uncertain=false|EmoExpression::markable_104012647::Intensity=medium|EmoExpression::markable_104012647::EmoExpression=True case=nom|gender=fem|num=sg _ _ pers=3|num=pl|tense=pres|mood=ind case=nom|*=True|num=pl _ case=dat|*=True|num=sg case=nom|gender=neut|num=sg pers=3|num=sg|tense=pres|mood=ind _ case=acc|gender=masc|num=sg case=acc|gender=masc|num=sg|pos=True
311906167544741889	neutral	@TStrothjohann Den Papstnamen "Florida-Rolf" hatte wohl niemand auf dem Zettel. #papst #zeit	@TStrothjohann die Papstnamen "Florida-Rolf" haben wohl niemand auf die Zettel. #papst #zeit	NN ART NN NN VAFIN ADV PIS APPR ART NN NN NN	0/-- 3/NK 5/SB 3/NK 0/-- 5/MO 5/SB 5/MO 10/NK 8/NK 0/-- 11/NK	case=nom|gender=fem|num=sg *=True case=nom|gender=neut|num=sg case=nom|gender=neut|num=sg pers=3|num=sg|tense=past|mood=ind _ case=nom|gender=masc|num=sg _ case=dat|gender=masc|num=sg case=dat|gender=masc|num=sg case=nom|gender=masc|num=sg case=nom|gender=masc|num=sg
312150328940306432	positive	Neuer Papst: Franziskus würdigt Vorgänger Benedikt mit Besuch: Den Vormittag seines ersten Tages als Papst ver... http://t.co/aq3kFpzGHa	neu Papst: Franziskus würdigen Vorgänger Benedikt mit Besuch: die Vormittag sein erst Tag als Papst ver... http://t.co/aq3kFpzGHa	ADJA NN NE VVFIN NN NE APPR NN ART NN PPOSAT ADJA NN KOKOM NN ADJA NN	2/NK 4/SB 2/NK 0/-- 4/SB 5/NK 4/MO 7/NK 10/NK 4/OA 13/NK 13/NK 10/AG 16/MO 14/NK 4/MO 0/--	case=nom|gender=masc|num=sg|pos=True case=nom|gender=masc|num=sg case=nom|gender=masc|num=sg mood=ind|EmoExpression::markable_104012648::Sarcasm=false|EmoExpression::markable_104012648::EmoExpression=True|EmoExpression::markable_104012648::SubjectiveFact=false|EmoExpression::markable_104012648::Polarity=positive|pers=3|num=sg|tense=pres|EmoExpression::markable_104012648::Uncertain=false|EmoExpression::markable_104012648::Intensity=medium case=nom|gender=masc|num=sg case=nom|gender=masc|num=sg _ case=dat|gender=fem|num=sg case=acc|gender=masc|num=sg case=acc|gender=masc|num=sg case=gen|gender=masc|num=sg case=gen|gender=masc|num=sg|pos=True case=gen|gender=masc|num=sg _ case=nom|gender=masc|num=sg case=nom|gender=masc|num=sg|pos=True case=nom|gender=fem|num=sg
312159985931022336	neutral	http://t.co/Uz4VWvQADt #news Franziskus: Sein erster Tag als Papst - Spiegel Online http://t.co/Arf096pIeo	http://t.co/Uz4VWvQADt #news Franziskus: sein erst Tag als Papst - Spiegel Online http://t.co/Arf096pIeo	NN NN NE PPOSAT ADJA NN KOKOM NN $( NN NE NN	0/-- 3/PNC 1/NK 6/NK 6/NK 1/CJ 8/CM 6/CC 8/-- 8/CJ 12/PNC 10/NK	case=nom|gender=masc|num=sg case=nom|gender=masc|num=sg case=nom|gender=masc|num=sg case=nom|gender=masc|num=sg case=nom|gender=masc|num=sg|pos=True case=nom|gender=masc|num=sg _ case=nom|gender=masc|num=sg _ case=nom|gender=masc|num=sg case=nom|gender=masc|num=sg case=nom|gender=masc|num=sg
311901203841818624	neutral	Odilo Scherer: "Er wäre in gewisser Hinsicht ein deutscher Papst" http://t.co/NwJBnwQpIN	Odilo Scherer: "Er sein in gewiss Hinsicht eine deutsch Papst" http://t.co/NwJBnwQpIN	NE ADJA NN VAFIN APPR ADJA NN ART ADJA NN NN	3/AG 3/NK 4/SB 0/-- 4/MO 7/NK 5/NK 10/NK 10/NK 4/SB 4/PD	case=nom|gender=masc|num=sg case=nom|gender=masc|num=sg|pos=True case=nom|gender=masc|num=sg pers=3|num=sg|tense=past|mood=subj _ case=dat|gender=fem|num=sg|pos=True case=dat|gender=fem|num=sg case=nom|gender=masc|num=sg case=nom|gender=masc|num=sg|pos=True case=nom|gender=masc|num=sg case=nom|gender=masc|num=sg
312184299573084160	neutral	++epd-Newsticker++ Reinhard Marx: "Der Herr selbst leitet seine Kirche" - Deutsche Kardinäle beeindruckt vom neuen Papst und seine... ++	++epd-Newsticker++ Reinhard Marx: "Der Herr selbst leiten sein Kirche" - deutsch Kardinal beeindrucken von neu Papst und seine... ++	NN NE ADJA NN NN ADV VVFIN PPOSAT NN $( ADJA NN VVFIN APPRART ADJA NN KON ADJA ADJA	7/SB 1/NK 4/NK 1/PAR 4/NK 1/MNR 0/-- 9/NK 7/OA 9/-- 12/NK 13/SB 7/CJ 13/MO 16/NK 14/NK 13/CD 17/CJ 0/--	case=nom|gender=masc|num=sg case=nom|gender=masc|num=sg case=nom|gender=masc|num=sg case=nom|gender=masc|num=sg case=nom|gender=masc|num=sg _ pers=3|num=sg|tense=pres|mood=ind case=acc|gender=fem|num=sg case=acc|gender=fem|num=sg _ case=acc|gender=neut|num=pl|pos=True case=acc|gender=neut|num=pl _ case=dat|gender=masc|num=sg case=dat|gender=masc|num=sg|pos=True case=dat|gender=masc|num=sg _ case=nom|*=True|num=pl|pos=True _
311918302974865409	neutral	Juchuuu, ich habe einen Papst zum Geburtstag bekommen.	Juchuuu, ich haben eine Papst zu Geburtstag bekommen.	NE PPER VAFIN ART NN APPRART NN NE	3/SB 3/SB 0/-- 5/NK 3/OA 5/MNR 6/NK 7/NK	pers=1|num=sg|tense=pres|mood=ind case=nom|*=True|num=sg|pers=1 pers=1|num=sg|tense=pres|mood=ind case=acc|gender=masc|num=sg case=acc|gender=masc|num=sg case=dat|gender=masc|num=sg case=dat|gender=masc|num=sg case=nom|gender=neut|num=sg
