332946021107769344	neutral	Grüne stellen Bedingungen für Koalition in Salzburg zB aus für Wasserkraft. Energieautonomie ade!	Grüne stellen Bedingung für Koalition in Salzburg zB aus für Wasserkraft. Energieautonomie ade!	NN VVFIN NN APPR NN APPR NE VVFIN APPR APPR NN NN ADJA	2/SB 0/-- 2/OA 3/MNR 4/NK 5/MNR 6/NK 2/SVP 2/SVP 2/MO 10/NK 0/-- 12/NK	case=nom|*=True|num=pl pers=3|num=pl|tense=pres|mood=ind case=acc|gender=fem|num=pl _ case=acc|gender=fem|num=sg _ case=dat|gender=neut|num=sg pers=3|num=sg|tense=past|mood=ind _ _ case=acc|gender=masc|num=sg case=nom|gender=fem|num=sg case=nom|gender=fem|num=sg|pos=True
336209479173541888	positive	Eilmeldung: Peer Steinbrück wünscht sich Lena zur Verkündung des Wahlsiegers der Bundestagswahl 2013.	Eilmeldung: Peer Steinbrück wünschen sich Lena zu Verkündung die Wahlsieger die Bundestagswahl @ord@	NN NE NN VVFIN PRF NE APPRART NN ART NN ART NN ADJA	4/SB 3/PNC 1/NK 0/-- 4/DA 4/SB 4/OP 7/NK 10/NK 8/AG 12/NK 10/AG 8/MNR	case=nom|gender=masc|num=sg case=nom|Sentiment::markable_136::Sentiment=True|Sentiment::markable_136::Polarity=positive|gender=masc|num=sg|Sentiment::markable_136::Intensity=medium|Source::markable_137::Source=True|Sentiment::markable_136::Sarcasm=false|Source::markable_137::Anaphref=empty case=nom|gender=masc|num=sg|Sentiment::markable_136::Sentiment=True|Source::markable_137::Source=True EmoExpression::markable_138::Uncertain=false|Sentiment::markable_136::Sentiment=True|mood=ind|EmoExpression::markable_138::Sarcasm=false|pers=3|EmoExpression::markable_138::EmoExpression=True|num=sg|tense=pres|EmoExpression::markable_138::Intensity=medium|EmoExpression::markable_138::Polarity=positive|EmoExpression::markable_138::SubjectiveFact=false case=dat|pers=3|EmoExpression::markable_138::EmoExpression=True|num=sg|Sentiment::markable_136::Sentiment=True case=nom|Sentiment::markable_136::Sentiment=True|num=sg|Target::markable_139::Preferred=true|Target::markable_139::Target=True|*=True|Target::markable_139::Anaphref=empty case=dat|gender=fem|num=sg|Sentiment::markable_136::Sentiment=True case=dat|gender=fem|num=sg|Sentiment::markable_136::Sentiment=True case=gen|gender=masc|num=sg|Sentiment::markable_136::Sentiment=True case=gen|EmoExpression::markable_104013616::Uncertain=false|EmoExpression::markable_104013616::Intensity=medium|EmoExpression::markable_104013616::Sarcasm=false|EmoExpression::markable_104013616::Polarity=positive|gender=masc|Sentiment::markable_136::Sentiment=True|EmoExpression::markable_104013616::EmoExpression=True|num=sg|EmoExpression::markable_104013616::SubjectiveFact=true case=gen|gender=fem|num=sg|Sentiment::markable_136::Sentiment=True case=gen|gender=fem|num=sg|Sentiment::markable_136::Sentiment=True case=gen|gender=masc|num=sg|pos=True
318565787872931840	neutral	Tarnkappen-Technik - USA schicken F-22-Kampfjets nach Südkorea %Link via %User	Tarnkappen-Technik - USA schick F-22-Kampfjets nach Südkorea %Link via %User	NN $( NE ADJA NN APPR NE XY APPR NE	0/-- 3/-- 0/-- 5/NK 3/APP 5/MNR 6/NK 3/PAR 3/MO 9/NK	case=nom|gender=fem|num=sg _ case=nom|gender=masc|num=pl case=nom|gender=masc|num=pl|pos=True case=nom|gender=masc|num=pl _ case=dat|gender=neut|num=sg case=dat|gender=neut|num=sg _ case=dat|gender=neut|num=sg
334045203323293696	neutral	actuell FDP-Entwicklungsminister - Niebel-Cousin geht zur AfD: Ein Cousin von Entwicklungsminister Ni...	actuell FDP-Entwicklungsminister - Niebel-Cousin gehen zu AfD: eine Cousin von Entwicklungsminister Ni...	ADJD NN $( NN VVFIN APPRART NN ART NN APPR NN ADJA	2/MO 5/SB 2/-- 2/CJ 0/-- 5/MO 6/NK 9/NK 5/SB 9/PG 10/NK 11/NK	pos=True case=nom|gender=masc|num=sg _ case=nom|gender=fem|num=sg pers=3|num=sg|tense=pres|mood=ind case=dat|gender=fem|num=sg case=dat|gender=fem|num=sg case=nom|gender=neut|num=sg case=nom|gender=neut|num=sg _ case=dat|gender=masc|num=sg case=dat|gender=masc|num=sg|pos=True
332246319240470528	neutral	Ohio Das Gefängnis im Wohnviertel - FAZ - Frankfurter Allgemeine Zeitung: euronewsOhio Das G... %Link politik society	Ohio die Gefängnis in Wohnviertel - FAZ - Frankfurter allgemein Zeitung: euronewsOhio die G... %Link politik society	NE ART NN APPRART NN $( NE $( ADJA ADJA NN NE ART NE XY ADJA NN	3/SB 3/NK 0/-- 3/MNR 4/NK 7/-- 0/-- 7/-- 11/NK 11/NK 7/PAR 16/ADC 12/APP 12/AG 12/PNC 17/NK 11/NK	case=nom|gender=neut|num=sg case=nom|gender=neut|num=sg case=nom|gender=neut|num=sg case=dat|gender=neut|num=sg case=dat|gender=neut|num=sg _ case=nom|gender=masc|num=sg _ *=True|pos=True case=nom|gender=fem|num=sg|pos=True case=nom|gender=fem|num=sg *=True case=acc|gender=neut|num=sg *=True *=True *=True *=True
320096412199174146	mixed	Steinbrück will getrennten Sportunterricht für muslimische Kinder. Das widerspricht fundamental allen Freiheitswerten. SPD = unwählbar	Steinbrück wollen getrennt Sportunterricht für muslimisch Kinder. die widersprechen fundamental alle Freiheitswerten. SPD = unwählbar	NN VMFIN ADJA NN APPR ADJA NN PDS VVFIN ADJD PIAT NE NE $( ADJD	2/SB 0/-- 4/NK 2/SB 4/MNR 7/NK 5/NK 9/SB 0/-- 9/MO 12/NK 9/OA 0/-- 13/-- 13/PD	Source::markable_140::Source=True|Source::markable_140::Anaphref=empty|Sentiment::markable_144::Intensity=medium|num=sg|Sentiment::markable_144::Sentiment=True|Sentiment::markable_140::Intensity=medium|case=nom|Sentiment::markable_144::Polarity=negative|Sentiment::markable_144::Sarcasm=false|Sentiment::markable_140::Sentiment=True|gender=neut|Target::markable_144::Preferred=true|Sentiment::markable_140::Sarcasm=false|Target::markable_144::Target=True|Sentiment::markable_140::Polarity=positive|Target::markable_144::Anaphref=empty mood=ind|Sentiment::markable_140::Sentiment=True|EmoExpression::markable_140::Uncertain=false|pers=3|EmoExpression::markable_140::Polarity=positive|num=sg|tense=pres|Sentiment::markable_144::Sentiment=True|EmoExpression::markable_140::Sarcasm=false|EmoExpression::markable_140::EmoExpression=True|EmoExpression::markable_140::SubjectiveFact=false|EmoExpression::markable_140::Intensity=medium|Target::markable_144::Target=True case=dat|Target::markable_140::Preferred=true|gender=fem|pos=True|Target::markable_140::Target=True|Sentiment::markable_140::Sentiment=True|num=sg|Sentiment::markable_144::Sentiment=True|Target::markable_140::Anaphref=empty|Target::markable_144::Target=True case=dat|Sentiment::markable_140::Sentiment=True|num=sg|Sentiment::markable_144::Sentiment=True|gender=fem|Target::markable_144::Target=True|Target::markable_140::Target=True Sentiment::markable_140::Sentiment=True|Target::markable_144::Target=True|Sentiment::markable_144::Sentiment=True|Target::markable_140::Target=True case=acc|gender=fem|pos=True|Target::markable_140::Target=True|Sentiment::markable_140::Sentiment=True|num=sg|Sentiment::markable_144::Sentiment=True|Target::markable_144::Target=True case=acc|gender=fem|num=sg|Sentiment::markable_144::Sentiment=True case=nom|gender=neut|num=sg|Sentiment::markable_144::Sentiment=True EmoExpression::markable_144::Sarcasm=false|EmoExpression::markable_144::Uncertain=false|mood=ind|EmoExpression::markable_144::Polarity=negative|EmoExpression::markable_144::SubjectiveFact=false|pers=3|num=sg|tense=pres|EmoExpression::markable_144::Intensity=medium|EmoExpression::markable_144::EmoExpression=True|Sentiment::markable_144::Sentiment=True Intensifier::markable_146::EmoExpressionRef=emo-expression:markable_145|Intensifier::markable_146::Degree=medium|pos=True|Intensifier::markable_146::Intensifier=True|Sentiment::markable_144::Sentiment=True gender=fem|*=True|num=pl|Sentiment::markable_144::Sentiment=True case=nom|gender=neut|num=sg|Sentiment::markable_144::Sentiment=True case=nom|gender=fem|num=sg _ EmoExpression::markable_104013617::Intensity=medium|EmoExpression::markable_104013617::SubjectiveFact=false|EmoExpression::markable_104013617::EmoExpression=True|EmoExpression::markable_104013617::Polarity=negative|pos=True|EmoExpression::markable_104013617::Sarcasm=false|EmoExpression::markable_104013617::Uncertain=false
332280551983677441	neutral	Gabriel und das Tempolimit - Wahlkampf auf eigene Rechnung: Mitten im Vorwahlkampf hat SPD-Chef Sigmar Gabri...	Gabriel und die Tempolimit - Wahlkampf auf eigen Rechnung: mitten in Vorwahlkampf haben SPD-Chef Sigmar Gabri...	NE KON ART NN $( NN APPR ADJA NN ADV APPRART NN VAFIN NN NE NE	13/SB 1/CD 4/NK 2/CJ 4/-- 4/NK 6/MNR 9/NK 7/NK 11/MO 9/MNR 11/NK 0/-- 13/SB 16/PNC 14/NK	case=nom|*=True|num=sg _ case=acc|gender=neut|num=sg case=acc|gender=neut|num=sg _ case=acc|gender=masc|num=sg _ case=acc|gender=fem|num=sg|pos=True case=acc|gender=fem|num=sg _ case=dat|gender=masc|num=sg case=dat|gender=masc|num=sg pers=3|num=sg|tense=pres|mood=ind case=nom|gender=masc|num=sg case=nom|gender=masc|num=sg case=nom|gender=masc|num=sg
337413125429157891	positive	Ehrung für Merkel - keine leichte Entscheidung	Ehrung für Merkel - keine leicht Entscheidung	NN APPR NE $( PIAT ADJA NN	0/-- 1/MNR 2/NK 3/-- 7/NK 7/NK 1/CJ	case=nom|EmoExpression::markable_149::Uncertain=false|Sentiment::markable_148::Intensity=medium|EmoExpression::markable_149::Polarity=positive|gender=fem|EmoExpression::markable_149::SubjectiveFact=false|EmoExpression::markable_149::Sarcasm=false|num=sg|EmoExpression::markable_149::EmoExpression=True|Sentiment::markable_148::Sentiment=True|Sentiment::markable_148::Sarcasm=false|Sentiment::markable_148::Polarity=positive|EmoExpression::markable_149::Intensity=medium Sentiment::markable_148::Sentiment=True case=acc|Target::markable_150::Anaphref=empty|num=sg|Sentiment::markable_148::Sentiment=True|*=True|Target::markable_150::Target=True|Target::markable_150::Preferred=true _ case=acc|Sentiment::markable_151::Sarcasm=false|Target::markable_152::Target=True|Negation::markable_154::Negation=True|Sentiment::markable_151::Polarity=positive|gender=fem|Target::markable_152::Preferred=true|Negation::markable_154::EmoExpressionRef=emo-expression:markable_153|num=sg|Sentiment::markable_151::Intensity=medium|Target::markable_152::Anaphref=empty|Sentiment::markable_151::Sentiment=True case=acc|Target::markable_152::Target=True|EmoExpression::markable_153::Uncertain=false|gender=fem|pos=True|EmoExpression::markable_153::SubjectiveFact=false|EmoExpression::markable_153::Polarity=positive|num=sg|EmoExpression::markable_153::Sarcasm=false|EmoExpression::markable_153::EmoExpression=True|EmoExpression::markable_153::Intensity=medium|Sentiment::markable_151::Sentiment=True case=acc|gender=fem|Target::markable_152::Target=True|num=sg|Sentiment::markable_151::Sentiment=True
337294998791942145	positive	Laut Forbes ist Merkel wieder mächtigste Frau der Welt. Zum wievielten Mal eigentlich?	laut Forbes sein Merkel wieder mächtig Frau die Welt. zu <UNKNOWN> Mal eigentlich?	APPR NN VAFIN NE ADV ADJA NN ART NN APPRART ADJA NN ADJA	3/MO 1/NK 0/-- 3/SB 3/MO 7/NK 3/PD 9/NK 7/AG 13/MO 12/NK 10/NK 0/--	Sentiment::markable_155::Sarcasm=false|Sentiment::markable_155::Polarity=positive|Sentiment::markable_155::Sentiment=True|Sentiment::markable_155::Intensity=strong case=dat|num=sg|Source::markable_156::Source=True|*=True|Sentiment::markable_155::Sentiment=True|Source::markable_156::Anaphref=empty pers=3|Sentiment::markable_155::Sentiment=True|num=sg|tense=pres|mood=ind case=nom|num=sg|Target::markable_157::Target=True|gender=neut|Target::markable_157::Anaphref=empty|Sentiment::markable_155::Sentiment=True|Target::markable_157::Preferred=true Sentiment::markable_155::Sentiment=True case=nom|EmoExpression::markable_158::SubjectiveFact=false|gender=masc|EmoExpression::markable_158::Sarcasm=false|Sentiment::markable_155::Sentiment=True|num=sg|EmoExpression::markable_158::Intensity=strong|EmoExpression::markable_158::Uncertain=false|sup=True|EmoExpression::markable_158::EmoExpression=True|EmoExpression::markable_158::Polarity=positive case=nom|gender=fem|num=sg|Sentiment::markable_155::Sentiment=True case=gen|gender=fem|num=sg|Sentiment::markable_155::Sentiment=True case=gen|gender=fem|num=sg|Sentiment::markable_155::Sentiment=True case=dat|gender=neut|num=sg case=dat|gender=neut|num=sg|pos=True case=dat|gender=neut|num=sg case=dat|gender=neut|num=sg|pos=True
326151031769690112	positive	EU-Aussenminister wollen Syrien-Sanktionen lockern: Die EU-Aussenminister werden heute vermutlich einvernehmlich...	EU-Außenminister wollen Syrien-Sanktionen lockern: die EU-Außenminister werden heute vermutlich einvernehmlich...	NN VMFIN NN VVFIN ART NN VAFIN ADV ADV ADJA	2/SB 0/-- 4/OA 2/OC 6/NK 7/SB 4/CJ 10/MO 10/MO 7/OC	case=nom|gender=masc|num=pl|Source::markable_160::Source=True|Sentiment::markable_159::Sentiment=True mood=ind|EmoExpression::markable_161::Polarity=positive|EmoExpression::markable_161::Intensity=medium|EmoExpression::markable_161::Uncertain=false|EmoExpression::markable_161::Sarcasm=false|EmoExpression::markable_161::SubjectiveFact=false|pers=3|num=pl|tense=pres|Sentiment::markable_159::Sentiment=True|EmoExpression::markable_161::EmoExpression=True case=acc|gender=fem|num=pl|Target::markable_162::Target=True|Sentiment::markable_159::Sentiment=True _ case=nom|gender=neut|num=pl case=nom|gender=neut|num=pl pers=3|num=pl|tense=pres|mood=ind _ _ _
335512737801203712	neutral	Der Hauptgrund für die SVP ist natürlich die Abwahl von Bundesrat Blocher. Aber ob das reicht...? srfarena	die Hauptgrund für die SVP sein natürlich die Abwahl von Bundesrat Blocher. aber ob die reicht...? srfarena	ART NN APPR ART NN VAFIN ADV ART NN APPR NN NE KON APPR ART ADJA NN	2/NK 6/SB 2/MNR 5/NK 3/NK 0/-- 6/MO 9/NK 6/SB 9/PG 10/NK 11/NK 16/JU 16/MNR 16/NK 0/-- 0/--	case=nom|gender=masc|num=sg case=nom|gender=masc|num=sg _ case=acc|gender=fem|num=sg case=acc|gender=fem|num=sg pers=3|num=sg|tense=pres|mood=ind _ case=nom|gender=fem|num=sg case=nom|gender=fem|num=sg _ case=dat|gender=masc|num=sg case=dat|gender=masc|num=sg _ _ case=acc|gender=neut|num=sg case=acc|gender=neut|num=sg|pos=True _
333691385607749632	positive	Die Grünen finanzierten in den 80er Jahren eine Initiative, die Sex mit Kindern legalisieren wollte...	die Grüne finanzieren in die 80er Jahr eine Initiative, die Sex mit Kind legalisieren wollte...	ART NN VVFIN APPR ART ADJA NN ART NE ART NN APPR NN VVFIN ADJA	2/NK 3/SB 0/-- 3/MO 7/NK 7/NK 4/NK 9/NK 3/OA 11/NK 14/OA 11/MNR 12/NK 3/CJ 14/MO	case=nom|Sentiment::markable_164::Sarcasm=false|Sentiment::markable_164::Polarity=positive|Source::markable_165::Source=True|*=True|num=pl|Sentiment::markable_164::Intensity=medium|Source::markable_165::Anaphref=empty|Sentiment::markable_164::Sentiment=True case=nom|*=True|num=pl|Source::markable_165::Source=True|Sentiment::markable_164::Sentiment=True pers=3|num=pl|tense=past|mood=ind|Sentiment::markable_164::Sentiment=True Sentiment::markable_164::Sentiment=True case=dat|gender=neut|num=pl|Sentiment::markable_164::Sentiment=True *=True|pos=True|Sentiment::markable_164::Sentiment=True case=dat|gender=neut|num=pl|Sentiment::markable_164::Sentiment=True case=nom|gender=fem|num=sg|Sentiment::markable_164::Sentiment=True case=nom|gender=fem|num=sg|Sentiment::markable_164::Sentiment=True case=nom|gender=fem|num=sg|Sentiment::markable_164::Sentiment=True case=nom|Target::markable_166::Preferred=true|num=sg|Target::markable_166::Anaphref=empty|gender=fem|Target::markable_166::Target=True|Sentiment::markable_164::Sentiment=True Target::markable_166::Target=True|Sentiment::markable_164::Sentiment=True case=dat|gender=neut|num=pl|Target::markable_166::Target=True|Sentiment::markable_164::Sentiment=True Target::markable_166::Target=True|Sentiment::markable_164::Sentiment=True case=dat|gender=neut|num=pl|pos=True
319212589806673921	negative	Was habe ich gelesen? Jeder der unnützen EU-Abgeordneten kostet uns 1,2 mio. Euro im Jahr? Passt ins Bild.	was haben ich gelesen? jede die unnütz EU-Abgeordneten kosten wir 1,2 mio. Euro in Jahr? passen in Bild.	PIS VAFIN PPER ADJD PIS ART ADJA NN VVFIN PPER CARD ADJA NN APPRART NN VVFIN APPRART ADJA	2/OA 0/-- 2/SB 2/MO 9/SB 8/NK 8/NK 5/AG 0/-- 9/DA 12/MO 9/MO 0/-- 13/MNR 14/NK 0/-- 16/MO 17/NK	case=acc|gender=neut|num=sg pers=1|num=sg|tense=pres|mood=ind case=nom|*=True|num=sg|pers=1 pos=True case=nom|Target::markable_169::Target=True|Sentiment::markable_168::Sentiment=True|gender=masc|Sentiment::markable_168::Polarity=negative|Sentiment::markable_168::Sarcasm=false|Target::markable_169::Preferred=true|num=sg|Sentiment::markable_168::Intensity=medium|Target::markable_169::Anaphref=empty case=nom|gender=masc|Sentiment::markable_168::Sentiment=True|num=sg|Target::markable_169::Target=True case=gen|Target::markable_169::Target=True|Sentiment::markable_168::Sentiment=True|EmoExpression::markable_170::Uncertain=false|EmoExpression::markable_170::Polarity=negative|*=True|pos=True|EmoExpression::markable_170::EmoExpression=True|EmoExpression::markable_170::Sarcasm=false|EmoExpression::markable_170::SubjectiveFact=false|EmoExpression::markable_170::Intensity=medium case=gen|Target::markable_169::Target=True|Sentiment::markable_168::Sentiment=True|*=True pers=3|num=sg|tense=pres|mood=ind case=acc|*=True|num=pl|pers=1 _ case=dat|gender=masc|num=sg|pos=True case=nom|*=True|num=sg case=dat|gender=neut|num=sg case=dat|gender=neut|num=sg pers=3|num=sg|tense=pres|mood=ind case=acc|gender=neut|num=sg case=acc|gender=neut|num=sg|pos=True
322911041778495489	positive	STZ: Stuttgarter Zeitung: Minister Schmid will Chef der Bauabteilung auswechseln	STZ: Stuttgarter Zeitung: Minister Schmid wollen Chef die Bauabteilung auswechseln	NN ADJA NN NN NE VMFIN NN ART NN VVFIN	6/SB 3/NK 1/MNR 3/NK 4/NK 0/-- 10/OA 9/NK 7/AG 6/OC	case=nom|gender=fem|num=sg *=True|pos=True case=nom|gender=fem|num=sg case=nom|Source::markable_173::Anaphref=empty|Sentiment::markable_172::Sentiment=True|gender=masc|Sentiment::markable_172::Intensity=medium|Source::markable_173::Source=True|num=sg|Sentiment::markable_172::Polarity=positive|Sentiment::markable_172::Sarcasm=false case=nom|gender=masc|num=sg|Sentiment::markable_172::Sentiment=True|Source::markable_173::Source=True pers=3|Source::markable_174::Source=True|num=sg|tense=pres|mood=ind|Source::markable_174::Anaphref=empty|Sentiment::markable_172::Sentiment=True case=nom|Target::markable_175::Anaphref=empty|num=sg|Target::markable_175::Preferred=true|Sentiment::markable_172::Sentiment=True|gender=masc|Target::markable_175::Target=True case=gen|gender=fem|Target::markable_175::Target=True|num=sg|Sentiment::markable_172::Sentiment=True case=gen|gender=fem|Target::markable_175::Target=True|num=sg|Sentiment::markable_172::Sentiment=True Sentiment::markable_172::Sentiment=True|Target::markable_175::Target=True
320040177160581120	negative	Stochern im Nebel: BND scannt Millionen Mails und SMS %Link Politik	Stocher|Stochern in Nebel: BND scannen Million Mails und SMS %Link Politik	NN APPRART NN NE VVFIN NN NN KON NE XY NN	5/SB 1/MNR 2/NK 3/NK 0/-- 5/OA 6/NK 7/CD 8/CJ 6/NK 6/NK	case=dat|EmoExpression::markable_104013620::Sarcasm=false|EmoExpression::markable_104013620::EmoExpression=True|EmoExpression::markable_104013620::SubjectiveFact=false|gender=masc|EmoExpression::markable_104013620::Polarity=negative|num=pl|EmoExpression::markable_104013620::Uncertain=false|EmoExpression::markable_104013620::Intensity=medium case=dat|gender=masc|num=sg|EmoExpression::markable_104013620::EmoExpression=True case=dat|gender=masc|num=sg case=nom|gender=masc|num=sg pers=3|num=sg|tense=pres|mood=ind case=acc|gender=fem|num=pl _ _ *=True *=True case=nom|gender=fem|num=sg
333067331708264449	neutral	Würde Frau Merkel mir im öffentlich rechtlichen Fernsehen ein Interview gebenAls NOTAR+Zeuge Peter Scholl Latour CDU CSU	Würde Frau Merkel ich in öffentlich rechtlich Fernsehen eine Interview gebenAls NOTAR+Zeuge Peter Scholl Latour CDU CSU	NN NN NE PRF APPRART ADJD ADJA NN ART NN NN NN NE NE NN NE NE	0/-- 1/NK 2/NK 2/OA2 10/MO 7/MO 8/NK 5/NK 10/NK 1/CJ 10/NK 15/AG 14/PNC 12/NK 10/APP 17/PNC 15/NK	case=nom|gender=fem|num=sg case=nom|gender=fem|num=sg case=nom|gender=fem|num=sg case=dat|*=True|num=sg|pers=1 case=dat|gender=masc|num=sg pos=True gender=fem|*=True|num=pl case=nom|gender=neut|num=sg case=nom|gender=neut|num=sg case=nom|gender=neut|num=sg _ case=nom|gender=masc|num=sg case=nom|gender=masc|num=sg case=nom|gender=masc|num=sg case=nom|gender=masc|num=sg case=nom|gender=fem|num=sg case=nom|gender=fem|num=sg
336203665176145920	neutral	Heute vor 20 Jahren wird HeideSimonis Deutschlands erste Ministerpräsidentin: %Link 150JahreSPD SPD	heute vor 20 Jahr werden HeideSimonis Deutschland erst Ministerpräsidentin: %Link 150JahreSPD SPD	ADV APPR CARD NN VAFIN NN NE ADJA NN XY NN NE	2/MO 5/MO 4/NK 2/NK 0/-- 5/SB 9/AG 9/NK 12/SB 9/NK 12/NK 6/NK	_ _ _ case=dat|gender=neut|num=pl pers=3|num=sg|tense=pres|mood=ind case=nom|gender=masc|num=sg case=gen|gender=neut|num=sg case=nom|gender=masc|num=sg|pos=True case=nom|gender=masc|num=sg case=nom|gender=fem|num=sg case=nom|gender=fem|num=sg case=nom|gender=fem|num=sg
318445953835220993	mixed	Zwangsabgabe Zyperns Präsident soll Vermögen gerettet haben - ZEIT ONLINE %Link politik news	Zwangsabgabe Zypern Präsident sollen Vermögen retten haben - zeit ONLINE %Link politik news	NN NE NN VMFIN NN VVPP VAFIN $( APPR NN XY ADJA NN	4/SB 3/AG 1/NK 0/-- 6/OA 7/OC 4/OC 7/-- 13/MO 9/NK 10/NK 13/NK 7/OA	case=nom|EmoExpression::markable_104013621::Intensity=medium|gender=fem|EmoExpression::markable_104013621::EmoExpression=True|EmoExpression::markable_104013621::Sarcasm=false|num=sg|EmoExpression::markable_104013621::Polarity=negative|EmoExpression::markable_104013621::SubjectiveFact=false|EmoExpression::markable_104013621::Uncertain=false case=gen|gender=neut|num=sg case=nom|gender=masc|num=sg pers=3|num=sg|tense=pres|mood=ind case=nom|gender=neut|num=sg EmoExpression::markable_104013622::Sarcasm=false|EmoExpression::markable_104013622::Polarity=positive|EmoExpression::markable_104013622::EmoExpression=True|EmoExpression::markable_104013622::Uncertain=false|EmoExpression::markable_104013622::Intensity=medium|EmoExpression::markable_104013622::SubjectiveFact=false _ _ _ *=True *=True *=True *=True
334757638103498752	neutral	was stand denn ausser bremen noch zur wahl? bpt132	was stehen denn außer bremen noch zu wahl? bpt132	PIS VVFIN ADV APPR ADJD ADV APPRART ADJA CARD	2/SB 0/-- 2/MO 2/MO 4/NK 7/MO 2/PAR 7/NK 0/--	case=nom|gender=neut|num=sg pers=3|num=sg|tense=past|mood=ind _ _ pos=True _ case=dat|gender=fem|num=sg case=dat|gender=fem|num=sg _
326098207820115968	neutral	zsa-Vorwahlbefragung: Tiroler Politik hat den Willen zur Zukunftsfähigkeit: Landeshauptmann-Partei ÖVP aus der...	zsa-Vorwahlbefragung: Tiroler Politik haben die Wille zu Zukunftsfähigkeit: Landeshauptmann-Partei ÖVP aus der...	ADJA NN NN VAFIN ART NN APPRART ADJA NN NN APPR ADJA	2/NK 0/-- 4/OA 2/PAR 6/NK 4/OA 6/MNR 9/NK 7/NK 4/OA 4/MO 11/NK	case=nom|gender=masc|num=pl|pos=True case=nom|gender=masc|num=pl case=acc|gender=fem|num=sg pers=3|num=sg|tense=pres|mood=ind case=acc|gender=masc|num=sg case=acc|gender=masc|num=sg case=dat|gender=fem|num=sg case=dat|gender=fem|num=sg case=nom|gender=fem|num=sg case=nom|gender=fem|num=sg _ case=dat|gender=masc|num=pl|pos=True
335136167060193280	neutral	Steuerpläne: Die Grünen jonglieren mit dem Geld der Mittelschicht - Wirtschaft - FAZ	Steuerpläne: die Grüne jonglieren mit die Geld die Mittelschicht - Wirtschaft - FAZ	NN ART NN VVFIN APPR ART NN ART NN $( NN $( NE	4/SB 3/NK 1/NK 0/-- 4/MO 7/NK 5/NK 9/NK 7/AG 9/-- 4/OA 13/-- 0/--	case=nom|gender=fem|num=sg case=nom|gender=fem|num=sg case=gen|*=True|num=pl _ _ case=dat|gender=neut|num=sg case=dat|gender=neut|num=sg case=gen|gender=fem|num=sg case=gen|gender=fem|num=sg _ case=nom|gender=fem|num=sg _ *=True
335895542666260480	neutral	Warum bist du denn bei der Piratenpartei ?	warum sein du denn bei die Piratenpartei ?	PWAV VAFIN PPER ADV APPR ART NN $.	2/MO 0/-- 2/SB 2/MO 2/MO 7/NK 5/NK 7/--	_ pers=2|num=sg|tense=pres|mood=ind case=nom|gender=masc|num=sg|pers=2 _ _ case=dat|gender=fem|num=sg case=dat|gender=fem|num=sg _
332962753948028928	mixed	Die FDP ist die Scientology unter den Parteien %PosSmiley	die FDP sein die Scientology unter die Partei %PosSmiley	ART NE VAFIN ART NN APPR ART NN ITJ	2/NK 3/SB 0/-- 5/NK 3/SB 5/MNR 8/NK 6/NK 5/NK	case=nom|gender=fem|num=sg case=nom|gender=fem|num=sg pers=3|num=sg|tense=pres|mood=ind case=nom|gender=fem|num=sg case=nom|EmoExpression::markable_104013624::Intensity=medium|gender=fem|EmoExpression::markable_104013624::Polarity=negative|EmoExpression::markable_104013624::SubjectiveFact=true|EmoExpression::markable_104013624::Uncertain=false|num=sg|EmoExpression::markable_104013624::Sarcasm=false|EmoExpression::markable_104013624::EmoExpression=True _ case=dat|gender=fem|num=pl case=dat|gender=fem|num=pl EmoExpression::markable_176::Intensity=medium|EmoExpression::markable_176::Uncertain=false|EmoExpression::markable_176::Sarcasm=false|EmoExpression::markable_176::SubjectiveFact=false|EmoExpression::markable_176::EmoExpression=True|EmoExpression::markable_176::Polarity=positive
335115523320856576	neutral	"Die Schweizer Politik und das Volk war es ja, die der alten Swissair ... DAS VOLK? Ralph, wieso das?	"Die Schweizer Politik und die Volk sein es ja, die die alt Swissair ... die VOLK? Ralph, wieso das?	NN ADJA NN KON ART NN VAFIN PPER NE ART ART ADJA NE $. ART NN NE PWAV ADJA	7/PD 3/NK 1/AG 3/CD 6/NK 4/CJ 0/-- 7/SB 7/SB 13/NK 13/NK 13/NK 8/RE 13/-- 16/NK 0/-- 0/-- 19/MO 17/UC	case=nom|gender=fem|num=sg *=True|pos=True case=nom|gender=fem|num=sg _ case=nom|gender=neut|num=sg case=nom|gender=neut|num=sg pers=3|num=sg|tense=past|mood=ind case=nom|gender=neut|num=sg|pers=3 _ case=acc|gender=fem|num=sg case=gen|gender=fem|num=pl case=gen|gender=fem|num=pl|pos=True case=gen|gender=fem|num=pl _ case=nom|gender=neut|num=sg case=nom|gender=neut|num=sg case=nom|gender=neut|num=sg _ case=nom|gender=neut|num=sg|pos=True
334793378514477056	neutral	Kurzkommentar EU-Fischereireform: Marathonverhandlungen der EU-Minister zur Fischereireform beendet	Kurzkommentar EU-Fischereireform: Marathonverhandlung die EU-Minister zu Fischereireform beenden	NN ADJA NN ART NN APPRART NN VVPP	0/-- 3/NK 8/OA 5/NK 3/AG 8/MO 6/NK 1/OC	case=nom|gender=masc|num=sg case=nom|gender=masc|num=sg case=acc|gender=fem|num=pl case=gen|gender=fem|num=sg case=gen|gender=fem|num=sg case=dat|gender=fem|num=sg case=dat|gender=fem|num=sg _
