381764388614836224	positive	das hoffe ich. dafür haben wir alle ein halbes jahr wahlkampf gemacht %PosSmiley	die hoffen ich. dafür haben wir alle eine halb Jahr wahlkampf machen %PosSmiley	PDS VVFIN ADJD PAV VAFIN PPER PIS ART ADJA NN ADJD VVPP ITJ	2/SB 5/MO 2/MO 2/NK 0/-- 5/SB 6/NK 10/NK 10/NK 12/OA 12/MO 5/OC 12/NK	case=nom|Target::markable_4::Preferred=true|Target::markable_4::Anaphref=empty|gender=neut|Target::markable_4::Target=True|Sentiment::markable_1::Sentiment=True|Sentiment::markable_1::Sarcasm=false|num=sg|Sentiment::markable_1::Polarity=positive|Sentiment::markable_1::Intensity=medium mood=subj|EmoExpression::markable_3::Polarity=positive|EmoExpression::markable_3::SubjectiveFact=false|EmoExpression::markable_3::Sarcasm=false|Sentiment::markable_1::Sentiment=True|pers=3|EmoExpression::markable_3::Intensity=medium|num=sg|tense=pres|EmoExpression::markable_3::Uncertain=false|EmoExpression::markable_3::EmoExpression=True Source::markable_2::Source=True|Source::markable_2::Anaphref=empty|pos=True|Sentiment::markable_1::Sentiment=True _ pers=1|num=pl|tense=pres|mood=ind case=nom|*=True|num=pl|pers=1 case=nom|*=True|num=pl case=acc|gender=neut|num=sg case=acc|gender=neut|num=sg|pos=True case=acc|gender=neut|num=sg pos=True _ EmoExpression::markable_5::Intensity=medium|EmoExpression::markable_5::Sarcasm=false|EmoExpression::markable_5::SubjectiveFact=false|EmoExpression::markable_5::EmoExpression=True|EmoExpression::markable_5::Uncertain=false|EmoExpression::markable_5::Polarity=positive
373760371258970112	negative	"Die Piraten haben eben genau so wenig Ahnung vom Urheberrecht wie wir".	"Die Pirat haben eben genau so wenige Ahnung von Urheberrecht wie wir".	NN NN VAFIN ADV ADJD ADV PIAT NN APPRART NN KOKOM ADJA	3/SB 1/NK 0/-- 5/MO 6/MO 7/MO 8/NK 3/SB 8/MNR 9/NK 12/CM 6/CC	case=nom|gender=fem|num=pl case=nom|gender=fem|num=pl pers=3|num=pl|tense=pres|mood=ind _ pos=True _ EmoExpression::markable_10409989::SubjectiveFact=false|EmoExpression::markable_10409989::Polarity=negative|EmoExpression::markable_10409989::Intensity=medium|EmoExpression::markable_10409989::Sarcasm=false|*=True|EmoExpression::markable_10409989::EmoExpression=True|EmoExpression::markable_10409989::Uncertain=false case=nom|gender=fem|num=sg|EmoExpression::markable_10409989::EmoExpression=True case=dat|gender=neut|num=sg case=dat|gender=neut|num=sg _ pos=True
353264852187357184	mixed	Nicht den Ängsten folgen, den Mut wählen: %User !	nicht die Angst folgen, die Mut wählen: %User !	PTKNEG ART NN NE ART NN VVFIN NE $.	3/NG 3/NK 7/SB 3/NK 6/NK 7/OA 0/-- 7/SB 8/--	_ case=acc|gender=masc|num=sg case=acc|EmoExpression::markable_219::EmoExpression=True|gender=masc|EmoExpression::markable_219::Intensity=medium|EmoExpression::markable_219::Polarity=negative|EmoExpression::markable_219::Sarcasm=false|EmoExpression::markable_219::Uncertain=false|num=sg|EmoExpression::markable_219::SubjectiveFact=false case=nom|*=True|num=sg case=acc|gender=masc|num=sg case=acc|EmoExpression::markable_220::EmoExpression=True|gender=masc|EmoExpression::markable_220::Intensity=medium|EmoExpression::markable_220::Polarity=positive|EmoExpression::markable_220::Sarcasm=false|EmoExpression::markable_220::Uncertain=false|num=sg|EmoExpression::markable_220::SubjectiveFact=false pers=3|num=sg|tense=past|mood=ind case=nom|*=True|num=sg _
367295849074003969	negative	RT %User: verdammt, ist das unübersichtlich bei Twitter mit den ganzen Mentions und Retweets. AfD-	RT %User: verdammt, sein die unübersichtlich bei Twitter mit die ganz Mentions und Retweets. AfD-	NE NN NE VAFIN PDS ADJD APPR NN APPR ART ADJA NN KON ADJA TRUNC	2/AG 4/SB 2/NK 0/-- 4/SB 4/PD 4/MO 7/NK 8/MNR 12/NK 12/NK 9/NK 12/CD 13/CJ 0/NK	case=nom|*=True|num=sg case=nom|EmoExpression::markable_223::Intensity=strong|EmoExpression::markable_223::EmoExpression=True|EmoExpression::markable_223::Sarcasm=false|*=True|Sentiment::markable_221::Sentiment=True|EmoExpression::markable_223::Polarity=negative|EmoExpression::markable_223::SubjectiveFact=false|num=sg|EmoExpression::markable_223::Uncertain=false case=nom|*=True|num=sg|Sentiment::markable_221::Sentiment=True pers=3|num=sg|tense=pres|mood=ind|Sentiment::markable_221::Sentiment=True case=nom|Target::markable_225::Preferred=true|num=sg|Target::markable_225::Anaphref=empty|gender=neut|Target::markable_225::Target=True|Sentiment::markable_221::Sentiment=True EmoExpression::markable_224::Uncertain=false|EmoExpression::markable_224::Polarity=negative|pos=True|EmoExpression::markable_224::EmoExpression=True|Sentiment::markable_221::Sentiment=True|EmoExpression::markable_224::Sarcasm=false|EmoExpression::markable_224::SubjectiveFact=false|EmoExpression::markable_224::Intensity=medium Sentiment::markable_221::Sentiment=True case=dat|gender=masc|num=sg|Sentiment::markable_221::Sentiment=True Sentiment::markable_221::Sentiment=True case=dat|*=True|num=pl|Sentiment::markable_221::Sentiment=True case=dat|*=True|num=pl|pos=True|Sentiment::markable_221::Sentiment=True case=dat|*=True|num=pl|Sentiment::markable_221::Sentiment=True Sentiment::markable_221::Sentiment=True case=dat|*=True|num=pl|pos=True _
374405621527085056	negative	Ein "Duell" personalisiert auf eine Weise Politik, die am Ende in einer parlamentarischen Demokratie nur enttäuschen kann. tvduell	eine "Duell" personalisiert auf eine Weise Politik, die an Ende in eine parlamentarisch Demokratie nur enttäuschen kann. tvduell	ART NN VVFIN APPR ART NN NE ART APPRART NN APPR ART ADJA NN ADV VVFIN NE ADJD	2/NK 3/SB 0/-- 3/MO 6/NK 4/NK 6/NK 3/OA 8/MNR 9/NK 8/MNR 14/NK 14/NK 11/NK 16/MO 3/MO 16/SB 16/MO	case=nom|Sentiment::markable_226::Intensity=medium|num=sg|Sentiment::markable_226::Sarcasm=false|Sentiment::markable_226::Sentiment=True|gender=neut|Sentiment::markable_226::Polarity=negative case=nom|gender=neut|num=sg|Sentiment::markable_226::Sentiment=True pers=3|Sentiment::markable_226::Sentiment=True|num=sg|tense=pres|mood=ind Sentiment::markable_226::Sentiment=True case=acc|gender=fem|num=sg|Sentiment::markable_226::Sentiment=True case=acc|gender=fem|num=sg|Sentiment::markable_226::Sentiment=True case=nom|gender=neut|num=sg|Sentiment::markable_226::Sentiment=True case=acc|gender=fem|num=sg|Sentiment::markable_226::Sentiment=True case=dat|gender=neut|num=sg|Sentiment::markable_226::Sentiment=True case=dat|gender=neut|num=sg|Sentiment::markable_226::Sentiment=True Sentiment::markable_226::Sentiment=True case=dat|gender=fem|num=sg|Sentiment::markable_226::Sentiment=True case=dat|gender=fem|num=sg|pos=True|Sentiment::markable_226::Sentiment=True case=dat|gender=fem|num=sg|Sentiment::markable_226::Sentiment=True Sentiment::markable_226::Sentiment=True Sentiment::markable_226::Sentiment=True|EmoExpression::markable_228::SubjectiveFact=false|EmoExpression::markable_228::Polarity=negative|EmoExpression::markable_228::Sarcasm=false|EmoExpression::markable_228::Uncertain=false|EmoExpression::markable_228::EmoExpression=True|EmoExpression::markable_228::Intensity=medium case=acc|*=True|num=sg pos=True
372362703232585728	positive	Unterstützung von unerwarteter Seite: Einer der grössten Wurstproduzenten lobt Idee des Veggie-Days. //TR...	Unterstützung von unerwartet Seite: Einer die groß Wurstproduzent loben Idee die Veggie-Days. //TR...	NN APPR ADJA NN NN ART ADJA NN VVFIN NN ART ADJA NN	9/SB 1/PG 4/NK 2/NK 1/PD 8/NK 8/NK 5/AG 0/-- 9/OA 12/NK 10/AG 0/--	case=nom|EmoExpression::markable_229::Sarcasm=false|Sentiment::markable_230::Intensity=medium|EmoExpression::markable_229::Polarity=positive|Sentiment::markable_230::Sarcasm=false|gender=fem|EmoExpression::markable_229::Uncertain=false|Sentiment::markable_230::Polarity=positive|num=sg|EmoExpression::markable_229::Intensity=medium|Sentiment::markable_230::Sentiment=True|EmoExpression::markable_229::SubjectiveFact=false|EmoExpression::markable_229::EmoExpression=True Sentiment::markable_230::Sentiment=True case=dat|gender=masc|num=sg|pos=True|Sentiment::markable_230::Sentiment=True case=dat|gender=masc|num=sg|Sentiment::markable_230::Sentiment=True case=nom|Source::markable_231::Source=True|num=sg|Source::markable_231::Anaphref=empty|Sentiment::markable_230::Sentiment=True|gender=masc case=gen|gender=fem|Source::markable_231::Source=True|num=sg|Sentiment::markable_230::Sentiment=True case=gen|Source::markable_231::Source=True|num=sg|sup=True|gender=fem|Sentiment::markable_230::Sentiment=True case=gen|gender=fem|Source::markable_231::Source=True|num=sg|Sentiment::markable_230::Sentiment=True EmoExpression::markable_232::Intensity=medium|mood=ind|EmoExpression::markable_232::EmoExpression=True|EmoExpression::markable_232::SubjectiveFact=false|EmoExpression::markable_232::Uncertain=false|pers=3|num=sg|tense=pres|Sentiment::markable_230::Sentiment=True|EmoExpression::markable_232::Polarity=positive|EmoExpression::markable_232::Sarcasm=false case=acc|Target::markable_233::Target=True|num=sg|Sentiment::markable_230::Sentiment=True|gender=fem|Target::markable_233::Preferred=true|Target::markable_233::Anaphref=empty case=gen|gender=masc|Target::markable_233::Target=True|num=sg|Sentiment::markable_230::Sentiment=True case=gen|gender=masc|num=sg|pos=True case=nom|gender=fem|num=sg
356881824250740738	positive	Mist. Jetzt habe ich gerade einen Linken als Piraten beschimpft. %NegSmiley Ist aber nicht schlimm. Er hat mich eh vorher geblockt. %PosSmiley	Mist. jetzt haben ich gerade eine Linke als Pirat beschimpft. %NegSmiley sein aber nicht schlimm. er haben ich eh vorher geblockt. %PosSmiley	NN ADV VAFIN PPER ADV ART NN KOKOM NN NN ITJ VAFIN ADV PTKNEG ADV PPER VAFIN PRF ADV ADV VVPP ITJ	0/-- 3/MO 0/-- 3/SB 3/MO 7/NK 3/OA 9/CM 7/CC 7/NK 15/DM 0/-- 12/MO 12/NG 12/MO 17/SB 0/-- 21/OA 21/MO 21/MO 17/OC 0/NK	case=nom|gender=masc|num=sg|Sentiment::markable_235::Sentiment=True|Sentiment::markable_244::Sentiment=True Target::markable_235::Target=True|Sentiment::markable_235::Sentiment=True|Sentiment::markable_244::Sentiment=True|Target::markable_235::Preferred=true|Target::markable_244::Anaphref=empty|Target::markable_244::Target=True|Target::markable_244::Preferred=true|Target::markable_235::Anaphref=empty Sentiment::markable_240::Intensity=medium|Target::markable_235::Target=True|Sentiment::markable_240::Sarcasm=false|mood=ind|Sentiment::markable_244::Sentiment=True|Sentiment::markable_240::Polarity=positive|pers=1|Sentiment::markable_240::Sentiment=True|num=sg|tense=pres|Target::markable_244::Target=True|Sentiment::markable_235::Sentiment=True case=nom|Target::markable_235::Target=True|Source::markable_240::Anaphref=empty|*=True|Sentiment::markable_244::Sentiment=True|Source::markable_235::Anaphref=empty|pers=1|Sentiment::markable_240::Sentiment=True|num=sg|Target::markable_244::Target=True|Source::markable_235::Source=True|Sentiment::markable_235::Sentiment=True|Source::markable_240::Source=True Sentiment::markable_240::Sentiment=True|Target::markable_235::Target=True|Sentiment::markable_235::Sentiment=True|Target::markable_244::Target=True|Sentiment::markable_244::Sentiment=True case=acc|Target::markable_235::Target=True|gender=masc|Sentiment::markable_244::Sentiment=True|Sentiment::markable_240::Sentiment=True|num=sg|Target::markable_240::Target=True|Target::markable_240::Preferred=true|Target::markable_244::Target=True|Target::markable_240::Anaphref=empty|Sentiment::markable_235::Sentiment=True case=acc|Target::markable_235::Target=True|gender=masc|Sentiment::markable_244::Sentiment=True|Sentiment::markable_240::Sentiment=True|num=sg|Target::markable_240::Target=True|Target::markable_244::Target=True|Sentiment::markable_235::Sentiment=True Sentiment::markable_240::Sentiment=True|Target::markable_235::Target=True|Sentiment::markable_235::Sentiment=True|Target::markable_244::Target=True|Sentiment::markable_244::Sentiment=True case=nom|Target::markable_235::Target=True|gender=masc|Sentiment::markable_244::Sentiment=True|Target::markable_244::Target=True|num=pl|Sentiment::markable_240::Sentiment=True|Sentiment::markable_235::Sentiment=True case=nom|gender=masc|num=pl|Sentiment::markable_235::Sentiment=True|Sentiment::markable_244::Sentiment=True EmoExpression::markable_235::SubjectiveFact=false|Sentiment::markable_235::Sentiment=True|Sentiment::markable_244::Sentiment=True|EmoExpression::markable_235::Polarity=negative|EmoExpression::markable_235::Intensity=medium|EmoExpression::markable_235::Uncertain=false|EmoExpression::markable_235::Sarcasm=false|EmoExpression::markable_235::EmoExpression=True pers=3|Sentiment::markable_244::Sentiment=True|num=sg|tense=pres|mood=ind Sentiment::markable_244::Sentiment=True Negation::markable_247::EmoExpressionRef=emo-expression:markable_246|Negation::markable_247::Negation=True|Sentiment::markable_244::Sentiment=True Sentiment::markable_244::Sentiment=True case=nom|gender=masc|num=sg|pers=3 pers=3|num=sg|tense=pres|mood=ind case=acc|*=True|num=sg|pers=1 _ _ _ EmoExpression::markable_234::SubjectiveFact=false|EmoExpression::markable_234::Intensity=medium|EmoExpression::markable_234::EmoExpression=True|EmoExpression::markable_234::Sarcasm=false|EmoExpression::markable_234::Uncertain=false|EmoExpression::markable_234::Polarity=positive
369190327959437312	neutral	Mein Video für die Bundestagswahl ist online!	mein Video für die Bundestagswahl sein online!	PPOSAT NN APPR ART NN VAFIN ADJA	2/NK 6/SB 2/MNR 5/NK 3/NK 0/-- 6/MO	case=nom|gender=masc|num=sg case=nom|gender=masc|num=sg _ case=acc|gender=fem|num=sg case=acc|gender=fem|num=sg pers=3|num=sg|tense=pres|mood=ind _
349394325232287744	neutral	Die USA überwacht Dich? Schliesse ein Freihandelsabkommen! GB überwacht Dich? Breche die Handelsbeziehungen ab!	die USA überwacht Dich? Schließe eine Freihandelsabkommen! GB überwacht Dich? Breche die Handelsbeziehung ab!	ART NE ADJD ADJA NN ART NN VVFIN ADJD ADJA NN ART NN ADJA	2/NK 0/-- 4/MO 2/PNC 0/-- 7/NK 5/OA 0/-- 8/MO 8/MO 0/-- 13/NK 14/OA 11/MNR	case=nom|*=True|num=pl case=nom|*=True|num=pl _ case=nom|*=True|num=pl|pos=True case=nom|gender=neut|num=sg case=nom|gender=neut|num=sg case=nom|gender=neut|num=sg pers=3|num=sg|tense=past|mood=ind _ case=nom|*=True|num=sg case=nom|gender=fem|num=sg case=acc|gender=fem|num=pl case=acc|gender=fem|num=pl _
382824529807953920	negative	Alles eine Frage der Wahrnehmung. In der Praxis habe ich unter Piraten auch fast noch nie pers. Beleidigungen vernommen.	alle eine Frage die Wahrnehmung. in die Praxis haben ich unter Pirat auch fast noch nie pers. Beleidigung vernommen.	PIS ART NN ART NN APPR ART NN VAFIN PPER APPR NN ADV ADV ADV ADV ADJA NN ADJA	3/SB 3/NK 0/-- 5/NK 3/AG 9/MO 8/NK 6/NK 0/-- 9/SB 9/MO 11/NK 17/MO 16/MO 16/MO 17/MO 9/MO 19/OA 0/--	case=nom|gender=neut|num=sg case=nom|gender=fem|num=sg case=nom|gender=fem|num=sg case=gen|gender=fem|num=sg case=gen|gender=fem|num=sg _ case=dat|gender=fem|num=sg case=dat|gender=fem|num=sg pers=1|num=sg|tense=pres|mood=ind case=nom|*=True|num=sg|pers=1 _ case=dat|gender=masc|num=pl _ _ _ _ pos=True case=nom|EmoExpression::markable_248::SubjectiveFact=false|EmoExpression::markable_248::Polarity=negative|gender=fem|EmoExpression::markable_248::EmoExpression=True|num=pl|EmoExpression::markable_248::Intensity=medium|EmoExpression::markable_248::Uncertain=false|EmoExpression::markable_248::Sarcasm=false case=nom|gender=fem|num=pl|pos=True
369718140818571264	neutral	Auf der Facebookseite der AfD herrscht ein Niveau wie Nachmittags bei RTL	auf die Facebookseite die AfD herrschen eine Niveau wie nachmittags bei RTL	APPR ART NN ART NN VVFIN ART NN KOKOM ADV APPR NE	6/MO 3/NK 1/NK 5/NK 3/AG 0/-- 8/NK 6/SB 11/CM 11/MO 6/MO 11/NK	_ case=dat|gender=fem|num=sg case=dat|gender=fem|num=sg case=gen|gender=fem|num=sg case=gen|gender=fem|num=sg pers=3|num=sg|tense=pres|mood=ind case=nom|gender=masc|num=sg case=nom|gender=masc|num=sg _ _ _ case=dat|gender=neut|num=sg
375159430720937984	neutral	Heute bei uns im Interview: Dirk Domicke, Direktkandidat der AfD in halle. %Link btw13	heute bei wir in Interview: Dirk Domicke, Direktkandidat die AfD in halle. %Link btw13	ADV APPR PPER APPRART NN NE NE NN ART NN APPR ADJA XY ADJA	2/MO 8/MNR 2/NK 3/MNR 4/NK 7/PNC 5/NK 0/-- 10/NK 8/AG 8/MNR 13/NK 11/NK 0/--	_ _ case=dat|*=True|num=pl|pers=1 case=dat|gender=neut|num=sg case=dat|gender=neut|num=sg case=nom|gender=masc|num=sg case=nom|gender=masc|num=sg case=nom|gender=masc|num=sg case=gen|gender=fem|num=sg case=gen|gender=fem|num=sg _ case=gen|gender=fem|num=sg|pos=True case=gen|gender=fem|num=sg _
375244997828042752	positive	bevor die spd die wahl gewinnt Würd sigmar "buckelwal" gabriel von greenpeace gerettet	bevor die spd die Wahl gewinnen Würd Sigmar "buckelwal" gabriel von Greenpeace retten	PTKVZ ART NN ART NN VVFIN NE NE NN VVFIN APPR NE VVPP	6/MO 3/NK 6/SB 5/NK 6/OA 0/-- 8/PNC 6/SB 6/OA 0/-- 13/SBP 11/NK 10/OC	_ case=nom|gender=fem|num=sg case=nom|gender=fem|num=sg case=acc|gender=fem|num=sg case=acc|gender=fem|num=sg EmoExpression::markable_249::Polarity=positive|mood=ind|EmoExpression::markable_249::Uncertain=false|EmoExpression::markable_249::EmoExpression=True|EmoExpression::markable_249::Intensity=medium|pers=3|num=sg|tense=pres|EmoExpression::markable_249::Sarcasm=false|EmoExpression::markable_249::SubjectiveFact=false case=nom|*=True|num=sg _ case=acc|gender=masc|num=sg pers=3|num=sg|tense=past|mood=ind _ case=dat|*=True|num=sg EmoExpression::markable_10409990::Uncertain=false|EmoExpression::markable_10409990::Sarcasm=false|EmoExpression::markable_10409990::SubjectiveFact=false|EmoExpression::markable_10409990::EmoExpression=True|EmoExpression::markable_10409990::Polarity=positive|EmoExpression::markable_10409990::Intensity=medium
379273896832552960	neutral	Ltwby13: die piraten draussen, die fdp auch, csu absolute mehrheit. Ich hab ein bisschen k... im mund... sarcasm	Ltwby13: die Pirat draussen, die fdp auch, csu absolut mehrheit. ich haben eine bisschen k... in mund... sarcasm	NN ART NN VVFIN ART NN NE NN ADJA NN PPER VAIMP ART PIAT NN APPRART ADJA ADJA	4/PD 3/NK 4/OA 0/-- 6/NK 4/SB 8/PNC 6/NK 10/NK 4/OA 15/SB 11/NK 15/NK 15/NK 0/-- 15/MNR 16/NK 0/--	case=nom|gender=masc|num=sg|Sentiment::markable_250::Sentiment=True case=acc|num=pl|Target::markable_251::Anaphref=empty|Sentiment::markable_250::Sentiment=True|Target::markable_251::Preferred=true|gender=fem|Target::markable_251::Target=True case=acc|gender=fem|Target::markable_251::Target=True|num=pl|Sentiment::markable_250::Sentiment=True pers=3|Sentiment::markable_250::Sentiment=True|num=sg|tense=pres|mood=ind case=nom|Target::markable_252::Target=True|num=sg|Sentiment::markable_250::Sentiment=True|gender=fem|Target::markable_252::Preferred=true|Target::markable_252::Anaphref=empty case=nom|gender=fem|num=sg|Target::markable_252::Target=True|Sentiment::markable_250::Sentiment=True Sentiment::markable_250::Sentiment=True|*=True case=nom|num=sg|Target::markable_253::Target=True|Target::markable_253::Preferred=true|Target::markable_253::Anaphref=empty|Sentiment::markable_250::Sentiment=True|*=True case=nom|num=sg|Target::markable_253::Target=True|Sentiment::markable_250::Sentiment=True|gender=fem|pos=True case=nom|gender=fem|num=sg|Sentiment::markable_250::Sentiment=True case=nom|pers=1|Source::markable_255::Source=True|num=sg|Source::markable_255::Anaphref=empty|Sentiment::markable_250::Sentiment=True|*=True pers=1|Sentiment::markable_250::Sentiment=True|num=sg|tense=pres|mood=ind case=acc|Diminisher::markable_256::Degree=medium|num=sg|Diminisher::markable_256::EmoExpressionRef=emo-expression:markable_254|Sentiment::markable_250::Sentiment=True|gender=neut|Diminisher::markable_256::Diminisher=True Sentiment::markable_250::Sentiment=True|Diminisher::markable_256::Diminisher=True case=acc|gender=neut|num=sg|EmoExpression::markable_254::EmoExpression=True|Sentiment::markable_250::Sentiment=True case=dat|gender=neut|num=sg|EmoExpression::markable_254::EmoExpression=True|Sentiment::markable_250::Sentiment=True case=dat|gender=neut|num=sg|pos=True|Sentiment::markable_250::Sentiment=True _
369004624524492800	neutral	Aktuelle Wahlumfragen zur Bundestagswahl / Bundeswahltrend vom 18%PosSmiley. 2013 BTW13	aktuell Wahlumfrage zu Bundestagswahl / Bundeswahltrend von 18%PosSmiley. @card@ BTW13	ADJA NN APPRART NN $( NN APPRART ADJA CARD CARD	2/NK 0/-- 2/MNR 3/NK 4/-- 4/CJ 4/MNR 7/NK 10/NMC 0/--	case=nom|gender=fem|num=pl|pos=True case=nom|gender=fem|num=pl case=dat|gender=fem|num=sg case=dat|gender=fem|num=sg _ case=nom|gender=masc|num=sg case=dat|gender=masc|num=sg case=dat|gender=masc|num=sg|pos=True _ _
358594175916195842	negative	Angela Merkel hat ihre Bilanz gezogen. Aber dabei hat sie manches Unangenehme verschwiegen.	Angela Merkel haben ihr Bilanz gezogen. aber dabei haben sie manche Unangenehme verschwiegen.	NE NE VAFIN PPOSAT NN VVPP KON PAV VAFIN PPER PIAT NN NE	2/PNC 3/SB 0/-- 5/NK 6/OA 3/OC 9/JU 13/NK 0/-- 9/SB 12/NK 9/OA 12/AG	case=nom|gender=fem|num=sg case=nom|gender=fem|num=sg pers=3|num=sg|tense=pres|mood=ind case=acc|gender=fem|num=sg case=acc|gender=fem|num=sg _ _ _ pers=3|num=sg|tense=pres|mood=ind case=nom|gender=fem|num=sg|pers=3 case=acc|Sentiment::markable_258::Sentiment=True|Sentiment::markable_258::Sarcasm=false|Sentiment::markable_258::Polarity=negative|gender=neut|Target::markable_259::Preferred=true|Target::markable_259::Target=True|Sentiment::markable_258::Intensity=medium|num=sg|Target::markable_259::Anaphref=empty case=acc|EmoExpression::markable_257::Intensity=medium|Target::markable_259::Target=True|EmoExpression::markable_257::Sarcasm=false|Sentiment::markable_258::Sentiment=True|gender=neut|EmoExpression::markable_257::EmoExpression=True|EmoExpression::markable_257::Uncertain=false|num=sg|EmoExpression::markable_257::SubjectiveFact=false|EmoExpression::markable_257::Polarity=negative EmoExpression::markable_10409991::EmoExpression=True|EmoExpression::markable_10409991::SubjectiveFact=false|EmoExpression::markable_10409991::Intensity=medium|EmoExpression::markable_10409991::Polarity=negative|EmoExpression::markable_10409991::Uncertain=false|EmoExpression::markable_10409991::Sarcasm=false
373626162486206464	neutral	Whistleblower - Schein oder Sein %Link Piraten machen mit ! MOAC	Whistleblower - Schein oder sein %Link Pirat machen mit ! MOAC	NN $( NN KON PPOSAT XY NN VVFIN PTKVZ $. NE	8/SB 1/-- 1/CJ 3/CD 7/NK 0/-- 4/CJ 0/-- 8/SVP 9/-- 0/--	case=nom|gender=masc|num=sg _ case=nom|gender=masc|num=sg _ case=nom|gender=neut|num=sg case=nom|gender=neut|num=sg case=nom|gender=masc|num=pl pers=3|num=pl|tense=pres|mood=ind _ _ case=nom|*=True|num=sg
369168941492731904	neutral	Mini-Drohne der Piratenpartei löst Polizei-Grosseinsatz vor US-Einrichtung "Dagger Complex" in Griesheim aus...	Mini-Drohne die Piratenpartei lösen Polizei-Großeinsatz vor US-Einrichtung "Dagger Complex" in Griesheim aus...	NN ART NN VVFIN NN APPR NN NN NN APPR NE ADJA	4/SB 3/NK 1/AG 0/-- 4/OA 4/MO 6/NK 4/MO 8/NK 12/MO 10/NK 8/CJ	case=nom|gender=masc|num=pl case=gen|gender=fem|num=sg case=gen|gender=fem|num=sg pers=3|num=sg|tense=pres|mood=ind case=acc|gender=masc|num=sg _ case=dat|gender=fem|num=sg *=True case=nom|gender=neut|num=sg _ case=dat|gender=neut|num=sg case=nom|gender=neut|num=sg|pos=True
373384173400367105	neutral	Die CDU ist halt alternativlos %NegSmiley	die CDU sein halt alternativlos %NegSmiley	ART NE VAFIN ADV ADJD ITJ	2/NK 3/SB 0/-- 3/MO 3/PD 5/DM	case=nom|gender=fem|num=sg case=nom|gender=fem|num=sg pers=3|num=sg|tense=pres|mood=ind _ pos=True _
349603388117368832	positive	Sollte mal mit der HH SPD sprechen... "Jan Stöss plädiert erneut pro Volksentscheid 22.9.	sollen mal mit die HH SPD sprechen... "Jan Stöss plädieren erneut pro Volksentscheid @card@	VMFIN ADV APPR ART NE NE ADJA NN NN VVFIN ADJD APPR NN CARD	0/-- 1/MO 7/MO 6/NK 6/NK 3/NK 1/OC 10/SB 8/NK 0/-- 10/MO 10/MO 12/NK 13/NK	pers=3|num=sg|tense=past|mood=subj _ _ case=dat|gender=fem|num=sg case=dat|gender=fem|num=sg case=nom|gender=fem|num=sg case=nom|gender=fem|num=sg|pos=True case=nom|Sentiment::markable_260::Polarity=positive|Source::markable_261::Source=True|gender=masc|Sentiment::markable_260::Sentiment=True|Source::markable_261::Anaphref=empty|Sentiment::markable_260::Sarcasm=false|Sentiment::markable_260::Intensity=medium|num=sg case=nom|gender=masc|Sentiment::markable_260::Sentiment=True|num=sg|Source::markable_261::Source=True EmoExpression::markable_262::SubjectiveFact=false|mood=ind|Sentiment::markable_260::Sentiment=True|EmoExpression::markable_262::Intensity=medium|EmoExpression::markable_262::Uncertain=false|EmoExpression::markable_262::Sarcasm=false|pers=3|EmoExpression::markable_262::Polarity=positive|num=sg|tense=pres|EmoExpression::markable_262::EmoExpression=True Sentiment::markable_260::Sentiment=True|pos=True EmoExpression::markable_262::EmoExpression=True|Sentiment::markable_260::Sentiment=True case=acc|Target::markable_263::Anaphref=empty|Target::markable_263::Preferred=true|num=sg|Target::markable_263::Target=True|gender=masc|Sentiment::markable_260::Sentiment=True _
378175075985678336	negative	Rösler meint 4 Euro Lohnuntergrenze reichen! 4% für die FDP reichen am 15. & 22. September! Abwählen!...	Rösler meinen 4 Euro Lohnuntergrenze reichen! @card@ für die FDP reichen an 15. & 22. September! Abwählen!...	NN VVFIN CARD NN NN ADJA CARD APPR ART NE VVFIN APPRART ADJA KON ADJA NN NN	2/SB 0/-- 4/NK 6/AMS 4/NK 2/CJ 11/MO 11/MO 10/NK 8/NK 0/-- 11/MO 16/NK 13/CD 14/CJ 12/NK 0/--	case=nom|*=True|num=sg pers=3|num=sg|tense=pres|mood=ind _ case=acc|gender=masc|num=pl case=acc|gender=masc|num=pl case=acc|gender=masc|num=pl|pos=True Sentiment::markable_264::Polarity=negative|Sentiment::markable_264::Sarcasm=false|Sentiment::markable_264::Sentiment=True|Sentiment::markable_264::Intensity=medium Sentiment::markable_264::Sentiment=True case=acc|Target::markable_265::Target=True|num=sg|gender=fem|Target::markable_265::Anaphref=empty|Target::markable_265::Preferred=true|Sentiment::markable_264::Sentiment=True case=acc|gender=fem|num=sg|Target::markable_265::Target=True|Sentiment::markable_264::Sentiment=True pers=3|num=pl|tense=pres|mood=ind|Sentiment::markable_264::Sentiment=True case=dat|gender=masc|num=sg|Sentiment::markable_264::Sentiment=True case=dat|gender=masc|num=sg|pos=True|Sentiment::markable_264::Sentiment=True Sentiment::markable_264::Sentiment=True case=dat|gender=masc|num=sg|pos=True|Sentiment::markable_264::Sentiment=True case=dat|gender=masc|num=sg case=nom|gender=masc|num=sg
