375349415168724992	positive	Die beiden sehen sich ja auch so ähnlich %PosSmiley	die beide sehen sich ja auch so ähnlich %PosSmiley	ART PIS VVFIN PRF ADV ADV ADV ADJD ITJ	2/NK 3/SB 0/-- 3/OA 3/MO 8/MO 8/MO 3/MO 8/DM	case=nom|*=True|num=pl case=nom|*=True|num=pl pers=3|num=pl|tense=pres|mood=ind case=acc|pers=3|num=pl _ _ _ pos=True EmoExpression::markable_1::SubjectiveFact=false|EmoExpression::markable_1::EmoExpression=True|EmoExpression::markable_1::Uncertain=false|EmoExpression::markable_1::Polarity=positive|EmoExpression::markable_1::Sarcasm=false|EmoExpression::markable_1::Intensity=medium
361522646510354432	negative	"Und ein Shitstorm wird kommen und reissen die Braven in den Schlund. Und alles wird entbehren jeglichen Sinns." (Piratus 23,42) Piraten	"Und eine Shitstorm werden kommen und reißen die Brave in die Schlund. und alle werden entbehren jegliche Sinns." (Piratus 23,42) Pirat	NN ART NN VAFIN VVINF KON VVFIN ART NN APPR ART NN KON PIS VAFIN VVFIN PIAT NN NE ADJA NN	5/MO 3/NK 4/SB 0/-- 4/OC 4/CD 6/CJ 9/NK 7/OA 7/MO 12/NK 10/NK 15/JU 15/SB 0/-- 15/OC 18/NK 16/OA 21/NK 21/NK 0/--	case=nom|gender=neut|num=sg case=nom|gender=neut|num=sg case=nom|EmoExpression::markable_104010190::EmoExpression=True|gender=neut|EmoExpression::markable_104010190::SubjectiveFact=false|num=sg|EmoExpression::markable_104010190::Polarity=negative|EmoExpression::markable_104010190::Sarcasm=false|EmoExpression::markable_104010190::Uncertain=false|EmoExpression::markable_104010190::Intensity=medium pers=3|num=sg|tense=pres|mood=ind _ _ pers=3|num=pl|tense=past|mood=ind case=nom|*=True|num=pl case=nom|*=True|num=pl _ case=acc|gender=masc|num=sg case=acc|gender=masc|num=sg _ case=nom|gender=neut|num=sg pers=3|num=sg|tense=pres|mood=ind _ case=acc|EmoExpression::markable_104010191::Sarcasm=false|EmoExpression::markable_104010191::Polarity=negative|gender=masc|EmoExpression::markable_104010191::Uncertain=false|EmoExpression::markable_104010191::Intensity=medium|num=sg|EmoExpression::markable_104010191::EmoExpression=True|EmoExpression::markable_104010191::SubjectiveFact=false case=acc|gender=masc|num=sg _ case=nom|gender=fem|num=pl|pos=True case=nom|gender=fem|num=pl
353521871058243584	positive	Du merkst das du in der richtigen Partei bist, wenn Arbeit mit politischen Themen Spass macht. Piraten	du merken die du in die richtig Partei bist, wenn Arbeit mit politisch Thema Spaß macht. Pirat	PPER VVFIN PDS PPER APPR ART ADJA NN VVFIN KOUS NN APPR ADJA NN NN ADJA NN	2/SB 0/-- 2/OA 9/SB 4/MNR 8/NK 8/NK 5/NK 2/OC 16/CP 16/SB 11/MNR 14/NK 12/NK 16/OA 9/MO 0/--	case=nom|*=True|num=sg|pers=2 pers=3|num=sg|tense=pres|mood=ind case=acc|gender=neut|num=sg case=nom|*=True|num=sg|pers=2 Sentiment::markable_84::Intensity=medium|Sentiment::markable_84::Sarcasm=false|Sentiment::markable_84::Sentiment=True|Sentiment::markable_84::Polarity=positive case=dat|num=sg|Target::markable_86::Target=True|gender=fem|Target::markable_86::Preferred=true|Sentiment::markable_84::Sentiment=True|Target::markable_86::Anaphref=empty case=dat|Sentiment::markable_84::Sentiment=True|Target::markable_86::Target=True|gender=fem|pos=True|EmoExpression::markable_85::EmoExpression=True|EmoExpression::markable_85::Uncertain=false|num=sg|EmoExpression::markable_85::Intensity=medium|EmoExpression::markable_85::SubjectiveFact=false|EmoExpression::markable_85::Polarity=positive|EmoExpression::markable_85::Sarcasm=false case=dat|gender=fem|num=sg|Target::markable_86::Target=True|Sentiment::markable_84::Sentiment=True _ _ case=nom|gender=fem|num=sg _ case=dat|gender=neut|num=pl|pos=True case=dat|gender=neut|num=pl case=acc|gender=masc|num=sg|EmoExpression::markable_104010192::EmoExpression=True pers=3|num=sg|tense=pres|mood=ind case=nom|gender=masc|num=pl
381848693378674689	neutral	Verkehrte Welt? In die berlinerrunde schicken die konservativen Parteien Frauen (CSU, CDU) die linken Männer (SPD, Gr...	verkehrt Welt? in die berlinerrunde schicken die konservativ Partei Frau (CSU, CDU) die links Mann (SPD, Gr...	ADJA NN APPR ART NN VVFIN ART ADJA NN NN NE NN ART ADJA NN NE NE	2/NK 0/-- 6/MO 5/NK 3/NK 0/-- 9/NK 9/NK 6/SB 9/APP 10/NK 10/PD 15/NK 15/NK 6/OA 17/PNC 15/NK	case=nom|gender=fem|num=sg|pos=True case=nom|gender=fem|num=sg _ case=acc|gender=fem|num=sg case=acc|gender=fem|num=sg pers=3|num=pl|tense=pres|mood=ind case=nom|gender=fem|num=pl case=nom|gender=fem|num=pl|pos=True case=nom|gender=fem|num=pl case=nom|gender=fem|num=pl case=nom|gender=fem|num=sg case=nom|gender=fem|num=sg case=acc|gender=fem|num=pl case=acc|gender=masc|num=pl|pos=True case=acc|gender=masc|num=pl case=nom|gender=masc|num=sg case=nom|gender=masc|num=sg
375149714381209600	neutral	Junge Piraten bezeichneten AfD in einem Flyer als rechts. Dafür gibt es eine Abmahnung, es geht um 20.000 Euro. http:...	jung Pirat bezeichnet AfD in eine Flyer als rechts. dafür geben es eine Abmahnung, es gehen um @card@ Euro. http:...	ADJA NN ADJA NN APPR ART NN KOKOM ADJD PAV VVFIN PPER ART NN PPER VVFIN APPR CARD NN NN	2/NK 3/SB 0/-- 3/SB 3/MO 7/NK 5/NK 9/CM 3/CC 19/NK 0/-- 11/EP 14/NK 11/OA 16/EP 11/CJ 16/OP 19/NK 17/NK 19/NK	case=nom|gender=fem|num=pl|pos=True case=nom|gender=fem|num=pl pers=3|num=pl|tense=past|mood=ind case=nom|*=True|num=pl _ case=dat|gender=neut|num=sg case=dat|gender=neut|num=sg _ pos=True _ pers=3|num=sg|tense=pres|mood=ind case=nom|gender=neut|num=sg|pers=3 case=acc|gender=fem|num=sg case=acc|gender=fem|num=sg case=nom|gender=neut|num=sg|pers=3 pers=3|num=sg|tense=pres|mood=ind _ _ case=acc|gender=neut|num=sg case=acc|gender=neut|num=sg
370653969020116992	neutral	Wenn du einen Tweet mit PIRATEN und BTW13 retweetest, rutscht die Piratenpartei im Social Media Ranking der WiWo wieder v...	wenn du eine Tweet mit Pirat und BTW13 retweetest, rutschen die Piratenpartei in <UNKNOWN> Media Ranking die WiWo wieder v...	KOUS PPER ART NN APPR NN KON NN NE VVFIN ART NN APPRART ADJD NE NN ART NE ADV NN	9/CP 9/SB 4/NK 9/OA 4/MNR 5/NK 6/CD 7/CJ 10/MO 0/-- 12/NK 10/OA 12/MNR 15/MO 16/NK 13/NK 18/NK 16/AG 10/MO 10/OA	_ case=nom|*=True|num=sg|pers=2 case=acc|gender=masc|num=sg case=acc|gender=masc|num=sg _ case=dat|gender=neut|num=pl _ case=dat|gender=neut|num=pl case=dat|gender=neut|num=pl pers=3|num=sg|tense=pres|mood=ind case=acc|gender=fem|num=sg case=acc|gender=fem|num=sg case=dat|gender=masc|num=sg *=True *=True case=nom|gender=neut|num=sg case=gen|gender=fem|num=sg case=gen|gender=fem|num=sg _ *=True
378200114562473985	positive	Hoffentlich wählt %User bei der GIGA Wahl zum besten Publisher die NPD.	hoffentlich wählen %User bei die GIGA Wahl zu gut Publisher die NPD.	ADV VVFIN NE APPR ART NN NN APPRART ADJA NN ART ADJA	2/MO 0/-- 2/SB 2/MO 6/NK 4/NK 2/OA 7/MNR 10/NK 8/NK 12/NK 2/OA	EmoExpression::markable_100500160::Sarcasm=false|EmoExpression::markable_100500160::SubjectiveFact=false|Sentiment::markable_100500159::Sentiment=True|Sentiment::markable_100500159::Polarity=positive|EmoExpression::markable_100500160::Polarity=positive|EmoExpression::markable_100500160::EmoExpression=True|Sentiment::markable_100500159::Intensity=medium|EmoExpression::markable_100500160::Uncertain=false|EmoExpression::markable_100500160::Intensity=medium|Sentiment::markable_100500159::Sarcasm=false pers=3|Sentiment::markable_100500159::Sentiment=True|num=sg|tense=pres|mood=ind case=nom|Source::markable_100500161::Source=True|num=sg|Source::markable_100500161::Anaphref=empty|Sentiment::markable_100500159::Sentiment=True|*=True Sentiment::markable_100500159::Sentiment=True case=dat|gender=fem|Sentiment::markable_100500159::Sentiment=True|num=sg case=dat|gender=fem|Sentiment::markable_100500159::Sentiment=True|num=sg case=acc|gender=fem|Sentiment::markable_100500159::Sentiment=True|num=sg case=dat|gender=neut|Sentiment::markable_100500159::Sentiment=True|num=sg case=gen|EmoExpression::markable_100500163::SubjectiveFact=false|Sentiment::markable_100500159::Sentiment=True|EmoExpression::markable_100500163::Polarity=positive|gender=masc|EmoExpression::markable_100500163::Uncertain=false|EmoExpression::markable_100500163::Intensity=medium|EmoExpression::markable_100500163::EmoExpression=True|num=pl|sup=True|EmoExpression::markable_100500163::Sarcasm=false case=gen|gender=masc|Sentiment::markable_100500159::Sentiment=True|num=pl case=acc|num=sg|Target::markable_100500162::Target=True|Target::markable_100500162::Preferred=true|gender=fem|Sentiment::markable_100500159::Sentiment=True|Target::markable_100500162::Anaphref=empty case=acc|num=sg|Target::markable_100500162::Target=True|gender=fem|Sentiment::markable_100500159::Sentiment=True|pos=True
371588304841744384	neutral	Haha, das Unions-Wahlprogramm in leichter Sprache. %Link (via WWWW)	Haha, die Unions-Wahlprogramm in leicht Sprache. %Link (via WWWW)	NE ART NN APPR ADJA NN XY TRUNC NN	3/SB 3/NK 0/-- 3/MNR 6/NK 4/NK 0/-- 9/PNC 0/--	case=nom|*=True|num=sg case=acc|gender=neut|num=sg case=acc|gender=neut|num=sg _ *=True|pos=True case=dat|gender=neut|num=sg case=dat|gender=neut|num=sg _ case=nom|gender=masc|num=sg
352391745343979520	neutral	Lieber Herr Gauck! Würde die NSA alle ihre "Akten" in Aktenordnern vorhalten, würde sich die Rotationsachse der Erde verschie...	lieb Herr Gauck! werden die Nsa alle ihr "Akten" in Aktenordner vorhalten, werden sich die Rotationsachse die Erde verschie...	ADJA NN NN VAFIN ART NE PIAT PPOSAT NN APPR NN NE VAFIN PRF ART NN ART NN ADJA	2/NK 0/-- 2/NK 0/-- 6/NK 4/SB 9/NK 9/NK 13/SB 9/MNR 10/NK 11/NK 4/OC 19/OA 16/NK 13/SB 18/NK 16/AG 13/OC	case=nom|gender=masc|num=sg|pos=True case=nom|gender=masc|num=sg case=nom|gender=masc|num=sg pers=3|num=sg|tense=past|mood=subj case=nom|*=True|num=pl case=nom|*=True|num=pl|pos=True case=nom|*=True|num=pl case=nom|*=True|num=pl case=nom|*=True|num=pl _ case=dat|gender=masc|num=pl _ pers=3|num=sg|tense=past|mood=subj case=acc|pers=3|num=sg case=nom|gender=fem|num=sg case=nom|gender=fem|num=sg case=gen|gender=fem|num=sg case=gen|gender=fem|num=sg case=gen|gender=fem|num=sg|pos=True
372620683886739456	neutral	Parolen der Schweizer Piraten: 3x Ja am 22. September - Aufhebung Wehrpflicht, Epidemiengesetz & Liberalisierung Öffnungsze...	Parole die Schweizer Piraten: 3x Ja an 22. September - Aufhebung Wehrpflicht, Epidemiengesetz & Liberalisierung Öffnungsze...	NN ART ADJA NN ADJA NN APPRART ADJA NN $( NN NE NN KON NN NN	0/-- 4/NK 4/NK 1/AG 6/NK 4/AG 6/MNR 9/NK 7/NK 9/-- 1/CJ 11/NK 11/CJ 13/CD 14/CJ 13/PD	case=nom|gender=fem|num=pl case=gen|gender=fem|num=sg *=True|pos=True case=gen|gender=fem|num=sg case=gen|gender=fem|num=sg|pos=True case=gen|gender=fem|num=sg case=dat|gender=masc|num=sg case=dat|gender=masc|num=sg|pos=True case=dat|gender=masc|num=sg _ case=nom|gender=fem|num=sg case=nom|gender=neut|num=sg case=nom|gender=neut|num=sg _ case=nom|gender=fem|num=sg case=nom|gender=fem|num=sg
377001399781195776	positive	Umfrage: NSA-Affäre lässt Vertrauen in die Cloud sinken - %Link Dies ist wohl keine Überraschung!	Umfrage: NSA-Affäre lassen Vertrauen in die Cloud sinken - %Link dies sein wohl keine Überraschung!	NN NN VVFIN NN APPR ART NE VVINF $( XY PDS VAFIN ADV PIAT ADJA	3/SB 1/NK 0/-- 3/OA 4/MNR 7/NK 5/NK 3/OC 8/-- 11/NK 12/SB 3/CJ 12/MO 15/MO 12/PD	case=nom|gender=masc|num=sg case=nom|gender=masc|num=sg pers=3|num=sg|tense=pres|mood=ind case=acc|EmoExpression::markable_104010194::Polarity=positive|EmoExpression::markable_104010194::EmoExpression=True|gender=neut|num=sg|EmoExpression::markable_104010194::Uncertain=false|EmoExpression::markable_104010194::Intensity=medium|EmoExpression::markable_104010194::Sarcasm=false|EmoExpression::markable_104010194::SubjectiveFact=false _ case=acc|gender=fem|num=sg case=acc|gender=fem|num=sg _ _ *=True case=nom|gender=neut|num=sg pers=3|num=sg|tense=pres|mood=ind _ case=nom|gender=fem|num=sg case=nom|gender=fem|num=sg|pos=True
379665158210990080	neutral	Sehr geehrter Herr Altmaier, sind Sie am Wahlabend in Berlin? Haben Sie Zeit für eine Schalte?	sehr geehrter Herr Altmaier, sein Sie an Wahlabend in Berlin? Haben Sie Zeit für eine Schalte?	ADV ADJA NN NE VAFIN PPER APPRART NN APPR ADJA NN PPER NN APPR ART NN	2/MO 3/NK 5/PD 3/NK 0/-- 5/SB 5/MO 7/NK 5/MO 9/NK 0/-- 11/SB 11/OA 13/MNR 16/NK 14/NK	_ case=nom|gender=masc|num=sg|pos=True case=nom|gender=masc|num=sg case=nom|gender=masc|num=sg pers=3|num=pl|tense=pres|mood=ind case=nom|*=True|num=pl|pers=3 case=dat|gender=masc|num=sg case=dat|gender=masc|num=sg _ *=True|pos=True pers=3|num=pl|tense=pres|mood=ind case=nom|*=True|num=pl|pers=3 case=acc|gender=fem|num=sg _ case=acc|gender=fem|num=sg case=acc|gender=fem|num=sg
365213509799251968	negative	Wie heisst die einzige Partei, die gegen die Überwachung''en war? DIE LINKE! ... %Link BND VS NSA	wie heißen die einzig Partei, die gegen die Überwachung''en war? die LINKE! ... %Link BND VS Nsa	KOKOM VVFIN ART ADJA NN ART APPR ART NN VVFIN ART NN $. XY NE NE NE	2/MO 0/-- 5/NK 5/NK 2/SB 10/MO 6/MNR 9/NK 7/NK 2/OA 12/NK 0/-- 0/-- 0/-- 17/PNC 17/PNC 0/--	_ pers=3|num=sg|tense=pres|mood=ind case=nom|gender=fem|num=sg case=nom|gender=fem|num=sg|pos=True case=nom|gender=fem|num=sg case=acc|gender=neut|num=pl _ case=acc|gender=fem|num=pl case=acc|EmoExpression::markable_104010195::Polarity=negative|EmoExpression::markable_104010195::Sarcasm=false|gender=fem|EmoExpression::markable_104010195::SubjectiveFact=true|num=pl|EmoExpression::markable_104010195::Uncertain=false|EmoExpression::markable_104010195::Intensity=medium|EmoExpression::markable_104010195::EmoExpression=True _ case=nom|gender=neut|num=sg case=nom|gender=neut|num=sg _ _ case=nom|gender=masc|num=sg case=nom|gender=masc|num=sg case=nom|gender=masc|num=sg
382010085352144896	neutral	"Entweder die SPD oder die Grünen werden sich erbarmen; das Land muss ja regiert werden." Schäuble, schmunzelnd. btw13	"Entweder die SPD oder die Grüne werden sich erbarmen; die Land müssen ja regieren werden." Schäuble, schmunzelnd. btw13	NN ART NE KON ART NN VAFIN PRF ADJD ART NN VMFIN ADV VVFIN ADJA NE ADJA ADJA	7/SB 3/NK 1/PG 3/CD 6/NK 4/CJ 0/-- 9/OA 7/MO 11/NK 12/SB 7/CJ 12/MO 12/OC 14/MO 17/SB 0/-- 17/MO	case=nom|gender=masc|num=sg case=acc|gender=fem|num=sg case=acc|gender=fem|num=sg _ case=acc|*=True|num=pl case=acc|*=True|num=pl pers=3|num=pl|tense=pres|mood=ind case=acc|pers=3|num=pl pos=True case=acc|gender=neut|num=sg case=acc|gender=neut|num=sg pers=3|num=sg|tense=pres|mood=ind _ pers=3|num=sg|tense=pres|mood=ind _ case=nom|*=True|num=sg pers=2|num=sg|tense=pres|mood=ind case=nom|gender=masc|num=sg|pos=True
372413890191450112	neutral	Na mal sehen was da raus kommt, wenn sich jetzt SPD und CDU zusammen an den "Energietisch" setzen. AGH	na mal sehen was da raus kommt, wenn sich jetzt SPD und CDU zusammen an die "Energietisch" setzen. AGH	ITJ ADV VVFIN PIS ADV ADV VVFIN KOUS PRF ADV NE KON NE ADV APPR ART NN NE NE	11/NK 3/MO 0/-- 3/SB 4/MO 7/MO 3/CJ 7/MO 7/OA 7/MO 7/SB 11/CD 12/CJ 7/MO 7/MO 17/NK 15/NK 17/NK 0/--	_ _ pers=3|num=pl|tense=pres|mood=ind gender=neut|*=True _ _ pers=3|num=sg|tense=past|mood=ind _ case=acc|pers=3|num=sg _ case=nom|gender=fem|num=sg _ case=nom|gender=fem|num=sg _ _ case=acc|gender=masc|num=sg case=acc|gender=masc|num=sg case=nom|gender=neut|num=sg _
354881414380003328	neutral	Der kultur- und medienpolitische Sprecher der SPD-Fraktion und Dichter, Hans-Jürgen Döring, stellte gestern seinen...	die kultur- und medienpolitisch Sprecher die SPD-Fraktion und Dichter, Hans-Jürgen Döring, stellen gestern seinen...	ART TRUNC KON ADJA NN ART NN KON NN NE NE VVFIN ADV ADJA	5/NK 3/CJ 4/CD 5/NK 12/SB 7/NK 5/AG 7/CD 8/CJ 11/PNC 7/NK 0/-- 12/MO 12/MO	case=nom|gender=masc|num=sg _ _ case=nom|gender=masc|num=sg|pos=True case=nom|gender=masc|num=sg case=gen|gender=fem|num=sg case=gen|gender=fem|num=sg _ case=gen|gender=fem|num=sg case=gen|gender=fem|num=sg case=nom|gender=masc|num=sg pers=3|num=sg|tense=past|mood=ind _ pos=True
356051660801458176	negative	"Volker und das Volk sind gegen Volksverhetzung %User von PRO NPD und %User"ah die grünen	"Volker und die Volk sein gegen Volksverhetzung %User von PRO NPD und %User"ah die grün	NE KON ART NN VAFIN APPR NN NE APPR NE NE KON NE ART ADJA	5/SB 1/CD 4/NK 2/CJ 0/-- 5/MO 6/NK 7/NK 7/PG 11/PNC 9/NK 11/CD 12/CJ 15/NK 5/PD	case=nom|num=sg|Source::markable_88::Source=True|Sentiment::markable_87::Sentiment=True|*=True|Source::markable_88::Anaphref=empty Sentiment::markable_87::Sentiment=True|Source::markable_88::Source=True case=acc|gender=neut|Sentiment::markable_87::Sentiment=True|num=sg|Source::markable_88::Source=True case=acc|gender=neut|Sentiment::markable_87::Sentiment=True|num=sg|Source::markable_88::Source=True mood=ind|EmoExpression::markable_90::EmoExpression=True|EmoExpression::markable_90::Intensity=medium|pers=3|num=pl|tense=pres|EmoExpression::markable_90::SubjectiveFact=false|EmoExpression::markable_90::Uncertain=false|Sentiment::markable_87::Sentiment=True|EmoExpression::markable_90::Polarity=negative|EmoExpression::markable_90::Sarcasm=false Sentiment::markable_87::Sentiment=True|EmoExpression::markable_90::EmoExpression=True case=acc|Target::markable_89::Anaphref=empty|EmoExpression::markable_100500164::Intensity=medium|gender=fem|EmoExpression::markable_100500164::SubjectiveFact=false|Target::markable_89::Preferred=true|EmoExpression::markable_100500164::Uncertain=false|Target::markable_89::Target=True|num=sg|EmoExpression::markable_100500164::Sarcasm=false|EmoExpression::markable_100500164::Polarity=negative|Sentiment::markable_87::Sentiment=True|EmoExpression::markable_100500164::EmoExpression=True case=acc|gender=fem|num=sg _ case=dat|gender=fem|num=sg case=dat|gender=fem|num=sg _ case=nom|*=True|num=sg case=acc|gender=fem|num=pl case=acc|gender=fem|num=pl|pos=True
380352044756127744	positive	Also eine Debatte zwischen Lucke und Gysi hat mehr Substanz als eine zwischen Merkel und Steinbrück bundestagswahl cdu spd afd linke	also eine Debatte zwischen Lucke und Gysi haben mehr Substanz als eine zwischen Merkel und Steinbrück bundestagswahl cdu spd afd links	ADV ART NN APPR NE KON NE VAFIN PIAT NN KOKOM ART APPR NE KON NN ADJA NN ADJA ADJA ADJA	3/MO 3/NK 8/SB 3/MNR 4/NK 5/CD 6/CJ 0/-- 10/NK 8/OA 18/CM 18/NK 17/MO 13/NK 14/CD 15/CJ 18/NK 9/CC 20/MO 18/AG 20/NK	Sentiment::markable_91::Polarity=positive|Sentiment::markable_91::Intensity=medium|Sentiment::markable_91::Sarcasm=false|Sentiment::markable_91::Sentiment=True case=nom|num=sg|Sentiment::markable_91::Sentiment=True|Target::markable_92::Preferred=true|gender=fem|Target::markable_92::Target=True|Target::markable_92::Anaphref=empty case=nom|EmoExpression::markable_104010197::Uncertain=false|EmoExpression::markable_104010197::Polarity=negative|EmoExpression::markable_104010197::Sarcasm=false|gender=fem|Target::markable_92::Target=True|num=sg|Sentiment::markable_91::Sentiment=True|EmoExpression::markable_104010197::Intensity=medium|EmoExpression::markable_104010197::SubjectiveFact=true|EmoExpression::markable_104010197::EmoExpression=True Target::markable_92::Target=True|Sentiment::markable_91::Sentiment=True case=dat|gender=neut|Target::markable_92::Target=True|num=sg|Sentiment::markable_91::Sentiment=True Target::markable_92::Target=True|Sentiment::markable_91::Sentiment=True case=dat|*=True|Target::markable_92::Target=True|num=sg|Sentiment::markable_91::Sentiment=True pers=3|num=sg|tense=pres|mood=ind|Sentiment::markable_91::Sentiment=True EmoExpression::markable_93::Uncertain=false|EmoExpression::markable_93::Intensity=medium|EmoExpression::markable_93::Sarcasm=false|EmoExpression::markable_93::SubjectiveFact=false|*=True|EmoExpression::markable_93::EmoExpression=True|Sentiment::markable_91::Sentiment=True|EmoExpression::markable_93::Polarity=positive case=acc|gender=fem|num=sg|Sentiment::markable_91::Sentiment=True|EmoExpression::markable_93::EmoExpression=True Sentiment::markable_91::Sentiment=True case=nom|num=sg|Sentiment::markable_91::Sentiment=True|Target::markable_94::Preferred=false|Target::markable_94::Target=True|gender=fem|Target::markable_94::Anaphref=empty Target::markable_94::Target=True|Sentiment::markable_91::Sentiment=True case=dat|gender=masc|num=sg|Target::markable_94::Target=True|Sentiment::markable_91::Sentiment=True Target::markable_94::Target=True|Sentiment::markable_91::Sentiment=True case=dat|gender=fem|num=sg|Target::markable_94::Target=True|Sentiment::markable_91::Sentiment=True case=dat|gender=fem|num=sg case=dat|gender=fem|num=sg _ _ case=acc|gender=fem|num=sg|pos=True
356060905374617601	neutral	Mit welchen hat Wahllügen Kretschmann sich seinen Posten erschlichen? S21 zeigt grünen Shit!	mit welche haben Wahllügen Kretschmann sich sein Posten erschlichen? S21 zeigen grün Shit!	APPR PIS VAFIN NN NE PRF PPOSAT NN ADJA NN VVFIN ADJA NN	9/MO 1/NK 0/-- 3/SB 4/NK 9/DA 8/NK 9/OA 3/OC 11/SB 0/-- 13/NK 11/OA	_ case=dat|gender=fem|num=pl pers=3|num=sg|tense=pres|mood=ind case=nom|gender=masc|num=sg case=nom|gender=masc|num=sg case=acc|pers=3|num=sg case=acc|gender=masc|num=sg case=acc|gender=masc|num=sg case=nom|gender=neut|num=sg|pos=True case=nom|*=True|num=sg pers=3|num=sg|tense=pres|mood=ind case=acc|gender=masc|num=sg|pos=True case=acc|gender=masc|num=sg
347024045922979841	neutral	CDU-Wahlprogramm: "Wir brauchen grössere international aufgestellte Energieversorger" ... ohne Worte ... Damit ist wohl alles gesag...	CDU-Wahlprogramm: "Wir brauchen groß international aufgestellt Energieversorger" ... ohne Wort ... damit sein wohl alle gesag...	NN NN VVFIN ADJA NE ADJA NN $. APPR NN $. PAV VAFIN ADV PIAT ADJA	3/SB 1/NK 0/-- 7/NK 7/NK 7/NK 3/OA 7/-- 0/-- 9/NK 10/-- 15/NK 0/-- 16/MO 16/MO 13/SB	case=nom|gender=fem|num=sg case=nom|gender=fem|num=sg pers=3|num=pl|tense=pres|mood=ind case=acc|gender=fem|num=sg|comp=True pos=True case=nom|gender=masc|num=sg|pos=True case=nom|gender=masc|num=sg _ _ case=acc|gender=neut|num=pl _ _ pers=3|num=sg|tense=pres|mood=ind _ case=nom|gender=neut|num=sg case=nom|gender=neut|num=sg|pos=True
365881425930629121	neutral	afd- = Direkte Demagogie. Jetzt wird auch gegen die grünen gehetzt	afd- = direkt Demagogie. jetzt werden auch gegen die grün gehetzt	TRUNC $( ADJA NN ADV VAFIN ADV APPR ART ADJA ADJD	3/MO 1/-- 4/NK 0/-- 6/MO 0/-- 8/MO 11/MO 10/NK 8/NK 6/PD	_ _ case=nom|gender=masc|num=pl|pos=True case=nom|gender=masc|num=pl _ pers=3|num=sg|tense=pres|mood=ind _ _ case=acc|gender=fem|num=pl case=acc|gender=fem|num=pl|pos=True _
381498025257861120	neutral	Wer nichts wird, wird Wirt Ich schaue %User Stefanraab solltet ihr auch schauen vielleicht Wirt m...	wer nichts wird, werden Wirt ich schauen %User Stefanraab sollen ihr auch schauen vielleicht Wirt m...	PWS PIS ADJD VAFIN NN PPER VVFIN NE NE VMFIN PPER ADV VVFIN ADV NN ADJA	4/SB 3/NK 4/PD 0/-- 4/SB 7/SB 4/CJ 7/OA 8/NK 7/OC 13/DA 13/MO 7/CJ 13/MO 13/SB 15/NK	case=nom|gender=masc|num=sg gender=neut|*=True pos=True pers=3|num=sg|tense=pres|mood=ind case=nom|gender=masc|num=sg case=nom|*=True|num=sg|pers=1 pers=1|num=sg|tense=pres|mood=ind case=acc|gender=neut|num=sg case=acc|gender=neut|num=sg pers=3|num=sg|tense=pres|mood=ind case=dat|gender=fem|num=sg|pers=3 _ pers=3|num=pl|tense=pres|mood=ind _ case=acc|gender=fem|num=sg case=acc|gender=fem|num=sg|pos=True
373018101807214593	neutral	Der Wahl-O-Mat zur Bundestagswahl ist online. Jetzt seid ihr dran! %Link wahlomat	die Wahl-O-Mat zu Bundestagswahl sein online. jetzt sein ihr dran! %Link wahlomat	ART NN APPRART NN VAFIN NE ADV VAFIN PPOSAT ADJA XY ADJA	2/NK 5/SB 2/MNR 3/NK 0/-- 5/SB 8/MO 0/-- 10/NK 8/SB 0/-- 0/--	case=nom|gender=masc|num=sg case=nom|gender=masc|num=sg case=dat|gender=fem|num=sg case=dat|gender=fem|num=sg pers=3|num=sg|tense=pres|mood=ind case=nom|gender=neut|num=sg _ pers=2|num=pl|tense=pres|mood=ind case=nom|gender=neut|num=sg case=nom|gender=neut|num=sg|pos=True case=nom|gender=fem|num=sg case=nom|gender=fem|num=sg|pos=True
366380588334194689	neutral	SPD startet Bundesratsinitiative zur Verschärfung des Steuerstrafrechts	SPD starten Bundesratsinitiative zu Verschärfung die Steuerstrafrechts	NE VVFIN NN APPRART NN ART NN	2/SB 0/-- 2/OA 3/MNR 4/NK 7/NK 5/AG	case=nom|gender=fem|num=sg pers=3|num=sg|tense=pres|mood=ind case=acc|gender=fem|num=sg case=dat|gender=fem|num=sg case=dat|gender=fem|num=sg case=gen|gender=neut|num=sg case=gen|gender=neut|num=sg
359032890991984640	positive	ltwby13 Die Bayern- SPD sieht keine Chance bei der Landtagswahl %Link Bayern	ltwby13 die Bayern- SPD sehen keine Chance bei die Landtagswahl %Link Bayern	NN ART TRUNC NE VVFIN PIAT NN APPR ART NN XY NE	5/SB 4/NK 4/NK 1/NK 0/-- 7/NK 5/OA 7/MNR 10/NK 8/NK 12/PNC 10/NK	case=nom|gender=fem|num=sg case=nom|gender=fem|num=sg _ case=nom|gender=fem|num=sg pers=3|num=sg|tense=pres|mood=ind case=acc|gender=fem|num=sg case=acc|EmoExpression::markable_104010199::EmoExpression=True|gender=fem|EmoExpression::markable_104010199::Sarcasm=false|EmoExpression::markable_104010199::Polarity=positive|num=sg|EmoExpression::markable_104010199::Intensity=medium|EmoExpression::markable_104010199::SubjectiveFact=false|EmoExpression::markable_104010199::Uncertain=false _ case=dat|gender=fem|num=sg case=dat|gender=fem|num=sg *=True case=nom|gender=neut|num=sg
