319780665581264897	negative	JETZT geb ich Player 6 den Todesstoss. Lange genug hat er sich gewehrt %PosSmiley	jetzt geb ich Player 6 die Todesstoss. Lange genug haben er sich wehren %PosSmiley	ADV VVFIN PPER NN CARD ART NN NE ADV VAFIN PPER PRF VVPP ITJ	2/MO 0/-- 2/SB 2/SB 2/MO 7/NK 2/OA 10/SB 8/MO 0/-- 10/SB 13/OA 10/OC 13/NK	Sentiment::markable_1::Sarcasm=false|Sentiment::markable_1::Intensity=medium|Sentiment::markable_1::Sentiment=True|Sentiment::markable_1::Polarity=negative Sentiment::markable_1::Sentiment=True case=nom|pers=1|num=sg|Source::markable_3::Anaphref=empty|*=True|Source::markable_3::Source=True|Sentiment::markable_1::Sentiment=True mood=ind|Sentiment::markable_1::Sentiment=True|pers=1|num=sg|tense=past|Target::markable_2::Anaphref=empty|Target::markable_2::Preferred=true|Target::markable_2::Target=True Target::markable_2::Target=True|Sentiment::markable_1::Sentiment=True case=acc|gender=masc|num=sg|Sentiment::markable_1::Sentiment=True case=acc|gender=masc|num=sg case=nom|gender=masc|num=sg _ pers=3|num=sg|tense=pres|mood=ind case=nom|gender=masc|num=sg|pers=3 case=acc|pers=3|num=sg _ EmoExpression::markable_5::Intensity=medium|EmoExpression::markable_5::Sarcasm=false|EmoExpression::markable_5::SubjectiveFact=false|EmoExpression::markable_5::EmoExpression=True|EmoExpression::markable_5::Uncertain=false|EmoExpression::markable_5::Polarity=positive
322642609321418752	neutral	Was ist das Gegenteil von Frühlingserwachen?	was sein die Gegenteil von Frühlingserwachen?	PIS VAFIN ART NN APPR ADJA	2/SB 0/-- 4/NK 2/SB 4/PG 5/NK	case=nom|gender=neut|num=sg pers=3|num=sg|tense=pres|mood=ind case=nom|gender=neut|num=sg case=nom|gender=neut|num=sg _ case=dat|gender=neut|num=pl|pos=True
322848800081317889	negative	Neulich habe ich so einen abgefahrenen Text gelesen zu einem Radiodings. Muss mal eben suchen, da kippste um %PosSmiley	neulich haben ich so eine abgefahren Text lesen zu eine Radiodings. Muss mal eben suchen, da kippste um %PosSmiley	ADV VAFIN PPER ADV ART ADJA NN VVPP APPR ART ADJA NN ADV ADV NE ADV ADJD PTKVZ ITJ	8/MO 0/-- 2/SB 8/MO 7/NK 7/NK 8/OA 2/OC 8/MO 11/NK 9/NK 0/-- 12/MO 15/MO 17/DA 17/MO 12/PD 17/SVP 18/NK	_ pers=1|num=sg|tense=pres|mood=ind case=nom|*=True|num=sg|pers=1 _ case=acc|Target::markable_187::Anaphref=empty|Sentiment::markable_186::Polarity=negative|gender=masc|Target::markable_187::Preferred=true|num=sg|Sentiment::markable_186::Sarcasm=false|Sentiment::markable_186::Intensity=medium|Target::markable_187::Target=True|Sentiment::markable_186::Sentiment=True case=acc|EmoExpression::markable_188::EmoExpression=True|EmoExpression::markable_188::SubjectiveFact=false|gender=masc|EmoExpression::markable_188::Sarcasm=false|EmoExpression::markable_188::Uncertain=false|pos=True|EmoExpression::markable_188::Polarity=negative|num=sg|Target::markable_187::Target=True|EmoExpression::markable_188::Intensity=medium|Sentiment::markable_186::Sentiment=True case=acc|gender=masc|num=sg|Target::markable_187::Target=True|Sentiment::markable_186::Sentiment=True _ _ case=dat|gender=masc|num=sg case=dat|gender=masc|num=sg|pos=True case=nom|gender=masc|num=sg _ _ _ _ pers=3|num=sg|tense=past|mood=ind _ EmoExpression::markable_189::Uncertain=false|EmoExpression::markable_189::EmoExpression=True|EmoExpression::markable_189::SubjectiveFact=false|EmoExpression::markable_189::Polarity=positive|EmoExpression::markable_189::Intensity=medium|EmoExpression::markable_189::Sarcasm=false
322006820824698880	neutral	Ich habe 250 Nahrungseinheiten geerntet! %Link android, androidgames, gameinsight	ich haben @card@ Nahrungseinheiten geerntet! %Link android, androidgames, gameinsight	PPER VAFIN CARD NN VVPP XY NE NE NE	2/SB 0/-- 4/NK 5/OA 2/OC 0/-- 9/PNC 9/PNC 0/--	case=nom|*=True|num=sg|pers=1 pers=1|num=sg|tense=pres|mood=ind _ case=acc|gender=fem|num=pl _ case=nom|*=True|num=sg case=nom|*=True|num=sg case=nom|*=True|num=sg _
320607543795798016	neutral	jetzt isset passiert.. öach.. ich der oberfaule schnabiffmeister hab mir heutn fahrrad kekauft... das aldirad das die...	jetzt isset passiert.. öach.. ich die oberfaul schnabiffmeister haben ich heutn Fahrrad kekauft... die aldirad die die...	ADV VVFIN NE VVFIN PPER ART ADJA NN VAIMP PRF NE NN NE ART NN ART ADJA	2/MO 0/-- 2/SB 0/-- 12/SB 8/NK 8/NK 5/APP 8/NK 12/DA 12/AG 0/-- 12/NK 15/NK 0/-- 17/NK 15/AG	_ pers=3|num=sg|tense=pres|mood=ind case=nom|*=True|num=sg _ case=nom|*=True|num=sg|pers=1 case=nom|gender=masc|num=sg case=nom|gender=masc|num=sg|pos=True case=nom|gender=masc|num=sg pers=3|num=sg|tense=past|mood=ind case=dat|*=True|num=sg|pers=1 case=nom|*=True|num=sg case=nom|gender=neut|num=sg case=nom|gender=neut|num=sg case=nom|gender=neut|num=sg case=nom|gender=neut|num=sg case=nom|gender=neut|num=sg case=nom|gender=neut|num=sg|pos=True
323121895811735552	neutral	Internetspiel gratis Kiez King Game im Rotlichtmilieu %Link zum sofort mitspielen Mafiaspiele Kiez King	Internetspiel gratis Kiez King Game in Rotlichtmilieu %Link zu sofort mitspielen Mafiaspiele Kiez King	NN ADJD NN NE NN APPRART NN XY APPRART ADV VVFIN NN NN NE	11/SB 3/MO 1/NK 5/PNC 3/NK 3/MNR 6/NK 7/NK 3/MNR 9/NK 0/-- 11/SB 12/NK 13/NK	case=nom|gender=neut|num=sg pos=True case=acc|gender=fem|num=sg *=True case=acc|gender=fem|num=sg case=dat|gender=masc|num=sg case=dat|gender=masc|num=sg case=dat|gender=masc|num=sg case=dat|gender=masc|num=sg _ case=acc|gender=neut|num=pl|pos=True case=acc|gender=neut|num=pl case=nom|gender=fem|num=sg case=nom|gender=fem|num=sg
324909339951366144	neutral	Du kannst für Sie die SIM Karte sperren. Sende uns dazu bitte Ihre Handynummer so wie Ihren Namen via DM. ^SD	du können für Sie die Sim Karte sperren. senden wir dazu bitte ihr Handynummer so wie ihr Name via DM. ^SD	PPER VMFIN APPR PPER ART NE NN NE VVFIN PPER PAV PTKANT PPOSAT NN ADV KOKOM PPOSAT NN APPR NN NE	2/SB 0/-- 2/MO 3/NK 7/NK 7/NK 2/SB 7/NK 0/-- 9/SB 10/NK 9/MO 14/NK 9/OA 9/MO 18/CM 18/NK 15/CC 18/MNR 19/NK 20/NK	case=nom|*=True|num=sg|pers=2 pers=2|num=sg|tense=pres|mood=ind _ case=acc|gender=fem|num=sg case=acc|gender=fem|num=sg *=True case=acc|gender=fem|num=sg case=nom|*=True|num=sg case=nom|*=True|num=pl case=dat|*=True|num=pl|pers=1 _ _ case=nom|gender=fem|num=sg case=nom|gender=fem|num=sg _ _ case=dat|gender=masc|num=pl case=dat|gender=masc|num=pl _ case=dat|gender=fem|num=sg case=dat|gender=fem|num=sg
323545950603837441	positive	Beziehungsstatus: mit einem fetten Grinsen einschlafen.	Beziehungsstatus: mit eine fett Grinsen einschlafen.	NN APPR ART ADJA NN ADJA	6/MO 1/MNR 5/NK 5/NK 2/NK 0/--	case=nom|gender=fem|num=sg|Sentiment::markable_190::Sentiment=True Sentiment::markable_190::Sentiment=True case=dat|gender=masc|num=sg|Sentiment::markable_190::Sentiment=True case=dat|EmoExpression::markable_100500240::Intensity=medium|EmoExpression::markable_100500240::Polarity=positive|Sentiment::markable_190::Sentiment=True|gender=masc|pos=True|EmoExpression::markable_100500240::SubjectiveFact=false|num=sg|EmoExpression::markable_100500240::EmoExpression=True|EmoExpression::markable_100500240::Sarcasm=false|EmoExpression::markable_100500240::Uncertain=false case=dat|gender=masc|num=sg|EmoExpression::markable_100500240::EmoExpression=True|Sentiment::markable_190::Sentiment=True case=dat|gender=masc|num=sg|Sentiment::markable_190::Sentiment=True|pos=True
319809846557954050	negative	Ich fühle mich wie eine Banane	ich fühlen ich wie eine Banane	PPER VVFIN PRF KOKOM ART NN	2/SB 0/-- 2/OA 6/CM 6/NK 2/MO	case=nom|Target::markable_194::Anaphref=empty|Sentiment::markable_193::Sarcasm=false|Sentiment::markable_193::Polarity=negative|*=True|Target::markable_194::Preferred=true|pers=1|Sentiment::markable_193::Intensity=medium|num=sg|Sentiment::markable_193::Sentiment=True|Target::markable_194::Target=True pers=1|num=sg|tense=pres|mood=ind|Sentiment::markable_193::Sentiment=True case=acc|pers=1|num=sg|Sentiment::markable_193::Sentiment=True Sentiment::markable_193::Sentiment=True case=nom|gender=fem|num=sg|Sentiment::markable_193::Sentiment=True case=nom|gender=fem|num=sg|Sentiment::markable_193::Sentiment=True
323428812014641152	neutral	Yamaha AX 700 600 Watt: Essen, Ruhr | Verkaufe Yamaha AX 700 Verstärker im best zustand! Keine kratzer,Voll f...	Yamaha AX 700 600 Watt: Essen, Ruhr | Verkauf Yamaha AX 700 Verstärker in gut zustand! keine kratzer,Voll f...	NN NE CARD CARD NN NE NN XY NN NN NE CARD NN APPRART ADJD VVFIN PIAT ADJA NN	0/-- 1/NK 4/NMC 5/NK 1/CJ 5/NK 5/NK 5/NK 5/NK 11/PNC 13/NK 13/NK 5/CJ 13/MNR 16/MO 14/NK 19/NK 19/NK 0/--	case=nom|gender=masc|num=sg case=nom|gender=masc|num=sg _ _ case=nom|gender=neut|num=sg case=nom|gender=neut|num=sg case=nom|gender=fem|num=sg *=True *=True *=True case=nom|*=True|num=sg _ case=acc|gender=neut|num=pl case=dat|gender=masc|num=sg pos=True _ case=nom|gender=fem|num=sg pos=True _
320832419932540928	neutral	NACH dem Lauf, Teil 01: Johannes aus Reinickendorf. Halbmarathon berlinhalf Vine	nach die Lauf, Teil @card@ Johannes aus Reinickendorf. Halbmarathon berlinhalf Vine	APPR ART NN NN CARD NE APPR NE NN VVFIN NE	0/-- 3/NK 1/NK 6/PNC 6/NK 3/NK 3/MNR 7/NK 10/SB 0/-- 10/OA	_ case=dat|gender=masc|num=sg case=dat|gender=masc|num=sg case=nom|gender=masc|num=sg case=nom|gender=masc|num=sg case=nom|gender=masc|num=sg _ case=dat|gender=neut|num=sg case=nom|gender=masc|num=sg pers=3|num=sg|tense=past|mood=ind case=nom|*=True|num=sg
321642305247391744	neutral	Bürgergemeinde macht Rückzieher! Ein Theaterstück über den Massenmörder Breivik hätte eigentlich im Stadthaus gezeigt werden sollen. 7vor7	Bürgergemeinde machen Rückzieher! eine Theaterstück über die Massenmörder Breivik haben eigentlich in Stadthaus zeigen werden sollen. 7vor7	NN VVFIN NN ART NN APPR ART NN NN VAFIN ADV APPRART NN VVPP VAFIN NE CARD	2/SB 0/-- 2/OA 5/NK 10/SB 5/MNR 8/NK 6/NK 8/NK 0/-- 12/MO 14/MO 12/NK 15/OC 10/OC 10/OA 0/--	case=nom|gender=fem|num=sg pers=3|num=sg|tense=pres|mood=ind case=acc|gender=fem|num=sg case=nom|gender=neut|num=sg case=nom|gender=neut|num=sg _ case=acc|gender=masc|num=sg case=acc|gender=masc|num=sg case=nom|gender=fem|num=sg pers=3|num=sg|tense=past|mood=subj _ case=dat|gender=masc|num=sg case=dat|gender=masc|num=sg _ _ case=dat|gender=masc|num=sg _
320537205930065921	neutral	Check out "Straight - Rap so wie Ein Waffenschrank" by STRAIGHT (Warghosts Germany)	Check out "Straight - Rap so wie eine Waffenschrank" by STRAIGHT (Warghosts Germany)	NN NE NN $( NN ADV KOKOM ART NN NE NN NN ADJA	0/-- 3/PNC 1/NK 5/-- 0/-- 13/MO 9/CM 9/NK 6/CC 12/PNC 12/NK 9/NK 5/UC	case=nom|gender=masc|num=sg case=nom|gender=masc|num=sg case=nom|gender=masc|num=sg _ case=nom|gender=masc|num=sg _ _ case=nom|gender=masc|num=sg case=nom|gender=masc|num=sg case=nom|gender=masc|num=sg case=nom|gender=masc|num=sg case=gen|gender=masc|num=sg case=gen|gender=masc|num=sg|pos=True
323741871023206400	neutral	Wolkig mit Aussicht auf Musik 106: Heute mit Tripwires, Bombay Show Pig, The Twilight Sad, Twin Tigers und Ho...	wolkig mit Aussicht auf Musik @card@ heute mit Tripwires, Bombay Show Pig, The Twilight Sad, Twin Tiger und Ho...	ADJD APPR NN APPR NN CARD ADV APPR NE NE NN NE FM NN NE NE NN KON NN	2/MO 17/MO 2/NK 3/MNR 4/NK 5/NK 13/MO 13/MO 10/PNC 8/NK 13/PNC 13/PNC 5/PAR 16/PNC 16/PNC 13/NK 0/-- 17/CD 18/CJ	pos=True _ case=dat|gender=fem|num=sg _ case=dat|gender=fem|num=sg _ _ _ case=dat|gender=neut|num=sg case=nom|gender=masc|num=sg case=nom|gender=masc|num=sg *=True *=True *=True *=True *=True case=nom|gender=masc|num=pl _ case=nom|gender=masc|num=pl
325773282404089856	neutral	Heck nawl," cudnt even picture dem doing dhat.. !	Heck nawl," cudnt even picture die doing dhat.. !	NN ADJA NN ADJA NN ART NE NE $.	0/-- 3/NK 1/MNR 5/NK 3/AG 7/NK 8/PNC 1/NK 0/--	case=nom|gender=masc|num=sg case=nom|gender=masc|num=sg|pos=True case=nom|gender=masc|num=sg case=gen|gender=fem|num=sg|pos=True case=gen|gender=fem|num=sg case=dat|gender=masc|num=sg case=dat|gender=masc|num=sg case=dat|gender=masc|num=sg _
320134717980696576	neutral	Landeshauptmann a. D. Dörfler wurde zum Bundesrat angelobt und befindet sich jetzt in einer "Phase des Lernens"	Landeshauptmann a. D. Dörfler werden zu Bundesrat angelobt und befinden sich jetzt in eine "Phase die Lernens"	NN APPR NE NN VAFIN APPRART NN ADJD KON VVFIN PRF ADV APPR ART NN ART NN	5/SB 1/MNR 4/PNC 2/NK 0/-- 5/MO 6/NK 5/PD 5/CD 9/CJ 10/OA 10/MO 10/MO 15/NK 13/NK 17/NK 15/AG	case=nom|gender=masc|num=sg case=nom|gender=masc|num=sg|pos=True case=nom|gender=masc|num=sg case=nom|gender=masc|num=sg pers=3|num=sg|tense=past|mood=ind case=dat|gender=masc|num=sg case=dat|gender=masc|num=sg pos=True _ pers=3|num=sg|tense=pres|mood=ind case=acc|pers=3|num=sg _ _ case=dat|gender=fem|num=sg case=dat|gender=fem|num=sg case=gen|gender=neut|num=sg case=gen|gender=neut|num=sg
325150870884990976	neutral	Motor Re: 848 spritzt nicht ein / startet nicht %Link Ducati SBK	Motor Re: @card@ spritzen nicht ein / starten nicht %Link Ducati SBK	NN NN CARD VVFIN PTKNEG PTKVZ $( VVFIN PTKNEG XY NE NE	8/SB 4/SB 2/NK 1/NK 4/NG 4/SVP 6/-- 0/-- 8/NG 12/PNC 12/PNC 8/OA	case=nom|gender=masc|num=sg case=nom|gender=masc|num=sg _ pers=3|num=sg|tense=pres|mood=ind _ _ _ pers=3|num=sg|tense=pres|mood=ind _ case=nom|gender=fem|num=sg case=nom|gender=fem|num=sg case=nom|gender=fem|num=sg
321082596215889920	positive	Nicht mal mein "Kalinke" Klingelton heitert mich auf. ;;	nicht mal mein "Kalinke" Klingelton heitern ich auf. ;;	PTKNEG ADV PPOSAT NN NN VVFIN PRF NE ADJA	4/NG 1/MO 4/NK 6/SB 4/NK 0/-- 6/OA 6/OA 0/--	Sentiment::markable_196::Intensity=medium|Sentiment::markable_196::Polarity=positive|Sentiment::markable_196::Sarcasm=false|Sentiment::markable_196::Sentiment=True Sentiment::markable_196::Sentiment=True case=nom|num=sg|Target::markable_197::Preferred=true|gender=masc|Sentiment::markable_196::Sentiment=True|Target::markable_197::Target=True|Target::markable_197::Anaphref=empty case=nom|gender=masc|Sentiment::markable_196::Sentiment=True|num=sg|Target::markable_197::Target=True case=nom|gender=masc|Sentiment::markable_196::Sentiment=True|num=sg|Target::markable_197::Target=True mood=ind|EmoExpression::markable_199::EmoExpression=True|EmoExpression::markable_199::Sarcasm=false|Sentiment::markable_196::Sentiment=True|EmoExpression::markable_199::Polarity=positive|pers=3|EmoExpression::markable_199::SubjectiveFact=false|num=sg|tense=pres|EmoExpression::markable_199::Intensity=medium|EmoExpression::markable_199::Uncertain=false Source::markable_200::Anaphref=empty|Sentiment::markable_196::Sentiment=True|Source::markable_200::Source=True|pos=True EmoExpression::markable_100500234::EmoExpression=True EmoExpression::markable_100500234::EmoExpression=True
326787415803052032	neutral	Master bringt mir Deutsch bei :3	Master bringen ich deutsch bei @card@	NN VVFIN PPER NN APPR CARD	2/SB 0/-- 2/DA 2/OA 2/MO 5/NK	case=nom|gender=masc|num=sg pers=3|num=sg|tense=pres|mood=ind case=dat|*=True|num=sg|pers=1 case=acc|gender=neut|num=sg _ _
320665307540754432	neutral	Also,wenn der fcb die Championsleague gewinnt sollten wir alle mit dem %User losziehen.	Also,wenn die fcb die Championsleague gewinnen sollen wir alle mit die %User losziehen.	NE ART NN ART NN VVFIN VMFIN PPER PIAT APPR ART NE NE	6/SB 3/NK 6/SB 5/NK 6/OA 0/-- 6/MO 7/SB 8/NK 7/MO 13/NK 13/PNC 10/NK	case=nom|gender=masc|num=sg case=nom|gender=masc|num=sg case=nom|gender=masc|num=sg case=acc|gender=fem|num=sg case=acc|gender=fem|num=sg pers=3|num=sg|tense=pres|mood=ind pers=1|num=pl|tense=past|mood=subj case=nom|*=True|num=pl|pers=1 case=acc|*=True|num=pl _ case=dat|gender=masc|num=sg case=dat|gender=masc|num=sg case=dat|gender=masc|num=sg
327755796253384704	positive	In Egliswil fühlt man sich wohl und zu Hause! %Link	in Egliswil fühlen man sich wohl und zu Hause! %Link	APPR NE VVFIN PIS PRF ADV KON APPR NN XY	3/MO 1/NK 0/-- 3/SB 3/OA 3/MO 1/CD 7/CJ 8/NK 0/--	Sentiment::markable_201::Polarity=positive|Sentiment::markable_201::Sarcasm=false|Sentiment::markable_201::Sentiment=True|Sentiment::markable_201::Intensity=medium case=dat|num=sg|Target::markable_202::Target=True|gender=neut|Target::markable_202::Anaphref=empty|Sentiment::markable_201::Sentiment=True|Target::markable_202::Preferred=true EmoExpression::markable_203::Sarcasm=false|EmoExpression::markable_203::Uncertain=false|mood=ind|Sentiment::markable_201::Sentiment=True|EmoExpression::markable_203::SubjectiveFact=false|pers=3|num=sg|tense=pres|EmoExpression::markable_203::Intensity=medium|EmoExpression::markable_203::EmoExpression=True|EmoExpression::markable_203::Polarity=positive case=nom|num=sg|Source::markable_100500235::Source=True|*=True|Source::markable_100500235::Anaphref=empty|Sentiment::markable_201::Sentiment=True case=acc|pers=3|num=sg|Sentiment::markable_201::Sentiment=True|EmoExpression::markable_203::EmoExpression=True Sentiment::markable_201::Sentiment=True|EmoExpression::markable_203::EmoExpression=True Sentiment::markable_201::Sentiment=True EmoExpression::markable_204::SubjectiveFact=false|EmoExpression::markable_204::EmoExpression=True|EmoExpression::markable_204::Polarity=positive|Sentiment::markable_201::Sentiment=True|EmoExpression::markable_204::Intensity=medium|EmoExpression::markable_204::Uncertain=false|EmoExpression::markable_204::Sarcasm=false case=dat|gender=masc|num=sg _
321982190281949185	neutral	Mal wieder mit Gorrest Fump nach Hause gekommen.	Mal wieder mit Gorrest Fump nach Haus gekommen.	NN ADV APPR NN NN APPR NN ADJA	8/MO 8/MO 8/MO 3/NK 4/NK 8/MO 6/NK 0/--	_ _ _ case=dat|gender=masc|num=sg case=dat|gender=masc|num=sg _ case=dat|gender=neut|num=sg case=dat|gender=neut|num=sg|pos=True
319943712312532992	neutral	Nur das alle jetzt was anderes denken o%PosSmiley	nur die alle jetzt was andere denken o%PosSmiley	ADV ART PIAT ADV PIAT PIS VVFIN NE	4/MO 3/NK 4/CC 7/MO 6/NK 7/OA 0/-- 7/OA	_ case=nom|gender=neut|num=sg case=nom|gender=neut|num=sg _ case=nom|gender=neut|num=sg case=nom|gender=neut|num=sg pers=3|num=pl|tense=pres|mood=ind case=acc|*=True|EmoExpression::markable_205::EmoExpression=True|num=sg
321903251274477568	positive	- schon Lust auf den Vormittagskaffe?	- schon Lust auf die Vormittagskaffe?	$( ADV NN APPR ART NN	2/-- 3/MO 0/-- 3/MNR 6/NK 4/NK	_ _ case=nom|EmoExpression::markable_100500241::Uncertain=false|EmoExpression::markable_100500241::Polarity=positive|EmoExpression::markable_100500241::Sarcasm=false|gender=fem|num=sg|EmoExpression::markable_100500241::Intensity=medium|EmoExpression::markable_100500241::SubjectiveFact=false|EmoExpression::markable_100500241::EmoExpression=True EmoExpression::markable_100500241::EmoExpression=True case=acc|gender=masc|num=sg case=acc|gender=masc|num=sg
323854836149936128	neutral	Echt? Das hat mir noch keiner gesagt. %PosSmiley (@YouTube	Echt? die haben ich noch keine gesagt. %PosSmiley (@YouTube	ADJD PDS VAFIN PPER ADV PIAT NN ITJ NN	0/-- 3/SB 0/-- 5/DA 7/MO 7/NK 3/SB 9/NK 0/--	pos=True case=nom|gender=neut|num=sg pers=3|num=sg|tense=pres|mood=ind case=dat|*=True|num=sg|pers=1 _ case=nom|gender=masc|num=sg case=nom|gender=masc|num=sg _ case=nom|gender=masc|num=pl
322294258944049152	neutral	Elmars Programm - Elmar Pichler Rolle hat am Donnerstagvormittag sein Programm für die SVP-Basiswahl vorgestellt.	Elmar Programm - Elmar Pichler Rolle haben an Donnerstagvormittag sein Programm für die SVP-Basiswahl vorgestellt.	NE NN $( NE NN NN VAFIN APPRART NN PPOSAT NN APPR ART NN NE	2/AG 7/SB 2/-- 5/PNC 2/MNR 5/NK 0/-- 7/MO 8/NK 11/NK 7/OA 11/MNR 14/NK 12/NK 14/NK	case=gen|*=True|num=sg case=nom|gender=neut|num=sg _ case=nom|gender=masc|num=sg case=nom|gender=masc|num=sg case=nom|gender=masc|num=sg pers=3|num=sg|tense=pres|mood=ind case=dat|gender=masc|num=sg case=dat|gender=masc|num=sg case=acc|gender=neut|num=sg case=acc|gender=neut|num=sg _ case=acc|gender=fem|num=sg case=acc|gender=fem|num=sg case=nom|*=True|num=sg
326665686636187649	neutral	Interview mit dem Holländischen Fernsehen , dann Teil 2 mit gesantem aus Israel	Interview mit die holländisch Fernsehen , dann Teil 2 mit gesantem aus Israel	NN APPR ART ADJA NN $, ADV NN CARD APPR ADJA APPR NE	7/RE 1/MNR 5/NK 5/NK 2/NK 5/-- 8/MO 0/-- 8/NK 8/MNR 10/NK 11/MNR 12/NK	case=nom|gender=neut|num=sg _ case=dat|gender=neut|num=sg case=dat|gender=neut|num=sg|pos=True case=dat|gender=neut|num=sg _ _ case=nom|gender=masc|num=sg _ _ case=dat|*=True|num=sg _ case=dat|gender=neut|num=sg
323328407289085952	neutral	Volles Haus bei der Vorbesprechung von Jusos und DL 21 zum spdbpt	voll Haus bei die Vorbesprechung von Juso und DL 21 zu spdbpt	ADJA NN APPR ART NN APPR NN KON NN CARD APPRART ADJA	2/NK 0/-- 2/MNR 5/NK 3/NK 5/PG 6/NK 7/CD 8/CJ 9/NK 5/MNR 11/NK	case=acc|gender=neut|num=sg|pos=True case=acc|gender=neut|num=sg _ case=dat|gender=fem|num=sg case=dat|gender=fem|num=sg _ case=dat|gender=neut|num=pl _ case=dat|gender=neut|num=pl _ case=dat|gender=masc|num=sg case=dat|gender=masc|num=sg|pos=True
