369517901734096896	positive	Piraten bei puls4! gleich geht los %PosSmiley %Link	Pirat bei puls4! gleich gehen los %PosSmiley %Link	NN APPR ADJD ADJD VVFIN PTKVZ ITJ XY	0/-- 1/MNR 2/NK 5/MO 0/-- 5/SVP 6/NK 6/NK	case=nom|Target::markable_4::Preferred=true|Target::markable_4::Anaphref=empty|gender=masc|Target::markable_4::Target=True|Sentiment::markable_1::Sentiment=True|Sentiment::markable_1::Sarcasm=false|num=pl|Sentiment::markable_1::Polarity=positive|Sentiment::markable_1::Intensity=medium Target::markable_4::Target=True|Sentiment::markable_1::Sentiment=True pers=3|num=pl|tense=pres|mood=ind|Sentiment::markable_1::Sentiment=True pos=True|Sentiment::markable_1::Sentiment=True pers=3|num=sg|tense=pres|mood=ind|Sentiment::markable_1::Sentiment=True Sentiment::markable_1::Sentiment=True EmoExpression::markable_3::Intensity=medium|EmoExpression::markable_3::SubjectiveFact=false|EmoExpression::markable_3::EmoExpression=True|EmoExpression::markable_3::Polarity=positive|Sentiment::markable_1::Sentiment=True|EmoExpression::markable_3::Sarcasm=false|EmoExpression::markable_3::Uncertain=false _
351771590066831360	negative	Für die Piraten ist Prism ein Elfmeter. Vor leerem Tor. Rückenwind. Abschüssiger Platz. Warum befürchtet man trotzdem, das...	für die Pirat sein Prism eine Elfmeter. vor leer Tor. Rückenwind. abschüssig Platz. warum befürchten man trotzdem, das...	APPR ART NN VAFIN NN ART NN APPR ADJA NN NE ADJA NN PWAV VVFIN PIS ADJD ADJA	4/MO 3/NK 1/NK 0/-- 4/PD 7/NK 4/PD 0/-- 10/NK 8/NK 0/-- 13/NK 0/-- 15/MO 0/-- 15/SB 18/MO 15/MO	Sentiment::markable_227::Sentiment=True case=acc|*=True|num=pl|Sentiment::markable_227::Sentiment=True case=acc|*=True|num=pl|Sentiment::markable_227::Sentiment=True pers=3|num=sg|tense=pres|mood=ind|Sentiment::markable_227::Sentiment=True case=nom|num=sg|Target::markable_228::Target=True|Sentiment::markable_227::Sentiment=True|gender=neut|Target::markable_228::Anaphref=empty|Target::markable_228::Preferred=true case=nom|EmoExpression::markable_229::Sarcasm=false|EmoExpression::markable_229::Uncertain=false|EmoExpression::markable_229::Polarity=negative|gender=neut|EmoExpression::markable_229::SubjectiveFact=false|num=sg|EmoExpression::markable_229::Intensity=medium|Sentiment::markable_227::Sentiment=True|EmoExpression::markable_229::EmoExpression=True case=nom|gender=neut|num=sg|Sentiment::markable_227::Sentiment=True Sentiment::markable_227::Sentiment=True case=dat|gender=neut|num=sg|Sentiment::markable_227::Sentiment=True|comp=True case=nom|gender=fem|num=sg|Sentiment::markable_227::Sentiment=True case=nom|*=True|num=sg|Sentiment::markable_227::Sentiment=True case=nom|gender=masc|num=sg|pos=True|Sentiment::markable_227::Sentiment=True case=nom|gender=masc|num=sg|Sentiment::markable_227::Sentiment=True _ EmoExpression::markable_230::Uncertain=false|EmoExpression::markable_230::EmoExpression=True|mood=ind|EmoExpression::markable_230::Intensity=medium|EmoExpression::markable_230::Polarity=negative|EmoExpression::markable_230::Sarcasm=false|pers=3|num=sg|tense=pres|EmoExpression::markable_230::SubjectiveFact=false case=nom|*=True|num=sg pos=True case=acc|*=True|num=sg
373453783541760000	neutral	*** BILDplus Inhalt *** - DAS steckt hinter den Werbespots der Parteien Die %Link	*** BILDplus Inhalt *** - die stecken hinter die Werbespot die Partei die %Link	ADJA NN NN ADJD $( PDS VVFIN APPR ART NN ART NN ART XY	2/NK 0/-- 2/NK 2/MNR 6/-- 7/SB 0/-- 7/MO 10/NK 8/NK 12/NK 10/AG 14/NK 10/MNR	_ case=nom|gender=masc|num=sg case=nom|gender=masc|num=sg _ _ case=nom|gender=neut|num=sg pers=3|num=sg|tense=pres|mood=ind _ case=acc|gender=masc|num=sg case=acc|gender=masc|num=sg case=gen|gender=fem|num=pl case=gen|gender=fem|num=pl case=nom|gender=fem|num=sg case=nom|gender=fem|num=sg
384037441688317953	positive	Papst setzt sich für Homosexuelle ein, US-Präsident spricht mit iranischem Präsidenten, CDU und SPD wollen koalieren - wa...	Papst setzen sich für Homosexuelle ein, US-Präsident sprechen mit iranisch Präsidenten, CDU und SPD wollen koalieren - wa...	NN VVFIN PRF APPR NN NE NN VVFIN APPR ADJA NN NE KON NE VMFIN VVINF $( ADJA	2/SB 0/-- 2/OA 2/MO 4/NK 5/NK 8/SB 2/CJ 8/MO 11/NK 9/NK 11/NK 8/CD 15/SB 13/CJ 15/OC 16/-- 15/MO	case=nom|gender=masc|num=sg mood=ind|EmoExpression::markable_231::SubjectiveFact=false|pers=3|num=sg|tense=pres|EmoExpression::markable_231::Uncertain=false|EmoExpression::markable_231::Sarcasm=false|EmoExpression::markable_231::EmoExpression=True|EmoExpression::markable_231::Intensity=medium|EmoExpression::markable_231::Polarity=positive case=acc|pers=3|num=sg|EmoExpression::markable_231::EmoExpression=True _ case=acc|gender=fem|num=sg case=acc|gender=fem|num=sg case=nom|gender=masc|num=sg pers=3|num=sg|tense=pres|mood=ind _ case=dat|gender=masc|num=sg|pos=True case=dat|gender=masc|num=sg case=nom|gender=fem|num=sg _ case=nom|gender=fem|num=sg EmoExpression::markable_232::Intensity=medium|mood=ind|EmoExpression::markable_232::EmoExpression=True|EmoExpression::markable_232::SubjectiveFact=false|EmoExpression::markable_232::Uncertain=false|pers=3|num=pl|tense=pres|EmoExpression::markable_232::Polarity=positive|EmoExpression::markable_232::Sarcasm=false _ _ pers=2|num=sg|mood=imp
366978571119497216	neutral	Teilen ist das neue Haben. Piraten+	Teil|Teilen sein die neu Haben. Piraten+	NN VAFIN ART ADJA NE NN	2/SB 0/-- 5/NK 5/NK 2/SB 0/--	case=dat|gender=masc|num=pl pers=3|num=sg|tense=pres|mood=ind case=nom|gender=neut|num=sg case=nom|gender=neut|num=sg|pos=True case=nom|gender=neut|num=sg case=nom|gender=masc|num=sg
365559079155941376	neutral	auf das linke oder das rechte im Bild? %NegSmiley	auf die links oder die recht|rechts in Bild? %NegSmiley	APPR ART ADJA KON ART ADJA APPRART NN ITJ	0/-- 3/NK 1/NK 3/CD 6/NK 4/CJ 3/MO 7/NK 1/MO	_ case=acc|gender=neut|num=sg case=acc|gender=neut|num=sg|pos=True _ case=acc|gender=neut|num=sg case=acc|gender=neut|num=sg|pos=True case=dat|gender=masc|num=sg case=dat|gender=masc|num=sg sup=True
359705839424126976	negative	die %User in der ZEIT: "Wir werden belogen und hingehalten"%Link piraten+ nsa prism	die %User in die ZEIT: "Wir werden belügen und hingehalten"%Link piraten+ nsa prism	ART NE APPR ART NN NN VAFIN VVPP KON ADJA ADJA ADJA NE	2/NK 7/SB 2/MNR 5/NK 3/NK 5/NK 0/-- 7/OC 7/CD 11/MO 13/NK 13/NK 9/CJ	case=nom|gender=masc|num=pl case=nom|gender=masc|num=pl _ case=dat|gender=fem|num=sg case=dat|gender=fem|num=sg case=nom|*=True|num=pl|pers=1 pers=3|num=pl|tense=pres|mood=ind EmoExpression::markable_233::Sarcasm=false|EmoExpression::markable_233::EmoExpression=True|EmoExpression::markable_233::Uncertain=false|EmoExpression::markable_233::Intensity=medium|EmoExpression::markable_233::Polarity=negative|EmoExpression::markable_233::SubjectiveFact=false _ _ case=dat|gender=neut|num=pl|comp=True _ _
367747752899641344	positive	70% der Piraten+ Kandidaten sind für Transparenz und gegen Bestechung bei %User - was ist mit den anderen 30%? htt...	@card@ die Piraten+ Kandidat sein für Transparenz und gegen Bestechung bei %User - was sein mit die andere 30%? htt...	CARD ART NN NN VAFIN APPR NE KON APPR NN APPR NE $( PRELS VAFIN APPR ART PIS ADJA NN	5/SB 3/NK 1/AG 3/NK 0/-- 5/MO 6/NK 6/CD 8/CJ 9/NK 10/MNR 11/NK 12/-- 15/SB 5/RC 15/MO 19/NK 19/NK 16/NK 0/--	Source::markable_238::Source=True|Sentiment::markable_234::Polarity=positive|Sentiment::markable_234::Sentiment=True|Sentiment::markable_234::Sarcasm=false|Source::markable_234::Source=True|Sentiment::markable_234::Intensity=medium|Source::markable_234::Anaphref=empty|Source::markable_238::Anaphref=empty|Sentiment::markable_238::Sentiment=True case=nom|num=sg|Source::markable_234::Source=True|Source::markable_238::Source=True|gender=masc|Sentiment::markable_234::Sentiment=True|Sentiment::markable_238::Sentiment=True case=nom|num=sg|Source::markable_234::Source=True|Source::markable_238::Source=True|gender=masc|Sentiment::markable_234::Sentiment=True|Sentiment::markable_238::Sentiment=True case=acc|num=pl|Source::markable_234::Source=True|Source::markable_238::Source=True|gender=masc|Sentiment::markable_234::Sentiment=True|Sentiment::markable_238::Sentiment=True pers=3|num=pl|tense=pres|mood=ind|Sentiment::markable_234::Sentiment=True|Sentiment::markable_238::Sentiment=True EmoExpression::markable_234::EmoExpression=True|EmoExpression::markable_234::Sarcasm=false|Sentiment::markable_234::Sentiment=True|EmoExpression::markable_234::Polarity=positive|EmoExpression::markable_234::SubjectiveFact=false|EmoExpression::markable_234::Intensity=medium|EmoExpression::markable_234::Uncertain=false|Sentiment::markable_238::Sentiment=True case=acc|EmoExpression::markable_10409144::Intensity=medium|EmoExpression::markable_10409144::Uncertain=false|EmoExpression::markable_10409144::SubjectiveFact=false|Target::markable_234::Preferred=true|gender=fem|Sentiment::markable_234::Sentiment=True|Target::markable_234::Anaphref=empty|EmoExpression::markable_10409144::EmoExpression=True|num=sg|EmoExpression::markable_10409144::Sarcasm=false|EmoExpression::markable_10409144::Polarity=positive|Target::markable_234::Target=True|Sentiment::markable_238::Sentiment=True Sentiment::markable_234::Sentiment=True|Sentiment::markable_238::Sentiment=True EmoExpression::markable_238::Polarity=positive|EmoExpression::markable_238::Sarcasm=false|Sentiment::markable_238::Sentiment=True|Sentiment::markable_234::Sentiment=True|EmoExpression::markable_238::SubjectiveFact=false|EmoExpression::markable_238::Uncertain=false|EmoExpression::markable_238::EmoExpression=True|EmoExpression::markable_238::Intensity=medium case=acc|Target::markable_238::Target=True|EmoExpression::markable_10409145::EmoExpression=True|gender=fem|Sentiment::markable_234::Sentiment=True|EmoExpression::markable_10409145::Polarity=negative|EmoExpression::markable_10409145::Intensity=medium|EmoExpression::markable_10409145::Sarcasm=false|num=sg|Target::markable_238::Anaphref=empty|Target::markable_238::Preferred=true|EmoExpression::markable_10409145::SubjectiveFact=false|EmoExpression::markable_10409145::Uncertain=false|Sentiment::markable_238::Sentiment=True _ case=dat|*=True|num=sg _ case=nom|gender=neut|num=sg pers=3|num=sg|tense=pres|mood=ind _ case=dat|*=True|num=pl case=dat|*=True|num=pl case=dat|*=True|num=pl _
370964148089524224	neutral	ACU istn Kindergarten und KBU setzt sich halt zum Grossteil aus bekennenden NPD-Mitgliedern zusammen.	ACU istn Kindergarten und KBU setzen sich halt zu Großteil aus bekennend NPD-Mitglied zusammen.	NN NE NN KON NN VVFIN PRF ADV APPRART NN APPR ADJA NN NE	6/SB 1/NK 1/CJ 3/CD 4/CJ 0/-- 6/OA 6/MO 6/MO 9/NK 6/MO 13/NK 11/NK 13/AG	case=nom|gender=fem|num=sg case=nom|gender=fem|num=sg case=acc|gender=fem|num=pl _ case=acc|gender=fem|num=sg pers=3|num=sg|tense=pres|mood=ind case=acc|pers=3|num=sg _ case=dat|gender=masc|num=sg case=dat|gender=masc|num=sg _ case=dat|gender=masc|num=pl|pos=True case=dat|gender=masc|num=pl case=nom|gender=neut|num=sg
350263334039339008	positive	Grüne BW: "Wir werden ein Zeichen setzen für ein gewaltfreies und freundschaftliches Zusammenleben aller Mensc...	Grüne BW: "Wir werden eine Zeichen setzen für eine gewaltfrei und freundschaftlich Zusammenleben alle Mensc...	NN NN NN VAFIN ART NN VVFIN APPR ART ADJA KON ADJA NN PIAT ADJA	2/NK 4/SB 2/NK 0/-- 6/NK 7/OA 4/OC 7/MO 13/NK 13/NK 10/CD 11/CJ 8/NK 15/MO 13/AG	case=nom|Sentiment::markable_242::Sarcasm=false|Source::markable_243::Anaphref=empty|Sentiment::markable_242::Intensity=medium|*=True|Sentiment::markable_242::Sentiment=True|num=pl|Sentiment::markable_242::Polarity=positive|Source::markable_243::Source=True case=nom|*=True|Sentiment::markable_242::Sentiment=True|num=pl case=nom|Sentiment::markable_242::Sentiment=True|num=pl|Source::markable_244::Source=True|Source::markable_244::Anaphref=markable_243|*=True pers=3|Sentiment::markable_242::Sentiment=True|num=pl|tense=pres|mood=ind case=acc|gender=neut|Sentiment::markable_242::Sentiment=True|num=sg case=acc|gender=neut|Sentiment::markable_242::Sentiment=True|num=sg Sentiment::markable_242::Sentiment=True Sentiment::markable_242::Sentiment=True case=acc|gender=neut|Sentiment::markable_242::Sentiment=True|num=sg case=acc|Target::markable_246::Preferred=true|gender=neut|Target::markable_246::Anaphref=empty|pos=True|EmoExpression::markable_247::Intensity=medium|Sentiment::markable_242::Sentiment=True|num=sg|EmoExpression::markable_247::EmoExpression=True|EmoExpression::markable_247::SubjectiveFact=false|EmoExpression::markable_247::Sarcasm=false|EmoExpression::markable_247::Uncertain=false|EmoExpression::markable_247::Polarity=positive|Target::markable_246::Target=True Sentiment::markable_242::Sentiment=True|Target::markable_246::Target=True case=acc|EmoExpression::markable_248::SubjectiveFact=false|EmoExpression::markable_248::Polarity=positive|gender=neut|pos=True|EmoExpression::markable_248::EmoExpression=True|Sentiment::markable_242::Sentiment=True|num=sg|EmoExpression::markable_248::Uncertain=false|EmoExpression::markable_248::Intensity=medium|Target::markable_246::Target=True|EmoExpression::markable_248::Sarcasm=false case=acc|gender=neut|Sentiment::markable_242::Sentiment=True|num=sg|Target::markable_246::Target=True case=gen|gender=neut|Sentiment::markable_242::Sentiment=True|num=pl|Target::markable_246::Target=True case=gen|gender=neut|num=pl|pos=True
355444340757237761	neutral	Die frage nach der vds könnte man der spd natürlich auch mal stellen... illner	die fragen nach die vds können man die spd natürlich auch mal stellen... illner	PDS VVFIN APPR ART NN VMFIN PIS ART ADJA ADV ADV ADV ADJA NN	2/SB 0/-- 2/OP 5/NK 3/NK 2/CJ 6/SB 9/NK 7/AG 6/MO 6/MO 13/MO 6/OC 0/--	case=nom|gender=fem|num=sg case=nom|gender=fem|num=sg _ case=dat|gender=fem|num=sg _ pers=3|num=sg|tense=past|mood=subj case=nom|*=True|num=sg case=gen|gender=masc|num=pl case=gen|gender=masc|num=pl|pos=True _ _ _ pos=True case=nom|gender=masc|num=sg
347026557891645440	mixed	%User verordnet SPD noch 10 Jahre Abgrenzung nach links. Wie sagte ein berühmter Mann: wer zu spät kommt, den bes...	%User verordnen SPD noch 10 Jahr Abgrenzung nach links. wie sagen eine berühmt Mann: wer zu spät kommt, die bes...	NE VVFIN NE ADV CARD NN NN APPR ADJD KOKOM VVFIN ART ADJA NN PWS APPR ADJD NE ART ADJA	2/SB 0/-- 2/OA 5/MO 6/NK 2/OA 6/NK 2/MO 8/NK 11/MO 0/-- 14/NK 14/NK 11/SB 17/SB 17/MO 11/MO 11/SB 20/NK 11/MO	case=nom|*=True|num=sg pers=3|num=sg|tense=pres|mood=ind case=nom|gender=fem|num=sg _ _ case=acc|gender=neut|num=pl case=nom|gender=fem|num=sg _ pos=True _ pers=3|num=sg|tense=past|mood=ind case=nom|gender=masc|num=sg case=nom|EmoExpression::markable_10409147::Uncertain=true|gender=masc|EmoExpression::markable_10409147::Intensity=medium|pos=True|EmoExpression::markable_10409147::EmoExpression=True|num=sg|EmoExpression::markable_10409147::Sarcasm=false|EmoExpression::markable_10409147::SubjectiveFact=false|EmoExpression::markable_10409147::Polarity=positive case=nom|gender=masc|num=sg case=nom|gender=masc|num=sg EmoExpression::markable_10409146::Intensity=medium|EmoExpression::markable_10409146::SubjectiveFact=false|EmoExpression::markable_10409146::Uncertain=false|EmoExpression::markable_10409146::Sarcasm=false|EmoExpression::markable_10409146::EmoExpression=True|EmoExpression::markable_10409146::Polarity=negative EmoExpression::markable_10409146::EmoExpression=True|pos=True case=nom|*=True|num=sg case=acc|gender=masc|num=sg case=acc|gender=masc|num=sg
363010640215941122	neutral	Ja. Genauso wie CDU und SPD in Deutschland. Völlig egal.	Ja. genauso wie CDU und SPD in Deutschland. völlig egal.	NE ADV KOUS NE KON NE APPR NE ADJD ADJA	0/-- 4/MO 4/MO 0/-- 4/CD 5/CJ 4/MNR 7/NK 10/MO 0/--	_ _ _ case=nom|gender=fem|num=sg _ case=nom|gender=fem|num=sg _ case=dat|gender=neut|num=sg Intensifier::markable_250::EmoExpressionRef=emo-expression:markable_249|Intensifier::markable_250::Intensifier=True|pos=True|Intensifier::markable_250::Degree=strong pos=True
364008548713648128	neutral	Hoppala... Freie-W�hler-Chef Aiwanger: Die Sphinx aus Rahstorf-	Hoppala... Freie-W�hler-Chef Aiwanger: die Sphinx aus Rahstorf-	NE NN NE ART NN APPR TRUNC	0/-- 0/-- 2/NK 5/NK 2/RS 5/MNR 6/NK	case=nom|*=True|num=sg case=nom|gender=masc|num=sg case=nom|gender=masc|num=sg case=acc|gender=fem|num=sg case=acc|gender=fem|num=sg _ _
352201757625036800	neutral	Steinbrück will von Offshore-Aktivitäten der WestLB nichts gewusst haben: SPD-Kanzlerkandidat Peer Steinbrück ...	Steinbrück wollen von Offshore-Aktivitäten die WestLB nichts wissen haben: SPD-Kanzlerkandidat Peer Steinbrück ...	NN VMFIN APPR NN ART NE PIS VVPP ADJA NN NE NN $.	2/SB 0/-- 8/OP 3/NK 6/NK 4/AG 8/OA 10/OC 10/NK 2/SB 10/NK 2/OA 12/--	case=nom|gender=neut|num=sg pers=3|num=sg|tense=pres|mood=ind _ case=dat|gender=fem|num=sg case=dat|gender=fem|num=sg case=dat|gender=fem|num=sg gender=neut|*=True _ case=nom|gender=masc|num=sg|pos=True case=nom|gender=masc|num=sg case=nom|gender=masc|num=sg case=nom|gender=masc|num=sg _
346205497554239488	neutral	Auch die Bundesvorsitzende der deutschen Grünen Claudia Roth war in dem Hotel %Link occupygezi	auch die Bundesvorsitzende die deutsch Grüne Claudia Roth sein in die Hotel %Link occupygezi	ADV ART NN ART ADJA NN NE NE VAFIN APPR ART NN XY ADJA	3/MO 3/NK 9/SB 6/NK 6/NK 3/AG 8/PNC 6/NK 0/-- 9/MO 12/NK 10/NK 12/NK 9/MO	_ case=nom|gender=fem|num=sg case=nom|gender=fem|num=sg case=gen|gender=fem|num=pl case=gen|gender=fem|num=pl|pos=True case=gen|gender=fem|num=pl case=nom|gender=fem|num=sg case=nom|gender=fem|num=sg pers=3|num=sg|tense=past|mood=ind _ case=dat|gender=neut|num=sg case=dat|gender=neut|num=sg _ _
381937688133115904	positive	Laut vorl. amtl. Endergebnis haben 9.630Menschen im wk83 die Piraten gewählt, Danke dafür und wir machen natürlich weiter %PosSmiley	laut vorl. amtl. Endergebnis haben 9.630Menschen in wk83 die Pirat gewählt, Dank dafür und wir machen natürlich weiter %PosSmiley	APPR NE ADJA NN VAFIN NN APPRART NN ART NN NE NN PAV KON PPER VVFIN ADV PTKVZ ITJ	3/MO 1/NK 0/-- 5/SB 0/-- 5/SB 6/MNR 7/NK 10/NK 6/CJ 12/PNC 10/NK 6/NK 5/CD 16/SB 14/CJ 16/MO 16/SVP 16/DM	Sentiment::markable_251::Intensity=medium|Sentiment::markable_251::Polarity=positive|Sentiment::markable_251::Sarcasm=false|Sentiment::markable_251::Sentiment=True case=dat|*=True|Sentiment::markable_251::Sentiment=True|num=sg case=nom|gender=masc|Sentiment::markable_251::Sentiment=True|num=sg|pos=True case=nom|gender=masc|Sentiment::markable_251::Sentiment=True|num=pl pers=3|Sentiment::markable_251::Sentiment=True|num=pl|tense=pres|mood=ind case=nom|Source::markable_252::Source=True|Sentiment::markable_251::Sentiment=True|num=pl|gender=masc|Target::markable_258::Target=True case=dat|gender=masc|Sentiment::markable_251::Sentiment=True|num=sg|Target::markable_258::Target=True case=dat|gender=masc|Sentiment::markable_251::Sentiment=True|num=sg|Target::markable_258::Target=True case=acc|gender=fem|Target::markable_258::Target=True|Sentiment::markable_251::Sentiment=True|num=pl|Target::markable_253::Target=True|Target::markable_253::Preferred=true|Target::markable_253::Anaphref=empty case=acc|Sentiment::markable_251::Sentiment=True|num=pl|Target::markable_253::Target=True|gender=fem|Target::markable_258::Target=True *=True case=acc|EmoExpression::markable_256::SubjectiveFact=false|EmoExpression::markable_256::Intensity=medium|Sentiment::markable_255::Sarcasm=false|*=True|EmoExpression::markable_256::Uncertain=false|Sentiment::markable_255::Polarity=positive|num=pl|Sentiment::markable_255::Sentiment=True|EmoExpression::markable_256::EmoExpression=True|EmoExpression::markable_256::Sarcasm=false|Sentiment::markable_255::Intensity=medium|EmoExpression::markable_256::Polarity=positive Target::markable_257::Target=True|Target::markable_257::Preferred=true|Target::markable_257::Anaphref=empty|Sentiment::markable_255::Sentiment=True _ case=nom|*=True|num=pl|pers=1 pers=1|num=pl|tense=pres|mood=ind _ _ EmoExpression::markable_259::Polarity=positive|EmoExpression::markable_259::SubjectiveFact=false|EmoExpression::markable_259::Intensity=medium|EmoExpression::markable_259::Sarcasm=false|EmoExpression::markable_259::EmoExpression=True|EmoExpression::markable_259::Uncertain=false
380753219133407232	positive	Infostand auf dem Wochenmarkt in Altenkirchen. Rosen für die Wähler. Gute Atmosphäre ERwinBtw13	Infostand auf die Wochenmarkt in Altenkirchen. Rose für die Wähler. gut Atmosphäre ERwinBtw13	NN APPR ART NN APPR NE NN APPR ART NN ADJA NN CARD	0/-- 1/MNR 4/NK 2/NK 4/MNR 5/NK 0/-- 7/MNR 10/NK 8/NK 12/NK 0/-- 12/NK	case=nom|gender=masc|num=sg _ case=dat|gender=masc|num=sg case=dat|gender=masc|num=sg _ case=dat|gender=neut|num=sg case=nom|gender=fem|num=pl _ case=acc|gender=fem|num=sg case=acc|gender=fem|num=sg EmoExpression::markable_262::Intensity=medium|pos=True|Sentiment::markable_260::Sarcasm=false|EmoExpression::markable_262::EmoExpression=True|Sentiment::markable_260::Intensity=medium|num=pl|EmoExpression::markable_262::Sarcasm=false|case=nom|Sentiment::markable_260::Polarity=positive|Target::markable_261::Preferred=true|gender=neut|Sentiment::markable_260::Sentiment=True|EmoExpression::markable_262::Uncertain=false|Target::markable_261::Anaphref=empty|EmoExpression::markable_262::SubjectiveFact=false|EmoExpression::markable_262::Polarity=positive|Target::markable_261::Target=True case=nom|gender=neut|Sentiment::markable_260::Sentiment=True|num=pl|Target::markable_261::Target=True _
349793752665169921	neutral	Der Stern zum CDU / CSU Wahlprogramm...	die Stern zu CDU / CSU Wahlprogramm...	ART NN APPRART NE $( NE NN	2/NK 0/-- 2/MNR 3/NK 4/-- 4/CJ 6/NK	case=nom|gender=masc|num=sg case=nom|gender=masc|num=sg case=dat|gender=masc|num=sg case=dat|gender=fem|num=sg _ case=dat|gender=fem|num=sg case=dat|gender=fem|num=sg
374765603094949888	mixed	Die grüne Verbotspolitik... deren Wähler müssen echt unmündig sein.. Grüne fordern Fahrverbot am Wochenende %Link via %User	die grün Verbotspolitik... die Wähler müssen echt unmündig sein.. Grüne fordern Fahrverbot an Wochenende %Link via %User	ART ADJA NN PDAT NN VMFIN ADJD ADJD ADJA NN VVFIN NN APPRART NN XY APPR NE	3/NK 3/NK 0/-- 5/NK 6/SB 0/-- 6/MO 9/MO 6/OC 11/SB 0/-- 11/OA 11/MO 13/NK 0/-- 11/MO 16/NK	case=nom|Sentiment::markable_268::Sentiment=True|num=sg|Sentiment::markable_268::Sarcasm=false|gender=fem|Sentiment::markable_268::Intensity=medium|Sentiment::markable_268::Polarity=negative case=nom|gender=fem|Sentiment::markable_268::Sentiment=True|num=sg|pos=True case=nom|gender=fem|Sentiment::markable_268::Sentiment=True|num=sg case=gen|Target::markable_269::Preferred=true|Sentiment::markable_268::Sentiment=True|num=sg|Target::markable_269::Anaphref=empty|gender=fem|Target::markable_269::Target=True case=nom|gender=masc|Sentiment::markable_268::Sentiment=True|num=pl|Target::markable_269::Target=True pers=3|Sentiment::markable_268::Sentiment=True|num=pl|tense=pres|mood=ind Sentiment::markable_268::Sentiment=True|pos=True EmoExpression::markable_270::SubjectiveFact=false|Sentiment::markable_268::Sentiment=True|EmoExpression::markable_270::Intensity=medium|pos=True|EmoExpression::markable_270::Uncertain=false|EmoExpression::markable_270::EmoExpression=True|EmoExpression::markable_270::Sarcasm=false|EmoExpression::markable_270::Polarity=negative _ case=nom|Sentiment::markable_263::Sarcasm=false|Sentiment::markable_263::Polarity=positive|*=True|Source::markable_264::Anaphref=empty|num=pl|Source::markable_264::Source=True|Sentiment::markable_263::Intensity=medium|Sentiment::markable_263::Sentiment=True mood=ind|EmoExpression::markable_266::Polarity=positive|EmoExpression::markable_266::Intensity=medium|EmoExpression::markable_266::Uncertain=false|EmoExpression::markable_266::Sarcasm=false|EmoExpression::markable_266::SubjectiveFact=false|pers=3|num=pl|tense=pres|EmoExpression::markable_266::EmoExpression=True|Sentiment::markable_263::Sentiment=True case=acc|num=sg|Target::markable_267::Preferred=true|gender=neut|Sentiment::markable_263::Sentiment=True|Target::markable_267::Target=True|Target::markable_267::Anaphref=empty case=dat|gender=neut|num=sg|Target::markable_267::Target=True|Sentiment::markable_263::Sentiment=True case=dat|gender=neut|num=sg|Target::markable_267::Target=True|Sentiment::markable_263::Sentiment=True _ _ case=dat|gender=neut|num=sg
382926283069349889	neutral	Mit dabei ÖVP-Spitzenkandidat Dr. Michael Spindelegger	mit dabei ÖVP-Spitzenkandidat Dr. Michael Spindelegger	APPR PAV NN NN NE NN	4/MO 3/NK 1/NK 0/-- 6/PNC 4/NK	_ _ case=nom|gender=masc|num=sg case=nom|gender=masc|num=sg case=nom|gender=masc|num=sg case=nom|gender=masc|num=sg
