334042502166347776	positive	Obama's "red line" und Syrien - Ein Kommentar von John Stewart - %Link %PosSmiley	Obama's "red line" und Syrien - eine Kommentar von John Stewart - %Link %PosSmiley	NN NE ADJD KON NE $( ART NN APPR NE NE $( XY ITJ	0/-- 1/NK 1/PAR 3/CD 4/CJ 7/-- 8/NK 0/-- 8/PG 11/PNC 9/NK 11/-- 11/PAR 13/NK	_ _ _ _ case=nom|gender=neut|num=sg _ case=nom|gender=masc|num=sg case=nom|gender=masc|num=sg _ case=nom|gender=masc|num=sg case=dat|gender=masc|num=sg _ case=nom|gender=fem|num=sg case=nom|EmoExpression::markable_100500155::EmoExpression=True|gender=fem|EmoExpression::markable_100500155::Polarity=positive|EmoExpression::markable_100500155::Sarcasm=false|num=sg|EmoExpression::markable_100500155::SubjectiveFact=false|EmoExpression::markable_100500155::Uncertain=false|EmoExpression::markable_100500155::Intensity=medium
336324310652301312	neutral	Mehr Katz3n in der Politik und im Landtag NRW opennrw opennrw13	mehr Katz3n in die Politik und in Landtag NRW opennrw opennrw13	ADV NE APPR ART NN KON APPRART NN NE VVFIN CARD	2/MO 0/-- 10/MO 5/NK 3/NK 3/CD 6/CJ 7/NK 8/NK 2/OC 10/NK	*=True case=nom|*=True|num=sg _ case=dat|gender=fem|num=sg case=dat|gender=fem|num=sg _ case=dat|gender=masc|num=sg case=dat|gender=masc|num=sg case=nom|gender=neut|num=sg _ _
318923846201778176	negative	Geld Politik Ausstiegs-Forderung: Verbraucherschützer halten Offshore-Windkraft für Irrtum: Weit draussen und...	Geld Politik Ausstiegs-Forderung: Verbraucherschützer halten Offshore-Windkraft für Irrtum: weit draußen und...	NN NN ADJA NN VVFIN NE APPR NN ADJD ADV ADJA	5/CJ 1/NK 4/NK 5/OA 0/-- 5/OA 5/MO 7/NK 5/MO 11/MO 5/MO	case=acc|gender=neut|num=sg case=nom|gender=fem|num=sg case=nom|gender=neut|num=pl|pos=True case=nom|Sentiment::markable_135::Sentiment=True|Sentiment::markable_135::Sarcasm=false|Sentiment::markable_135::Polarity=negative|gender=masc|Source::markable_136::Anaphref=empty|Sentiment::markable_135::Intensity=medium|num=pl|Source::markable_136::Source=True pers=3|Sentiment::markable_135::Sentiment=True|num=pl|tense=pres|mood=ind case=acc|gender=fem|num=sg|Sentiment::markable_135::Sentiment=True|Target::markable_137::Target=True Sentiment::markable_135::Sentiment=True case=acc|gender=masc|num=sg pos=True _ pos=True
335135474790318082	positive	Wenn man alle Agenda Verbrechen der SPD vergessen hätte, dann könnte man die SPD fast als glaubhaft empfinden... illner	wenn man alle Agenda Verbrechen die SPD vergessen hätte, dann können man die SPD fast als glaubhaft empfinden... illner	KOUS PIS PIAT NN NN ART NE VVINF VVFIN ADV VMFIN PIS ART NE ADV KOKOM ADJD ADJA NN	9/CP 9/SB 4/NK 8/OA 4/CJ 7/NK 5/AG 9/OC 11/MO 9/MO 0/-- 11/SB 14/NK 18/OA 18/MO 17/CM 15/CC 11/OC 0/--	Sentiment::markable_139::Polarity=positive|Sentiment::markable_139::Sentiment=True|Sentiment::markable_139::Sarcasm=false|Sentiment::markable_139::Intensity=medium case=nom|*=True|num=sg|Sentiment::markable_139::Sentiment=True case=acc|gender=neut|num=pl|Sentiment::markable_139::Sentiment=True case=acc|gender=neut|num=pl|Sentiment::markable_139::Sentiment=True case=acc|EmoExpression::markable_141::Polarity=negative|EmoExpression::markable_141::SubjectiveFact=false|EmoExpression::markable_141::EmoExpression=True|gender=neut|num=pl|EmoExpression::markable_141::Intensity=medium|EmoExpression::markable_141::Sarcasm=false|EmoExpression::markable_141::Uncertain=false|Sentiment::markable_139::Sentiment=True case=gen|gender=fem|num=sg|Sentiment::markable_139::Sentiment=True case=gen|gender=fem|num=sg|Sentiment::markable_139::Sentiment=True Sentiment::markable_139::Sentiment=True pers=3|num=sg|tense=pres|mood=ind|Sentiment::markable_139::Sentiment=True Sentiment::markable_139::Sentiment=True pers=3|num=sg|tense=past|mood=subj|Sentiment::markable_139::Sentiment=True case=nom|*=True|num=sg|Sentiment::markable_139::Sentiment=True case=acc|gender=fem|num=sg|Sentiment::markable_139::Sentiment=True case=acc|num=sg|Target::markable_140::Preferred=true|gender=fem|Target::markable_140::Target=True|Sentiment::markable_139::Sentiment=True|Target::markable_140::Anaphref=empty Diminisher::markable_100500201::Degree=medium|Sentiment::markable_139::Sentiment=True|Diminisher::markable_100500201::Diminisher=True|Diminisher::markable_100500201::EmoExpressionRef=emo-expression:markable_100500200 Sentiment::markable_139::Sentiment=True EmoExpression::markable_100500200::Sarcasm=false|EmoExpression::markable_100500200::EmoExpression=True|EmoExpression::markable_100500200::SubjectiveFact=false|pos=True|EmoExpression::markable_100500200::Polarity=positive|EmoExpression::markable_100500200::Uncertain=false|EmoExpression::markable_100500200::Intensity=medium|Sentiment::markable_139::Sentiment=True case=acc|gender=masc|num=sg|pos=True case=nom|gender=masc|num=sg
325338199004160000	neutral	Präsidentenwahl in Italien: Prodi zieht Kandidatur zurück: Romano Prodi ist bei bei der Wahl zum Staatspräside...	Präsidentenwahl in Italien: Prodi zeihen|ziehen Kandidatur zurück: Romano Prodi sein bei bei die Wahl zu Staatspräside...	NN APPR ADJA NN VVFIN NN VVFIN NE NN VAFIN APPR APPR ART NN APPRART ADJA	5/SB 1/MNR 4/NK 2/NK 0/-- 5/OA 6/NK 9/AG 10/SB 7/OC 5/SVP 5/MO 14/NK 12/NK 14/MNR 15/NK	case=nom|gender=fem|num=sg _ case=dat|gender=neut|num=sg|pos=True case=dat|gender=neut|num=sg pers=3|num=sg|tense=pres|mood=ind case=acc|gender=fem|num=sg _ case=gen|*=True|num=sg gender=neut|*=True pers=3|num=sg|tense=pres|mood=ind _ _ case=dat|gender=fem|num=sg case=dat|gender=fem|num=sg case=dat|gender=masc|num=sg case=dat|gender=masc|num=sg
324607374155476992	neutral	Wegen der ÖH-Wahl in Salzburg warad's...	wegen die ÖH-Wahl in Salzburg warad's...	APPR ART NN APPR NE ADJA	6/MO 3/NK 1/NK 3/MNR 4/NK 0/--	_ gender=fem|*=True|num=sg gender=fem|*=True|num=sg _ case=dat|gender=neut|num=sg *=True|pos=True
337299268958318592	neutral	Jeder Simmzettel OHNE Kreuz bei Schwarz/Gelb ist eine StimmegegenFracking %User	jede Simmzettel ohne Kreuz bei Schwarz/Gelb sein eine StimmegegenFracking %User	PIAT NN APPR NN APPR NN VAFIN ART NN NE	2/NK 7/SB 2/MNR 3/NK 4/MNR 5/NK 0/-- 9/NK 7/SB 9/NK	case=nom|gender=masc|num=sg case=nom|gender=masc|num=sg case=nom|gender=masc|num=sg case=acc|gender=masc|num=sg _ case=dat|gender=masc|num=sg pers=3|num=sg|tense=pres|mood=ind case=nom|gender=fem|num=sg case=nom|gender=fem|num=sg case=nom|gender=fem|num=sg
332226134139867136	neutral	Dass ich auf der Liste für die nominierten Spieler bei der Wahl zu "Europas Fussballer des Jahres" stehe, macht......	dass ich auf die Liste für die nominiert Spieler bei die Wahl zu "Europas Fußballer die Jahres" stehe, macht......	KOUS PPER APPR ART NN APPR ART ADJA NN APPR ART NN APPR NE NN ART NN NE ADJA	19/CP 19/SB 2/MNR 5/NK 3/NK 5/MNR 9/NK 9/NK 6/NK 9/MNR 12/NK 10/NK 12/MNR 15/AG 13/NK 17/NK 15/AG 17/NK 0/--	_ case=nom|*=True|num=sg|pers=1 _ case=dat|gender=fem|num=sg case=dat|gender=fem|num=sg _ case=acc|gender=neut|num=pl case=acc|gender=neut|num=pl|pos=True case=acc|gender=neut|num=pl _ case=dat|gender=fem|num=sg case=dat|gender=fem|num=sg _ case=gen|gender=neut|num=sg case=dat|gender=masc|num=sg case=gen|gender=neut|num=sg case=gen|gender=neut|num=sg case=nom|*=True|num=sg case=gen|gender=neut|num=sg|pos=True
332227155192852480	neutral	DTN Germany: Grünes Licht: Ermittlungen gegen CSU-Schmid können beginnen: Hat Ex-CSU-Fraktionschef Schmid sein...	DTN Germany: grün Licht: Ermittlung gegen CSU-Schmid können beginnen: haben Ex-CSU-Fraktionschef Schmid sein...	NE NE ADJA NN NN APPR NE VMFIN ADJD VAFIN NN NE ADJA	2/PNC 4/SB 4/NK 8/SB 4/NK 4/MNR 6/NK 0/-- 8/MO 8/CJ 10/SB 11/NK 10/MO	*=True case=nom|*=True|num=sg case=acc|gender=neut|num=sg|pos=True case=acc|gender=neut|num=sg case=acc|gender=fem|num=pl _ case=acc|gender=neut|num=sg pers=3|num=pl|tense=pres|mood=ind pos=True pers=3|num=sg|tense=pres|mood=ind case=nom|gender=masc|num=sg case=nom|gender=masc|num=sg case=nom|gender=masc|num=sg|comp=True
332967563271208960	positive	Merkel Werbung Mutti ist die Beste! Deshalb haben wir einen besonderen Automaten für den Muttertag in Berlin installiert:	Merkel Werbung Mutti sein die Beste! deshalb haben wir eine besonder Automat für die Muttertag in Berlin installiert:	NE NN NN VAFIN ART NN PAV VAFIN PPER ART ADJA NN APPR ART NN APPR NE ADJA	2/PNC 4/SB 2/NK 0/-- 6/NK 4/SB 9/NK 0/-- 8/SB 12/NK 12/NK 8/OA 12/MNR 15/NK 13/NK 15/MNR 16/NK 8/MO	case=nom|gender=fem|num=sg case=nom|gender=fem|num=sg case=nom|Sentiment::markable_142::Sarcasm=false|Sentiment::markable_142::Polarity=positive|gender=fem|Target::markable_143::Target=True|Target::markable_143::Anaphref=empty|num=sg|Sentiment::markable_142::Intensity=strong|Target::markable_143::Preferred=true|Sentiment::markable_142::Sentiment=True pers=3|num=sg|tense=pres|mood=ind|Sentiment::markable_142::Sentiment=True case=nom|EmoExpression::markable_144::Sarcasm=false|EmoExpression::markable_144::Uncertain=false|EmoExpression::markable_144::Polarity=positive|gender=fem|EmoExpression::markable_144::SubjectiveFact=false|num=sg|EmoExpression::markable_144::Intensity=strong|EmoExpression::markable_144::EmoExpression=True|Sentiment::markable_142::Sentiment=True case=nom|gender=fem|num=sg|Sentiment::markable_142::Sentiment=True _ pers=1|num=pl|tense=pres|mood=ind case=nom|*=True|num=pl|pers=1 case=acc|gender=masc|num=sg case=acc|gender=masc|num=sg|pos=True case=acc|gender=masc|num=sg _ case=acc|gender=masc|num=sg case=acc|gender=masc|num=sg _ case=dat|gender=neut|num=sg _
334174681970114560	neutral	blackela: Bei dem heutigen Buchstaben R hatten die Beiden die Wahl zwischen Rasieren oder Reiten. Das Reiten mag...	blackela: bei die heutig Buchstabe R haben die beide die Wahl zwischen Rasieren oder Reiten. die Reiten mag...	VVFIN APPR ART ADJA NN NN VAFIN ART PIS ART NN APPR NN KON NE ART NN ADJA	0/-- 1/MO 5/NK 5/NK 2/NK 5/NK 5/PAR 9/NK 7/SB 11/NK 1/OA 11/MNR 12/NK 13/CD 14/CJ 17/NK 18/SB 0/--	pers=3|num=pl|tense=past|mood=ind _ case=dat|gender=masc|num=sg case=dat|gender=masc|num=sg|pos=True case=dat|gender=masc|num=sg _ pers=3|num=pl|tense=past|mood=ind case=nom|gender=fem|num=pl case=nom|gender=fem|num=pl case=acc|gender=fem|num=sg case=acc|gender=fem|num=sg _ case=dat|gender=masc|num=pl _ case=acc|*=True|num=sg case=nom|gender=neut|num=sg case=nom|gender=neut|num=sg pers=3|num=sg|tense=pres|mood=ind
326048761182822401	negative	Münchhausen-Check: Die Frauenlüge der SPD %Link via %User	Münchhausen-Check: die Frauenlüge die SPD %Link via %User	NN ART NN ART NE XY APPR NE	0/-- 3/NK 1/NK 5/NK 3/AG 0/-- 1/MNR 7/NK	case=nom|gender=fem|num=sg case=nom|Sentiment::markable_145::Polarity=negative|Sentiment::markable_145::Intensity=medium|gender=fem|Target::markable_146::Target=True|Sentiment::markable_145::Sentiment=True|Sentiment::markable_145::Sarcasm=false|num=sg|Target::markable_146::Preferred=true|Target::markable_146::Anaphref=empty case=nom|EmoExpression::markable_147::Polarity=negative|EmoExpression::markable_147::Intensity=medium|gender=fem|EmoExpression::markable_147::Uncertain=false|EmoExpression::markable_147::Sarcasm=false|EmoExpression::markable_147::SubjectiveFact=false|Target::markable_146::Target=True|Sentiment::markable_145::Sentiment=True|num=sg|EmoExpression::markable_147::EmoExpression=True case=gen|gender=fem|num=sg|Target::markable_146::Target=True|Sentiment::markable_145::Sentiment=True case=gen|gender=fem|num=sg|Target::markable_146::Target=True|Sentiment::markable_145::Sentiment=True _ _ case=nom|gender=masc|num=sg
335124445947633664	positive	Für Albania rockt der Abgeordnete der Piratenpartei. esc2013	für Albania rocken die Abgeordnete die Piratenpartei. esc2013	APPR NE VVFIN ART NN ART NN ADJA	3/MO 1/NK 0/-- 5/NK 3/SB 7/NK 5/AG 3/MO	Sentiment::markable_100500202::Polarity=positive|Sentiment::markable_100500202::Intensity=medium|Sentiment::markable_100500202::Sentiment=True|Sentiment::markable_100500202::Sarcasm=false case=acc|Target::markable_100500205::Anaphref=empty|num=sg|Target::markable_100500205::Preferred=true|Sentiment::markable_100500202::Sentiment=True|*=True|Target::markable_100500205::Target=True EmoExpression::markable_100500204::EmoExpression=True|EmoExpression::markable_100500204::Uncertain=false|mood=ind|EmoExpression::markable_100500204::SubjectiveFact=false|EmoExpression::markable_100500204::Polarity=positive|pers=3|EmoExpression::markable_100500204::Intensity=medium|num=sg|tense=pres|Sentiment::markable_100500202::Sentiment=True|EmoExpression::markable_100500204::Sarcasm=false case=nom|num=sg|Source::markable_100500203::Anaphref=empty|gender=masc|Sentiment::markable_100500202::Sentiment=True|Source::markable_100500203::Source=True case=nom|gender=masc|Sentiment::markable_100500202::Sentiment=True|num=sg|Source::markable_100500203::Source=True case=gen|gender=fem|Sentiment::markable_100500202::Sentiment=True|num=sg|Source::markable_100500203::Source=True case=gen|gender=fem|Sentiment::markable_100500202::Sentiment=True|num=sg case=gen|gender=fem|num=sg|pos=True
324971582109937664	mixed	Die Merkel. Zum k***** ist so ein Politikstil doch. Das einzig sympathische an ihr, ist dass sie die Beschlüsse...	die Merkel. zu k***** sein so eine Politikstil doch. die einzig sympathisch an ihr, sein dass sie die Beschlüsse...	ART NN APPRART NN VAFIN ADV ART NN VVFIN ART ADJD ADJA APPR NE VAFIN KOUS PPER ART NN	2/NK 0/-- 5/MO 3/NK 0/-- 9/MO 8/NK 5/SB 5/PD 12/NK 12/MO 15/PD 12/MNR 13/NK 0/-- 17/CP 15/SB 19/NK 15/PD	case=nom|num=sg|Target::markable_100500206::Anaphref=empty|gender=fem|Target::markable_100500206::Preferred=true|Target::markable_100500206::Target=True case=nom|gender=fem|num=sg case=dat|EmoExpression::markable_150::EmoExpression=True|Sentiment::markable_148::Intensity=strong|gender=neut|EmoExpression::markable_150::Intensity=strong|EmoExpression::markable_150::Uncertain=false|EmoExpression::markable_150::Sarcasm=false|EmoExpression::markable_150::SubjectiveFact=false|EmoExpression::markable_150::Polarity=negative|num=sg|Sentiment::markable_148::Sentiment=True|Sentiment::markable_148::Sarcasm=false|Sentiment::markable_148::Polarity=negative case=dat|gender=neut|num=sg|EmoExpression::markable_150::EmoExpression=True|Sentiment::markable_148::Sentiment=True pers=3|Sentiment::markable_148::Sentiment=True|num=sg|tense=pres|mood=ind Sentiment::markable_148::Sentiment=True|Target::markable_149::Target=True|Target::markable_149::Preferred=true|Target::markable_149::Anaphref=empty case=nom|gender=masc|Target::markable_149::Target=True|num=sg|Sentiment::markable_148::Sentiment=True case=nom|gender=masc|Target::markable_149::Target=True|num=sg|Sentiment::markable_148::Sentiment=True pers=3|Sentiment::markable_148::Sentiment=True|num=sg|tense=past|mood=ind case=nom|Sentiment::markable_100500208::Intensity=medium|num=sg|Sentiment::markable_100500208::Sarcasm=false|Sentiment::markable_100500208::Sentiment=True|gender=neut|Sentiment::markable_100500208::Polarity=positive Sentiment::markable_100500208::Sentiment=True|pos=True case=nom|EmoExpression::markable_152::Polarity=positive|EmoExpression::markable_152::SubjectiveFact=false|EmoExpression::markable_152::EmoExpression=True|Sentiment::markable_100500208::Sentiment=True|gender=neut|pos=True|num=sg|EmoExpression::markable_152::Intensity=medium|EmoExpression::markable_152::Sarcasm=false|EmoExpression::markable_152::Uncertain=false Sentiment::markable_100500208::Sentiment=True case=dat|gender=neut|num=sg|Sentiment::markable_100500208::Sentiment=True pers=3|Sentiment::markable_100500208::Sentiment=True|num=sg|tense=pres|mood=ind Sentiment::markable_100500208::Sentiment=True case=nom|gender=fem|num=sg|Sentiment::markable_100500208::Sentiment=True|pers=3 case=acc|gender=fem|num=sg|Sentiment::markable_100500208::Sentiment=True case=acc|gender=fem|num=sg
322842373275148288	neutral	Ich vermute, das kommende wird das letzte Bundestagswahl für die fdp	ich vermute, die kommend werden die letzt Bundestagswahl für die fdp	PPER NE ART ADJA VAFIN ART ADJA NN APPR ART NN	5/SB 4/DA 4/NK 1/NK 0/-- 8/NK 8/NK 5/SB 8/MNR 11/NK 9/NK	case=nom|*=True|num=sg|pers=1 pers=1|num=sg|tense=pres|mood=ind case=acc|gender=neut|num=sg case=acc|gender=neut|num=sg|pos=True pers=3|num=sg|tense=pres|mood=ind case=nom|gender=neut|num=sg case=nom|gender=neut|num=sg|pos=True case=nom|gender=neut|num=sg _ case=acc|gender=fem|num=sg case=acc|gender=fem|num=sg
337292411543896064	neutral	deshalb: alle Bundestagsdebatten absetzen, bevor die Grünen nicht ihre Vergangenheit aufgearbeitet haben!	deshalb: alle Bundestagsdebatte absetzen, bevor die Grüne nicht ihr Vergangenheit aufgearbeitet haben!	VVFIN PIAT NN VVFIN KOUS ART NN PTKNEG PPOSAT NN ADJD ADJA	4/MO 3/NK 4/SB 0/-- 12/CP 7/NK 12/SB 12/NG 10/NK 12/OA 12/MO 4/MO	_ case=nom|gender=fem|num=pl case=nom|gender=fem|num=pl pers=3|num=pl|tense=pres|mood=ind _ case=acc|gender=fem|num=pl case=acc|gender=fem|num=pl _ case=acc|gender=fem|num=sg case=acc|gender=fem|num=sg _ case=dat|gender=neut|num=pl|pos=True
318241268637523968	neutral	Lammert bei grösserem Bundestag für Neuregelung von Wahlrecht	Lammert bei groß Bundestag für Neuregelung von Wahlrecht	NE APPR ADJA NN APPR NN APPR NN	0/-- 1/MO 4/NK 2/NK 4/MNR 5/NK 6/PG 7/NK	case=nom|gender=masc|num=sg _ case=dat|gender=masc|num=sg|pos=True case=dat|gender=masc|num=sg _ case=acc|gender=fem|num=sg _ case=dat|gender=neut|num=sg
324753989965053952	positive	Nordkorea will mit Südkorea und den USA reden: Nach wochenlangen Kriegsdrohungen hat Nordkorea Bedingungen für...	Nordkorea wollen mit Südkorea und die USA reden: nach wochenlang Kriegsdrohung haben Nordkorea Bedingung für...	NE VMFIN APPR NE KON ART NE ADJD APPR ADJA NN VAFIN NE NN ADJA	2/SB 0/-- 8/MO 3/NK 4/CD 7/NK 5/CJ 2/OC 2/MO 11/NK 9/NK 2/OC 12/SB 15/OA 12/OC	case=nom|gender=neut|Source::markable_100500211::Source=True|Sentiment::markable_100500210::Intensity=medium|Sentiment::markable_100500210::Sentiment=True|Source::markable_100500211::Anaphref=empty|num=sg|Sentiment::markable_100500210::Sarcasm=false|Sentiment::markable_100500210::Polarity=positive mood=ind|EmoExpression::markable_100500212::Intensity=medium|EmoExpression::markable_100500212::SubjectiveFact=false|EmoExpression::markable_100500212::EmoExpression=True|pers=3|EmoExpression::markable_100500212::Uncertain=false|num=sg|tense=pres|EmoExpression::markable_100500212::Sarcasm=false|Sentiment::markable_100500210::Sentiment=True|EmoExpression::markable_100500212::Polarity=positive Target::markable_100500213::Anaphref=empty|Target::markable_100500213::Target=True|Target::markable_100500213::Preferred=true|Sentiment::markable_100500210::Sentiment=True case=dat|gender=neut|Target::markable_100500213::Target=True|num=sg|Sentiment::markable_100500210::Sentiment=True Target::markable_100500213::Target=True|Sentiment::markable_100500210::Sentiment=True case=dat|*=True|Target::markable_100500213::Target=True|num=pl|Sentiment::markable_100500210::Sentiment=True case=dat|*=True|Target::markable_100500213::Target=True|num=pl|Sentiment::markable_100500210::Sentiment=True _ _ case=dat|gender=fem|num=pl|pos=True case=dat|gender=fem|num=pl pers=3|num=sg|tense=pres|mood=ind case=nom|EmoExpression::markable_100500223::Sarcasm=false|EmoExpression::markable_100500223::EmoExpression=True|EmoExpression::markable_100500223::SubjectiveFact=true|gender=neut|EmoExpression::markable_100500223::Polarity=negative|num=sg|EmoExpression::markable_100500223::Uncertain=false|EmoExpression::markable_100500223::Intensity=medium case=acc|gender=fem|num=pl _
333668713108754433	neutral	dass die piratenpartei beschlossen hat, dass die grüne jugend ihre zweite jugendorganisation ist.	dass die piratenpartei beschließen hat, dass die grün Jugend ihr zweit Jugendorganisation ist.	KOUS ART NN VVFIN NE KOUS ART ADJA NN PPOSAT ADJA NN NE	4/MO 3/NK 1/NK 0/-- 4/SB 4/MO 9/NK 9/NK 6/NK 12/NK 12/NK 4/OA 12/NK	_ case=nom|*=True|num=pl case=nom|*=True|num=pl _ case=nom|*=True|num=pl _ case=acc|gender=fem|num=sg case=acc|gender=fem|num=sg|pos=True case=acc|gender=fem|num=sg case=acc|gender=fem|num=sg case=acc|gender=fem|num=sg|pos=True case=acc|gender=fem|num=sg _
320066300351221760	positive	CDU-Fraktion: Der K(r)ampf geht weiter: Weist er Rauch ist noch nicht aus der CDU-Fraktionszentrale gen Himmel g...	CDU-Fraktion: die K(r)ampf gehen weiter: weisen er Rauch sein noch nicht aus die CDU-Fraktionszentrale gen Himmel g...	NN ART NN VVFIN ADJD VVFIN PPER NE VAFIN ADV PTKNEG APPR ART NN APPR NN ADJA	9/SB 3/NK 4/SB 1/PAR 4/MO 4/MO 6/SB 6/OA 0/-- 11/MO 9/NG 9/MO 14/NK 12/NK 17/MO 15/NK 9/PD	case=nom|gender=masc|num=sg case=nom|gender=masc|num=sg case=nom|gender=masc|num=sg pers=3|num=sg|tense=pres|mood=ind pos=True pers=3|num=sg|tense=pres|mood=ind case=nom|EmoExpression::markable_100500224::Polarity=positive|EmoExpression::markable_100500224::Uncertain=false|gender=masc|EmoExpression::markable_100500224::Intensity=medium|EmoExpression::markable_100500224::Sarcasm=false|EmoExpression::markable_100500224::SubjectiveFact=true|pers=3|num=sg|EmoExpression::markable_100500224::EmoExpression=True case=acc|gender=masc|num=sg|EmoExpression::markable_100500224::EmoExpression=True pers=3|num=sg|tense=pres|mood=ind _ _ _ case=dat|gender=fem|num=sg case=dat|gender=fem|num=sg _ case=nom|gender=masc|num=sg case=nom|gender=masc|num=sg|pos=True
333447020146745344	neutral	Parteien: Stegner (SPD): Merkel soll ihre DDR-Vergangenheit erklären	Parteien: Stegner (SPD): Merkel sollen ihr DDR-Vergangenheit erklären	ADJA NN NN NE VMFIN PPOSAT NN VVFIN	2/NK 5/SB 4/PNC 2/NK 0/-- 7/NK 8/OA 5/OC	case=nom|gender=masc|num=sg|pos=True case=nom|gender=masc|num=sg case=nom|gender=masc|num=sg case=nom|gender=masc|num=sg pers=3|num=sg|tense=pres|mood=ind case=acc|gender=fem|num=sg case=acc|gender=fem|num=sg _
334145509457555456	neutral	FDP-Politiker Max Stadler stirbt beim Golfspiel	FDP-Politiker Max Stadler sterben bei Golfspiel	NN NE NN VVFIN APPRART NN	4/SB 3/PNC 1/NK 0/-- 4/MO 5/NK	case=nom|gender=masc|num=sg case=nom|gender=masc|num=sg case=nom|gender=masc|num=sg pers=3|num=sg|tense=pres|mood=ind case=dat|gender=masc|num=sg case=dat|gender=masc|num=sg
334785638803046401	neutral	%PosSmiley - bei Plusminus läuft gerade ein Bericht über Schweizer, die Schwarzkontern in Deutschland aufmachen... eat this, Merkel!	%PosSmiley - bei Plusminus laufen gerade eine Bericht über Schweizer, die Schwarzkontern in Deutschland aufmachen... eat this, Merkel!	ITJ $( APPR NN VVFIN ADV ART NN APPR NE ART NN APPR NE ADJA NN NE ADJA	3/MO 1/-- 5/MO 3/NK 0/-- 5/MO 8/NK 5/SB 8/MNR 9/NK 12/NK 15/OA 12/MNR 13/NK 8/RC 18/SB 16/NK 0/--	EmoExpression::markable_100500209::EmoExpression=True _ _ case=dat|gender=neut|num=sg pers=3|num=sg|tense=pres|mood=ind _ case=acc|gender=neut|num=sg case=acc|gender=neut|num=sg _ case=acc|gender=neut|num=sg case=acc|gender=neut|num=sg|pos=True case=acc|gender=neut|num=sg _ case=dat|gender=neut|num=sg case=acc|gender=neut|num=sg|pos=True _ _ pers=2|num=sg|mood=imp
324967592798351360	neutral	spd Feuerwehrtour im Mannheimer Süden am Samstag, 20.4.: Wie sieht es bei den Feuerwachen vor Ort ... %Link Mannheim	spd Feuerwehrtour in Mannheimer Süden an Samstag, @card@ wie sehen es bei die Feuerwache vor Ort ... %Link Mannheim	ADJA NN APPRART NN NN APPRART NN CARD KOKOM VVFIN PPER APPR ART NN APPR NN $. XY NE	2/NK 10/CJ 2/MNR 5/NK 3/NK 2/MNR 6/NK 7/NK 10/CM 0/-- 10/EP 10/MO 14/NK 12/NK 14/MNR 15/NK 16/-- 0/-- 0/--	_ case=nom|gender=neut|num=sg case=dat|gender=neut|num=sg *=True|pos=True case=acc|gender=masc|num=sg case=dat|gender=masc|num=sg case=dat|gender=masc|num=sg _ _ pers=3|num=sg|tense=pres|mood=ind case=nom|gender=neut|num=sg|pers=3 _ case=dat|gender=fem|num=pl case=dat|gender=fem|num=pl _ case=dat|gender=masc|num=sg _ _ case=nom|gender=neut|num=sg
317468375167168513	positive	Die linke Keimzelle in der %User, also auch du! %PosSmiley	die links Keimzelle in die %User, also auch du! %PosSmiley	ART ADJA NN APPR ART NN ADV ADV ADJA ITJ	3/NK 3/NK 9/OA 3/MNR 6/NK 4/NK 9/MO 9/MO 0/-- 9/NK	case=nom|gender=fem|num=sg case=nom|gender=fem|num=sg|pos=True case=nom|gender=fem|num=sg _ case=dat|gender=fem|num=sg case=dat|gender=fem|num=sg _ _ _ EmoExpression::markable_155::Sarcasm=false|EmoExpression::markable_155::Uncertain=false|EmoExpression::markable_155::Polarity=positive|EmoExpression::markable_155::SubjectiveFact=false|EmoExpression::markable_155::Intensity=medium|EmoExpression::markable_155::EmoExpression=True
