373986383125176320	positive	das ganze plakative Gehabe lass ich mal durchgehen weil ''wahlkampf'' ist %PosSmiley	die ganz plakative Gehabe laß ich mal durchgehen weil ''wahlkampf'' sein %PosSmiley	ART ADJA ADJA NN ADJD PPER ADV VVFIN KOUS NN VAFIN ITJ	4/NK 4/NK 4/NK 11/SB 11/PD 11/SB 11/MO 7/UC 11/CP 11/SB 0/-- 7/DM	case=nom|Sentiment::markable_100500229::Intensity=medium|Sentiment::markable_100500229::Sentiment=True|gender=neut|Target::markable_100500230::Anaphref=empty|Sentiment::markable_100500229::Polarity=positive|num=sg|Sentiment::markable_100500229::Sarcasm=false|Target::markable_100500230::Target=True|Target::markable_100500230::Preferred=true case=nom|num=sg|Sentiment::markable_100500229::Sentiment=True|Target::markable_100500230::Target=True|gender=neut|pos=True case=nom|EmoExpression::markable_100500231::Intensity=medium|Sentiment::markable_100500229::Sentiment=True|gender=neut|pos=True|EmoExpression::markable_100500231::Sarcasm=false|num=sg|EmoExpression::markable_100500231::Polarity=positive|Target::markable_100500230::Target=True|EmoExpression::markable_100500231::SubjectiveFact=false|EmoExpression::markable_100500231::Uncertain=false|EmoExpression::markable_100500231::EmoExpression=True case=nom|EmoExpression::markable_100500415::EmoExpression=True|Sentiment::markable_100500229::Sentiment=True|EmoExpression::markable_100500415::Uncertain=false|gender=neut|EmoExpression::markable_100500415::Sarcasm=false|EmoExpression::markable_100500415::Intensity=medium|num=sg|Target::markable_100500230::Target=True|EmoExpression::markable_100500415::SubjectiveFact=false|EmoExpression::markable_100500415::Polarity=negative _ case=nom|*=True|num=sg|pers=1 _ _ _ case=nom|gender=neut|num=sg pers=3|num=sg|tense=pres|mood=ind EmoExpression::markable_1::SubjectiveFact=false|EmoExpression::markable_1::EmoExpression=True|EmoExpression::markable_1::Uncertain=false|EmoExpression::markable_1::Polarity=positive|EmoExpression::markable_1::Sarcasm=false|EmoExpression::markable_1::Intensity=medium
382869019222487040	negative	So gewinnt man Wahlen. Grünen rennen Wähler weg wg Steuererhöhungsplänen. 3 Tage nach Wahl erwägt auch CDU Erhöhungen h...	so gewinnen man Wahlen. Grüne rennen Wähler weg wg Steuererhöhungsplänen. 3 Tag nach Wahl erwägen auch CDU Erhöhung h...	ADV VVFIN PIS NE NN VVFIN NN ADV NE NE CARD NN APPR NN VVFIN ADV NE NN NN	2/MO 0/-- 2/SB 2/OA 6/SB 0/-- 6/SB 10/PNC 10/PNC 6/OA 12/NK 13/MO 15/MO 13/NK 0/-- 18/MO 18/PNC 15/OA 18/NK	_ EmoExpression::markable_100500325::SubjectiveFact=false|EmoExpression::markable_100500325::Polarity=positive|mood=ind|EmoExpression::markable_100500325::Sarcasm=false|EmoExpression::markable_100500325::Uncertain=false|EmoExpression::markable_100500325::Intensity=medium|pers=3|EmoExpression::markable_100500325::EmoExpression=True|num=sg|tense=pres case=nom|*=True|num=sg case=acc|*=True|num=sg case=nom|Sentiment::markable_100500326::Polarity=negative|Target::markable_100500327::Anaphref=empty|*=True|Sentiment::markable_100500326::Sarcasm=false|Target::markable_100500327::Preferred=true|num=pl|Sentiment::markable_100500326::Sentiment=True|Target::markable_100500327::Target=True|Sentiment::markable_100500326::Intensity=medium EmoExpression::markable_100500329::Uncertain=false|mood=ind|EmoExpression::markable_100500329::SubjectiveFact=false|pers=3|EmoExpression::markable_100500329::Intensity=medium|num=pl|tense=pres|EmoExpression::markable_100500329::Sarcasm=false|Sentiment::markable_100500326::Sentiment=True|EmoExpression::markable_100500329::Polarity=negative|EmoExpression::markable_100500329::EmoExpression=True case=nom|num=pl|Sentiment::markable_100500326::Sentiment=True|gender=masc|Source::markable_100500328::Anaphref=empty|Source::markable_100500328::Source=True Sentiment::markable_100500326::Sentiment=True|EmoExpression::markable_100500329::EmoExpression=True *=True|Sentiment::markable_100500326::Sentiment=True *=True|Sentiment::markable_100500326::Sentiment=True _ case=acc|gender=masc|num=pl _ case=dat|gender=fem|num=sg pers=3|num=sg|tense=pres|mood=ind _ case=nom|gender=fem|num=sg case=acc|gender=fem|num=pl case=acc|gender=fem|num=pl
376651562858586112	negative	Noch ein Anti-Demokrat: Warum kann man das AfD- Plakat nicht einfach abreissen.. ich prangere das hochgradig an	noch eine Anti-Demokrat: warum können man die AfD- Plakat nicht einfach abreissen.. ich prangern die hochgradig an	ADV ART NN PWAV VMFIN PIS ART TRUNC NN PTKNEG ADJD ADJA PPER VVFIN PDS ADJD APPR	3/MO 3/NK 5/SB 5/MO 0/-- 5/SB 9/NK 9/NK 12/OA 5/NG 12/MO 5/OC 14/SB 0/-- 14/OA 14/MO 14/SVP	Sentiment::markable_100500352::Sentiment=True|Sentiment::markable_100500352::Intensity=medium|Sentiment::markable_100500352::Polarity=negative|Sentiment::markable_100500352::Sarcasm=false case=nom|Target::markable_100500353::Anaphref=empty|num=sg|Sentiment::markable_100500352::Sentiment=True|Target::markable_100500353::Preferred=true|gender=neut|Target::markable_100500353::Target=True case=nom|gender=neut|num=sg Sentiment::markable_51::Sentiment=True|Target::markable_56::Preferred=true|Sentiment::markable_51::Intensity=medium|Sentiment::markable_51::Sarcasm=false|Target::markable_56::Target=True|Target::markable_56::Anaphref=empty|Sentiment::markable_51::Polarity=negative pers=3|Sentiment::markable_51::Sentiment=True|num=sg|tense=pres|mood=ind|Target::markable_56::Target=True case=nom|*=True|Target::markable_56::Target=True|num=sg|Sentiment::markable_51::Sentiment=True case=acc|gender=neut|Target::markable_56::Target=True|num=sg|Sentiment::markable_51::Sentiment=True Sentiment::markable_51::Sentiment=True|Target::markable_56::Target=True case=acc|gender=neut|Target::markable_56::Target=True|num=sg|Sentiment::markable_51::Sentiment=True Sentiment::markable_51::Sentiment=True|Target::markable_56::Target=True Sentiment::markable_51::Sentiment=True|Target::markable_56::Target=True|pos=True Sentiment::markable_51::Sentiment=True|pos=True case=nom|pers=1|num=sg|Sentiment::markable_51::Sentiment=True|Source::markable_100500351::Source=True|*=True|Source::markable_100500351::Anaphref=empty EmoExpression::markable_52::EmoExpression=True|Sentiment::markable_51::Sentiment=True|EmoExpression::markable_52::Uncertain=false|EmoExpression::markable_52::Intensity=medium|mood=ind|EmoExpression::markable_52::Polarity=positive|EmoExpression::markable_52::Sarcasm=false|pers=1|num=sg|tense=pres|EmoExpression::markable_52::SubjectiveFact=false case=acc|Sentiment::markable_51::Sentiment=True|num=sg|Target::markable_55::Target=True|gender=neut|Target::markable_55::Anaphref=markable_56|Target::markable_55::Preferred=true Intensifier::markable_54::EmoExpressionRef=emo-expression:markable_52|Sentiment::markable_51::Sentiment=True|pos=True|Intensifier::markable_54::Intensifier=True|Intensifier::markable_54::Degree=medium EmoExpression::markable_52::EmoExpression=True|Sentiment::markable_51::Sentiment=True
365558811324452864	neutral	Drei Grüne neu auf twitter: und %User	drei Grüne neu auf twitter: und %User	CARD NN ADJD APPR NE KON NE	2/NK 0/-- 2/MNR 3/MO 4/NK 5/CD 6/CJ	_ case=nom|*=True|num=pl pos=True _ case=acc|*=True|num=sg _ case=acc|*=True|num=sg
382426238066761729	positive	Die spd wird lieber mit den rechten von cdu,#csu koalieren als mit der linke. Damit ist die Verortung der spd doch wohl kein Problem.	die spd werden lieb mit die recht|rechts von cdu,#csu koalieren als mit die linke. damit sein die Verortung die spd doch wohl keine Problem.	ART ADJA VAFIN ADJD APPR ART ADJA APPR NN VVFIN KOKOM APPR ART ADJA PAV VAFIN ART NN ART ADJA ADV ADV PIAT NN	2/NK 3/SB 0/-- 10/MO 10/MO 7/NK 5/NK 7/PG 8/NK 3/OC 12/CM 4/CC 14/NK 12/NK 16/NK 0/-- 18/NK 16/SB 20/NK 18/AG 16/MO 23/MO 24/NK 16/PD	case=nom|Source::markable_100500356::Anaphref=empty|Sentiment::markable_100500355::Sarcasm=false|Sentiment::markable_100500355::Polarity=comparison|gender=fem|Sentiment::markable_100500355::Intensity=medium|num=sg|Sentiment::markable_100500355::Sentiment=True|Source::markable_100500356::Source=True case=nom|num=sg|Sentiment::markable_100500355::Sentiment=True|Source::markable_100500356::Source=True|gender=fem|pos=True pers=3|num=sg|tense=pres|mood=ind|Sentiment::markable_100500355::Sentiment=True EmoExpression::markable_100500360::Polarity=positive|EmoExpression::markable_100500360::Sarcasm=false|Sentiment::markable_100500355::Sentiment=True|EmoExpression::markable_100500360::EmoExpression=True|EmoExpression::markable_100500360::Uncertain=false|EmoExpression::markable_100500360::Intensity=medium|EmoExpression::markable_100500360::SubjectiveFact=false Sentiment::markable_100500355::Sentiment=True case=dat|Target::markable_100500357::Target=True|Target::markable_100500357::Preferred=true|num=pl|Sentiment::markable_100500355::Sentiment=True|gender=fem|Target::markable_100500357::Anaphref=empty case=dat|Target::markable_100500357::Target=True|num=pl|Sentiment::markable_100500355::Sentiment=True|gender=fem|pos=True Target::markable_100500357::Target=True|Sentiment::markable_100500355::Sentiment=True case=dat|num=pl|Sentiment::markable_100500355::Sentiment=True|Target::markable_100500358::Target=True|gender=fem|Target::markable_100500358::Preferred=true|Target::markable_100500358::Anaphref=empty pers=3|num=pl|tense=pres|mood=ind|Sentiment::markable_100500355::Sentiment=True Sentiment::markable_100500355::Sentiment=True Sentiment::markable_100500355::Sentiment=True case=dat|num=sg|Target::markable_100500359::Preferred=false|Sentiment::markable_100500355::Sentiment=True|gender=fem|Target::markable_100500359::Target=True|Target::markable_100500359::Anaphref=empty case=dat|gender=fem|num=sg|pos=True|Sentiment::markable_100500355::Sentiment=True Sentiment::markable_100500361::Polarity=positive|Sentiment::markable_100500361::Sentiment=True|Sentiment::markable_100500361::Intensity=weak|Sentiment::markable_100500361::Sarcasm=false pers=3|Sentiment::markable_100500361::Sentiment=True|num=sg|tense=pres|mood=ind case=nom|Target::markable_100500362::Target=True|Sentiment::markable_100500361::Sentiment=True|num=sg|Target::markable_100500362::Anaphref=empty|gender=fem|Target::markable_100500362::Preferred=true case=nom|gender=fem|Sentiment::markable_100500361::Sentiment=True|num=sg|Target::markable_100500362::Target=True case=gen|gender=fem|Sentiment::markable_100500361::Sentiment=True|num=sg|Target::markable_100500362::Target=True case=gen|gender=fem|Sentiment::markable_100500361::Sentiment=True|num=sg|Target::markable_100500362::Target=True Sentiment::markable_100500361::Sentiment=True Sentiment::markable_100500361::Sentiment=True|Diminisher::markable_100500365::Degree=medium|Diminisher::markable_100500365::Diminisher=True|Diminisher::markable_100500365::EmoExpressionRef=empty case=nom|Sentiment::markable_100500361::Sentiment=True|num=sg|Negation::markable_100500364::EmoExpressionRef=emo-expression:markable_100500363|gender=masc|Negation::markable_100500364::Negation=True case=nom|gender=masc|Sentiment::markable_100500361::Sentiment=True|num=sg
381136103035924480	positive	Meine Wahl-Empfehlung für Sonntag: Bitte alles, nur keine CDU/CSU oder andere rechtsgerichtete Parteien, wie NPD oder AfD.	mein Wahl-Empfehlung für Sonntag: bitten alles, nur keine CDU/CSU oder andere rechtsgerichtet Parteien, wie NPD oder AfD.	PPOSAT NN APPR NN VVFIN NE ADV PIAT NE KON PIS ADJA NN KOKOM NE KON NE	2/NK 5/OA 2/MNR 3/NK 0/-- 9/PNC 8/MO 9/NK 5/SB 9/CD 13/NK 13/NK 10/CJ 15/CM 13/CC 15/CD 16/CJ	case=nom|gender=fem|num=sg|Sentiment::markable_100500366::Sentiment=True case=nom|EmoExpression::markable_100500368::EmoExpression=True|Sentiment::markable_100500366::Sentiment=True|gender=fem|EmoExpression::markable_100500368::Sarcasm=false|EmoExpression::markable_100500368::Uncertain=false|EmoExpression::markable_100500368::Polarity=positive|num=sg|EmoExpression::markable_100500368::Intensity=medium|EmoExpression::markable_100500368::SubjectiveFact=false Sentiment::markable_100500366::Sentiment=True case=acc|gender=neut|num=sg|Sentiment::markable_100500366::Sentiment=True Sentiment::markable_100500366::Sentiment=True Sentiment::markable_100500366::Sentiment=True Sentiment::markable_100500366::Sentiment=True case=acc|num=sg|Sentiment::markable_100500366::Sentiment=True|Negation::markable_100500374::Negation=True|gender=fem|Negation::markable_100500374::EmoExpressionRef=empty case=acc|Target::markable_100500370::Target=True|num=sg|Sentiment::markable_100500366::Sentiment=True|Target::markable_100500370::Anaphref=empty|gender=fem|Target::markable_100500370::Preferred=true Sentiment::markable_100500366::Sentiment=True case=acc|num=pl|Target::markable_100500371::Target=True|Sentiment::markable_100500366::Sentiment=True|Target::markable_100500371::Anaphref=empty|*=True|Target::markable_100500371::Preferred=true case=acc|num=sg|Target::markable_100500371::Target=True|Sentiment::markable_100500366::Sentiment=True|gender=fem|pos=True case=acc|gender=fem|num=sg|Sentiment::markable_100500366::Sentiment=True Sentiment::markable_100500366::Sentiment=True case=nom|num=sg|Target::markable_100500372::Anaphref=empty|Target::markable_100500372::Target=True|Sentiment::markable_100500366::Sentiment=True|*=True|Target::markable_100500372::Preferred=true Sentiment::markable_100500366::Sentiment=True case=nom|*=True|num=sg|Sentiment::markable_100500366::Sentiment=True
347821350108413952	neutral	Jetzt im Gespräch mit den CDU Kandidatinnen und Kandidaten für die Europawahl. Ein Spitzenteam.	jetzt in Gespräch mit die CDU Kandidatin und Kandidat für die Europawahl. eine Spitzenteam.	ADV APPRART NN APPR ART NE NN KON NN APPR ART NN ART NN	2/MO 7/CJ 2/NK 3/OP 6/NK 4/NK 0/-- 7/CD 8/CJ 7/MNR 12/NK 10/NK 14/NK 0/--	Sentiment::markable_57::Sentiment=True case=dat|gender=neut|num=sg|Sentiment::markable_57::Sentiment=True case=dat|gender=neut|num=sg|Sentiment::markable_57::Sentiment=True Sentiment::markable_57::Sentiment=True case=dat|num=pl|Target::markable_100500375::Target=True|gender=neut|Target::markable_100500375::Preferred=true|Target::markable_100500375::Anaphref=empty|Sentiment::markable_57::Sentiment=True case=dat|gender=fem|num=sg|Sentiment::markable_57::Sentiment=True|Target::markable_100500375::Target=True case=nom|gender=fem|num=pl|Sentiment::markable_57::Sentiment=True|Target::markable_100500375::Target=True Target::markable_100500375::Target=True|Sentiment::markable_57::Sentiment=True case=nom|gender=masc|num=pl|Sentiment::markable_57::Sentiment=True|Target::markable_100500375::Target=True Target::markable_100500375::Target=True|Sentiment::markable_57::Sentiment=True case=acc|gender=fem|num=sg|Sentiment::markable_57::Sentiment=True|Target::markable_100500375::Target=True case=acc|gender=fem|num=sg|Sentiment::markable_57::Sentiment=True case=nom|gender=masc|num=sg|Sentiment::markable_57::Sentiment=True case=nom|gender=masc|num=sg|Sentiment::markable_57::Sentiment=True
381476954220032000	neutral	Allen, die den piraten im Wahlkampf geholfen haben, vielen Dabk!	Allen, die die Pirat in Wahlkampf helfen haben, viele Dabk!	NN ART ART NN APPRART NN VVPP NE PIAT ADJA	0/-- 1/-- 4/NK 7/DA 7/MO 5/NK 1/PAR 10/DA 10/MO 7/MO	case=nom|gender=masc|num=sg case=acc|gender=neut|num=pl case=acc|gender=masc|num=sg case=acc|gender=masc|num=sg case=dat|gender=masc|num=sg case=dat|gender=masc|num=sg _ case=dat|gender=masc|num=pl|pos=True case=dat|gender=masc|num=pl case=acc|gender=neut|num=pl|pos=True
378540907689046016	positive	Auweia. Wenn das auch auf dem Wahlzettel steht, wird sich wohl jemand finden, der Wahl von Fischer anficht.	Auweia. wenn die auch auf die Wahlzettel steht, werden sich wohl jemand finden, die Wahl von Fischer anficht.	NN KOUS PDS ADV APPR ART NN NE VAFIN PRF ADV PIS VVFIN ART NN APPR NE NE	0/-- 18/CP 9/SB 5/MO 3/MNR 7/NK 5/NK 7/NK 0/-- 13/OA 12/MO 9/SB 9/CJ 15/NK 13/DA 15/PG 18/PNC 16/NK	case=nom|gender=neut|num=sg _ case=nom|gender=neut|num=sg _ _ case=dat|gender=neut|num=sg case=dat|gender=neut|num=sg case=nom|*=True|num=sg Sentiment::markable_100500346::Polarity=positive|mood=ind|Sentiment::markable_100500346::Sarcasm=false|pers=3|Sentiment::markable_100500346::Intensity=medium|num=sg|tense=pres|Sentiment::markable_100500346::Sentiment=True case=acc|pers=3|num=sg|Sentiment::markable_100500346::Sentiment=True Sentiment::markable_100500346::Sentiment=True case=nom|num=sg|Sentiment::markable_100500346::Sentiment=True|Source::markable_100500347::Anaphref=empty|gender=masc|Source::markable_100500347::Source=True pers=3|num=sg|tense=pres|mood=ind|Sentiment::markable_100500346::Sentiment=True case=dat|num=sg|Sentiment::markable_100500346::Sentiment=True|gender=fem|Source::markable_100500348::Source=True|Source::markable_100500348::Anaphref=markable_100500347 case=dat|Target::markable_100500349::Target=True|num=sg|Sentiment::markable_100500346::Sentiment=True|Target::markable_100500349::Anaphref=empty|gender=fem|Target::markable_100500349::Preferred=true Target::markable_100500349::Target=True|Sentiment::markable_100500346::Sentiment=True case=dat|*=True|Target::markable_100500349::Target=True|num=sg|Sentiment::markable_100500346::Sentiment=True *=True
374500812892155904	neutral	Im TVduell zur BTW13 kein Wort zu bundesweite Volksabstimmungen, Direktwahl Bundespräsident oder Reform der EU. Deshalb: FREIE WÄHLER.	in TVduell zu BTW13 keine Wort zu bundesweit Volksabstimmungen, Direktwahl Bundespräsident oder Reform die EU. Deshalb: freien WÄHLER.	APPRART NN APPRART NN PIAT NN APPR ADJA NN NN NN KON NN ART NE NE VVFIN NE	6/MO 1/NK 6/MNR 3/NK 6/NK 0/-- 6/MNR 9/NK 7/NK 6/CJ 10/NK 11/CD 12/CJ 15/NK 13/AG 17/SB 0/-- 17/OA	case=dat|gender=masc|num=sg case=dat|gender=masc|num=sg case=dat|gender=fem|num=sg case=dat|gender=fem|num=sg case=acc|gender=neut|num=sg case=acc|gender=neut|num=sg _ case=acc|gender=neut|num=sg|pos=True case=acc|gender=neut|num=sg case=nom|gender=fem|num=sg case=nom|gender=fem|num=sg _ case=nom|gender=fem|num=sg case=gen|gender=fem|num=sg case=gen|gender=fem|num=sg case=nom|*=True|num=sg pers=3|num=sg|tense=past|mood=ind case=nom|*=True|num=sg
363381942391422976	neutral	Habe ne'' grüne Gesichtsmaske drauf. Wenn hier gleich wer lang geht ruf ich; DIR ALIENS DIE ALIENS SIE KOMMEN!	haben ne'' grün Gesichtsmaske drauf. wenn hier gleich wer lang gehen rufen ich; du ALIENS die ALIENS sie KOMMEN!	VAFIN ADJD ADJA NN VVFIN KOUS ADV PTKVZ PWS ADJD VVFIN VVIMP ADJD PRF NE ART NE PPER NN	5/MO 3/MO 4/NK 5/OA 0/-- 11/CP 11/MO 13/MO 11/SB 11/MO 0/-- 11/MO 11/MO 11/DA 11/SB 17/NK 11/OA 11/DA 11/SB	_ _ case=nom|gender=neut|num=pl|pos=True case=nom|gender=neut|num=pl pers=3|num=sg|tense=past|mood=ind _ _ _ case=nom|gender=masc|num=sg pos=True pers=3|num=sg|tense=pres|mood=ind _ pos=True _ case=nom|gender=masc|num=sg case=acc|gender=masc|num=sg case=acc|gender=masc|num=sg case=acc|gender=masc|num=sg|pos=True case=acc|gender=masc|num=sg
362995866031759360	neutral	das werden sie wohl beim Verkauf von Schiffspapieren auch nicht herauszufinden können glaub ich ... AfD	die werden sie wohl bei Verkauf von Schiffspapier auch nicht herausfinden können glauben ich ... AfD	PDS VAFIN PPER ADV APPRART NN APPR NN ADV PTKNEG VVIZU VMFIN VVIMP PPER $. ADJA	11/OA 0/-- 2/SB 12/MO 11/MO 5/NK 6/PG 7/NK 11/MO 11/NG 12/OC 2/OC 3/NK 12/SB 14/-- 0/--	case=acc|gender=neut|num=sg pers=3|num=pl|tense=pres|mood=ind case=nom|*=True|num=pl|pers=3 _ case=dat|gender=masc|num=sg case=dat|gender=masc|num=sg _ case=dat|gender=neut|num=pl _ _ _ pers=3|num=pl|tense=pres|mood=ind pers=1|num=sg|tense=pres|mood=ind case=nom|*=True|num=sg|pers=1 _ _
372692389737287680	positive	Leipziger Direktkandidaten zur Bundestagswahl: "Gute Wirtschaftspolitik ist das A und O für Leipzig" - Bettina...	Leipziger Direktkandidat zu Bundestagswahl: "Gute Wirtschaftspolitik sein die A und O für Leipzig" - Bettina...	ADJA NN APPRART NN NN NN VAFIN ART NN KON NN APPR ADJA $( NN	2/NK 5/CJ 2/MNR 3/NK 7/SB 5/NK 0/-- 9/NK 7/SB 9/CD 10/CJ 9/MNR 15/NK 13/-- 12/NK	*=True|pos=True case=nom|gender=masc|num=pl case=dat|gender=fem|num=sg case=dat|gender=fem|num=sg case=nom|EmoExpression::markable_100500345::Sarcasm=false|gender=fem|EmoExpression::markable_100500345::SubjectiveFact=false|EmoExpression::markable_100500345::Polarity=positive|num=sg|EmoExpression::markable_100500345::Uncertain=false|EmoExpression::markable_100500345::Intensity=medium|EmoExpression::markable_100500345::EmoExpression=True case=nom|gender=fem|num=sg pers=3|num=sg|tense=pres|mood=ind case=nom|gender=neut|num=sg case=nom|gender=neut|num=sg _ case=nom|gender=neut|num=sg _ case=dat|gender=neut|num=pl|pos=True _ case=acc|gender=masc|num=sg
354955355429683201	neutral	FDP-Programm, die FDP hat keins.	FDP-Programm, die FDP haben keins.	NN ART NE VAFIN ADJD	3/MO 3/NK 4/SB 0/-- 4/MO	pos=True case=acc|gender=fem|num=sg case=acc|gender=fem|num=sg pers=3|num=sg|tense=pres|mood=ind _
378391307531853824	neutral	wann hast du denn in Schöneberg Wahlkampf gemacht?	wann haben du denn in Schöneberg Wahlkampf gemacht?	PWAV VAFIN PPER ADV APPR NE NN ADJA	8/MO 0/-- 2/SB 2/MO 2/MO 5/NK 2/OA 2/MO	_ pers=2|num=sg|tense=pres|mood=ind *=True _ _ case=dat|gender=neut|num=sg case=acc|gender=masc|num=sg _
378116264679317504	neutral	"Hiermit erkläre ich meinen Austritt aus der Partei." -"Aber das hier sind doch die Piraten!"	"Hiermit erklären ich mein Austritt aus die Partei." -"Aber die hier sein doch die Piraten!"	NN VVFIN PPER PPOSAT NN APPR ART ADJA NN PDS ADV VAFIN ADV ART NN	2/MO 0/-- 2/SB 5/NK 2/OA 2/MO 8/NK 6/NK 12/SB 9/SB 9/MO 0/-- 12/MO 15/NK 12/PD	_ pers=1|num=sg|tense=pres|mood=ind case=nom|*=True|num=sg|pers=1 case=acc|gender=masc|num=sg case=acc|gender=masc|num=sg _ case=dat|gender=fem|num=sg *=True|pos=True case=nom|gender=masc|num=pl case=nom|gender=neut|num=sg _ pers=3|num=pl|tense=pres|mood=ind _ case=nom|gender=fem|num=sg case=nom|gender=fem|num=sg
354312012869808128	positive	Immerhin 20% der CDU/CSU-Bundestags-Kandidaten waren schon 2009 dafür, das Zugangserschwerungsgesetz auszuweiten:...	immerhin @card@ die CDU/CSU-Bundestags-Kandidaten sein schon @card@ dafür, die Zugangserschwerungsgesetz auszuweiten:...	ADV CARD ART NN VAFIN ADV CARD ADV ART NN ADJA	2/MO 5/SB 4/NK 2/AG 0/-- 7/MO 5/SB 10/MO 10/NK 7/-- 5/RS	Sentiment::markable_100500378::Sentiment=True|Sentiment::markable_100500378::Intensity=medium|Sentiment::markable_100500378::Polarity=positive|Sentiment::markable_100500378::Sarcasm=false Sentiment::markable_100500378::Sentiment=True|Source::markable_100500379::Anaphref=empty|Source::markable_100500379::Source=True case=gen|gender=masc|num=pl|Sentiment::markable_100500378::Sentiment=True|Source::markable_100500379::Source=True case=gen|gender=masc|num=pl|Sentiment::markable_100500378::Sentiment=True|Source::markable_100500379::Source=True EmoExpression::markable_100500380::EmoExpression=True|Sentiment::markable_100500378::Sentiment=True|mood=ind|EmoExpression::markable_100500380::SubjectiveFact=false|EmoExpression::markable_100500380::Uncertain=false|pers=3|num=pl|tense=past|EmoExpression::markable_100500380::Sarcasm=false|EmoExpression::markable_100500380::Intensity=medium|EmoExpression::markable_100500380::Polarity=positive Sentiment::markable_100500378::Sentiment=True Sentiment::markable_100500378::Sentiment=True Sentiment::markable_100500378::Sentiment=True case=nom|Target::markable_100500381::Preferred=true|num=sg|Sentiment::markable_100500378::Sentiment=True|gender=neut|Target::markable_100500381::Target=True|Target::markable_100500381::Anaphref=empty case=nom|gender=neut|num=sg|Target::markable_100500381::Target=True|Sentiment::markable_100500378::Sentiment=True case=nom|gender=neut|num=sg|pos=True
378490947317014528	neutral	Wen wählen unsere Kinder? - die U-18 Bundestagswahl im Stadtjugendring Leipzig	Wen wählen unser Kinder? - die U-18 Bundestagswahl in Stadtjugendring Leipzig	NE VVFIN PPOSAT NN $( ART CARD NN APPRART NN NE	2/SB 0/-- 4/NK 2/OA 6/-- 8/NK 8/NK 0/-- 8/MNR 9/NK 10/NK	case=nom|*=True|num=pl pers=3|num=pl|tense=pres|mood=ind case=nom|gender=masc|num=pl case=acc|gender=fem|num=sg _ case=nom|gender=masc|num=pl case=acc|gender=fem|num=sg case=acc|gender=fem|num=sg case=dat|gender=masc|num=sg case=dat|gender=masc|num=sg case=nom|gender=neut|num=sg
379337444585263104	mixed	Typisch,bei Grüne. SPD- FDP- CDU- CSU- weiss man nie ob sie für oder gegen Kriegseinsätze sind,bei der LINKEN weiss man...	Typisch,bei Grüne. SPD- FDP- CDU- CSU- wissen man nie ob sie für oder gegen Kriegseinsatz sind,bei die links wissen man...	NN ADJA TRUNC TRUNC TRUNC TRUNC VVFIN PIS ADV KOUS PPER APPR KON APPR NN ADV ART ADJA VVFIN ADJA	0/-- 1/NK 4/CJ 5/CJ 6/CJ 7/OA 0/-- 7/SB 7/MO 19/CP 19/SB 19/MO 12/CD 13/CJ 14/NK 12/MO 18/NK 12/NK 7/OC 19/SB	case=nom|gender=fem|num=sg case=nom|gender=fem|num=sg|pos=True _ _ _ _ pers=3|num=sg|tense=past|mood=ind case=nom|*=True|num=sg _ _ case=nom|gender=masc|num=pl|pers=3 EmoExpression::markable_100500376::SubjectiveFact=false|EmoExpression::markable_100500376::Polarity=positive|EmoExpression::markable_100500376::Sarcasm=false|EmoExpression::markable_100500376::Uncertain=false|EmoExpression::markable_100500376::EmoExpression=True|EmoExpression::markable_100500376::Intensity=medium _ _ case=acc|EmoExpression::markable_100500425::Sarcasm=false|EmoExpression::markable_100500425::EmoExpression=True|EmoExpression::markable_100500425::SubjectiveFact=true|gender=masc|EmoExpression::markable_100500425::Polarity=negative|num=pl|EmoExpression::markable_100500425::Uncertain=false|EmoExpression::markable_100500425::Intensity=medium _ case=nom|gender=masc|num=sg case=nom|gender=masc|num=sg pers=3|num=sg|tense=past|mood=ind pos=True
373848761862488064	positive	verzieh dich afd- will niemand, der was auf Menschenrechte gibt sehen und jetzt block %User	verzeihen du afd- wollen niemand, die was auf Menschenrecht geben sehen und jetzt blocken %User	VVFIN PPER ADJD VMFIN NE ART PIS APPR NN VVFIN VVFIN KON ADV VVIMP NE	4/MO 1/SB 1/MO 0/-- 4/SB 11/SB 11/OA 11/MO 8/NK 11/MO 4/OC 11/CD 14/MO 12/CJ 14/OA	_ case=acc|*=True|num=sg|pers=2 _ pers=3|num=sg|tense=pres|mood=ind case=nom|gender=masc|num=sg case=nom|gender=masc|num=sg case=nom|gender=neut|num=sg _ case=acc|EmoExpression::markable_100500426::SubjectiveFact=true|EmoExpression::markable_100500426::Polarity=positive|gender=neut|EmoExpression::markable_100500426::Uncertain=false|EmoExpression::markable_100500426::Intensity=medium|EmoExpression::markable_100500426::EmoExpression=True|num=pl|EmoExpression::markable_100500426::Sarcasm=false pers=3|num=sg|tense=pres|mood=ind _ _ _ case=nom|gender=masc|num=sg case=nom|gender=masc|num=sg
378900636995051520	neutral	Sahra Wagenknecht spricht in Kassel vor ca. 600 Menschen. LINKE	Sahra Wagenknecht sprechen in Kassel vor ca. 600 Menschen. links	NE NN VVFIN APPR NE APPR ADV CARD NN ADJA	2/AG 3/SB 0/-- 3/MO 4/NK 3/MO 8/MO 9/NK 6/NK 0/--	case=nom|gender=neut|num=sg case=nom|gender=neut|num=sg pers=3|num=sg|tense=pres|mood=ind _ case=dat|gender=neut|num=sg _ _ _ gender=neut|*=True _
