324257473294917633	negative	Auf dem Tisch liegen Mozart Kugeln, ber ich will mich nicht bewegen... %NegSmiley	auf die Tisch liegen Mozart Kugeln, ber ich wollen ich nicht bewegen... %NegSmiley	APPR ART NN VVFIN NE NE VVFIN PPER VMFIN PPER PTKNEG ADJA ITJ	4/MO 3/NK 1/NK 0/-- 6/PNC 4/DA 4/MO 7/SB 7/MO 9/OA 9/NG 9/OC 12/NK	_ case=dat|gender=neut|num=sg case=dat|gender=neut|num=sg pers=3|num=pl|tense=pres|mood=ind case=acc|gender=masc|num=sg case=acc|gender=masc|num=sg Sentiment::markable_1::Sarcasm=false|Sentiment::markable_1::Intensity=medium|Sentiment::markable_1::Sentiment=True|Sentiment::markable_1::Polarity=negative case=nom|Target::markable_3::Anaphref=empty|*=True|Target::markable_3::Preferred=true|Sentiment::markable_1::Sentiment=True|pers=1|num=sg|Target::markable_3::Target=True pers=1|num=sg|tense=pres|mood=ind|Target::markable_3::Target=True|Sentiment::markable_1::Sentiment=True case=acc|pers=1|num=sg|Target::markable_3::Target=True|Sentiment::markable_1::Sentiment=True Target::markable_3::Target=True|Sentiment::markable_1::Sentiment=True Sentiment::markable_1::Sentiment=True EmoExpression::markable_2::Uncertain=false|EmoExpression::markable_2::Intensity=medium|EmoExpression::markable_2::Sarcasm=false|EmoExpression::markable_2::SubjectiveFact=false|EmoExpression::markable_2::Polarity=negative|EmoExpression::markable_2::EmoExpression=True|Sentiment::markable_1::Sentiment=True
338027189859647488	positive	Die Grünen sollten man in sich gehen. Da ist einiges im Argen. Israel u.a.	die Grüne sollen man in sich gehen. da sein einige in Argen. Israel u.a.	ART NN VMFIN PIS APPR PRF ADJD ADV VAFIN PIAT APPRART NE NE ADV	2/NK 3/SB 0/-- 3/SB 7/MO 5/NK 3/MO 9/MO 0/-- 9/SB 9/MO 11/NK 0/-- 13/MO	case=nom|Target::markable_100500322::Anaphref=empty|Sentiment::markable_100500321::Sentiment=True|Sentiment::markable_100500321::Sarcasm=false|*=True|Target::markable_100500322::Target=True|Sentiment::markable_100500321::Intensity=medium|num=pl|Target::markable_100500322::Preferred=true|Sentiment::markable_100500321::Polarity=positive case=nom|*=True|num=pl|Target::markable_100500322::Target=True|Sentiment::markable_100500321::Sentiment=True pers=3|num=pl|tense=past|mood=ind|Sentiment::markable_100500321::Sentiment=True case=nom|*=True|num=sg|Sentiment::markable_100500321::Sentiment=True Sentiment::markable_100500321::Sentiment=True case=acc|pers=3|num=sg|Sentiment::markable_100500321::Sentiment=True Sentiment::markable_100500321::Sentiment=True Sentiment::markable_100500321::Sentiment=True pers=3|num=sg|tense=pres|mood=ind|Sentiment::markable_100500321::Sentiment=True case=nom|gender=neut|num=sg|Sentiment::markable_100500321::Sentiment=True case=dat|EmoExpression::markable_100500323::SubjectiveFact=false|EmoExpression::markable_100500323::Sarcasm=false|Sentiment::markable_100500321::Sentiment=True|EmoExpression::markable_100500323::EmoExpression=True|gender=masc|EmoExpression::markable_100500323::Uncertain=false|EmoExpression::markable_100500323::Intensity=medium|EmoExpression::markable_100500323::Polarity=negative|num=sg case=dat|gender=masc|num=sg|Sentiment::markable_100500321::Sentiment=True case=nom|gender=neut|num=sg _
318602432772988929	negative	Ex-Bundespräsident - Staatsanwälte in der Falle, die Zumutungen der Causa Wulff %Link via %User Wulff	Ex-Bundespräsident - Staatsanwalt in die Falle, die Zumutung die Causa Wulff %Link via %User Wulff	NN $( NN APPR ART NE ART NN ART NN NE XY APPR NE NE	0/-- 1/-- 1/CJ 3/MNR 6/NK 4/NK 8/NK 3/CJ 10/NK 8/AG 10/NK 0/-- 8/MNR 15/PNC 13/NK	case=nom|gender=masc|num=sg _ case=nom|gender=masc|num=sg _ case=dat|gender=fem|num=sg case=dat|EmoExpression::markable_100500306::Uncertain=false|gender=fem|EmoExpression::markable_100500306::EmoExpression=True|EmoExpression::markable_100500306::Polarity=negative|num=sg|EmoExpression::markable_100500306::Sarcasm=false|EmoExpression::markable_100500306::Intensity=medium|EmoExpression::markable_100500306::SubjectiveFact=false case=nom|gender=fem|num=pl case=nom|gender=fem|num=pl case=gen|gender=fem|num=sg case=gen|gender=fem|num=sg case=nom|*=True|num=sg case=gen|gender=fem|num=sg _ case=nom|gender=masc|num=sg case=nom|gender=masc|num=sg
335975768389738498	neutral	Mehr Katz3n in der Politik und im Landtag NRW opennrw opennrw13	mehr Katz3n in die Politik und in Landtag NRW opennrw opennrw13	ADV NE APPR ART NN KON APPRART NN NE VVFIN CARD	2/MO 0/-- 10/MO 5/NK 3/NK 3/CD 6/CJ 7/NK 8/NK 2/OC 10/NK	*=True case=nom|*=True|num=sg _ case=dat|gender=fem|num=sg case=dat|gender=fem|num=sg _ case=dat|gender=masc|num=sg case=dat|gender=masc|num=sg case=nom|gender=neut|num=sg _ _
336324158881398785	neutral	Mehr Katz3n in der Politik und im Landtag NRW opennrw opennrw13	mehr Katz3n in die Politik und in Landtag NRW opennrw opennrw13	ADV NE APPR ART NN KON APPRART NN NE VVFIN CARD	2/MO 0/-- 10/MO 5/NK 3/NK 3/CD 6/CJ 7/NK 8/NK 2/OC 10/NK	*=True case=nom|*=True|num=sg _ case=dat|gender=fem|num=sg case=dat|gender=fem|num=sg _ case=dat|gender=masc|num=sg case=dat|gender=masc|num=sg case=nom|gender=neut|num=sg _ _
336235575004782594	neutral	%Link fliegt mit Rösler ins Start-up-Mekka	%Link fliegen mit Rösler in Start-up-Mekka	XY VVFIN APPR NE APPRART NE	0/-- 0/-- 2/MO 3/NK 2/MO 5/NK	case=nom|gender=fem|num=sg pers=3|num=sg|tense=pres|mood=ind _ case=dat|gender=masc|num=sg case=acc|gender=neut|num=sg case=acc|gender=neut|num=sg
333309405334495233	neutral	alternativlos ist ziemlich ... Merkel ... Ich hätte ja auch die Hardcore-Variante ausprobieren wollen. Hauptsache, sie kommt	alternativlos sein ziemlich ... Merkel ... ich haben ja auch die Hardcore-Variante ausprobieren wollen. Hauptsache, sie kommen	ADJD VAFIN ADV $. NE $. PPER VAFIN ADV ADV ART NN VVFIN ADJA NN PPER VVFIN	2/PD 0/-- 2/MO 3/-- 0/-- 5/-- 8/SB 0/-- 8/MO 12/MO 12/NK 8/SB 8/OC 13/MO 0/-- 17/SB 15/OC	pos=True pers=3|num=sg|tense=pres|mood=ind _ _ case=nom|*=True|num=sg _ case=nom|*=True|num=sg|pers=1 pers=1|num=sg|tense=past|mood=subj _ _ case=nom|gender=fem|num=sg case=nom|gender=fem|num=sg _ case=acc|gender=masc|num=sg|pos=True case=nom|gender=masc|num=sg case=nom|*=True|num=pl|pers=3 pers=3|num=sg|tense=pres|mood=ind
333667590582980609	neutral	so habe ich das nicht verstanden.	so haben ich die nicht verstanden.	ADV VAFIN PPER PDS PTKNEG NE	2/MO 0/-- 2/SB 2/OA 6/NG 4/RE	_ pers=1|num=sg|tense=pres|mood=ind case=nom|*=True|num=sg|pers=1 case=acc|gender=neut|num=sg _ _
333688506868187136	negative	Gregor Gysi:"Kanzlerin Merkel kommt nicht daran vorbei, dass der Bundeswehreinsatz in Afghanistan gescheitert ist... "	Gregor Gysi:"Kanzlerin Merkel kommen nicht daran vorbei, dass die Bundeswehreinsatz in Afghanistan scheitern ist... "	NE NN NE VVFIN PTKNEG PAV VVFIN KOUS ART NN APPR NE VVPP ADJA $(	7/SB 4/SB 2/NK 1/RS 4/NG 1/NK 0/-- 13/MO 10/NK 7/SB 10/MNR 11/NK 7/MO 13/MO 0/--	case=nom|gender=masc|num=sg case=nom|gender=masc|num=sg case=nom|gender=masc|num=sg pers=3|num=sg|tense=pres|mood=ind _ _ pers=3|num=sg|tense=past|mood=ind _ case=nom|Sentiment::markable_100500318::Polarity=negative|Target::markable_100500319::Preferred=true|gender=masc|Sentiment::markable_100500318::Sentiment=True|Target::markable_100500319::Anaphref=empty|Sentiment::markable_100500318::Intensity=medium|num=sg|Target::markable_100500319::Target=True|Sentiment::markable_100500318::Sarcasm=false case=nom|gender=masc|Sentiment::markable_100500318::Sentiment=True|num=sg|Target::markable_100500319::Target=True Sentiment::markable_100500318::Sentiment=True|Target::markable_100500319::Target=True case=dat|gender=neut|Sentiment::markable_100500318::Sentiment=True|num=sg|Target::markable_100500319::Target=True EmoExpression::markable_100500320::Polarity=negative|EmoExpression::markable_100500320::Sarcasm=false|EmoExpression::markable_100500320::Uncertain=false|EmoExpression::markable_100500320::Intensity=medium|Sentiment::markable_100500318::Sentiment=True|EmoExpression::markable_100500320::SubjectiveFact=false|EmoExpression::markable_100500320::EmoExpression=True case=dat|gender=neut|num=sg|pos=True _
335143584397410305	positive	Obama und Erdogan: "Wir sind uns beide einig, dass Assad weg muss" - Handelsblatt	Obama und Erdogan: "Wir sein wir beide einig, dass Assad weg muss" - Handelsblatt	NN KON ADJA NN VAFIN PPER PIS VVFIN KOUS NE ADV ADJA $( NN	5/SB 1/CD 4/NK 2/CJ 0/-- 10/NK 6/NK 10/NK 10/PNC 5/SB 5/MO 14/NK 12/-- 5/PD	case=nom|gender=fem|num=sg|Source::markable_100500328::Source=True|Source::markable_100500328::Anaphref=empty Source::markable_100500328::Source=True case=nom|gender=neut|num=pl|pos=True case=nom|gender=neut|Sentiment::markable_100500324::Sentiment=True|num=pl|Source::markable_100500325::Source=True|Sentiment::markable_100500324::Polarity=positive|Sentiment::markable_100500324::Intensity=medium|Sentiment::markable_100500324::Sarcasm=false|Source::markable_100500325::Anaphref=markable_100500328 pers=3|num=pl|tense=pres|mood=ind|Sentiment::markable_100500324::Sentiment=True case=acc|*=True|num=pl|Sentiment::markable_100500324::Sentiment=True|pers=1 case=nom|*=True|num=pl|Sentiment::markable_100500324::Sentiment=True pers=3|num=sg|tense=past|mood=ind|Sentiment::markable_100500324::Sentiment=True Sentiment::markable_100500324::Sentiment=True case=nom|Target::markable_100500326::Target=True|Target::markable_100500326::Preferred=true|num=sg|Target::markable_100500326::Anaphref=empty|*=True|Sentiment::markable_100500324::Sentiment=True EmoExpression::markable_100500327::Intensity=medium|EmoExpression::markable_100500327::Polarity=negative|EmoExpression::markable_100500327::SubjectiveFact=false|EmoExpression::markable_100500327::Sarcasm=false|EmoExpression::markable_100500327::EmoExpression=True|EmoExpression::markable_100500327::Uncertain=false|Sentiment::markable_100500324::Sentiment=True case=nom|*=True|num=sg|Sentiment::markable_100500324::Sentiment=True _ case=nom|gender=neut|num=sg
325689729628643328	negative	Aus für die Strompreisbremse -Kanzleramt gibt auf: Schwarz-Gelb kann keine Energ... : Aus für die Strompreisbre...	Aus für die Strompreisbremse -Kanzleramt geben auf: Schwarz-Gelb können keine Energ... : aus für die Strompreisbre...	NN APPR ART NN NN VVFIN ADJA NN VMFIN PIAT NN $. APPR APPR ART NN	6/OA 1/MNR 4/NK 2/NK 4/NK 0/-- 8/NK 6/OA 6/CJ 11/NK 9/SB 0/-- 0/-- 13/MO 16/NK 14/NK	EmoExpression::markable_100500308::Intensity=medium|Sentiment::markable_100500309::Intensity=medium|EmoExpression::markable_100500308::Polarity=negative|Sentiment::markable_100500309::Sentiment=True|EmoExpression::markable_100500308::Sarcasm=false|Sentiment::markable_100500309::Polarity=negative|EmoExpression::markable_100500308::EmoExpression=True|EmoExpression::markable_100500308::SubjectiveFact=false|Sentiment::markable_100500309::Sarcasm=false|EmoExpression::markable_100500308::Uncertain=false Sentiment::markable_100500309::Sentiment=True case=acc|Sentiment::markable_100500309::Sentiment=True|Target::markable_100500310::Anaphref=empty|num=sg|gender=fem|Target::markable_100500310::Target=True|Target::markable_100500310::Preferred=true case=acc|gender=fem|Target::markable_100500310::Target=True|num=sg|Sentiment::markable_100500309::Sentiment=True case=acc|gender=fem|num=sg pers=3|num=sg|tense=pres|mood=ind case=acc|gender=fem|num=sg|pos=True case=acc|gender=fem|num=sg pers=3|num=sg|tense=pres|mood=ind case=nom|gender=fem|num=sg case=nom|gender=fem|num=sg _ Sentiment::markable_100500311::Sarcasm=false|EmoExpression::markable_100500312::EmoExpression=True|Sentiment::markable_100500311::Sentiment=True|EmoExpression::markable_100500312::Sarcasm=false|Sentiment::markable_100500311::Polarity=negative|EmoExpression::markable_100500312::Polarity=negative|Sentiment::markable_100500311::Intensity=medium|EmoExpression::markable_100500312::SubjectiveFact=false|EmoExpression::markable_100500312::Intensity=medium|EmoExpression::markable_100500312::Uncertain=false Sentiment::markable_100500311::Sentiment=True case=acc|gender=fem|num=sg|Sentiment::markable_100500311::Sentiment=True case=acc|gender=fem|num=sg
336252088189333505	mixed	Die Quahl der Wahl bei Nisi! %PosSmiley %Link	die Quahl die Wahl bei Nisi! %PosSmiley %Link	ART NN ART NN APPR ADJA ITJ XY	2/NK 0/-- 4/NK 2/AG 2/MNR 5/NK 5/MO 0/--	case=nom|gender=fem|num=sg case=nom|EmoExpression::markable_100500307::Uncertain=false|gender=fem|EmoExpression::markable_100500307::Intensity=medium|EmoExpression::markable_100500307::Sarcasm=false|EmoExpression::markable_100500307::SubjectiveFact=false|EmoExpression::markable_100500307::Polarity=negative|num=sg|EmoExpression::markable_100500307::EmoExpression=True case=gen|gender=fem|num=sg case=gen|gender=fem|num=sg _ case=gen|gender=fem|num=sg|pos=True case=gen|EmoExpression::markable_64::Sarcasm=false|EmoExpression::markable_64::SubjectiveFact=false|gender=fem|EmoExpression::markable_64::Intensity=medium|num=sg|EmoExpression::markable_64::Polarity=positive|EmoExpression::markable_64::EmoExpression=True|EmoExpression::markable_64::Uncertain=false _
319193745713164288	negative	Ein Politiker der Mao zitiert. Das ist die FDP! Lanz	eine Politiker die Mao zitiert. die sein die FDP! Lanz	ART NN ART NE NN PDS VAFIN ART ADJA NN	2/NK 0/-- 4/NK 5/NK 2/AG 7/SB 0/-- 9/NK 7/PD 0/--	case=nom|num=sg|Sentiment::markable_100500313::Sentiment=True|gender=masc|Sentiment::markable_100500313::Polarity=negative|Sentiment::markable_100500313::Sarcasm=false|Sentiment::markable_100500313::Intensity=medium case=nom|gender=masc|num=sg|Sentiment::markable_100500313::Sentiment=True case=nom|gender=masc|num=sg|Sentiment::markable_100500313::Sentiment=True case=nom|gender=masc|num=sg|Sentiment::markable_100500313::Sentiment=True case=acc|gender=neut|num=sg|Sentiment::markable_100500313::Sentiment=True case=nom|gender=neut|num=sg|Sentiment::markable_100500313::Sentiment=True pers=3|num=sg|tense=pres|mood=ind|Sentiment::markable_100500313::Sentiment=True case=nom|num=sg|Target::markable_100500314::Target=True|gender=fem|Target::markable_100500314::Preferred=true|Sentiment::markable_100500313::Sentiment=True|Target::markable_100500314::Anaphref=empty case=nom|gender=fem|num=sg|Sentiment::markable_100500313::Sentiment=True|pos=True case=nom|gender=fem|num=sg
318822017405173760	negative	Partybrot ‚Peppe’ mit Teufelssalat:Leibgericht von Kommissar Merkel. Rezepte im Roman Anhang. %Link ebook %User	Partybrot ‚Peppe’ mit Teufelssalat:Leibgericht von Kommissar Merkel. Rezept in Roman Anhang. %Link ebook %User	NN ADJD APPR NN APPR NN ADJA NN APPRART NN NN XY NE NE	2/NK 7/MO 7/MO 3/NK 4/PG 5/NK 0/-- 0/-- 8/MNR 9/NK 10/NK 0/-- 14/PNC 0/--	case=nom|gender=neut|num=sg case=nom|gender=neut|num=sg _ case=dat|gender=fem|num=sg _ case=dat|Sentiment::markable_100500315::Sentiment=True|EmoExpression::markable_100500317::Intensity=medium|gender=fem|Sentiment::markable_100500315::Intensity=medium|EmoExpression::markable_100500317::SubjectiveFact=false|EmoExpression::markable_100500317::Uncertain=false|num=sg|EmoExpression::markable_100500317::Sarcasm=false|EmoExpression::markable_100500317::Polarity=negative|Sentiment::markable_100500315::Sarcasm=false|EmoExpression::markable_100500317::EmoExpression=True|Sentiment::markable_100500315::Polarity=negative case=dat|gender=fem|num=sg case=nom|gender=masc|num=pl case=dat|gender=masc|num=sg case=dat|gender=masc|num=sg *=True *=True _ _
334127498566717441	positive	Der US-Präsident Obama hat Nordkorea gefordet, Myanmar als Vorbild zu nehmen.	die US-Präsident Obama haben Nordkorea gefordet, Myanmar als Vorbild zu nehmen.	ART NN NN VAFIN NE NE NE KOKOM NN APPR NE	2/NK 4/SB 2/NK 0/-- 7/PNC 7/PNC 4/SB 7/CD 8/NK 9/MNR 10/NK	case=nom|num=sg|Sentiment::markable_100500329::Polarity=positive|Sentiment::markable_100500329::Intensity=medium|Sentiment::markable_100500329::Sarcasm=false|gender=masc|Sentiment::markable_100500329::Sentiment=True case=nom|gender=masc|num=sg|Sentiment::markable_100500329::Sentiment=True case=nom|Source::markable_100500330::Anaphref=empty|num=sg|Source::markable_100500330::Source=True|gender=masc|Sentiment::markable_100500329::Sentiment=True pers=3|num=sg|tense=pres|mood=ind|Sentiment::markable_100500329::Sentiment=True case=nom|gender=neut|num=sg|Sentiment::markable_100500329::Sentiment=True Sentiment::markable_100500329::Sentiment=True case=nom|Target::markable_100500331::Target=True|Target::markable_100500331::Preferred=true|num=sg|Target::markable_100500331::Anaphref=empty|gender=neut|Sentiment::markable_100500329::Sentiment=True Sentiment::markable_100500329::Sentiment=True case=nom|EmoExpression::markable_100500332::Sarcasm=false|EmoExpression::markable_100500332::Uncertain=false|EmoExpression::markable_100500332::Intensity=medium|gender=neut|EmoExpression::markable_100500332::SubjectiveFact=false|num=sg|EmoExpression::markable_100500332::Polarity=positive|EmoExpression::markable_100500332::EmoExpression=True|Sentiment::markable_100500329::Sentiment=True Sentiment::markable_100500329::Sentiment=True case=dat|*=True|num=sg|Sentiment::markable_100500329::Sentiment=True
332580808441339904	neutral	Die Türkei ist kein säkularer, sondern ein laizistischer Staat, der Herr ist Abgeordnete der laizistischen Partei CHP.	die Türkei sein keine säkularer, sondern eine laizistisch Staat, die Herr sein Abgeordnete die laizistisch Partei CHP.	ART NE VAFIN PIAT NE KON ART ADJA NN ART NN VAFIN NN ART ADJA NN NE	2/NK 3/SB 0/-- 5/NK 3/PD 5/CD 9/NK 9/NK 6/CJ 11/NK 12/SB 3/CJ 12/PD 16/NK 16/NK 13/AG 16/NK	case=nom|gender=fem|num=sg case=nom|gender=fem|num=sg pers=3|num=sg|tense=pres|mood=ind case=nom|gender=masc|num=sg case=nom|gender=masc|num=sg _ case=nom|gender=masc|num=sg case=nom|gender=masc|num=sg|pos=True case=nom|gender=masc|num=sg case=nom|gender=masc|num=sg case=nom|gender=masc|num=sg pers=3|num=sg|tense=pres|mood=ind case=dat|pers=3|num=sg case=gen|gender=fem|num=sg case=gen|gender=fem|num=sg|pos=True case=gen|gender=fem|num=sg case=nom|*=True|num=sg
317899923909652480	positive	auf reisen mit einer unzerstörbaren... "frau alpha-eins" - über angela merkel von %User in der %User /seite 3. merkel politik euro	auf reisen mit eine unzerstörbaren... "frau alpha-eins" - über Angela Merkel von %User in die %User /seite 3. merkel politik Euro	PTKVZ VVFIN APPR ART ADJA NN VVFIN $( APPR NE NE APPR NE APPR ART NE NN ADJA NN ADJA NN	2/MO 0/-- 2/MO 5/NK 3/NK 7/SB 0/-- 7/-- 17/MO 11/PNC 9/NK 11/MNR 12/NK 13/MNR 16/NK 14/NK 7/PAR 19/NK 17/NK 21/NK 7/OA	Sentiment::markable_100500333::Polarity=positive|Sentiment::markable_100500333::Sentiment=True|Sentiment::markable_100500333::Sarcasm=false|Sentiment::markable_100500333::Intensity=medium pers=3|num=pl|tense=pres|mood=ind|Sentiment::markable_100500333::Sentiment=True Sentiment::markable_100500333::Sentiment=True case=dat|gender=fem|num=sg|Sentiment::markable_100500333::Sentiment=True case=dat|num=sg|Sentiment::markable_100500333::Sentiment=True|EmoExpression::markable_100500335::EmoExpression=True|gender=fem|pos=True EmoExpression::markable_100500335::EmoExpression=True|pos=True|Sentiment::markable_100500333::Sentiment=True pers=3|num=sg|tense=past|mood=ind|Sentiment::markable_100500333::Sentiment=True Sentiment::markable_100500333::Sentiment=True Sentiment::markable_100500333::Sentiment=True case=nom|num=sg|Sentiment::markable_100500333::Sentiment=True|Target::markable_100500336::Anaphref=empty|gender=fem|Target::markable_100500336::Preferred=true|Target::markable_100500336::Target=True case=nom|gender=fem|num=sg|Sentiment::markable_100500333::Sentiment=True|Target::markable_100500336::Target=True _ case=dat|gender=neut|num=sg _ case=dat|gender=fem|num=sg case=dat|gender=fem|num=sg case=dat|gender=fem|num=sg case=acc|gender=masc|num=sg|pos=True case=acc|gender=masc|num=sg case=acc|gender=masc|num=sg|pos=True case=acc|gender=masc|num=sg
322921942833303553	neutral	Stuttgarter Zeitung: Minister Schmid will Chef der Bauabteilung auswechseln	Stuttgarter Zeitung: Minister Schmid wollen Chef die Bauabteilung auswechseln	ADJA NN NN NE VMFIN NN ART NN VVFIN	2/NK 5/CJ 2/NK 3/NK 0/-- 9/OA 8/NK 6/AG 5/OC	*=True|pos=True case=nom|gender=fem|num=sg case=nom|gender=masc|num=sg case=nom|gender=masc|num=sg pers=3|num=sg|tense=pres|mood=ind case=nom|gender=masc|num=sg case=gen|gender=fem|num=sg case=gen|gender=fem|num=sg _
322440945935208450	neutral	Delegation des Haushaltsausschusses bei der Frühjahrstagung von IWF und Weltbank: Eine Delegation d...	Delegation die Haushaltsausschuss bei die Frühjahrstagung von IWF und Weltbank: eine Delegation d...	NN ART NN APPR ART NN APPR NE KON NN ART NN NE	0/-- 3/NK 1/AG 1/MNR 6/NK 4/NK 6/PG 7/NK 1/CD 9/CJ 12/NK 10/PAR 12/NK	case=nom|gender=fem|num=sg case=gen|gender=neut|num=sg case=gen|gender=neut|num=sg _ case=dat|gender=fem|num=sg case=dat|gender=fem|num=sg _ case=dat|*=True|num=sg _ case=dat|*=True|num=sg case=acc|gender=fem|num=sg case=acc|gender=fem|num=sg case=nom|*=True|num=sg
335134693425020928	neutral	Eines Tages, wenn wir Demokratie haben, geht sowas nicht mehr! Dann kann man solche Leute rechtzeitig abwählen. cdu	eine Tages, wenn wir Demokratie haben, gehen sowas nicht mehr! dann können man solche Leute rechtzeitig abwählen. cdu	ART NN KOUS PPER NN NE VVFIN PIS PTKNEG ADJD ADV VMFIN PIS PIAT NN ADJD ADJA NN	2/NK 7/SB 6/CP 6/SB 6/PNC 2/NK 0/-- 7/SB 7/NG 7/MO 12/MO 0/-- 12/SB 15/NK 17/OA 17/MO 12/OC 17/OA	case=gen|gender=masc|num=sg case=nom|gender=masc|num=sg _ case=nom|*=True|num=pl|pers=1 case=acc|gender=fem|num=sg case=acc|gender=fem|num=sg pers=3|num=sg|tense=pres|mood=ind case=nom|gender=neut|num=sg _ pos=True _ pers=3|num=sg|tense=pres|mood=ind case=nom|*=True|num=sg case=acc|*=True|num=pl case=acc|*=True|num=pl pos=True _ _
325362118192947201	neutral	Fazit der Internet-Kommission: Bundestag und Regierung brauchen einen Internetbeauftragten	Fazit die Internet-Kommission: Bundestag und Regierung brauchen eine Internetbeauftragten	NN ART ADJA NN KON NN VVFIN ART ADJA	7/SB 4/NK 4/NK 1/AG 1/CD 5/CJ 0/-- 7/OA 7/MO	case=nom|gender=neut|num=sg case=gen|gender=fem|num=sg case=gen|gender=fem|num=sg|pos=True case=gen|gender=fem|num=sg _ case=acc|gender=fem|num=sg pers=3|num=pl|tense=pres|mood=ind case=acc|gender=masc|num=sg case=acc|gender=masc|num=sg|pos=True
325743473212944384	neutral	Die Wahl zwischen einem Skimmer- oder Überlaufbecken gibt es nur im Privatbereich. Bei jeder "gewerb	die Wahl zwischen eine Skimmer- oder Überlaufbecken geben es nur in Privatbereich. bei jede "gewerb	ART NN APPR ART TRUNC KON NN VVFIN PPER ADV APPRART NN APPR PIAT NN	2/NK 8/OA 2/MNR 7/NK 6/CJ 7/CD 3/NK 0/-- 8/EP 11/MO 8/MO 11/NK 0/-- 15/NK 13/NK	case=nom|gender=fem|num=sg case=nom|gender=fem|num=sg _ case=dat|gender=masc|num=sg _ _ case=dat|gender=masc|num=pl pers=3|num=sg|tense=pres|mood=ind case=nom|gender=neut|num=sg|pers=3 _ case=dat|gender=masc|num=sg case=dat|gender=masc|num=sg _ case=dat|gender=fem|num=sg case=dat|gender=fem|num=sg
336223490904580097	neutral	SPD: Garderoben- und Wachdienst am Theater soll bei der Stadt bleiben	SPD: Garderoben- und Wachdienst an Theater sollen bei die Stadt bleiben	ADJA TRUNC KON NN APPRART NN VMFIN APPR ART NN VVFIN	4/NK 3/CJ 4/CD 7/SB 4/MNR 5/NK 0/-- 11/MO 10/NK 8/NK 7/OC	_ _ _ case=nom|gender=masc|num=sg case=dat|gender=neut|num=sg case=dat|gender=neut|num=sg pers=3|num=sg|tense=pres|mood=ind _ case=dat|gender=fem|num=sg case=dat|gender=fem|num=sg _
333017991304339456	neutral	Bator in Sat. 1: Zwischen Merkel und "The Voice"	Bator in Sat. @card@ zwischen Merkel und "The Voice"	NN APPR NN CARD APPR NE KON NE NN	0/-- 1/MNR 2/NK 0/-- 4/MNR 5/NK 6/CD 7/CJ 0/--	case=nom|gender=masc|num=sg _ case=dat|gender=fem|num=sg _ _ case=dat|gender=neut|num=sg _ case=dat|gender=neut|num=sg case=dat|gender=neut|num=sg
332949310411001857	neutral	Sogar die FDP Schleswig-Holstein. Da können wir in Hessen lange drauf warten... hlt	sogar die FDP Schleswig-Holstein. da können wir in Hessen lange drauf warten... hlt	ADV ART NE NE ADV VMFIN PPER APPR NE ADV PAV ADJA NN	4/MO 4/NK 4/PNC 0/-- 6/MO 0/-- 6/SB 6/MO 8/NK 12/MO 12/NK 6/MO 0/--	_ case=nom|gender=fem|num=sg case=nom|gender=fem|num=sg case=nom|gender=fem|num=sg _ pers=1|num=pl|tense=pres|mood=ind case=nom|*=True|num=pl|pers=1 _ case=dat|gender=neut|num=sg _ _ _ _
317818267924303874	neutral	Ich bin nicht so der "Vereinstyp", der musst Du aber sein, um in der Politik was zu werden...	ich sein nicht so die "Vereinstyp", die müssen du aber sein, um in die Politik was zu werden...	PPER VAFIN PTKNEG ADV ART NN ART VMFIN PPER ADV NE APPR APPR ART NN PIS PTKZU ADJA	2/SB 0/-- 2/NG 6/MO 6/NK 2/PD 11/NK 4/RE 8/SB 8/MO 6/AG 11/SVP 6/MNR 15/NK 13/NK 2/PD 2/MO 17/NK	case=nom|*=True|num=sg|pers=1 pers=1|num=sg|tense=pres|mood=ind _ _ case=nom|gender=masc|num=sg case=nom|gender=masc|num=sg case=gen|gender=fem|num=sg pers=3|num=sg|tense=pres|mood=ind case=nom|*=True|num=sg|pers=2 _ _ _ _ case=dat|gender=fem|num=sg case=dat|gender=fem|num=sg case=nom|gender=neut|num=sg _ case=nom|gender=neut|num=sg|pos=True
