381454356932861952	negative	so wird das nix mit meiner Stimme für die Piraten %PosSmiley	so werden die nix mit mein Stimme für die Pirat %PosSmiley	ADV VAFIN ART PIS APPR PPOSAT NN APPR ART NN ITJ	2/MO 0/-- 2/SB 5/MO 2/CJ 7/NK 5/NK 7/MNR 10/NK 8/NK 5/MO	Sentiment::markable_296::Sarcasm=false|Sentiment::markable_296::Intensity=medium|Sentiment::markable_296::Sentiment=True|Sentiment::markable_296::Polarity=negative pers=3|num=sg|tense=pres|mood=ind|Sentiment::markable_296::Sentiment=True case=nom|gender=neut|num=sg|Sentiment::markable_296::Sentiment=True gender=neut|*=True|Sentiment::markable_296::Sentiment=True|Negation::markable_299::Negation=True|Negation::markable_299::EmoExpressionRef=empty Sentiment::markable_296::Sentiment=True case=dat|gender=fem|num=sg|Sentiment::markable_296::Sentiment=True case=dat|EmoExpression::markable_298::Sarcasm=false|EmoExpression::markable_298::Uncertain=false|EmoExpression::markable_298::Polarity=positive|gender=fem|EmoExpression::markable_298::SubjectiveFact=false|num=sg|EmoExpression::markable_298::Intensity=medium|Sentiment::markable_296::Sentiment=True|EmoExpression::markable_298::EmoExpression=True Sentiment::markable_296::Sentiment=True case=acc|num=pl|Target::markable_297::Target=True|Target::markable_297::Preferred=true|Sentiment::markable_296::Sentiment=True|Target::markable_297::Anaphref=empty|gender=fem case=acc|gender=fem|num=pl|Target::markable_297::Target=True|Sentiment::markable_296::Sentiment=True EmoExpression::markable_1::SubjectiveFact=false|EmoExpression::markable_1::EmoExpression=True|EmoExpression::markable_1::Uncertain=false|EmoExpression::markable_1::Polarity=positive|EmoExpression::markable_1::Sarcasm=false|Sentiment::markable_296::Sentiment=True|EmoExpression::markable_1::Intensity=medium
367924202654801921	negative	Also irgendwie weiss ich nicht, ob der Wahlkampf einfach nur einschläfert oder gleich richtig deprimiert...	also irgendwie wissen ich nicht, ob die Wahlkampf einfach nur einschläfern oder gleich richtig deprimiert...	ADV ADV VVFIN PPER ADV KOUS ART NN ADJD ADV VVFIN KON ADJD ADJD ADJA	2/MO 3/MO 0/-- 3/SB 11/MO 11/CP 8/NK 11/SB 11/MO 11/MO 3/OC 11/CD 14/MO 15/MO 12/CJ	Sentiment::markable_385::Intensity=medium|Sentiment::markable_385::Sentiment=True|Sentiment::markable_385::Sarcasm=false|Sentiment::markable_385::Polarity=negative Sentiment::markable_385::Sentiment=True pers=1|Sentiment::markable_385::Sentiment=True|num=sg|tense=pres|mood=ind case=nom|pers=1|Source::markable_386::Source=True|num=sg|Sentiment::markable_385::Sentiment=True|Source::markable_386::Anaphref=empty|*=True Sentiment::markable_385::Sentiment=True Sentiment::markable_385::Sentiment=True case=nom|Sentiment::markable_385::Sentiment=True|Target::markable_387::Target=True|num=sg|gender=masc|Target::markable_387::Preferred=true|Target::markable_387::Anaphref=empty case=nom|gender=masc|Target::markable_387::Target=True|num=sg|Sentiment::markable_385::Sentiment=True Sentiment::markable_385::Sentiment=True|pos=True Diminisher::markable_389::Degree=medium|Diminisher::markable_389::Diminisher=True|Diminisher::markable_389::EmoExpressionRef=emo-expression:markable_388|Sentiment::markable_385::Sentiment=True Sentiment::markable_385::Sentiment=True|mood=ind|EmoExpression::markable_388::EmoExpression=True|EmoExpression::markable_388::Sarcasm=false|EmoExpression::markable_388::Polarity=negative|pers=3|EmoExpression::markable_388::SubjectiveFact=false|num=sg|tense=pres|EmoExpression::markable_388::Intensity=medium|EmoExpression::markable_388::Uncertain=false Sentiment::markable_385::Sentiment=True Sentiment::markable_385::Sentiment=True|pos=True Sentiment::markable_385::Sentiment=True|Intensifier::markable_391::EmoExpressionRef=emo-expression:markable_390|Intensifier::markable_391::Degree=medium|pos=True|Intensifier::markable_391::Intensifier=True case=gen|gender=fem|num=sg|pos=True|Sentiment::markable_385::Sentiment=True
375358441382240256	positive	Repräsentative Emnid Umfrage: Wer hat das TVDuell gewonnen? Seehofer 62% Ude 26% %PosSmiley	repräsentativ Emnid Umfrage: wer haben die TVDuell gewonnen? Seehofer @card@ Ude @card@ %PosSmiley	ADJA NN NN PWS VAFIN ART NN ADJA NE CARD NE CARD ITJ	2/NK 5/CJ 2/NK 5/SB 0/-- 7/NK 5/SB 5/RS 11/PNC 11/PNC 0/-- 11/PNC 11/NK	case=nom|gender=fem|num=pl|pos=True case=nom|gender=fem|num=pl case=nom|gender=masc|num=sg case=nom|gender=masc|num=sg pers=3|num=sg|tense=pres|mood=ind case=acc|gender=neut|num=sg case=acc|gender=neut|num=sg case=acc|gender=neut|num=sg|pos=True case=nom|*=True|num=sg _ case=nom|*=True|num=sg _ case=nom|EmoExpression::markable_88::EmoExpression=True|*=True|num=sg|EmoExpression::markable_88::Polarity=positive|EmoExpression::markable_88::Uncertain=false|EmoExpression::markable_88::Intensity=strong|EmoExpression::markable_88::Sarcasm=false|EmoExpression::markable_88::SubjectiveFact=false
374939051918655488	positive	Herr Steinbrück, wir werden Sie nach ihrem eventuellem Wahlerfolg mit den Gewerkschaften zusammenarbeiten?! @fragpeer	Herr Steinbrück, wir werden Sie nach ihr eventuell Wahlerfolg mit die Gewerkschaft zusammenarbeiten?! @fragpeer	NN NE PPER VAFIN PPER APPR PPOSAT ADJA NN APPR ART NN ADJA NN	3/CC 1/NK 4/SB 0/-- 4/SB 13/MO 9/NK 9/NK 6/NK 13/MO 12/NK 10/NK 4/OC 0/--	case=nom|gender=masc|num=sg case=nom|gender=masc|num=sg case=nom|*=True|num=pl|pers=1 pers=1|num=pl|tense=pres|mood=ind case=acc|pers=3|*=True _ case=dat|gender=neut|num=sg case=dat|gender=neut|num=sg|pos=True case=dat|EmoExpression::markable_393::Uncertain=false|EmoExpression::markable_393::EmoExpression=True|EmoExpression::markable_393::SubjectiveFact=false|EmoExpression::markable_393::Intensity=medium|gender=neut|EmoExpression::markable_393::Polarity=positive|EmoExpression::markable_393::Sarcasm=false|num=sg _ case=dat|gender=fem|num=pl case=dat|gender=fem|num=pl case=dat|gender=fem|num=pl|pos=True _
372815426579075072	negative	"Mami, warum sind die Wahlen eigentlich geheim?" "Weil es schrecklich peinlich ist, die CDU zu wählen, Liebes."	"Mami, warum sein die Wahl eigentlich geheim?" "Weil es schrecklich peinlich ist, die CDU zu wählen, Liebes."	NN PWAV VAFIN ART NN ADV ADJA NN PPER ADJD ADJD NE ART NE APPR NE NN	3/PD 7/MO 0/-- 5/NK 3/SB 7/MO 3/OC 0/-- 14/OA 11/MO 9/RE 11/SB 14/NK 8/NK 8/MNR 17/AG 15/NK	case=nom|gender=neut|num=sg _ pers=3|num=pl|tense=pres|mood=ind case=nom|gender=fem|num=pl case=nom|gender=fem|num=pl _ case=nom|Sentiment::markable_89::Sentiment=True|gender=fem|Sentiment::markable_89::Sarcasm=false|pos=True|Sentiment::markable_89::Polarity=negative|num=pl|Sentiment::markable_89::Intensity=strong case=nom|gender=masc|Sentiment::markable_89::Sentiment=True|num=sg case=acc|gender=neut|Sentiment::markable_89::Sentiment=True|num=sg|pers=3 Sentiment::markable_89::Sentiment=True|Intensifier::markable_92::Intensifier=True|Intensifier::markable_92::Degree=strong|pos=True|Intensifier::markable_92::EmoExpressionRef=emo-expression:markable_91 Sentiment::markable_89::Sentiment=True|EmoExpression::markable_91::Uncertain=false|EmoExpression::markable_91::Sarcasm=false|pos=True|EmoExpression::markable_91::EmoExpression=True|EmoExpression::markable_91::Intensity=medium|EmoExpression::markable_91::SubjectiveFact=false|EmoExpression::markable_91::Polarity=negative case=nom|*=True|Sentiment::markable_89::Sentiment=True|num=sg case=acc|Sentiment::markable_89::Sentiment=True|num=sg|Target::markable_90::Target=True|Target::markable_90::Anaphref=empty|gender=fem|Target::markable_90::Preferred=true case=acc|gender=fem|Sentiment::markable_89::Sentiment=True|num=sg|Target::markable_90::Target=True Sentiment::markable_89::Sentiment=True|Target::markable_90::Target=True case=dat|EmoExpression::markable_100500501::Polarity=positive|Sentiment::markable_89::Sentiment=True|EmoExpression::markable_100500501::EmoExpression=True|gender=neut|num=sg|EmoExpression::markable_100500501::Uncertain=false|EmoExpression::markable_100500501::Intensity=medium|EmoExpression::markable_100500501::Sarcasm=false|EmoExpression::markable_100500501::SubjectiveFact=false case=nom|gender=fem|Sentiment::markable_89::Sentiment=True|num=sg
382168836117921792	mixed	"70% finden Angelika Merkel gut. 70% finden die Regierung beschissen. In der selben Umfrage"	"70% finden Angelika Merkel gut. @card@ finden die Regierung beschissen. in die selb Umfrage"	NN VVFIN NE NE NN CARD VVFIN ART NN NE APPR ART PDAT NN	2/SB 0/-- 4/PNC 2/DA 2/OA 7/MO 0/-- 9/NK 7/OA 7/OA 0/-- 14/NK 14/NK 11/NK	case=nom|Source::markable_97::Source=True|Sentiment::markable_93::Intensity=medium|gender=masc|Source::markable_97::Anaphref=empty|Sentiment::markable_93::Sentiment=True|num=pl|Sentiment::markable_93::Sarcasm=false|Sentiment::markable_93::Polarity=positive pers=3|num=pl|tense=pres|mood=ind|Sentiment::markable_93::Sentiment=True case=acc|Target::markable_98::Anaphref=empty|num=sg|Target::markable_98::Preferred=true|*=True|Target::markable_98::Target=True|Sentiment::markable_93::Sentiment=True case=dat|gender=masc|num=sg|Target::markable_98::Target=True|Sentiment::markable_93::Sentiment=True case=dat|gender=masc|num=sg Sentiment::markable_99::Polarity=negative|Source::markable_100::Source=True|Sentiment::markable_99::Intensity=strong|Source::markable_100::Anaphref=empty|Sentiment::markable_99::Sentiment=True|Sentiment::markable_99::Sarcasm=false pers=3|num=pl|tense=pres|mood=ind|Sentiment::markable_99::Sentiment=True case=acc|Target::markable_101::Anaphref=empty|num=sg|Target::markable_101::Preferred=true|gender=fem|Sentiment::markable_99::Sentiment=True|Target::markable_101::Target=True case=acc|gender=fem|num=sg|Sentiment::markable_99::Sentiment=True|Target::markable_101::Target=True case=nom|*=True|num=sg _ case=dat|gender=fem|num=sg case=dat|gender=fem|num=sg case=nom|gender=neut|num=sg
381754976059793408	positive	ihr wollt wohl unbedingt dass die Leute wählen gehen und nicht das programm ansehen: catwoman	ihr wollen wohl unbedingt dass die Leute wählen gehen und nicht die Programm ansehen: catwoman	PPER VMFIN ADV ADJD KOUS ART NN VVINF VVINF KON PTKNEG ART NN ADJA NN	2/SB 0/-- 2/MO 9/MO 9/CP 7/NK 9/SB 9/OC 2/OC 9/CD 13/NG 13/NK 10/CJ 15/NK 13/NK	case=dat|gender=fem|num=sg|pers=3 EmoExpression::markable_100500533::Sarcasm=false|mood=ind|EmoExpression::markable_100500533::Intensity=medium|pers=2|EmoExpression::markable_100500533::SubjectiveFact=false|num=pl|tense=pres|EmoExpression::markable_100500533::Polarity=positive|EmoExpression::markable_100500533::EmoExpression=True|EmoExpression::markable_100500533::Uncertain=false _ pos=True _ case=nom|*=True|num=pl case=nom|*=True|num=pl EmoExpression::markable_100500534::Polarity=positive|mood=ind|EmoExpression::markable_100500534::EmoExpression=True|pers=3|num=pl|tense=pres|EmoExpression::markable_100500534::Uncertain=false|EmoExpression::markable_100500534::Intensity=medium|EmoExpression::markable_100500534::Sarcasm=false|EmoExpression::markable_100500534::SubjectiveFact=true _ _ _ case=nom|gender=neut|num=sg case=nom|gender=neut|num=sg case=nom|gender=neut|num=sg|pos=True case=nom|gender=neut|num=sg
377059665785659392	negative	Traum: Die CDU- sackt so ab, dass es keine grosse Koalition geben kann und die NSA manipuliert dazu die Datenübertragung der ...	Traum: die CDU- sacken so ab, dass es keine groß Koalition geben können und die Nsa manipulieren dazu die Datenübertragung die ...	NN ART TRUNC VVFIN ADV VVFIN KOUS PPER PIAT ADJA NN VVINF VMFIN KON ART NE VVFIN PAV ART NN ART $.	4/SB 3/NK 1/AG 5/RE 6/MO 0/-- 13/CP 13/EP 11/NK 11/NK 12/OA 13/OC 6/MO 13/CD 16/NK 17/OA 14/CJ 21/NK 20/NK 21/OA 17/OA 21/--	case=nom|gender=fem|num=sg|Sentiment::markable_397::Sentiment=True case=nom|num=sg|Target::markable_398::Anaphref=empty|gender=fem|Target::markable_398::Target=True|Sentiment::markable_397::Sentiment=True|Target::markable_398::Preferred=true Sentiment::markable_397::Sentiment=True EmoExpression::markable_395::Uncertain=false|mood=ind|EmoExpression::markable_395::SubjectiveFact=false|EmoExpression::markable_395::Sarcasm=false|Sentiment::markable_397::Sentiment=True|EmoExpression::markable_395::Polarity=negative|pers=3|num=sg|tense=pres|EmoExpression::markable_395::Intensity=medium|EmoExpression::markable_395::EmoExpression=True Intensifier::markable_396::EmoExpressionRef=emo-expression:markable_395|Sentiment::markable_397::Sentiment=True|Intensifier::markable_396::Degree=medium|Intensifier::markable_396::Intensifier=True pers=3|num=sg|tense=past|mood=ind _ case=nom|gender=neut|num=sg|pers=3 case=acc|gender=fem|num=sg case=acc|gender=fem|num=sg|pos=True case=acc|gender=fem|num=sg _ pers=3|num=sg|tense=pres|mood=ind _ case=acc|*=True|num=pl case=acc|*=True|num=pl EmoExpression::markable_100500535::Polarity=negative|mood=ind|EmoExpression::markable_100500535::Sarcasm=false|EmoExpression::markable_100500535::SubjectiveFact=false|pers=3|num=sg|tense=pres|EmoExpression::markable_100500535::Uncertain=false|EmoExpression::markable_100500535::Intensity=medium|EmoExpression::markable_100500535::EmoExpression=True _ case=acc|gender=fem|num=sg case=acc|gender=fem|num=sg case=gen|gender=fem|num=sg _
375277360201089024	neutral	Ich bin gerade dieses tvduell am watchen sein und tu mich fragen wo dieser %User am sein ist. moneyboyforkanzler	ich sein gerade dies tvduell an watchen sein und tun ich fragen wo dies %User an sein ist. moneyboyforkanzler	PPER VAFIN ADV PDAT NN APPRART NN VAINF KON VVFIN PRF VVFIN PWAV PDAT NE APPRART PPOSAT NN ADJA	2/SB 0/-- 8/MO 5/NK 8/PD 5/MNR 6/NK 2/OC 2/CD 9/CJ 10/OA 15/PNC 19/MO 15/NK 10/SB 10/MO 18/NK 16/NK 10/MO	case=nom|*=True|num=sg|pers=1 pers=1|num=sg|tense=pres|mood=ind _ case=acc|gender=neut|num=sg case=acc|gender=neut|num=sg case=dat|gender=masc|num=sg case=dat|gender=masc|num=sg _ _ pers=1|num=sg|tense=past|mood=ind case=acc|*=True|num=sg|pers=1 _ _ case=nom|gender=masc|num=sg case=nom|gender=masc|num=sg case=dat|gender=masc|num=sg _ case=dat|gender=masc|num=sg case=dat|gender=masc|num=sg|pos=True
358618567027077121	positive	Was habe ich als Wähler von eurem feudalen Parteisystem? Ich will Volksvetreter, keine weitere Führer. SPD CDU FDP Grüne Piratenpartei	was haben ich als Wähler von euer feudal Parteisystem? ich wollen Volksvetreter, keine weit Führer. SPD CDU FDP grün Piratenpartei	PIS VAFIN PPER KOKOM NN APPR PPOSAT ADJA NN PPER VMFIN NE PIAT ADJA NN NE NE NE ADJA NN	2/OA 0/-- 2/SB 3/CD 4/NK 5/PG 9/NK 9/NK 6/NK 11/SB 0/-- 11/SB 15/NK 15/NK 11/OA 18/PNC 18/PNC 20/AG 20/NK 0/--	case=acc|gender=neut|num=sg pers=1|num=sg|tense=pres|mood=ind case=nom|*=True|num=sg|pers=1 _ case=nom|gender=masc|num=pl _ case=dat|gender=neut|num=sg case=dat|gender=neut|num=sg|pos=True case=dat|gender=neut|num=sg case=nom|Source::markable_400::Anaphref=empty|*=True|Source::markable_403::Anaphref=empty|pers=1|Sentiment::markable_399::Sentiment=True|Sentiment::markable_399::Sarcasm=false|num=sg|Sentiment::markable_399::Polarity=positive|Source::markable_400::Source=True|Source::markable_403::Source=True|Sentiment::markable_399::Intensity=medium EmoExpression::markable_401::Polarity=positive|EmoExpression::markable_401::SubjectiveFact=false|mood=ind|EmoExpression::markable_401::Sarcasm=false|EmoExpression::markable_401::EmoExpression=True|EmoExpression::markable_401::Intensity=medium|pers=1|Sentiment::markable_399::Sentiment=True|num=sg|tense=pres|EmoExpression::markable_401::Uncertain=false case=dat|pers=1|num=sg case=acc|Negation::markable_405::Negation=True|Negation::markable_405::EmoExpressionRef=empty|gender=fem|Target::markable_404::Anaphref=empty|Sentiment::markable_403::Intensity=medium|Target::markable_404::Preferred=true|Sentiment::markable_403::Sarcasm=false|num=sg|Target::markable_404::Target=True|Sentiment::markable_403::Polarity=positive|Sentiment::markable_403::Sentiment=True case=acc|num=sg|Target::markable_404::Target=True|comp=True|gender=fem|Sentiment::markable_403::Sentiment=True case=acc|gender=fem|num=sg case=nom|gender=fem|num=sg case=nom|gender=fem|num=sg case=nom|gender=fem|num=sg case=nom|gender=fem|num=sg|pos=True case=nom|gender=fem|num=sg
382944500370649088	positive	Wünsche mir MwSt von 25%, Benzinsteuer rauf ... und und und - die brauchen das, die Deutschen! Stimmvieh CDU CSU ...	Wunsch ich MwSt von @card@ Benzinsteuer rauf ... und und und - die brauchen das, die Deutschen! Stimmvieh CDU CSU ...	NN PPER NN APPR CARD NN ADV $. KON KON KON $( PRELS VVFIN NE ART ADJA NN NE NE $.	0/-- 3/NK 1/MNR 3/MNR 6/NK 4/NK 1/MNR 7/-- 14/JU 9/CD 10/CD 11/-- 14/SB 0/-- 14/SB 17/NK 14/OA 0/-- 20/PNC 18/NK 20/--	case=nom|EmoExpression::markable_409::EmoExpression=True|gender=masc|EmoExpression::markable_409::Sarcasm=false|EmoExpression::markable_409::Intensity=medium|Sentiment::markable_408::Sentiment=True|num=pl|EmoExpression::markable_409::Polarity=positive|EmoExpression::markable_409::SubjectiveFact=false|EmoExpression::markable_409::Uncertain=false case=dat|pers=1|Sentiment::markable_408::Sentiment=True|num=sg|Source::markable_410::Source=True|Source::markable_410::Anaphref=empty|*=True case=acc|Target::markable_411::Target=True|Sentiment::markable_408::Sentiment=True|num=sg|Target::markable_411::Preferred=true|gender=fem|Target::markable_411::Anaphref=empty Target::markable_411::Target=True|Sentiment::markable_408::Sentiment=True Sentiment::markable_408::Sentiment=True Sentiment::markable_408::Sentiment=True|Target::markable_412::Anaphref=empty|Target::markable_412::Target=True|gender=masc|*=True|Target::markable_412::Preferred=true Sentiment::markable_408::Sentiment=True|Target::markable_412::Target=True _ _ _ _ _ case=nom|Sentiment::markable_100500506::Sentiment=True|Source::markable_100500507::Anaphref=markable_100500508|gender=fem|Sentiment::markable_100500506::Intensity=medium|Source::markable_100500507::Source=True|num=pl|Sentiment::markable_100500506::Polarity=positive|Sentiment::markable_100500506::Sarcasm=false EmoExpression::markable_100500509::Uncertain=false|EmoExpression::markable_100500509::Intensity=medium|Sentiment::markable_100500506::Sentiment=True|mood=ind|EmoExpression::markable_100500509::Polarity=positive|EmoExpression::markable_100500509::EmoExpression=True|pers=3|num=pl|tense=pres|EmoExpression::markable_100500509::SubjectiveFact=false|EmoExpression::markable_100500509::Sarcasm=false case=nom|*=True|num=sg|Sentiment::markable_100500506::Sentiment=True case=acc|num=sg|Sentiment::markable_100500506::Sentiment=True|gender=fem|Source::markable_100500508::Anaphref=empty|Source::markable_100500508::Source=True case=acc|gender=fem|num=sg|pos=True|Sentiment::markable_100500506::Sentiment=True case=nom|EmoExpression::markable_413::EmoExpression=True|gender=fem|EmoExpression::markable_413::Intensity=medium|EmoExpression::markable_413::Polarity=negative|EmoExpression::markable_413::Sarcasm=false|EmoExpression::markable_413::Uncertain=false|num=sg|EmoExpression::markable_413::SubjectiveFact=false case=nom|gender=fem|num=sg case=nom|gender=fem|num=sg _
351368373612978176	positive	Bietet snowden politischen Asyl bei uns an! Er hat mehr für uns getan als alle Bushs + Obama! cdu,#csu,#spd,#grüne...	bieten snowden politisch Asyl bei wir an! er haben mehr für wir tun als alle Bush + Obama! cdu,#csu,#spd,#grüne...	VVFIN ADJA ADJA NN APPR PPER NN PPER VAFIN ADV APPR PRF VVPP KOKOM PIAT NE KON NN ADJA	0/-- 4/NK 4/NK 1/OA 1/MO 5/NK 1/OA 9/SB 0/-- 11/MO 13/MO 11/NK 9/OC 16/CM 16/NK 10/CC 16/CD 17/CJ 0/--	Sentiment::markable_414::Intensity=medium|mood=ind|Sentiment::markable_414::Sarcasm=false|Sentiment::markable_414::Polarity=positive|pers=3|num=sg|tense=pres|Sentiment::markable_414::Sentiment=True case=acc|gender=masc|Target::markable_415::Target=True|pos=True|Target::markable_415::Anaphref=markable_417|num=sg|Sentiment::markable_414::Sentiment=True|Target::markable_415::Preferred=true case=acc|gender=masc|num=sg|pos=True|Sentiment::markable_414::Sentiment=True case=acc|EmoExpression::markable_100500502::Uncertain=false|EmoExpression::markable_100500502::Polarity=positive|EmoExpression::markable_100500502::Sarcasm=false|gender=masc|Sentiment::markable_414::Sentiment=True|num=sg|EmoExpression::markable_100500502::Intensity=weak|EmoExpression::markable_100500502::SubjectiveFact=false|EmoExpression::markable_100500502::EmoExpression=True Sentiment::markable_414::Sentiment=True case=dat|*=True|num=pl|Sentiment::markable_414::Sentiment=True|pers=1 case=acc|num=sg|Intensifier::markable_100500503::Degree=medium|gender=masc|Sentiment::markable_414::Sentiment=True|Intensifier::markable_100500503::EmoExpressionRef=empty|Intensifier::markable_100500503::Intensifier=True case=nom|Target::markable_417::Target=True|Sentiment::markable_416::Intensity=medium|gender=masc|Target::markable_417::Preferred=true|pers=3|num=sg|Sentiment::markable_416::Sentiment=True|Sentiment::markable_416::Sarcasm=false|Sentiment::markable_416::Polarity=comparison|Target::markable_417::Anaphref=empty pers=3|Sentiment::markable_416::Sentiment=True|num=sg|tense=pres|mood=ind EmoExpression::markable_420::SubjectiveFact=false|Sentiment::markable_416::Sentiment=True|*=True|EmoExpression::markable_420::Intensity=medium|EmoExpression::markable_420::Uncertain=false|EmoExpression::markable_420::Sarcasm=false|EmoExpression::markable_420::EmoExpression=True|EmoExpression::markable_420::Polarity=positive Sentiment::markable_416::Sentiment=True case=dat|*=True|num=pl|Sentiment::markable_416::Sentiment=True|pers=1 Sentiment::markable_416::Sentiment=True Sentiment::markable_416::Sentiment=True case=nom|gender=neut|num=pl|Sentiment::markable_416::Sentiment=True case=nom|num=pl|Target::markable_418::Anaphref=empty|Sentiment::markable_416::Sentiment=True|gender=neut|Target::markable_418::Preferred=false|Target::markable_418::Target=True Sentiment::markable_416::Sentiment=True case=acc|gender=masc|num=sg _
374623907606974465	neutral	der Marlboro Mann würde auch etwas Yes we can ... mit in den Wahlkampf bringen !	die Marlboro Mann werden auch etwas Yes we can ... mit in die Wahlkampf bringen !	ART NN NN VAFIN ADV PIAT ADJA FM FM $. APPR APPR ART NN VVINF $.	2/NK 4/SB 2/NK 0/-- 9/MO 7/MO 9/NK 9/PNC 4/SB 9/-- 0/-- 15/MO 14/NK 12/NK 11/NK 15/--	case=nom|gender=masc|num=sg case=nom|gender=masc|num=sg case=nom|gender=masc|num=sg pers=3|num=sg|tense=past|mood=subj _ *=True case=nom|gender=neut|num=sg *=True *=True _ _ _ case=acc|gender=masc|num=sg case=acc|gender=masc|num=sg _ _
377515632549306369	positive	AFD will nicht nur die D-Mark zurück - sondern auch die traditionelle Familie. Frauenfeindlichkeit wird versteckt htt...	AFD wollen nicht nur die D-Mark zurück - sondern auch die traditionell Familie. Frauenfeindlichkeit werden verstecken htt...	NN VMFIN PTKNEG ADV ART NN PTKVZ $( KON ADV ART ADJA NN NN VAFIN VVPP NN	2/SB 0/-- 4/NG 6/MO 6/NK 2/SB 6/AG 7/-- 6/CD 13/MO 13/NK 13/NK 9/CJ 15/SB 0/-- 15/OC 16/OA	case=nom|Sentiment::markable_422::Sentiment=True|Source::markable_423::Anaphref=empty|*=True|Sentiment::markable_422::Polarity=positive|Source::markable_423::Source=True|num=sg|Sentiment::markable_422::Sarcasm=false|Sentiment::markable_422::Intensity=medium EmoExpression::markable_424::Intensity=medium|Sentiment::markable_422::Sentiment=True|EmoExpression::markable_424::Sarcasm=false|mood=ind|EmoExpression::markable_424::Polarity=positive|pers=3|EmoExpression::markable_424::Uncertain=false|num=sg|tense=pres|EmoExpression::markable_424::SubjectiveFact=false|EmoExpression::markable_424::EmoExpression=True Sentiment::markable_422::Sentiment=True Sentiment::markable_422::Sentiment=True case=nom|Sentiment::markable_422::Sentiment=True|num=sg|Target::markable_425::Anaphref=empty|gender=fem|Target::markable_425::Preferred=true|Target::markable_425::Target=True case=nom|gender=fem|Sentiment::markable_422::Sentiment=True|num=sg|Target::markable_425::Target=True Sentiment::markable_422::Sentiment=True Sentiment::markable_422::Sentiment=True Sentiment::markable_422::Sentiment=True Sentiment::markable_422::Sentiment=True case=acc|Target::markable_426::Anaphref=empty|num=sg|Target::markable_426::Preferred=true|gender=fem|Sentiment::markable_422::Sentiment=True|Target::markable_426::Target=True case=acc|Sentiment::markable_422::Sentiment=True|num=sg|gender=fem|pos=True|Target::markable_426::Target=True case=acc|gender=fem|Sentiment::markable_422::Sentiment=True|num=sg case=nom|EmoExpression::markable_100500511::Intensity=medium|EmoExpression::markable_100500511::Sarcasm=false|gender=fem|EmoExpression::markable_100500511::Polarity=negative|num=sg|EmoExpression::markable_100500511::EmoExpression=True|EmoExpression::markable_100500511::SubjectiveFact=false|EmoExpression::markable_100500511::Uncertain=false pers=3|num=sg|tense=pres|mood=ind _ case=nom|gender=fem|num=sg
365019335053422592	positive	LiNKE Mollath bös HartzIV NUR d EMPATHIE MIT UNS SELBST BEFÄHIGT UNS z ECHTEN DEMOKRATIE JETZT	links Mollath bös HartzIV NUR d EMPATHIE MIT sie selbst befähigen sie z echt Demokratie jetzt	ADJA NN ADJD ADJA NE ADJA NN NE PPER ADV VVFIN PPER ADJD ADJA NN ADV	2/NK 9/RE 4/MO 5/NK 2/NK 7/NK 2/APP 7/NK 11/SB 9/MNR 0/-- 11/SB 14/MO 15/NK 11/OA 11/MO	case=nom|gender=fem|num=sg|pos=True case=nom|gender=fem|num=sg pos=True case=nom|gender=fem|num=sg|pos=True case=nom|gender=fem|num=sg case=nom|gender=fem|num=sg|pos=True case=nom|EmoExpression::markable_104::Intensity=medium|EmoExpression::markable_104::EmoExpression=True|gender=fem|Sentiment::markable_103::Polarity=positive|EmoExpression::markable_104::SubjectiveFact=false|EmoExpression::markable_104::Uncertain=false|num=sg|Sentiment::markable_103::Intensity=medium|Sentiment::markable_103::Sarcasm=false|EmoExpression::markable_104::Polarity=positive|Sentiment::markable_103::Sentiment=True|EmoExpression::markable_104::Sarcasm=false case=nom|Target::markable_105::Preferred=true|num=sg|Target::markable_105::Anaphref=empty|gender=fem|Target::markable_105::Target=True|Sentiment::markable_103::Sentiment=True case=nom|gender=fem|Target::markable_105::Target=True|num=sg|Sentiment::markable_103::Sentiment=True Target::markable_105::Target=True|Sentiment::markable_103::Sentiment=True pers=3|num=sg|tense=past|mood=ind case=nom|gender=fem|num=sg|pers=3 pos=True case=acc|gender=neut|num=pl|pos=True case=acc|gender=neut|num=pl _
