317379081333243904	negative	hihi. RT‏@GrumpyMerkel :-[ Offizielles Smiley der Bundeskanzlerin der Bundesrepublik Deutschland	hihi. RT‏@GrumpyMerkel :-[ Offizielle Smiley die Bundeskanzlerin die Bundesrepublik Deutschland	ADJA NN $( NN NE ART NN ART NN NE	0/-- 0/-- 4/-- 0/-- 4/NK 7/NK 4/DA 9/NK 7/AG 9/NK	_ case=nom|gender=masc|num=sg EmoExpression::markable_100500127::Sarcasm=false|EmoExpression::markable_100500127::Uncertain=false|EmoExpression::markable_100500127::Intensity=medium|EmoExpression::markable_100500127::SubjectiveFact=false|EmoExpression::markable_100500127::Polarity=negative|EmoExpression::markable_100500127::EmoExpression=True case=nom|gender=neut|num=sg case=nom|gender=masc|num=sg case=nom|gender=masc|num=sg case=gen|gender=fem|num=sg case=gen|gender=fem|num=sg case=gen|gender=fem|num=sg case=nom|gender=neut|num=sg
323165030830977025	negative	Schulterschluss dank Nordkorea-Krise - DIE WELT	Schulterschluss dank Nordkorea-Krise - die WELT	NN APPR NN $( ART NE	0/-- 1/MO 2/NK 5/-- 6/NK 0/--	case=nom|gender=masc|num=sg _ case=acc|EmoExpression::markable_100500237::Uncertain=false|gender=fem|EmoExpression::markable_100500237::Intensity=medium|EmoExpression::markable_100500236::EmoExpression=True|EmoExpression::markable_100500237::SubjectiveFact=false|EmoExpression::markable_100500237::Sarcasm=false|EmoExpression::markable_100500237::Polarity=negative|num=sg|EmoExpression::markable_100500237::EmoExpression=True _ *=True *=True
324753398660493313	negative	Steckt Susanne Bär hinter Ursula von der Leyens CDU-Erpressung? %Link Frauenquote	stecken Susanne Bär hinter Ursula von die Leyens CDU-Erpressung? %Link Frauenquote	VVFIN NE NN APPR NE APPR ART NN NN XY NN	0/-- 3/PNC 1/SB 1/MO 4/NK 1/MO 8/NK 6/NK 1/OA 0/-- 0/--	mood=ind|EmoExpression::markable_100500239::Uncertain=false|EmoExpression::markable_100500239::Intensity=medium|EmoExpression::markable_100500239::EmoExpression=True|pers=3|num=sg|tense=pres|EmoExpression::markable_100500239::Sarcasm=false|EmoExpression::markable_100500239::SubjectiveFact=false|EmoExpression::markable_100500239::Polarity=negative case=nom|gender=fem|num=sg case=nom|gender=fem|num=sg EmoExpression::markable_100500239::EmoExpression=True case=nom|gender=fem|num=sg _ case=dat|gender=fem|num=sg case=dat|gender=fem|num=sg case=nom|gender=fem|num=sg case=nom|gender=fem|num=sg case=nom|gender=fem|num=sg
323202121270980610	mixed	Welche Partei? - Die einzig Richtige derzeit kann nur die SPD sein. Sicher gibt es Kritikpunkte, was Agenda 2010...	welche Partei? - die einzig Richtige derzeit können nur die SPD sein. sicher geben es Kritikpunkte, was Agenda @card@	PIAT NN $( ART ADJD NN ADV VMFIN ADV ART NE NE ADJD VVFIN PPER NE PIAT NN CARD	2/NK 0/-- 4/-- 6/NK 6/MO 8/SB 6/MO 0/-- 11/MO 11/NK 8/SB 8/MO 14/MO 0/-- 14/EP 14/DA 18/NK 14/OA 18/NK	case=nom|gender=fem|num=sg case=nom|gender=fem|num=sg _ case=nom|Sentiment::markable_67::Sentiment=True|Sentiment::markable_67::Polarity=positive|num=pl|gender=fem|Sentiment::markable_67::Sarcasm=false|Sentiment::markable_67::Intensity=medium Sentiment::markable_67::Sentiment=True|Intensifier::markable_70::Degree=medium|Intensifier::markable_70::Intensifier=True|pos=True|Intensifier::markable_70::EmoExpressionRef=emo-expression:markable_69 case=nom|Sentiment::markable_67::Sentiment=True|EmoExpression::markable_69::Polarity=positive|EmoExpression::markable_69::Sarcasm=false|*=True|EmoExpression::markable_69::EmoExpression=True|EmoExpression::markable_69::Intensity=medium|num=pl|EmoExpression::markable_69::SubjectiveFact=false|EmoExpression::markable_69::Uncertain=false Sentiment::markable_67::Sentiment=True pers=3|Sentiment::markable_67::Sentiment=True|num=sg|tense=pres|mood=ind Sentiment::markable_67::Sentiment=True case=nom|Sentiment::markable_67::Sentiment=True|num=sg|Target::markable_68::Target=True|gender=fem|Target::markable_68::Preferred=true|Target::markable_68::Anaphref=empty case=nom|gender=fem|num=sg|Target::markable_68::Target=True|Sentiment::markable_67::Sentiment=True *=True Sentiment::markable_100500174::Sentiment=True|Sentiment::markable_100500174::Sarcasm=false|Sentiment::markable_100500174::Polarity=negative|pos=True|Sentiment::markable_100500174::Intensity=weak pers=3|num=sg|tense=pres|mood=ind|Sentiment::markable_100500174::Sentiment=True case=nom|gender=neut|num=sg|Sentiment::markable_100500174::Sentiment=True|pers=3 case=dat|gender=masc|num=sg|Sentiment::markable_100500174::Sentiment=True gender=neut|*=True|Sentiment::markable_100500174::Sentiment=True case=nom|Target::markable_100500176::Anaphref=empty|num=sg|Target::markable_100500176::Preferred=true|Sentiment::markable_100500174::Sentiment=True|Target::markable_100500176::Target=True|gender=masc _
334786148213858305	mixed	Oha! Und sie bewegt sich doch - CSU führt Gedenktag für die Heimatvertriebenen ein...	Oha! und sie bewegen sich doch - CSU führen Gedenktag für die heimatvertrieben ein...	VVFIN KON PPER VVFIN PRF ADV $( NE VVFIN NN APPR ART ADJA ADJA	0/-- 4/JU 4/SB 0/-- 4/OA 4/MO 8/-- 9/SB 0/-- 9/SB 9/MO 14/NK 14/MO 11/NK	_ _ case=nom|gender=fem|num=sg|pers=3 pers=3|num=sg|tense=pres|mood=ind case=acc|pers=3|num=sg _ _ case=nom|gender=fem|num=sg pers=3|num=sg|tense=pres|mood=ind case=nom|EmoExpression::markable_100500241::Uncertain=false|EmoExpression::markable_100500241::Polarity=positive|EmoExpression::markable_100500241::Sarcasm=false|gender=masc|num=sg|EmoExpression::markable_100500241::Intensity=medium|EmoExpression::markable_100500241::SubjectiveFact=true|EmoExpression::markable_100500241::EmoExpression=True _ case=acc|gender=neut|num=pl case=acc|EmoExpression::markable_100500242::Polarity=negative|EmoExpression::markable_100500242::EmoExpression=True|gender=neut|pos=True|num=pl|EmoExpression::markable_100500242::Uncertain=false|EmoExpression::markable_100500242::Intensity=medium|EmoExpression::markable_100500242::Sarcasm=false|EmoExpression::markable_100500242::SubjectiveFact=true case=acc|gender=neut|num=pl|pos=True
336268681287987200	mixed	Cascada hat den esc2013 nur wegen der Politik verloren. Keiner mag Deutschland, weil es uns besser geht als anderen Ländern in Europa.	Cascada haben die esc2013 nur wegen die Politik verloren. keine mögen Deutschland, weil es wir gut gehen als andere Land in Europa.	NE VAFIN ART NN ADV APPR ART NN NE PIAT VMFIN NN KOUS PPER PRF ADJD VVFIN KOKOM PIS NN APPR NE	2/SB 0/-- 4/NK 2/OA 6/MO 2/MO 8/NK 6/NK 8/NK 11/SB 0/-- 11/SB 17/CP 17/EP 17/DA 17/MO 11/MO 20/CM 20/NK 16/CC 20/MNR 21/NK	case=nom|*=True|num=sg pers=3|num=sg|tense=pres|mood=ind case=acc|gender=masc|num=sg case=acc|gender=masc|num=sg _ _ case=dat|gender=fem|num=sg case=dat|gender=fem|num=sg case=nom|gender=neut|num=sg case=nom|Negation::markable_74::EmoExpressionRef=empty|Sentiment::markable_71::Sarcasm=false|gender=masc|Sentiment::markable_71::Polarity=negative|Negation::markable_74::Negation=True|num=sg|Sentiment::markable_71::Intensity=medium|Sentiment::markable_71::Sentiment=True EmoExpression::markable_73::EmoExpression=True|EmoExpression::markable_73::Uncertain=false|mood=ind|EmoExpression::markable_73::Intensity=medium|EmoExpression::markable_73::SubjectiveFact=false|EmoExpression::markable_73::Polarity=positive|pers=3|num=sg|tense=pres|EmoExpression::markable_73::Sarcasm=false|Sentiment::markable_71::Sentiment=True case=acc|gender=neut|num=sg|Sentiment::markable_71::Sentiment=True _ case=nom|Sentiment::markable_100500178::Polarity=positive|gender=neut|Sentiment::markable_100500178::Sentiment=True|pers=3|Sentiment::markable_100500178::Intensity=medium|num=sg|Sentiment::markable_100500178::Sarcasm=false case=dat|Target::markable_100500179::Preferred=true|Target::markable_100500179::Anaphref=empty|Sentiment::markable_100500178::Sentiment=True|*=True|pers=1|num=pl|Target::markable_100500179::Target=True EmoExpression::markable_100500177::Intensity=medium|comp=True|Sentiment::markable_100500178::Sentiment=True|EmoExpression::markable_100500177::SubjectiveFact=false|EmoExpression::markable_100500177::EmoExpression=True|EmoExpression::markable_100500177::Uncertain=false|EmoExpression::markable_100500177::Polarity=positive|EmoExpression::markable_100500177::Sarcasm=false pers=3|Sentiment::markable_100500178::Sentiment=True|num=sg|tense=pres|mood=ind Sentiment::markable_100500178::Sentiment=True case=dat|Target::markable_100500180::Preferred=false|gender=neut|Sentiment::markable_100500178::Sentiment=True|Target::markable_100500180::Anaphref=empty|pos=True|num=pl|Target::markable_100500180::Target=True case=dat|gender=neut|Sentiment::markable_100500178::Sentiment=True|num=pl|Target::markable_100500180::Target=True Sentiment::markable_100500178::Sentiment=True|Target::markable_100500180::Target=True case=dat|gender=neut|num=sg
335478603292741632	positive	Danke für die vielen Likes! Gerne megr davon %PosSmiley Bodenständig wie die Freien Wähler selbst: Doku-Shooting Wahlplakate:...	Dank für die viele Likes! gerne megr davon %PosSmiley bodenständig wie die frei Wähler selbst: Doku-Shooting Wahlplakate:...	NN APPR ART PIAT NN ADV NE PAV ITJ ADJD KOKOM ART ADJA NN ADJA NN NN	0/-- 1/MNR 5/NK 5/NK 2/NK 7/MO 0/-- 14/NK 14/NK 14/MO 14/CM 14/NK 14/NK 7/PAR 16/NK 14/CJ 16/NK	EmoExpression::markable_100500244::Intensity=medium|EmoExpression::markable_100500244::Polarity=positive|EmoExpression::markable_100500244::SubjectiveFact=false|EmoExpression::markable_100500244::EmoExpression=True|EmoExpression::markable_100500244::Uncertain=false|EmoExpression::markable_100500244::Sarcasm=false _ case=acc|gender=fem|num=pl case=acc|gender=fem|num=pl case=acc|gender=masc|num=sg EmoExpression::markable_100500246::SubjectiveFact=false|EmoExpression::markable_100500246::Polarity=positive|EmoExpression::markable_100500246::Sarcasm=false|EmoExpression::markable_100500246::Uncertain=false|EmoExpression::markable_100500246::EmoExpression=True|EmoExpression::markable_100500246::Intensity=medium case=nom|*=True|EmoExpression::markable_100500246::EmoExpression=True|num=sg EmoExpression::markable_100500246::EmoExpression=True EmoExpression::markable_75::Sarcasm=false|EmoExpression::markable_75::EmoExpression=True|mood=ind|EmoExpression::markable_75::SubjectiveFact=false|pers=3|num=sg|tense=past|EmoExpression::markable_75::Uncertain=false|EmoExpression::markable_75::Intensity=medium|EmoExpression::markable_75::Polarity=positive pos=True _ case=nom|gender=fem|num=pl case=nom|gender=fem|num=pl case=nom|gender=masc|num=pl case=acc|gender=neut|num=pl|pos=True case=acc|gender=neut|num=pl case=acc|gender=neut|num=pl
335123258892484610	neutral	BOKU: AG 4 FL 5 GRAS 2. fl verliert ein Mandat an AG, fl-gras Koalition wahrscheinlich. öhwahl	BOKU: AG 4 FL 5 grasen 2. fl verlieren eine Mandat an AG, fl-gras Koalition wahrscheinlich. öhwahl	NN NN CARD NN CARD VVIMP ADJA NN VVFIN ART NN APPR NE VVIMP NN ADJA NN	9/SB 1/NK 4/NK 1/MO 4/NK 1/PAR 8/NK 6/OA 0/-- 11/NK 9/SB 11/MNR 15/PNC 15/NK 12/NK 17/NK 9/OA	case=nom|gender=fem|num=sg case=nom|gender=fem|num=sg _ case=nom|gender=fem|num=sg _ case=acc|gender=masc|num=sg case=acc|gender=masc|num=sg|pos=True case=acc|gender=masc|num=sg pers=3|num=sg|tense=pres|mood=ind case=nom|gender=masc|num=sg case=nom|gender=masc|num=sg _ case=dat|*=True|num=sg _ case=acc|gender=fem|num=sg case=acc|gender=fem|num=sg|pos=True case=acc|gender=fem|num=sg
332952606001463296	negative	Sie sehen gerade: Technikangst und Technikverweigerung in der Piratenpartei. BPT131	Sie sehen gerade: Technikangst und Technikverweigerung in die Piratenpartei. BPT131	PPER VVFIN ADJA NN KON NN APPR ART NN CARD	2/SB 0/-- 4/NK 2/OA 4/CD 5/CJ 2/MO 9/NK 7/NK 0/--	case=nom|*=True|num=pl|pers=3 pers=3|num=pl|tense=pres|mood=ind case=nom|*=True|num=pl|pos=True case=acc|EmoExpression::markable_100500247::Sarcasm=false|EmoExpression::markable_100500247::Polarity=negative|gender=fem|EmoExpression::markable_100500247::Uncertain=false|EmoExpression::markable_100500247::Intensity=medium|num=sg|EmoExpression::markable_100500247::EmoExpression=True|EmoExpression::markable_100500247::SubjectiveFact=false _ case=acc|EmoExpression::markable_100500248::EmoExpression=True|EmoExpression::markable_100500248::Uncertain=false|EmoExpression::markable_100500248::SubjectiveFact=false|gender=fem|EmoExpression::markable_100500248::Polarity=negative|EmoExpression::markable_100500248::Intensity=medium|num=sg|EmoExpression::markable_100500248::Sarcasm=false _ case=dat|gender=fem|num=sg case=dat|gender=fem|num=sg _
322801898585456640	negative	Achtung: Merkel und Cameron wollen uns an die Wäsche!	Achtung: Merkel und Cameron wollen wir an die Wäsche!	NN NE KON NE VMFIN PRF APPR ART NN	5/SB 1/NK 1/CD 3/CJ 0/-- 1/OA 5/MO 9/NK 7/NK	case=nom|gender=masc|num=sg case=nom|gender=masc|num=sg _ case=nom|*=True|num=sg pers=3|num=pl|tense=pres|mood=ind case=acc|pers=1|num=pl EmoExpression::markable_100500250::Sarcasm=false|EmoExpression::markable_100500250::Polarity=negative|EmoExpression::markable_100500250::EmoExpression=True|EmoExpression::markable_100500250::Uncertain=false|EmoExpression::markable_100500250::Intensity=medium|EmoExpression::markable_100500250::SubjectiveFact=false case=acc|gender=fem|num=sg|EmoExpression::markable_100500250::EmoExpression=True case=acc|gender=fem|num=sg
332974932407484417	positive	%Link %User schau mal... euer Buschkowsky wird 2023 regierender Bürgermeister &amp; schreibt ein Buch über BER %PosSmiley	%Link %User schauen mal... euer Buschkowsky werden @card@ regierender Bürgermeister &amp; schreiben eine Buch über BER %PosSmiley	XY NE VVIMP ADJA PPOSAT NN VAFIN CARD ADJA NN $( VVFIN ART NN APPR NE ITJ	0/-- 0/-- 0/-- 2/PNC 6/NK 7/SB 0/-- 10/NK 10/NK 12/OA 10/-- 7/OC 14/NK 12/SB 14/MNR 15/NK 12/DM	case=nom|gender=masc|num=sg case=nom|gender=masc|num=sg pers=3|num=sg|tense=pres|mood=ind pos=True case=nom|gender=fem|num=sg case=nom|gender=fem|num=sg pers=3|num=sg|tense=pres|mood=ind _ case=gen|gender=masc|num=pl|pos=True case=gen|gender=masc|num=pl _ pers=3|num=sg|tense=pres|mood=ind case=nom|gender=neut|num=sg case=nom|gender=neut|num=sg _ case=acc|*=True|num=sg EmoExpression::markable_76::Intensity=strong|EmoExpression::markable_76::Polarity=positive|EmoExpression::markable_76::Sarcasm=false|EmoExpression::markable_76::SubjectiveFact=false|EmoExpression::markable_76::Uncertain=false|EmoExpression::markable_76::EmoExpression=True
333795257282080770	neutral	Die Wahl zwischen einem Skimmer- oder Überlaufbecken gibt es nur im Privatbereich. Bei jeder "gewerb	die Wahl zwischen eine Skimmer- oder Überlaufbecken geben es nur in Privatbereich. bei jede "gewerb	ART NN APPR ART TRUNC KON NN VVFIN PPER ADV APPRART NN APPR PIAT NN	2/NK 8/OA 2/MNR 7/NK 6/CJ 7/CD 3/NK 0/-- 8/EP 11/MO 8/MO 11/NK 0/-- 15/NK 13/NK	case=nom|gender=fem|num=sg case=nom|gender=fem|num=sg _ case=dat|gender=masc|num=sg _ _ case=dat|gender=masc|num=pl pers=3|num=sg|tense=pres|mood=ind case=nom|gender=neut|num=sg|pers=3 _ case=dat|gender=masc|num=sg case=dat|gender=masc|num=sg _ case=dat|gender=fem|num=sg case=dat|gender=fem|num=sg
335497497856315393	neutral	Gibt es inzwischen eine offizielle Begründung fürs Hausverbot des "AfD-Mitglieds"? piraten %User	geben es inzwischen eine offiziell Begründung fürs Hausverbot die "AfD-Mitglieds"? piraten %User	VVFIN PPER ADV ART ADJA NN APPRART NN ART NN VVFIN NE	0/-- 1/EP 1/MO 6/NK 6/NK 1/OA 6/MNR 7/NK 10/NK 8/AG 0/-- 11/OA	pers=3|num=sg|tense=pres|mood=ind case=nom|gender=neut|num=sg|pers=3 _ case=acc|gender=fem|num=sg case=acc|gender=fem|num=sg|pos=True case=acc|gender=fem|num=sg case=acc|gender=neut|num=sg case=acc|gender=neut|num=sg case=gen|gender=masc|num=sg case=gen|gender=masc|num=sg pers=3|num=pl|tense=past|mood=ind case=nom|*=True|num=sg
317536823436009472	neutral	"Man muss sich des Systems bedienen, um es zu verändern" - Politik-Betrieb Partei Parteifinanzierung	"Man müssen sich die System bedienen, um es zu verändern" - Politik-Betrieb Partei Parteifinanzierung	NN VMFIN PRF ART NN NE APPR PPER PTKZU ADJA $( NN NN NN	2/SB 0/-- 10/OA 5/NK 10/OG 5/NK 5/OP 7/NK 10/PM 12/PAR 10/-- 2/SB 12/NK 12/UC	case=nom|gender=masc|num=sg pers=3|num=sg|tense=pres|mood=ind case=acc|pers=3|num=sg case=gen|gender=neut|num=sg case=gen|gender=neut|num=sg _ _ case=acc|gender=neut|num=sg|pers=3 _ _ _ case=nom|gender=masc|num=sg case=acc|gender=fem|num=sg case=acc|gender=fem|num=sg
324981520144166912	neutral	Sigmar Gabriel, Peer Steinbrück und Frank-Walter Steinmeier fordern mehr Frauen in Spitzenämtern. Nochmal, Sigmar... fra ...	Sigmar Gabriel, Peer Steinbrück und Frank-Walter Steinmeier fordern mehr Frau in Spitzenämtern. Nochmal, Sigmar... fra ...	NE NE NE NE KON NE NE VVFIN PIAT NN APPR NE NE NE NE $.	4/PNC 4/PNC 4/PNC 8/SB 4/CD 7/PNC 5/CJ 0/-- 10/NK 8/OA 10/MNR 11/NK 14/PNC 0/-- 0/-- 15/--	case=nom|gender=masc|num=sg case=nom|gender=masc|num=sg case=nom|gender=masc|num=sg case=nom|gender=masc|num=sg _ case=nom|gender=masc|num=sg case=nom|gender=masc|num=sg pers=3|num=pl|tense=pres|mood=ind *=True case=nom|gender=fem|num=pl _ case=dat|gender=neut|num=sg case=nom|gender=masc|num=sg case=nom|gender=masc|num=sg _ _
332235753474117632	neutral	Umfrage zur Bundestagwahl - Die meisten Wähler haben sich schon entschieden: Oft heisst es, Wähler würden sich ...	Umfrage zu Bundestagwahl - die meist Wähler haben sich schon entschieden: oft heißen es, Wähler werden sich ...	NN APPRART NN $( ART PIAT NN VAFIN PRF ADV VVFIN ADV VVFIN NE NN VAFIN PRF $.	0/-- 1/MNR 2/NK 5/-- 7/NK 7/NK 8/SB 0/-- 11/OA 11/MO 8/OC 13/MO 11/OC 15/NK 16/SB 13/OC 11/OA 17/--	case=nom|gender=fem|num=sg case=dat|gender=fem|num=sg case=dat|gender=fem|num=sg _ case=nom|gender=masc|num=pl case=nom|gender=masc|num=pl case=nom|gender=masc|num=pl pers=3|num=pl|tense=pres|mood=ind case=acc|pers=3|num=pl _ pos=True _ pers=3|num=sg|tense=pres|mood=ind _ case=nom|gender=masc|num=pl pers=3|num=pl|tense=past|mood=subj case=acc|pers=3|num=pl _
317417597165506561	neutral	Minijobs werden ja auch erst seit 2013 missbraucht! Nun wollen grüne nachbessern, ihre Murks! spd	Minijob werden ja auch erst seit @card@ missbraucht! nun wollen grün nachbessern, ihr Murks! spd	NN VAFIN ADV ADV ADV APPR CARD VVFIN ADV VMFIN ADJA NE PPOSAT NN ADJA	2/SB 0/-- 8/MO 8/MO 8/MO 8/MO 6/NK 2/OC 10/MO 0/-- 12/NK 10/SB 14/NK 10/OA 0/--	case=nom|gender=masc|num=pl pers=3|num=pl|tense=pres|mood=ind _ _ _ _ _ pers=3|num=sg|tense=past|mood=ind _ pers=3|num=pl|tense=pres|mood=ind case=nom|gender=masc|num=pl|pos=True case=nom|gender=masc|num=pl case=acc|gender=fem|num=sg case=acc|gender=fem|num=sg _
338017088335667200	neutral	Besuch des "Hexenhäusl" in Grosskothenreuth Im Westen des Landkreises traf sich die SPD-Kreistagsfraktion um...	Besuch die "Hexenhäusl" in Grosskothenreuth in Weste|Westen die Landkreis treffen sich die SPD-Kreistagsfraktion um...	NN ART NN APPR NE APPRART NN ART NN VVFIN PRF ART NN ADJA	10/SB 3/NK 1/AG 3/MNR 4/NK 1/MNR 6/NK 9/NK 7/AG 0/-- 10/OA 13/NK 10/SB 10/MO	case=nom|gender=masc|num=sg case=gen|gender=masc|num=sg case=gen|gender=masc|num=sg _ case=dat|gender=neut|num=sg case=dat|gender=masc|num=sg case=dat|gender=masc|num=sg case=gen|gender=neut|num=sg case=gen|gender=neut|num=sg pers=3|num=sg|tense=past|mood=ind case=acc|pers=3|num=sg case=nom|gender=fem|num=sg case=nom|gender=fem|num=sg case=nom|gender=fem|num=sg|pos=True
334762135525670914	neutral	"2013 wird das jahr der övp!" reicht euch nichtwählern das als aufruf, doch zur wahl zur gehen?	"2013 werden die Jahr die övp!" reichen ihr nichtwählern die als aufruf, doch zu Wahl zu gehen?	CARD VAFIN ART NN ART ADJA VVFIN PPER ADJD PDS KOKOM NE ADV APPRART NN APPRART ADJA	2/SB 0/-- 4/NK 2/SB 6/NK 4/AG 0/-- 7/DA 10/MO 7/SB 12/CM 9/CC 7/MO 7/MO 14/NK 7/MO 16/NK	_ pers=3|num=sg|tense=pres|mood=ind case=nom|gender=neut|num=sg case=nom|gender=neut|num=sg case=gen|gender=fem|num=sg case=gen|gender=fem|num=sg|pos=True pers=3|num=sg|tense=pres|mood=ind case=dat|*=True|num=pl|pers=2 pos=True case=nom|gender=neut|num=sg _ case=nom|gender=neut|num=sg _ case=dat|gender=fem|num=sg case=dat|gender=fem|num=sg case=dat|gender=fem|num=sg case=dat|gender=fem|num=sg|pos=True
326054830940499970	positive	Schäuble (=alter verwirrter Typ mit Merkelfetisch) warnt vor AfD	Schäuble (=alter verwirrt Typ mit Merkelfetisch) warnen vor AfD	NE NN ADJA NN APPR NE VVFIN APPR NN	2/NK 7/SB 4/NK 2/APP 4/MNR 5/NK 0/-- 7/OP 8/NK	case=nom|Sentiment::markable_100500181::Polarity=positive|Sentiment::markable_100500181::Sentiment=True|*=True|Target::markable_100500185::Target=True|Source::markable_100500182::Anaphref=empty|Sentiment::markable_100500181::Intensity=medium|num=sg|Target::markable_100500185::Anaphref=empty|Source::markable_100500182::Source=True|Target::markable_100500185::Preferred=true|Sentiment::markable_100500181::Sarcasm=false case=acc|gender=neut|Sentiment::markable_100500181::Sentiment=True|*=True|Sentiment::markable_100500185::Polarity=positive|Sentiment::markable_100500185::Intensity=medium|Sentiment::markable_100500185::Sarcasm=false|Sentiment::markable_100500185::Sentiment=True case=nom|gender=masc|Sentiment::markable_100500181::Sentiment=True|EmoExpression::markable_100500187::Sarcasm=false|pos=True|EmoExpression::markable_100500187::EmoExpression=True|EmoExpression::markable_100500187::Intensity=medium|EmoExpression::markable_100500187::Uncertain=false|num=sg|EmoExpression::markable_100500187::SubjectiveFact=false|EmoExpression::markable_100500187::Polarity=negative|Sentiment::markable_100500185::Sentiment=True case=nom|gender=masc|Sentiment::markable_100500181::Sentiment=True|num=sg|Sentiment::markable_100500185::Sentiment=True EmoExpression::markable_100500188::EmoExpression=True|Sentiment::markable_100500181::Sentiment=True|EmoExpression::markable_100500188::SubjectiveFact=false|EmoExpression::markable_100500188::Sarcasm=false|EmoExpression::markable_100500188::Polarity=negative|EmoExpression::markable_100500188::Uncertain=false|EmoExpression::markable_100500188::Intensity=medium|Sentiment::markable_100500185::Sentiment=True case=dat|gender=neut|Sentiment::markable_100500181::Sentiment=True|num=sg mood=ind|EmoExpression::markable_100500183::Uncertain=false|EmoExpression::markable_100500183::EmoExpression=True|Sentiment::markable_100500181::Sentiment=True|EmoExpression::markable_100500183::Intensity=weak|pers=3|num=sg|tense=pres|EmoExpression::markable_100500183::Sarcasm=false|EmoExpression::markable_100500183::SubjectiveFact=false|EmoExpression::markable_100500183::Polarity=negative Sentiment::markable_100500181::Sentiment=True case=dat|num=sg|Target::markable_100500184::Anaphref=empty|Target::markable_100500184::Target=True|gender=fem|Sentiment::markable_100500181::Sentiment=True|Target::markable_100500184::Preferred=true
332217999492780035	neutral	Congrats an %User! 2-0 in der Serie. wird in den Playoffs künftig versuchen unserem Bundesland ...	Congrats an %User! @card@ in die Serie. werden in die Playoffs künftig versuchen unser Bundesland ...	NN APPR NN CARD APPR ART NN VAFIN APPR ART NN ADJD VVFIN PPOSAT NN $.	0/-- 1/MNR 2/NK 8/SB 4/MNR 7/NK 5/NK 0/-- 13/MO 11/NK 9/NK 13/MO 8/OC 15/NK 13/DA 15/--	case=nom|gender=neut|num=pl _ case=dat|gender=fem|num=sg _ _ case=dat|gender=fem|num=sg case=dat|gender=fem|num=sg pers=3|num=sg|tense=pres|mood=ind _ case=dat|*=True|num=pl case=dat|*=True|num=pl pos=True pers=3|num=pl|tense=pres|mood=ind case=dat|gender=masc|num=sg case=dat|gender=masc|num=sg _
318484585224749057	negative	Frage der ökonomischen Verwertbarkeit der "Überflüssigen" identisch beantwortet wie heute SPD, FDP, CDU, CSU, Grüne	Frage die ökonomisch Verwertbarkeit die "Überflüssigen" identisch beantworten wie heute SPD, FDP, CDU, CSU, grün	NN ART ADJA NN ART NN ADJD VVPP KOKOM ADV NE NE NE NE ADJA	8/MO 4/NK 4/NK 1/AG 6/NK 4/AG 8/MO 0/-- 14/CM 14/MO 14/PNC 14/PNC 14/PNC 8/MO 14/PNC	case=nom|gender=fem|num=sg case=gen|gender=fem|num=pl case=gen|gender=fem|num=pl|pos=True case=dat|gender=fem|num=sg case=gen|gender=fem|num=sg case=gen|EmoExpression::markable_100500252::Uncertain=false|gender=fem|EmoExpression::markable_100500252::Intensity=medium|EmoExpression::markable_100500252::Sarcasm=false|EmoExpression::markable_100500252::SubjectiveFact=false|num=sg|EmoExpression::markable_100500252::Polarity=negative|EmoExpression::markable_100500252::EmoExpression=True pos=True _ _ _ case=nom|gender=masc|num=sg case=nom|gender=masc|num=sg case=nom|gender=masc|num=sg case=nom|gender=masc|num=sg case=nom|*=True|num=pl
333321195896320000	positive	Die FDP unterschreibt nur ein Koalitionsvertrag, wenn die Steuern "einfacher, gerechter... " Was soll das?	die FDP unterschreiben nur eine Koalitionsvertrag, wenn die Steuer "einfacher, gerechter... " was sollen das?	ART NE VVFIN ADV ART NN KOUS ART NN NE NE $( PWS VMFIN ADJA	2/NK 3/SB 0/-- 6/MO 6/NK 3/SB 6/NK 9/NK 3/OA 11/PNC 9/AG 13/-- 14/SB 0/-- 14/SB	case=nom|gender=fem|num=sg case=nom|gender=fem|num=sg pers=3|num=sg|tense=pres|mood=ind _ case=nom|gender=masc|num=sg case=nom|gender=masc|num=sg _ case=acc|gender=fem|num=pl case=acc|gender=fem|num=pl case=nom|*=True|num=sg EmoExpression::markable_100500254::Polarity=positive|EmoExpression::markable_100500254::Sarcasm=false|EmoExpression::markable_100500254::Uncertain=false|EmoExpression::markable_100500254::Intensity=medium|EmoExpression::markable_100500254::SubjectiveFact=false|EmoExpression::markable_100500254::EmoExpression=True _ case=nom|gender=neut|num=sg pers=3|num=sg|tense=pres|mood=ind _
