328854379425853441	positive	Gleich in Braunschweig mit Kamaraden Treffen %PosSmiley	gleich in Braunschweig mit Kamaraden Treffen %PosSmiley	ADJD APPR NE APPR ADJA NN ITJ	2/MO 0/-- 2/NK 2/SVP 6/NK 4/NK 4/MO	Sentiment::markable_208::Intensity=medium|Target::markable_209::Anaphref=empty|Sentiment::markable_208::Sarcasm=false|Sentiment::markable_208::Polarity=positive|Sentiment::markable_208::Sentiment=True|Target::markable_209::Preferred=true|Target::markable_209::Target=True Sentiment::markable_208::Sentiment=True|Target::markable_209::Target=True case=dat|gender=neut|num=sg|Sentiment::markable_208::Sentiment=True|Target::markable_209::Target=True Sentiment::markable_208::Sentiment=True|Target::markable_209::Target=True case=dat|num=pl|Target::markable_209::Target=True|gender=fem|Sentiment::markable_208::Sentiment=True|pos=True case=dat|gender=fem|num=pl|Sentiment::markable_208::Sentiment=True|Target::markable_209::Target=True EmoExpression::markable_1::Sarcasm=false|EmoExpression::markable_1::SubjectiveFact=false|EmoExpression::markable_1::EmoExpression=True|EmoExpression::markable_1::Uncertain=false|EmoExpression::markable_1::Polarity=positive|Sentiment::markable_208::Sentiment=True|EmoExpression::markable_1::Intensity=medium
327985340847624193	neutral	Bei einem halbstündigen Feuergefecht zwischen Sicherheitspersonal und Aufständischen wurden in der südlichen...	bei eine halbstündig Feuergefecht zwischen Sicherheitspersonal und Aufständische werden in die südlichen...	APPR ART ADJA NN APPR NN KON NN VAFIN APPR ART ADJA	9/MO 4/NK 4/NK 1/NK 4/MNR 5/NK 6/CD 7/CJ 0/-- 9/MO 12/NK 10/NK	_ case=dat|gender=masc|num=sg case=dat|gender=masc|num=sg|pos=True case=dat|gender=masc|num=sg _ case=dat|gender=neut|num=sg _ case=dat|gender=neut|num=sg pers=3|num=pl|tense=past|mood=ind _ case=dat|gender=fem|num=sg *=True|pos=True
320338804336627712	neutral	Dan wey dem fine all dem pics hahha	Dan wey die fine alle die pics hahha	NE NE ART NN PIAT ART NN NE	2/PNC 0/-- 4/NK 2/APP 4/NK 7/NK 4/APP 7/NK	case=nom|gender=masc|num=sg case=nom|gender=masc|num=sg case=dat|gender=masc|num=sg case=dat|gender=masc|num=sg *=True case=dat|gender=masc|num=sg case=dat|gender=masc|num=sg case=nom|gender=neut|num=sg
318746991612026881	negative	%Link fällt mir nichts ein - sorry... - Oke	%Link fallen|fällen ich nichts eine - sorry... - Oke	XY VVFIN PPER PIS ART $( NE $( NE	0/-- 0/-- 2/DA 2/OA 7/NK 5/-- 2/OA 9/-- 0/--	case=nom|gender=fem|num=sg Sentiment::markable_141::Polarity=negative|mood=ind|Target::markable_142::Target=True|Sentiment::markable_141::Sentiment=True|Sentiment::markable_141::Intensity=medium|Sentiment::markable_141::Sarcasm=false|pers=3|Target::markable_142::Anaphref=empty|Target::markable_142::Preferred=true|num=sg|tense=pres case=dat|pers=1|num=sg|Target::markable_142::Target=True|Sentiment::markable_141::Sentiment=True|*=True gender=neut|Sentiment::markable_141::Sentiment=True|*=True|Target::markable_142::Target=True case=nom|gender=neut|Sentiment::markable_141::Sentiment=True|num=sg|Target::markable_142::Target=True Sentiment::markable_141::Sentiment=True case=nom|gender=neut|num=sg|pos=True _ *=True
321536860025389056	neutral	"Game Of Thrones" mal anders. Chvrches aus Glasgow coverten spontan den Titelsong der Serie und filmten mit...	"Game Of Thrones" mal anders. Chvrches aus Glasgow coverten spontan die Titelsong die Serie und filmen mit...	NN FM NE ADV ADJA NN APPR NE VVFIN ADJD ART NN ART NN KON VVFIN ADJA	5/SBP 3/PNC 1/NK 5/MO 0/-- 9/SB 6/MNR 7/NK 0/-- 9/MO 12/NK 9/OA 14/NK 12/AG 9/CD 15/CJ 16/MO	case=nom|gender=fem|num=sg *=True case=nom|*=True|num=sg _ case=dat|gender=masc|num=sg|pos=True case=nom|gender=neut|num=sg|pos=True _ case=dat|gender=neut|num=sg pers=3|num=pl|tense=past|mood=ind pos=True case=acc|gender=masc|num=sg case=acc|gender=masc|num=sg case=gen|gender=fem|num=sg case=gen|gender=fem|num=sg _ pers=3|num=pl|tense=past|mood=ind _
327151789092786176	negative	Mir doch Latte ob BVB gewinnt ... welche Auswirkungen wird das Ergebnis nächste Woche für mich haben ? Fussball ist wie DSDS von RTL ...	Mir doch Latte ob BVB gewinnen ... welche Auswirkung werden die Ergebnis nah Woche für ich haben ? Fußball sein wie DSDS von RTL ...	NN KON NN APPR NE VVFIN $. PWAT NN VAFIN ART NN ADJA NN APPR PRF VAFIN $. NN VAFIN KOKOM NN APPR NE $.	6/SB 1/CD 2/CJ 1/MNR 4/NK 0/-- 6/-- 9/NK 17/OA 0/-- 12/NK 10/SB 14/NK 17/MO 17/MO 15/NK 10/OC 17/-- 20/SB 0/-- 22/CM 20/PD 22/PG 23/NK 24/--	case=nom|Source::markable_173::Anaphref=empty|Sentiment::markable_172::Sentiment=True|gender=masc|Sentiment::markable_172::Intensity=medium|Source::markable_173::Source=True|num=sg|Sentiment::markable_172::Polarity=negative|Sentiment::markable_172::Sarcasm=false Sentiment::markable_172::Sentiment=True case=nom|EmoExpression::markable_174::EmoExpression=True|Sentiment::markable_172::Sentiment=True|gender=masc|EmoExpression::markable_174::Intensity=medium|EmoExpression::markable_174::Polarity=negative|EmoExpression::markable_174::Sarcasm=false|EmoExpression::markable_174::Uncertain=false|num=sg|EmoExpression::markable_174::SubjectiveFact=false Sentiment::markable_172::Sentiment=True case=dat|Target::markable_175::Anaphref=empty|num=sg|Target::markable_175::Preferred=true|Sentiment::markable_172::Sentiment=True|gender=masc|Target::markable_175::Target=True pers=3|num=sg|tense=pres|mood=ind|Sentiment::markable_172::Sentiment=True|Target::markable_175::Target=True _ case=acc|gender=fem|num=pl case=acc|gender=fem|num=pl pers=3|num=sg|tense=pres|mood=ind case=nom|gender=neut|num=sg case=nom|gender=neut|num=sg case=nom|gender=neut|num=sg|pos=True case=nom|gender=neut|num=sg _ case=acc|*=True|num=sg|pers=1 pers=3|num=pl|tense=pres|mood=ind _ case=nom|Sentiment::markable_144::Polarity=negative|Sentiment::markable_144::Sarcasm=false|gender=neut|Target::markable_145::Anaphref=empty|Target::markable_145::Preferred=true|Sentiment::markable_144::Intensity=medium|num=sg|Sentiment::markable_144::Sentiment=True|Target::markable_145::Target=True pers=3|num=sg|tense=pres|mood=ind|Sentiment::markable_144::Sentiment=True Sentiment::markable_144::Sentiment=True case=nom|EmoExpression::markable_146::Sarcasm=false|EmoExpression::markable_146::Polarity=negative|gender=fem|EmoExpression::markable_146::Intensity=medium|num=sg|EmoExpression::markable_146::Uncertain=false|EmoExpression::markable_146::SubjectiveFact=true|EmoExpression::markable_146::EmoExpression=True|Sentiment::markable_144::Sentiment=True Sentiment::markable_144::Sentiment=True|EmoExpression::markable_146::EmoExpression=True case=dat|*=True|num=sg|Sentiment::markable_144::Sentiment=True|EmoExpression::markable_146::EmoExpression=True _
323849711524126720	neutral	Stell keine Fragen, dann wirst du auch nicht belogen SpruchDesTages	stellen keine Fragen, dann werden du auch nicht belügen SpruchDesTages	VVIMP PIAT NN ADV VAFIN PPER ADV PTKNEG VVPP NN	10/PNC 3/NK 1/OA 1/MO 0/-- 5/SB 9/MO 9/NG 5/OC 9/OA	case=dat|*=True|num=sg case=nom|gender=fem|num=sg case=nom|gender=fem|num=sg _ pers=2|num=sg|tense=pres|mood=ind case=nom|*=True|num=sg|pers=2 _ _ _ case=gen|gender=masc|num=sg
329240044328062976	neutral	Suche je einen Ruby / iOS Entwickler für ein 3..4-Freelancer-Projektteam. XING-API-App für XING ["für" nicht "bei"] / plz RT	Suche je eine Ruby / iOS Entwickler für eine 3..4-Freelancer-Projektteam. XING-API-App für XING ["für" nicht "bei"] / plz RT	NN APPR ART NE $( ADJA NN APPR ART NE NE APPR NN ADJD PTKNEG NN $( VVFIN NE	0/-- 1/OP 7/NK 0/-- 4/-- 7/NK 2/NK 7/MNR 10/NK 8/NK 18/SB 11/MO 12/NK 16/MO 16/NG 12/CJ 16/-- 0/-- 18/OA	case=nom|gender=fem|num=sg _ case=acc|gender=masc|num=sg case=acc|gender=masc|num=sg _ case=acc|gender=masc|num=sg|pos=True case=acc|gender=masc|num=sg _ case=acc|gender=neut|num=sg case=acc|gender=neut|num=sg case=nom|*=True|num=sg _ case=acc|gender=fem|num=sg pos=True _ case=nom|gender=neut|num=sg _ pers=3|num=sg|tense=past|mood=ind case=nom|*=True|num=sg
325361458231771137	neutral	Morgen Extraschicht auf dem Contao Stammtisch NRW im UPH.	Morgen Extraschicht auf die Contao Stammtisch NRW in UPH.	NN NN APPR ART NN NN NE APPRART NN	0/-- 1/NK 1/MNR 5/NK 3/NK 1/PAR 6/NK 1/MO 8/NK	case=nom|gender=fem|num=pl case=nom|gender=fem|num=pl _ case=dat|gender=masc|num=sg case=dat|gender=masc|num=sg case=nom|gender=neut|num=sg case=nom|gender=neut|num=sg case=dat|gender=masc|num=sg case=dat|gender=masc|num=sg
328887479010734082	neutral	Ab heute bis am 04.05: 10% auf das gesamte IKEA Sortiment für IKEA FAMILY Mitglieder. Auch beim Online-Shopping....	ab heute bis an @card@ @card@ auf die gesamt IKEA Sortiment für IKEA Family Mitglieder. auch bei Online-Shopping....	APPR ADV APPR APPRART CARD CARD APPR ART ADJA NN NN APPR NE FM NE ADV APPRART NE	4/MO 1/NK 4/AC 0/-- 6/NMC 4/NK 4/OP 10/NK 10/NK 7/NK 10/NK 11/MNR 15/PNC 15/PNC 12/NK 17/MO 0/-- 17/NK	_ _ _ case=dat|gender=masc|num=sg _ _ _ case=acc|gender=neut|num=sg case=acc|gender=neut|num=sg|pos=True case=acc|gender=neut|num=sg case=acc|gender=neut|num=sg _ case=acc|*=True|num=sg *=True *=True _ case=dat|gender=masc|num=sg case=dat|gender=masc|num=sg
321883946969341952	neutral	Ich habe im Spiel The Tribez für Android die Mission '4 Dauerau... ' abgeschlossen. %Link androidgames, gameinsight	ich haben in Spiel The Tribez für Android die Mission '4 Dauerau... ' abgeschlossen. %Link androidgames, gameinsight	PPER VAFIN APPRART NN FM NN APPR NN ART NN CARD NN $( VVPP XY NE NE	2/SB 0/-- 2/MO 3/NK 6/NK 2/OA 6/MNR 7/NK 10/NK 2/OA 12/NK 10/OA 14/-- 0/-- 14/OA 17/PNC 0/--	case=nom|*=True|num=sg|pers=1 pers=1|num=sg|tense=pres|mood=ind case=dat|gender=neut|num=sg case=dat|gender=neut|num=sg *=True case=nom|*=True|num=sg _ case=acc|gender=masc|num=sg case=acc|gender=fem|num=sg case=acc|gender=fem|num=sg _ case=acc|gender=fem|num=sg _ _ _ case=nom|gender=neut|num=sg _
324803750671839232	neutral	Ich habe 112,212 Goldmünzen gesammelt! %Link android, androidgames, gameinsight	ich haben @card@ Goldmünze gesammelt! %Link android, androidgames, gameinsight	PPER VAFIN CARD NN ADJA XY NE NE NE	2/SB 0/-- 4/NK 5/AMS 2/OC 0/-- 9/PNC 9/PNC 0/--	case=nom|*=True|num=sg|pers=1 pers=1|num=sg|tense=pres|mood=ind _ case=nom|gender=fem|num=pl _ case=nom|*=True|num=sg case=nom|*=True|num=sg case=nom|*=True|num=sg _
327673027758272513	neutral	Im Krankenhaus sprechen anscheinend alle mit doppelter Geschwindigkeit.	in Krankenhaus sprechen anscheinend alle mit doppelt Geschwindigkeit.	APPRART NN VVFIN ADJD PIS APPR ADJA NN	3/MO 1/NK 0/-- 3/MO 3/NK 3/MO 8/NK 6/NK	case=dat|gender=neut|num=sg case=dat|gender=neut|num=sg _ pos=True case=acc|*=True|num=pl _ case=dat|gender=fem|num=sg|pos=True case=dat|gender=fem|num=sg
326359756321198084	neutral	waren grad da.. sind noch nicht da..	sein grad da.. sein noch nicht da..	VAFIN ADJA NN VAFIN ADV PTKNEG ADJA	0/-- 3/NK 1/PD 0/-- 6/MO 7/NG 4/SB	pers=3|num=pl|tense=past|mood=ind case=nom|*=True|num=pl|pers=3 sup=True pers=3|num=pl|tense=pres|mood=ind _ _ case=nom|gender=fem|num=pl|pers=3
320184426782920704	neutral	Elisa willst du nicht doch DEINE Fangirl-feelings haben ?	Elisa wollen du nicht doch dein Fangirl-feelings haben ?	NE VMFIN PPER PTKNEG ADV PPOSAT NN VAINF $.	2/SB 0/-- 2/SB 2/NG 8/MO 7/NK 8/OA 2/OC 8/--	case=nom|*=True|num=sg pers=2|num=sg|tense=pres|mood=ind case=nom|*=True|num=sg|pers=2 _ _ case=nom|gender=masc|num=sg case=gen|gender=masc|num=sg pers=3|num=pl|tense=pres|mood=ind _
319462104933466112	negative	Leute ich fühle mich so Hangover mässig... WARUM? %NegSmiley %User	Leute ich fühlen ich so Hangover mässig... WARUM? %NegSmiley %User	NN PPER VVFIN PRF ADV NN ADJA NN ITJ NE	3/PNC 3/SB 5/RE 3/OA 6/MO 0/-- 6/NK 0/-- 8/NK 0/--	pers=1|num=sg|tense=past|mood=subj case=nom|Sentiment::markable_267::Sentiment=True|Source::markable_268::Anaphref=empty|Sentiment::markable_267::Polarity=negative|Sentiment::markable_267::Sarcasm=false|*=True|Sentiment::markable_267::Intensity=medium|pers=1|num=sg|Source::markable_268::Source=True pers=1|Sentiment::markable_267::Sentiment=True|num=sg|tense=pres|mood=ind case=acc|pers=1|Target::markable_269::Preferred=true|num=sg|Target::markable_269::Anaphref=empty|Sentiment::markable_267::Sentiment=True|Target::markable_269::Target=True Sentiment::markable_267::Sentiment=True case=nom|EmoExpression::markable_270::SubjectiveFact=false|EmoExpression::markable_270::Intensity=medium|gender=masc|EmoExpression::markable_270::Uncertain=false|num=sg|EmoExpression::markable_270::EmoExpression=True|EmoExpression::markable_270::Sarcasm=false|Sentiment::markable_267::Sentiment=True|EmoExpression::markable_270::Polarity=negative case=nom|gender=masc|num=sg|pos=True case=nom|gender=masc|num=sg case=nom|gender=masc|num=sg case=nom|gender=masc|num=sg
329201604093960193	neutral	Ich weiss ja nicht, was ich vom Partnerlook der Prinzessinnen halten soll... Thrönung %User	ich wissen ja nicht, was ich von Partnerlook die Prinzessin halten soll... Thrönung %User	PPER VVFIN ADV ADJA PRELS PPER APPRART NN ART NN VVFIN ADJA NN NE	2/SB 0/-- 2/MO 12/OA 12/OA 12/SB 11/SBP 7/NK 10/NK 8/AG 12/OC 2/MO 0/-- 13/NK	case=nom|*=True|num=sg|pers=1 pers=1|num=sg|tense=pres|mood=ind _ case=acc|gender=neut|num=sg|pos=True case=acc|gender=neut|num=sg case=nom|*=True|num=sg|pers=1 case=dat|gender=masc|num=sg case=dat|gender=masc|num=sg case=gen|gender=fem|num=sg case=gen|gender=fem|num=sg _ pers=3|num=sg|tense=pres|mood=ind case=nom|gender=fem|num=sg case=nom|gender=fem|num=sg
329191666873430017	neutral	Ich versteck mich erstmal eine Stunde auf der Couch. Vielleicht findet er mich nicht.	ich verstecken ich erstmal eine Stunde auf die Couch. vielleicht finden er ich nicht.	PPER VVIMP PRF ADV ART NN APPR ART NN ADV VVFIN PPER PRF ADJA	4/SB 0/-- 2/NK 2/MO 6/NK 2/OA 2/MO 9/NK 7/NK 11/MO 0/-- 11/SB 11/OA 11/MO	case=nom|*=True|num=sg|pers=1 pers=1|num=sg|tense=pres|mood=ind case=acc|pers=1|num=sg _ case=acc|gender=fem|num=sg case=acc|gender=fem|num=sg _ case=dat|gender=fem|num=sg case=dat|gender=fem|num=sg _ pers=3|num=sg|tense=pres|mood=ind case=nom|gender=masc|num=sg|pers=3 case=acc|pers=1|num=sg _
328249983696506882	neutral	heute bekam ich keine vorgestern ging es noch	heute bekommen ich keine vorgestern gehen es noch	ADV VVFIN PPER PIAT ADV VVFIN PPER ADV	2/MO 0/-- 2/SB 2/OA 6/MO 2/OC 6/EP 6/MO	_ pers=1|num=sg|tense=past|mood=ind case=nom|*=True|num=sg|pers=1 case=acc|gender=fem|num=sg _ pers=3|num=sg|tense=past|mood=ind case=nom|gender=neut|num=sg|pers=3 _
318661659046580224	neutral	AnnikaBond: Da hat sich doch der Blasehase gleich mal seine eigenen Eier mitgebracht um sie zu auszulutschen und...	AnnikaBond: da haben sich doch die Blasehase gleich mal sein eigen Ei mitbringen um sie zu auszulutschen und...	NN ADV VAFIN PRF ADV ART NN ADJD ADV PPOSAT ADJA NN VVPP APPR PPER PTKZU ADJA ADJA	3/SB 1/MNR 0/-- 13/OA 13/MO 7/NK 3/SB 13/MO 13/MO 12/NK 12/NK 13/OA 3/OC 13/MO 14/NK 17/PM 18/MO 14/MO	case=nom|gender=masc|num=sg _ pers=3|num=sg|tense=pres|mood=ind case=acc|pers=3|num=sg _ case=nom|gender=masc|num=sg case=nom|gender=masc|num=sg _ _ case=acc|gender=neut|num=pl case=acc|gender=neut|num=pl|pos=True case=acc|gender=neut|num=pl _ _ case=acc|*=True|num=pl|pers=3 _ _ pos=True
326283659080519680	positive	Badestopp nach dem Frühstück. Gleich setzen wir wieder Segel.	Badestopp nach die Frühstück. gleich setzen wir wieder Segel.	NN APPR ART NN ADJD VVFIN PPER ADV NN	0/-- 1/MNR 4/NK 2/NK 6/MO 0/-- 6/SB 6/MO 6/OA	case=nom|gender=masc|num=sg _ case=dat|gender=neut|num=sg case=dat|gender=neut|num=sg pos=True EmoExpression::markable_104012304::Uncertain=false|EmoExpression::markable_104012304::Polarity=positive|EmoExpression::markable_104012304::Sarcasm=false|mood=ind|pers=1|num=pl|tense=pres|EmoExpression::markable_104012304::Intensity=medium|EmoExpression::markable_104012304::SubjectiveFact=false|EmoExpression::markable_104012304::EmoExpression=True case=nom|*=True|num=pl|pers=1 _ case=acc|gender=masc|num=sg|EmoExpression::markable_104012304::EmoExpression=True
327283176005324801	neutral	Ü Ei Überraschungspaket: Bamberg | Verkaufe einen Teil meiner Sammlung bestehend aus 25 Teilen mit sehr selten...	Ü Ei Überraschungspaket: Bamberg | Verkauf eine Teil mein Sammlung bestehend aus 25 Teil|Teilen mit sehr selten...	ADJA NN NN NE XY NN ART NN PPOSAT NN ADJD APPR CARD NN APPR ADV ADJA	2/NK 0/-- 6/PNC 6/PNC 0/-- 2/NK 8/NK 11/OA 10/NK 8/AG 2/PAR 11/MO 14/NK 12/NK 14/MNR 17/MO 15/NK	_ case=nom|gender=masc|num=sg case=nom|gender=masc|num=sg *=True *=True case=acc|gender=masc|num=pl case=acc|gender=masc|num=sg case=acc|gender=masc|num=sg case=gen|gender=fem|num=sg case=gen|gender=fem|num=sg pos=True _ _ case=dat|gender=masc|num=pl _ _ pos=True
321496993295892480	neutral	Nordrhein-Westfalen Gesamtpaket - Ihr Link im Webverzeichnis von 54 Portalen	Nordrhein-Westfalen Gesamtpaket - ihr Link in Webverzeichnis von 54 Portal	NE NN $( PPOSAT NE APPRART NN APPR CARD NN	2/AG 0/-- 4/-- 5/NK 0/-- 5/MNR 6/NK 7/MNR 10/NK 8/NK	case=nom|gender=neut|num=sg case=nom|gender=neut|num=sg _ case=nom|gender=masc|num=sg case=nom|gender=masc|num=sg case=dat|gender=neut|num=sg case=dat|gender=neut|num=sg _ _ case=dat|gender=neut|num=pl
327497036641484800	neutral	Wer geht mir zur holi 2013 in Hannover?	wer gehen ich zu holi @card@ in Hannover?	PWS VVFIN PPER APPRART NE CARD APPR NE	2/SB 0/-- 2/DA 2/MO 4/NK 2/MO 2/MO 7/NK	case=nom|gender=masc|num=sg pers=3|num=sg|tense=pres|mood=ind case=dat|*=True|num=sg|pers=1 case=dat|gender=fem|num=sg case=dat|gender=fem|num=sg _ _ case=dat|gender=neut|num=sg
325231291538735105	positive	Jersey PÜDORF von Farbenmix Farbe Türkis D: Jersey PÜDORF von Farbenmix Farbe Türkis Design PAU...	Jersey PÜDORF von Farbenmix Farbe Türkis D: Jersey PÜDORF von Farbenmix Farbe Türkis Design PAU...	NE NN APPR NN NN NN NE NE NN APPR NN NN NN NN ADJA	2/AG 0/-- 2/PG 3/NK 4/MNR 5/NK 8/PNC 6/NK 15/OA 9/PG 10/NK 11/NK 11/MNR 13/NK 2/OC	case=nom|gender=neut|num=sg case=nom|gender=neut|num=sg _ case=dat|gender=fem|num=sg case=dat|gender=fem|num=sg case=nom|gender=fem|num=sg case=nom|EmoExpression::markable_148::Intensity=strong|EmoExpression::markable_148::EmoExpression=True|gender=fem|EmoExpression::markable_148::SubjectiveFact=false|EmoExpression::markable_148::Uncertain=false|num=sg|EmoExpression::markable_148::Polarity=positive|EmoExpression::markable_148::Sarcasm=false case=nom|gender=fem|num=sg case=nom|gender=fem|num=sg _ case=dat|gender=fem|num=sg case=dat|gender=fem|num=sg case=gen|gender=masc|num=sg case=nom|gender=masc|num=sg case=gen|gender=masc|num=sg|pos=True
327919896996507649	neutral	Hasseröder Werbeschild Bierwerbung Bier Bierschild: Dammendorf bei Eisenhüttenstadt | Hasseröder Werbeschild z...	Hasseröder Werbeschild Bierwerbung Bier Bierschild: Dammendorf bei Eisenhüttenstadt | Hasseröder Werbeschild z...	ADJA NN NN NN NN NN APPR NN XY ADJA NN ADJA	2/NK 0/-- 2/NK 5/NK 2/CJ 5/NK 5/MNR 7/NK 0/-- 11/NK 0/-- 11/NK	*=True|pos=True case=nom|gender=neut|num=sg case=acc|gender=fem|num=sg case=nom|gender=neut|num=sg case=nom|gender=neut|num=sg case=nom|gender=neut|num=sg _ case=dat|gender=fem|num=sg case=nom|*=True *=True|pos=True case=acc|gender=neut|num=sg case=acc|gender=neut|num=sg|pos=True
323371596872040448	neutral	Ich habe im Spiel The Tribez für Android die Mission 'Bestelle ... ' abgeschlossen. %Link androidgames, gameinsight	ich haben in Spiel The Tribez für Android die Mission 'Bestelle ... ' abgeschlossen. %Link androidgames, gameinsight	PPER VAFIN APPRART NN FM NN APPR NN ART NN NN $. $( VVPP XY NE NE	2/SB 0/-- 2/MO 3/NK 6/NK 2/OA 6/MNR 7/NK 10/NK 2/OA 10/NK 11/-- 14/-- 0/-- 14/OA 17/PNC 0/--	case=nom|*=True|num=sg|pers=1 pers=1|num=sg|tense=pres|mood=ind case=dat|gender=neut|num=sg case=dat|gender=neut|num=sg *=True case=nom|*=True|num=sg _ case=acc|gender=masc|num=sg case=acc|gender=fem|num=sg case=acc|gender=fem|num=sg case=acc|gender=fem|num=sg _ _ _ _ case=nom|gender=neut|num=sg _
322768045078622208	neutral	wey den ko main futsal ke mlam nie ? hee jz asking	wey die ko main futsal ke mlam nie ? hee jz asking	NE ART ADJA NN ADJA ADJA NE ADV $. ADJA NE NE	6/SB 4/NK 4/NK 5/OA 0/-- 0/-- 6/NK 6/MO 8/-- 0/-- 12/PNC 10/OA	case=nom|*=True|num=sg case=acc|gender=masc|num=sg case=acc|gender=masc|num=sg|pos=True case=acc|gender=masc|num=sg pos=True _ case=dat|gender=neut|num=sg _ _ _ _ _
329153105050615808	neutral	Wie hättest du ihn denn heute gerne?	wie haben du er denn heute gerne?	KOKOM VAFIN PPER PPER ADV ADV ADJA	7/MO 0/-- 2/SB 3/APP 2/MO 2/MO 2/MO	_ pers=2|num=sg|tense=pres|mood=ind case=nom|*=True|num=sg|pers=2 case=acc|gender=masc|num=sg|pers=3 _ _ _
328954105978556416	neutral	Warum gibt's beim Schuhmacher auch immer Schlüssel?	warum geben bei Schuhmacher auch immer Schlüssel?	PWAV VVFIN APPRART NN ADV ADV ADJA	2/MO 0/-- 2/MO 3/NK 7/MO 7/MO 2/SB	_ pers=3|num=sg|tense=past|mood=ind case=dat|gender=masc|num=sg case=dat|gender=masc|num=sg _ _ case=dat|gender=masc|num=sg|pos=True
323835135063629824	neutral	ASW Profi-Rohrschelle mit Schnellverschluss und mit Schallschutzeinlage DIN 4109 %Link 15.04 18:28	ASW Profi-Rohrschelle mit Schnellverschluss und mit Schallschutzeinlage DIN @card@ %Link @card@ @card@	NN NN APPR NN KON APPR NN NE CARD XY CARD CARD	0/-- 1/NK 1/MNR 3/NK 3/CD 5/CJ 6/NK 12/PNC 8/NK 12/PNC 12/NMC 7/NK	case=nom|gender=masc|num=sg case=nom|gender=masc|num=sg _ case=dat|gender=masc|num=sg _ _ case=dat|gender=fem|num=sg gender=fem|*=True _ _ _ _
327041384446050305	neutral	Ich habe 313 Nahrungseinheiten geerntet! %Link android, androidgames, gameinsight	ich haben @card@ Nahrungseinheiten geerntet! %Link android, androidgames, gameinsight	PPER VAFIN CARD NN VVPP XY NE NE NE	2/SB 0/-- 4/NK 5/OA 2/OC 0/-- 9/PNC 9/PNC 0/--	case=nom|*=True|num=sg|pers=1 pers=1|num=sg|tense=pres|mood=ind _ case=acc|gender=fem|num=pl _ case=nom|*=True|num=sg case=nom|*=True|num=sg case=nom|*=True|num=sg _
